Source,Target,Label,inter,cor,p
2202,1554,1,pp,0.938590635,0.000552616
1970,1554,1,pp,0.857142857,0.006530017
2048,1554,1,pp,0.838338383,0.009323116
1925,1554,1,pp,0.975900073,3.44E-05
1957,1554,1,pp,0.898219696,0.002438797
1907,1554,1,pp,0.878310066,0.004103934
1674,1058,-1,np,-0.915729116,0.001403174
2166,1058,1,pp,0.834748647,0.009929687
1713,1058,-1,np,-0.862290909,0.005872991
2015,1058,-1,np,-0.98802352,4.26E-06
2271,1058,-1,np,-0.838338383,0.009323116
2238,1058,1,pp,0.934148484,0.000679106
1667,933,-1,np,-0.952380952,0.0002604
2186,933,-1,np,-0.857142857,0.006530017
1668,933,-1,np,-0.952380952,0.0002604
2291,933,-1,np,-0.898219696,0.002438797
1873,933,-1,np,-0.857142857,0.006530017
1703,933,-1,np,-0.886243434,0.003373343
1738,933,-1,np,-0.857142857,0.006530017
2132,933,1,pp,0.886243434,0.003373343
1825,933,-1,np,-0.848625129,0.007716947
1904,933,-1,np,-0.904761905,0.002008276
2026,933,1,pp,0.850314646,0.007471415
1891,933,-1,np,-0.880952381,0.00385032
2134,933,1,pp,0.850314646,0.007471415
1705,933,-1,np,-0.903680049,0.002075752
1863,933,-1,np,-0.874267171,0.004512386
2057,662,-1,np,-0.867532847,0.005249136
1820,1033,1,pp,0.904761905,0.002008276
1701,1033,-1,np,-0.853912564,0.006965288
1744,1033,1,pp,0.862290909,0.005872991
1679,1033,-1,np,-0.934148484,0.000679106
1857,1033,-1,np,-0.95810101,0.000178157
2247,1033,1,pp,0.904761905,0.002008276
2200,1196,1,pp,0.880952381,0.00385032
1645,1196,1,pp,0.928571429,0.000862968
1668,1196,-1,np,-0.857142857,0.006530017
2232,1196,1,pp,0.915729116,0.001403174
1738,1196,-1,np,-1,0
2132,1196,1,pp,0.898219696,0.002438797
1904,1196,-1,np,-0.904761905,0.002008276
2026,1196,1,pp,0.862290909,0.005872991
1671,1196,-1,np,-0.970077272,6.55E-05
1705,1196,-1,np,-0.879581914,0.003980559
1650,1196,-1,np,-0.838338383,0.009323116
2084,1196,-1,np,-0.880952381,0.00385032
1942,1196,-1,np,-0.904761905,0.002008276
1890,1196,-1,np,-0.857142857,0.006530017
1938,1196,-1,np,-0.857142857,0.006530017
1757,1196,1,pp,0.853912564,0.006965288
1943,1196,-1,np,-0.85548378,0.00675133
2201,1196,-1,np,-0.886243434,0.003373343
2261,1196,-1,np,-0.862290909,0.005872991
1667,17,-1,np,-0.976190476,3.31E-05
2219,17,-1,np,-0.847024363,0.007954271
1693,17,1,pp,0.891630982,0.002928681
1668,17,-1,np,-0.904761905,0.002008276
1873,17,-1,np,-0.857142857,0.006530017
2204,17,-1,np,-0.843434712,0.008503234
1782,17,-1,np,-0.857142857,0.006530017
2218,17,-1,np,-0.970077272,6.55E-05
2155,17,-1,np,-0.857142857,0.006530017
1777,17,-1,np,-0.853912564,0.006965288
1806,17,-1,np,-0.934148484,0.000679106
1831,17,-1,np,-0.904761905,0.002008276
1775,17,1,pp,0.843434712,0.008503234
1933,69,-1,np,-0.857142857,0.006530017
1695,69,-1,np,-0.843434712,0.008503234
2106,69,-1,np,-0.85548378,0.00675133
2206,69,1,pp,0.879581914,0.003980559
2199,69,1,pp,0.904761905,0.002008276
1708,1343,1,pp,0.850314646,0.007471415
1756,1343,-1,np,-0.874267171,0.004512386
2183,1343,-1,np,-0.904761905,0.002008276
2122,1343,-1,np,-0.874267171,0.004512386
1846,1343,1,pp,0.904761905,0.002008276
1686,1343,-1,np,-0.952380952,0.0002604
1770,1343,1,pp,0.880952381,0.00385032
2202,1343,-1,np,-0.837121378,0.009526041
1925,1343,-1,np,-0.975900073,3.44E-05
2247,1343,1,pp,0.857142857,0.006530017
1907,1343,-1,np,-0.878310066,0.004103934
1909,536,1,pp,0.898219696,0.002438797
1981,1498,-1,np,-0.850314646,0.007471415
2104,1498,-1,np,-0.843434712,0.008503234
2096,1498,1,pp,0.880952381,0.00385032
1835,1498,1,pp,0.883851509,0.003583935
1932,1498,1,pp,0.838338383,0.009323116
2214,127,-1,np,-0.879581914,0.003980559
1951,127,-1,np,-0.878310066,0.004103934
2192,127,-1,np,-0.874267171,0.004512386
1807,127,-1,np,-0.850314646,0.007471415
2264,127,-1,np,-0.952380952,0.0002604
1739,127,-1,np,-0.910195959,0.001690861
2187,127,-1,np,-0.857142857,0.006530017
1687,127,-1,np,-0.952380952,0.0002604
1815,1074,-1,np,-0.928571429,0.000862968
1727,1074,-1,np,-0.857142857,0.006530017
1923,1074,-1,np,-0.898219696,0.002438797
1770,1074,-1,np,-0.952380952,0.0002604
2193,1074,-1,np,-0.886243434,0.003373343
2202,1074,1,pp,0.913223321,0.001529138
2128,39,-1,np,-0.915729116,0.001403174
2058,39,-1,np,-0.904761905,0.002008276
2115,39,-1,np,-0.874267171,0.004512386
1645,188,-1,np,-0.928571429,0.000862968
2232,188,-1,np,-0.903680049,0.002075752
2183,188,1,pp,0.857142857,0.006530017
2120,188,1,pp,0.857142857,0.006530017
2025,188,1,pp,0.862290909,0.005872991
1738,188,1,pp,0.928571429,0.000862968
1825,188,1,pp,0.848625129,0.007716947
1671,188,1,pp,0.898219696,0.002438797
1688,188,-1,np,-0.838338383,0.009323116
2084,188,1,pp,0.904761905,0.002008276
1970,188,1,pp,0.904761905,0.002008276
1942,188,1,pp,0.857142857,0.006530017
1890,188,1,pp,0.857142857,0.006530017
2201,188,1,pp,0.850314646,0.007471415
2261,188,1,pp,0.898219696,0.002438797
1882,188,1,pp,0.857142857,0.006530017
1909,46,-1,np,-0.850314646,0.007471415
1794,46,1,pp,0.896127224,0.00258811
1786,46,1,pp,0.874267171,0.004512386
2284,46,-1,np,-0.843434712,0.008503234
2184,46,-1,np,-0.898219696,0.002438797
1779,46,-1,np,-0.843434712,0.008503234
1790,1496,1,pp,0.95810101,0.000178157
2228,1496,-1,np,-0.904761905,0.002008276
2281,1496,1,pp,0.85548378,0.00675133
2300,1496,1,pp,0.852436714,0.007170159
1951,785,-1,np,-0.853912564,0.006965288
1710,785,1,pp,0.874267171,0.004512386
1692,785,-1,np,-0.880952381,0.00385032
1752,785,-1,np,-0.922172222,0.001110817
2225,785,-1,np,-0.922172222,0.001110817
1646,1459,1,pp,0.952380952,0.0002604
1801,1459,-1,np,-0.850314646,0.007471415
1663,1459,1,pp,0.952380952,0.0002604
2042,1459,-1,np,-0.883851509,0.003583935
1892,1459,-1,np,-0.969781517,6.74E-05
2119,1459,1,pp,0.850314646,0.007471415
2125,1525,-1,np,-0.922172222,0.001110817
2233,1525,-1,np,-0.880952381,0.00385032
1756,1525,1,pp,0.850314646,0.007471415
2286,1525,1,pp,0.910195959,0.001690861
2052,1525,-1,np,-0.867532847,0.005249136
1928,1525,-1,np,-0.880952381,0.00385032
1699,1525,1,pp,0.891630982,0.002928681
2281,1525,-1,np,-0.951876318,0.000268663
1758,110,1,pp,0.853912564,0.006965288
1690,110,1,pp,0.880952381,0.00385032
1716,110,1,pp,0.898219696,0.002438797
1874,110,1,pp,0.904761905,0.002008276
1730,110,1,pp,0.850314646,0.007471415
2259,110,1,pp,0.922172222,0.001110817
2254,110,1,pp,0.862290909,0.005872991
2162,110,1,pp,0.970077272,6.55E-05
1855,110,-1,np,-0.910195959,0.001690861
1748,110,-1,np,-0.904761905,0.002008276
2056,110,1,pp,0.952380952,0.0002604
1835,110,1,pp,0.834748647,0.009929687
1932,110,1,pp,0.886243434,0.003373343
1646,1198,1,pp,0.857142857,0.006530017
2153,1198,-1,np,-0.857142857,0.006530017
1814,1198,1,pp,0.857142857,0.006530017
1773,1198,-1,np,-0.904761905,0.002008276
2054,1469,-1,np,-0.862290909,0.005872991
1667,1469,-1,np,-0.904761905,0.002008276
2003,1469,-1,np,-0.874267171,0.004512386
2227,1469,-1,np,-0.90840294,0.001791685
1673,1469,-1,np,-0.902707567,0.002137647
1677,1469,-1,np,-0.898219696,0.002438797
2218,1469,-1,np,-0.970077272,6.55E-05
2155,1469,-1,np,-0.928571429,0.000862968
1804,1469,1,pp,0.867532847,0.005249136
2134,1469,1,pp,0.874267171,0.004512386
1958,1469,-1,np,-0.862290909,0.005872991
1827,1469,-1,np,-0.898219696,0.002438797
1717,1469,-1,np,-0.880952381,0.00385032
2131,1469,-1,np,-0.857142857,0.006530017
2127,1469,1,pp,0.838338383,0.009323116
1894,1469,-1,np,-0.857142857,0.006530017
2035,505,-1,np,-0.902707567,0.002137647
1887,505,-1,np,-0.934148484,0.000679106
1764,505,-1,np,-0.867532847,0.005249136
1708,312,1,pp,0.850314646,0.007471415
1756,312,-1,np,-0.874267171,0.004512386
1656,312,1,pp,0.843434712,0.008503234
1957,312,-1,np,-0.850314646,0.007471415
1797,208,-1,np,-0.963925385,0.000114214
2104,208,-1,np,-0.879581914,0.003980559
2266,208,1,pp,0.857142857,0.006530017
2235,208,-1,np,-0.857142857,0.006530017
2064,208,1,pp,0.850314646,0.007471415
2147,1580,-1,np,-0.857142857,0.006530017
2058,1580,1,pp,0.857142857,0.006530017
2192,1580,1,pp,0.898219696,0.002438797
1797,1580,-1,np,-0.879581914,0.003980559
2285,1580,-1,np,-0.857142857,0.006530017
2034,1580,-1,np,-0.857142857,0.006530017
2104,1580,-1,np,-0.843434712,0.008503234
1683,1580,1,pp,0.922172222,0.001110817
1690,576,-1,np,-0.928571429,0.000862968
1855,576,1,pp,0.886243434,0.003373343
2071,576,1,pp,0.928571429,0.000862968
1718,576,1,pp,0.969781517,6.74E-05
1975,576,1,pp,0.922172222,0.001110817
2085,576,1,pp,0.867532847,0.005249136
1712,594,-1,np,-0.880952381,0.00385032
1719,594,1,pp,0.886243434,0.003373343
1710,594,-1,np,-0.922172222,0.001110817
2081,594,1,pp,0.898219696,0.002438797
1752,594,1,pp,0.970077272,6.55E-05
2258,594,1,pp,0.880952381,0.00385032
2225,594,1,pp,0.970077272,6.55E-05
1854,990,1,pp,0.874267171,0.004512386
1805,990,1,pp,0.850314646,0.007471415
2028,990,-1,np,-0.838338383,0.009323116
2087,990,-1,np,-0.898219696,0.002438797
2051,990,-1,np,-0.886243434,0.003373343
2070,990,-1,np,-0.922172222,0.001110817
1707,990,-1,np,-0.862290909,0.005872991
1954,990,-1,np,-0.857142857,0.006530017
2128,466,-1,np,-0.915729116,0.001403174
1733,466,-1,np,-0.878310066,0.004103934
2058,466,-1,np,-0.952380952,0.0002604
2115,466,-1,np,-0.862290909,0.005872991
1852,1295,-1,np,-0.904761905,0.002008276
2025,1295,-1,np,-0.910195959,0.001690861
1688,1295,1,pp,0.910195959,0.001690861
1693,472,-1,np,-0.843434712,0.008503234
2107,472,-1,np,-0.904761905,0.002008276
2276,472,1,pp,0.880952381,0.00385032
1836,472,1,pp,0.857142857,0.006530017
2185,472,1,pp,0.838338383,0.009323116
1913,472,1,pp,0.879581914,0.003980559
1775,472,-1,np,-0.879581914,0.003980559
1794,51,-1,np,-0.896127224,0.00258811
2246,51,-1,np,-0.85548378,0.00675133
1926,51,-1,np,-0.850314646,0.007471415
1776,51,-1,np,-0.874267171,0.004512386
2145,51,-1,np,-0.922172222,0.001110817
1768,51,-1,np,-0.862290909,0.005872991
1724,51,1,pp,0.880952381,0.00385032
1872,51,1,pp,0.874267171,0.004512386
1779,51,1,pp,0.879581914,0.003980559
1704,1541,1,pp,0.898219696,0.002438797
2153,1541,1,pp,0.904761905,0.002008276
1746,1541,-1,np,-0.904761905,0.002008276
2121,1541,1,pp,0.880952381,0.00385032
1645,1164,1,pp,0.857142857,0.006530017
2167,1164,1,pp,0.857142857,0.006530017
2183,1164,-1,np,-0.904761905,0.002008276
2205,1164,1,pp,0.850314646,0.007471415
1697,1164,1,pp,0.880952381,0.00385032
2025,1164,-1,np,-0.850314646,0.007471415
2122,1164,-1,np,-0.922172222,0.001110817
1846,1164,1,pp,0.857142857,0.006530017
1686,1164,-1,np,-0.857142857,0.006530017
1770,1164,1,pp,0.880952381,0.00385032
1925,1164,-1,np,-0.927105069,0.00091618
1843,1164,-1,np,-0.838338383,0.009323116
1679,1164,-1,np,-0.850314646,0.007471415
2247,1164,1,pp,0.857142857,0.006530017
2257,47,-1,np,-0.843434712,0.008503234
2057,47,-1,np,-0.85548378,0.00675133
1933,1335,1,pp,0.976190476,3.31E-05
1980,1335,1,pp,0.880952381,0.00385032
2214,1335,1,pp,0.85548378,0.00675133
1695,1335,1,pp,0.927778183,0.000891495
2199,1335,-1,np,-0.857142857,0.006530017
2284,1335,-1,np,-0.927778183,0.000891495
1779,1335,-1,np,-0.85548378,0.00675133
1800,550,-1,np,-0.951876318,0.000268663
2102,550,-1,np,-0.951876318,0.000268663
1758,1524,1,pp,0.853912564,0.006965288
1690,1524,1,pp,0.857142857,0.006530017
1980,1524,1,pp,0.857142857,0.006530017
1716,1524,1,pp,0.946124747,0.000375312
1874,1524,1,pp,0.952380952,0.0002604
2259,1524,1,pp,0.838338383,0.009323116
2254,1524,1,pp,0.898219696,0.002438797
2162,1524,1,pp,0.946124747,0.000375312
1855,1524,-1,np,-0.850314646,0.007471415
1807,1524,1,pp,0.874267171,0.004512386
2056,1524,1,pp,0.928571429,0.000862968
1835,1524,1,pp,0.883851509,0.003583935
1932,1524,1,pp,0.910195959,0.001690861
2215,1524,-1,np,-0.843434712,0.008503234
1658,182,-1,np,-0.952380952,0.0002604
1774,182,-1,np,-0.880952381,0.00385032
2107,182,1,pp,0.857142857,0.006530017
2276,182,-1,np,-0.976190476,3.31E-05
1670,182,1,pp,0.850314646,0.007471415
2194,182,1,pp,0.922172222,0.001110817
2015,182,-1,np,-0.891630982,0.002928681
2238,182,1,pp,0.886243434,0.003373343
1769,979,1,pp,0.928571429,0.000862968
2116,979,1,pp,0.850314646,0.007471415
2102,979,1,pp,0.85548378,0.00675133
1807,979,-1,np,-0.850314646,0.007471415
1981,979,1,pp,0.862290909,0.005872991
2165,979,1,pp,0.874267171,0.004512386
1835,979,-1,np,-0.896127224,0.00258811
1932,979,-1,np,-0.946124747,0.000375312
2167,148,1,pp,0.880952381,0.00385032
2177,148,1,pp,0.928571429,0.000862968
2291,148,-1,np,-0.862290909,0.005872991
2232,148,1,pp,0.85548378,0.00675133
2120,148,-1,np,-0.857142857,0.006530017
2122,148,-1,np,-0.934148484,0.000679106
2209,148,1,pp,0.898219696,0.002438797
1644,148,1,pp,0.864790869,0.005569863
1942,148,-1,np,-0.857142857,0.006530017
1652,148,-1,np,-0.872871561,0.004659215
2233,1192,-1,np,-0.880952381,0.00385032
1691,1192,1,pp,0.850314646,0.007471415
2271,1192,-1,np,-0.922172222,0.001110817
1664,1192,-1,np,-0.838338383,0.009323116
1642,1015,1,pp,0.857142857,0.006530017
2139,1015,-1,np,-0.857142857,0.006530017
2125,1015,-1,np,-0.862290909,0.005872991
2286,1015,1,pp,0.874267171,0.004512386
1817,1015,-1,np,-0.951876318,0.000268663
2052,1015,-1,np,-0.915729116,0.001403174
1928,1015,-1,np,-0.952380952,0.0002604
1713,1015,-1,np,-0.95810101,0.000178157
2103,1015,-1,np,-0.874267171,0.004512386
1698,1015,-1,np,-0.976190476,3.31E-05
2234,1015,-1,np,-0.867532847,0.005249136
2271,1015,-1,np,-0.838338383,0.009323116
2213,1015,-1,np,-0.850314646,0.007471415
1667,43,-1,np,-0.857142857,0.006530017
2186,43,-1,np,-0.857142857,0.006530017
2291,43,-1,np,-0.838338383,0.009323116
1703,43,-1,np,-0.994029797,5.30E-07
1825,43,-1,np,-0.860748345,0.006065193
2134,43,1,pp,0.850314646,0.007471415
1958,43,-1,np,-0.838338383,0.009323116
2121,43,-1,np,-0.880952381,0.00385032
1705,43,-1,np,-0.891630982,0.002928681
1840,43,-1,np,-0.874267171,0.004512386
1652,43,-1,np,-0.860748345,0.006065193
1894,43,-1,np,-0.880952381,0.00385032
2135,43,-1,np,-0.928571429,0.000862968
2037,43,-1,np,-0.850314646,0.007471415
1796,898,-1,np,-0.847024363,0.007954271
2040,898,-1,np,-0.945610858,0.000386003
1901,898,1,pp,0.838338383,0.009323116
2241,898,1,pp,0.880952381,0.00385032
1647,898,1,pp,0.932227236,0.000739205
2229,898,-1,np,-0.945230086,0.000394052
2260,898,1,pp,0.922172222,0.001110817
1751,898,-1,np,-0.904761905,0.002008276
2090,898,1,pp,0.886243434,0.003373343
1853,898,-1,np,-0.879581914,0.003980559
1995,867,1,pp,0.886243434,0.003373343
1808,867,-1,np,-0.904761905,0.002008276
2130,867,-1,np,-0.928571429,0.000862968
1973,867,-1,np,-0.934148484,0.000679106
2265,867,-1,np,-0.904761905,0.002008276
2275,867,1,pp,0.862290909,0.005872991
1865,867,-1,np,-0.880952381,0.00385032
1700,867,-1,np,-0.857142857,0.006530017
2207,867,1,pp,0.904761905,0.002008276
2196,867,1,pp,0.838338383,0.009323116
1920,867,-1,np,-0.843434712,0.008503234
2008,867,-1,np,-0.904761905,0.002008276
2104,867,-1,np,-0.843434712,0.008503234
2160,867,1,pp,0.902707567,0.002137647
2167,25,1,pp,0.880952381,0.00385032
2280,25,-1,np,-0.898219696,0.002438797
2289,25,1,pp,0.850314646,0.007471415
2205,25,1,pp,0.838338383,0.009323116
1697,25,1,pp,0.880952381,0.00385032
2217,25,1,pp,0.904761905,0.002008276
2140,25,1,pp,0.880952381,0.00385032
2122,25,-1,np,-0.886243434,0.003373343
2114,25,1,pp,0.838338383,0.009323116
1770,25,1,pp,0.880952381,0.00385032
2193,25,1,pp,0.934148484,0.000679106
1745,25,1,pp,0.843434712,0.008503234
1843,25,-1,np,-0.862290909,0.005872991
1679,25,-1,np,-0.922172222,0.001110817
1969,25,-1,np,-0.850314646,0.007471415
1800,247,-1,np,-0.927778183,0.000891495
2102,247,-1,np,-0.915729116,0.001403174
1712,1318,-1,np,-0.928571429,0.000862968
1663,1318,1,pp,0.952380952,0.0002604
1651,1318,-1,np,-0.860748345,0.006065193
2043,1318,-1,np,-0.915729116,0.001403174
2063,1318,1,pp,0.874267171,0.004512386
2258,1318,1,pp,0.857142857,0.006530017
2129,1079,1,pp,0.857142857,0.006530017
2214,1079,1,pp,0.843434712,0.008503234
1776,1079,1,pp,0.898219696,0.002438797
2192,1079,1,pp,0.910195959,0.001690861
2184,1079,-1,np,-0.850314646,0.007471415
1980,802,1,pp,0.857142857,0.006530017
1716,802,1,pp,0.838338383,0.009323116
2254,802,1,pp,0.946124747,0.000375312
1807,802,1,pp,0.970077272,6.55E-05
2264,802,1,pp,0.928571429,0.000862968
1739,802,1,pp,0.874267171,0.004512386
1835,802,1,pp,0.896127224,0.00258811
1932,802,1,pp,0.898219696,0.002438797
2214,622,-1,np,-0.915729116,0.001403174
1951,622,-1,np,-0.902707567,0.002137647
2192,622,-1,np,-0.886243434,0.003373343
1807,622,-1,np,-0.838338383,0.009323116
2264,622,-1,np,-0.880952381,0.00385032
1687,622,-1,np,-0.880952381,0.00385032
2219,1593,-1,np,-0.896127224,0.00258811
2129,1593,-1,np,-0.857142857,0.006530017
2204,1593,-1,np,-0.891630982,0.002928681
2156,1593,-1,np,-0.904761905,0.002008276
2015,1593,-1,np,-0.867532847,0.005249136
2238,1593,1,pp,0.910195959,0.001690861
2277,1593,-1,np,-0.85548378,0.00675133
1831,1593,-1,np,-0.880952381,0.00385032
1944,317,1,pp,0.874267171,0.004512386
1949,317,1,pp,0.855605819,0.00673489
1836,317,1,pp,0.857142857,0.006530017
2271,317,1,pp,0.838338383,0.009323116
2185,317,1,pp,0.886243434,0.003373343
1664,317,1,pp,0.946124747,0.000375312
1729,317,1,pp,0.951502571,0.000274893
1997,317,-1,np,-0.857142857,0.006530017
2062,317,1,pp,0.898219696,0.002438797
1808,1027,1,pp,0.880952381,0.00385032
1973,1027,1,pp,0.850314646,0.007471415
2265,1027,1,pp,0.952380952,0.0002604
2207,1027,-1,np,-0.857142857,0.006530017
2196,1027,-1,np,-0.970077272,6.55E-05
2160,1027,-1,np,-0.927105069,0.00091618
1754,627,1,pp,0.838338383,0.009323116
1815,627,-1,np,-0.880952381,0.00385032
1939,627,1,pp,0.857142857,0.006530017
2253,627,1,pp,0.838338383,0.009323116
1799,627,-1,np,-0.847024363,0.007954271
1770,627,-1,np,-0.976190476,3.31E-05
2193,627,-1,np,-0.850314646,0.007471415
2202,627,1,pp,0.862488692,0.005848633
1866,627,-1,np,-0.85548378,0.00675133
1780,1319,1,pp,0.857142857,0.006530017
1933,1460,1,pp,0.952380952,0.0002604
1695,1460,1,pp,0.879581914,0.003980559
1786,1460,1,pp,0.922172222,0.001110817
2030,1460,-1,np,-0.843434712,0.008503234
1718,1460,-1,np,-0.847024363,0.007954271
1975,1460,-1,np,-0.862290909,0.005872991
2284,1460,-1,np,-0.98802352,4.26E-06
1779,1460,-1,np,-0.843434712,0.008503234
2214,1,-1,np,-0.843434712,0.008503234
2192,1,-1,np,-0.874267171,0.004512386
2254,1,-1,np,-0.886243434,0.003373343
1807,1,-1,np,-0.934148484,0.000679106
2264,1,-1,np,-0.952380952,0.0002604
1739,1,-1,np,-0.898219696,0.002438797
1687,1,-1,np,-0.857142857,0.006530017
2000,1075,1,pp,0.880952381,0.00385032
2236,1075,-1,np,-0.898219696,0.002438797
2009,1075,1,pp,0.850314646,0.007471415
1789,1075,1,pp,0.850314646,0.007471415
2017,1075,1,pp,0.860748345,0.006065193
1897,1075,-1,np,-0.862290909,0.005872991
2119,1075,-1,np,-0.838338383,0.009323116
1654,1075,-1,np,-0.850314646,0.007471415
1694,863,-1,np,-0.880952381,0.00385032
2236,863,1,pp,0.850314646,0.007471415
2009,863,-1,np,-0.910195959,0.001690861
1901,863,1,pp,0.850314646,0.007471415
1927,863,1,pp,0.857142857,0.006530017
1833,863,1,pp,0.850314646,0.007471415
1764,863,-1,np,-0.85548378,0.00675133
1708,343,1,pp,0.898219696,0.002438797
1884,343,-1,np,-0.903680049,0.002075752
1862,343,1,pp,0.867532847,0.005249136
1750,343,1,pp,0.850314646,0.007471415
1816,343,1,pp,0.874267171,0.004512386
2284,343,-1,np,-0.891630982,0.002928681
1761,343,1,pp,0.862290909,0.005872991
2039,343,1,pp,0.843434712,0.008503234
1715,343,-1,np,-0.898219696,0.002438797
