Source,Target,Label,inter,cor,p
2294,577,1,pp,0.904761905,0.002008276
2089,577,1,pp,0.913223321,0.001529138
1913,577,-1,np,-0.879581914,0.003980559
2176,577,-1,np,-0.857142857,0.006530017
2211,577,1,pp,0.951502571,0.000274893
1768,577,-1,np,-0.898219696,0.002438797
2140,577,-1,np,-0.898219696,0.002438797
1826,596,-1,np,-0.838338383,0.009323116
2083,596,-1,np,-0.904761905,0.002008276
2275,596,-1,np,-0.910195959,0.001690861
1886,596,-1,np,-0.838338383,0.009323116
1642,992,1,pp,0.928571429,0.000862968
1995,992,1,pp,0.928571429,0.000862968
1885,992,1,pp,0.880952381,0.00385032
1793,992,-1,np,-0.862290909,0.005872991
1692,992,-1,np,-0.838338383,0.009323116
2150,992,-1,np,-0.898219696,0.002438797
1962,992,-1,np,-0.904761905,0.002008276
2290,992,-1,np,-0.838338383,0.009323116
1656,992,-1,np,-0.878310066,0.004103934
2251,992,1,pp,0.886243434,0.003373343
1709,992,1,pp,0.904761905,0.002008276
2200,992,1,pp,0.862488692,0.005848633
2147,992,1,pp,0.850314646,0.007471415
1906,992,1,pp,0.915729116,0.001403174
1740,992,1,pp,0.95810101,0.000178157
1874,992,1,pp,0.880952381,0.00385032
2133,466,1,pp,0.922172222,0.001110817
1929,466,-1,np,-0.857142857,0.006530017
2237,466,-1,np,-0.837121378,0.009526041
2304,466,-1,np,-0.874267171,0.004512386
1690,466,-1,np,-0.880952381,0.00385032
2297,1297,1,pp,0.95810101,0.000178157
1658,1297,-1,np,-0.857142857,0.006530017
1929,1297,-1,np,-0.928571429,0.000862968
2237,1297,-1,np,-0.862488692,0.005848633
2288,1297,1,pp,0.867532847,0.005249136
1753,1297,1,pp,0.857142857,0.006530017
1759,472,1,pp,0.862290909,0.005872991
1883,472,1,pp,0.857142857,0.006530017
1649,472,-1,np,-0.857142857,0.006530017
1879,472,-1,np,-0.891630982,0.002928681
2212,472,1,pp,0.850314646,0.007471415
1812,472,-1,np,-0.857142857,0.006530017
2332,52,-1,np,-0.970077272,6.55E-05
1945,52,-1,np,-0.857142857,0.006530017
1732,52,1,pp,0.886243434,0.003373343
2118,52,-1,np,-0.910195959,0.001690861
1893,52,-1,np,-0.927778183,0.000891495
2223,52,-1,np,-0.904761905,0.002008276
2147,52,-1,np,-0.838338383,0.009323116
2026,52,-1,np,-0.880952381,0.00385032
1906,52,-1,np,-0.843434712,0.008503234
2204,52,-1,np,-0.928571429,0.000862968
1856,52,-1,np,-0.946124747,0.000375312
1661,52,-1,np,-0.880952381,0.00385032
2310,52,1,pp,0.862290909,0.005872991
2086,52,1,pp,0.904761905,0.002008276
1733,52,-1,np,-0.85548378,0.00675133
1783,1541,1,pp,0.834748647,0.009929687
2222,1541,-1,np,-0.946124747,0.000375312
2047,1166,-1,np,-0.857142857,0.006530017
1873,1166,1,pp,0.874267171,0.004512386
2317,1166,-1,np,-0.904761905,0.002008276
2069,1166,-1,np,-0.838338383,0.009323116
1976,1166,-1,np,-0.934148484,0.000679106
1860,1166,-1,np,-0.857142857,0.006530017
1807,1166,1,pp,0.915729116,0.001403174
2324,1166,-1,np,-0.874267171,0.004512386
1787,1166,-1,np,-0.836501913,0.009630399
1844,1166,1,pp,0.904761905,0.002008276
2244,1166,1,pp,0.928571429,0.000862968
2274,1166,-1,np,-0.886243434,0.003373343
2082,1166,-1,np,-0.857142857,0.006530017
2316,1166,-1,np,-0.898219696,0.002438797
2303,1166,-1,np,-0.853912564,0.006965288
2185,1166,-1,np,-0.945230086,0.000394052
1905,1166,-1,np,-0.850314646,0.007471415
1829,48,-1,np,-0.976190476,3.31E-05
1876,48,1,pp,0.85548378,0.00675133
1659,48,-1,np,-0.904761905,0.002008276
1757,48,1,pp,0.874267171,0.004512386
1702,48,1,pp,0.952380952,0.0002604
1677,48,-1,np,-0.922172222,0.001110817
2209,48,-1,np,-0.95810101,0.000178157
1698,48,1,pp,0.898219696,0.002438797
1992,48,1,pp,0.880952381,0.00385032
2229,48,-1,np,-0.880952381,0.00385032
2323,1337,1,pp,0.886243434,0.003373343
1676,1337,1,pp,0.891630982,0.002928681
2018,1337,1,pp,0.963925385,0.000114214
2216,1337,-1,np,-0.927105069,0.00091618
2312,1337,1,pp,0.862290909,0.005872991
2287,1337,-1,np,-0.838338383,0.009323116
1853,1337,-1,np,-0.857142857,0.006530017
1696,551,-1,np,-0.874267171,0.004512386
1911,551,-1,np,-0.874267171,0.004512386
2337,551,-1,np,-0.922172222,0.001110817
1666,551,-1,np,-0.902707567,0.002137647
1654,551,1,pp,0.860748345,0.006065193
2012,551,1,pp,0.857142857,0.006530017
2189,551,-1,np,-0.902707567,0.002137647
2313,551,-1,np,-0.928571429,0.000862968
2084,551,-1,np,-0.857142857,0.006530017
2090,551,-1,np,-0.862290909,0.005872991
1973,551,-1,np,-0.874267171,0.004512386
2009,551,-1,np,-0.880952381,0.00385032
1703,551,-1,np,-0.934148484,0.000679106
1651,551,-1,np,-0.838338383,0.009323116
2097,551,-1,np,-0.880952381,0.00385032
1887,551,-1,np,-0.952380952,0.0002604
1829,1524,1,pp,0.880952381,0.00385032
1659,1524,1,pp,0.952380952,0.0002604
2340,1524,-1,np,-0.857142857,0.006530017
2209,1524,1,pp,0.874267171,0.004512386
1892,1524,-1,np,-0.850314646,0.007471415
1984,1524,-1,np,-0.946124747,0.000375312
2229,1524,1,pp,0.904761905,0.002008276
1682,1524,1,pp,0.857142857,0.006530017
2083,182,1,pp,0.952380952,0.0002604
2275,182,1,pp,0.898219696,0.002438797
2092,182,-1,np,-0.886243434,0.003373343
2106,981,-1,np,-0.862290909,0.005872991
2187,981,-1,np,-0.850314646,0.007471415
2259,981,1,pp,0.862290909,0.005872991
1811,981,-1,np,-0.904761905,0.002008276
1863,981,1,pp,0.857142857,0.006530017
1879,981,1,pp,0.867532847,0.005249136
1645,981,-1,np,-0.904761905,0.002008276
2201,981,1,pp,0.904761905,0.002008276
2326,981,1,pp,0.843434712,0.008503234
1858,149,1,pp,0.880952381,0.00385032
2101,149,1,pp,0.904761905,0.002008276
1945,149,1,pp,0.857142857,0.006530017
1931,149,1,pp,0.843434712,0.008503234
1913,149,1,pp,0.867532847,0.005249136
1786,149,1,pp,0.880952381,0.00385032
2138,149,1,pp,0.910195959,0.001690861
2119,149,-1,np,-0.880952381,0.00385032
1983,149,-1,np,-0.853912564,0.006965288
1878,149,-1,np,-0.838338383,0.009323116
1969,149,-1,np,-0.880952381,0.00385032
2173,149,-1,np,-0.898219696,0.002438797
1911,1194,1,pp,0.886243434,0.003373343
1686,1194,-1,np,-0.927778183,0.000891495
1834,1194,1,pp,0.867532847,0.005249136
1654,1194,-1,np,-0.860748345,0.006065193
1871,1194,1,pp,0.874267171,0.004512386
2189,1194,1,pp,0.853912564,0.006965288
2313,1194,1,pp,0.976190476,3.31E-05
1651,1194,1,pp,0.946124747,0.000375312
1887,1194,1,pp,0.928571429,0.000862968
1911,1017,1,pp,0.886243434,0.003373343
1953,1017,1,pp,0.857142857,0.006530017
1917,1017,-1,np,-0.904761905,0.002008276
1654,1017,-1,np,-0.945610858,0.000386003
1846,1017,-1,np,-0.862290909,0.005872991
2313,1017,1,pp,0.928571429,0.000862968
2084,1017,1,pp,0.904761905,0.002008276
2090,1017,1,pp,0.874267171,0.004512386
1992,1017,1,pp,0.857142857,0.006530017
1703,1017,1,pp,0.850314646,0.007471415
1651,1017,1,pp,0.850314646,0.007471415
1887,1017,1,pp,0.928571429,0.000862968
2323,44,1,pp,0.898219696,0.002438797
1770,44,1,pp,0.878310066,0.004103934
2050,44,-1,np,-0.850314646,0.007471415
1756,44,1,pp,0.898219696,0.002438797
1700,44,1,pp,0.838338383,0.009323116
2053,44,1,pp,0.891630982,0.002928681
1751,44,1,pp,0.879581914,0.003980559
2222,44,-1,np,-0.886243434,0.003373343
1835,900,1,pp,0.838338383,0.009323116
2138,900,1,pp,0.850314646,0.007471415
1903,900,-1,np,-0.928571429,0.000862968
1969,900,-1,np,-0.857142857,0.006530017
1715,900,1,pp,0.880952381,0.00385032
1911,869,-1,np,-0.898219696,0.002438797
1686,869,1,pp,0.85548378,0.00675133
1834,869,-1,np,-0.843434712,0.008503234
1953,869,-1,np,-0.880952381,0.00385032
1917,869,1,pp,0.880952381,0.00385032
1654,869,1,pp,0.945610858,0.000386003
1846,869,1,pp,0.874267171,0.004512386
2157,869,1,pp,0.910195959,0.001690861
1970,869,1,pp,0.857142857,0.006530017
2189,869,-1,np,-0.878310066,0.004103934
2313,869,-1,np,-0.952380952,0.0002604
2084,869,-1,np,-0.857142857,0.006530017
2090,869,-1,np,-0.898219696,0.002438797
1703,869,-1,np,-0.850314646,0.007471415
1651,869,-1,np,-0.886243434,0.003373343
1887,869,-1,np,-0.904761905,0.002008276
2045,26,1,pp,0.927105069,0.00091618
2342,26,1,pp,0.862290909,0.005872991
2115,246,-1,np,-0.874267171,0.004512386
2180,246,-1,np,-0.915729116,0.001403174
2242,246,-1,np,-0.862290909,0.005872991
2236,246,-1,np,-0.886243434,0.003373343
1848,246,1,pp,0.836501913,0.009630399
2218,246,-1,np,-0.880952381,0.00385032
1771,246,-1,np,-0.934148484,0.000679106
2163,1320,-1,np,-0.843434712,0.008503234
1660,1320,-1,np,-0.838338383,0.009323116
1999,1320,1,pp,0.898219696,0.002438797
1676,1320,-1,np,-0.85548378,0.00675133
2317,1320,1,pp,0.857142857,0.006530017
2216,1320,1,pp,0.853912564,0.006965288
1854,1320,1,pp,0.880952381,0.00385032
1895,1320,1,pp,0.976190476,3.31E-05
1938,1320,-1,np,-0.838338383,0.009323116
1844,1320,-1,np,-0.857142857,0.006530017
2167,1320,-1,np,-0.878310066,0.004103934
2316,1320,1,pp,0.874267171,0.004512386
1864,1320,1,pp,0.874267171,0.004512386
1853,1320,1,pp,0.857142857,0.006530017
2184,1320,-1,np,-0.880952381,0.00385032
1728,1320,-1,np,-0.898219696,0.002438797
1842,1320,-1,np,-0.847024363,0.007954271
1979,1320,1,pp,0.850314646,0.007471415
1959,1081,-1,np,-0.920678655,0.001174651
1819,1081,-1,np,-0.891630982,0.002928681
1894,1081,1,pp,0.915729116,0.001403174
2064,1081,1,pp,0.874267171,0.004512386
1772,1081,1,pp,0.951502571,0.000274893
2279,1081,1,pp,0.963925385,0.000114214
1773,1081,-1,np,-0.857142857,0.006530017
1781,1081,-1,np,-0.838338383,0.009323116
1968,1081,1,pp,0.843434712,0.008503234
1935,1081,1,pp,0.898219696,0.002438797
2065,1081,1,pp,0.934148484,0.000679106
2225,1081,1,pp,0.872871561,0.004659215
2059,1081,1,pp,0.910195959,0.001690861
2134,1081,-1,np,-0.904761905,0.002008276
1696,804,-1,np,-0.874267171,0.004512386
1911,804,-1,np,-0.874267171,0.004512386
2337,804,-1,np,-0.922172222,0.001110817
1666,804,-1,np,-0.902707567,0.002137647
1654,804,1,pp,0.860748345,0.006065193
2012,804,1,pp,0.857142857,0.006530017
2189,804,-1,np,-0.902707567,0.002137647
2313,804,-1,np,-0.928571429,0.000862968
2084,804,-1,np,-0.857142857,0.006530017
2090,804,-1,np,-0.862290909,0.005872991
1973,804,-1,np,-0.874267171,0.004512386
