Source,Target,Label,inter,cor,p
1711,1288,-1,np,-0.904761905,0.002008276
2078,1288,-1,np,-0.928571429,0.000862968
2311,1288,-1,np,-0.922172222,0.001110817
1831,1556,1,pp,0.85548378,0.00675133
1669,1556,1,pp,0.904761905,0.002008276
2219,1556,1,pp,0.850314646,0.007471415
2331,1556,1,pp,0.857142857,0.006530017
1697,1556,1,pp,0.927778183,0.000891495
1772,1556,1,pp,0.862290909,0.005872991
2243,1556,1,pp,0.933487642,0.000699402
1673,1556,-1,np,-0.857142857,0.006530017
2031,1556,1,pp,0.857142857,0.006530017
2181,1062,-1,np,-0.952380952,0.0002604
2259,1062,-1,np,-0.843434712,0.008503234
1880,1062,-1,np,-0.952380952,0.0002604
2196,1062,1,pp,0.904761905,0.002008276
1784,1062,-1,np,-0.862290909,0.005872991
1926,1062,1,pp,0.853912564,0.006965288
2356,1062,-1,np,-0.871575794,0.004798257
2329,1062,-1,np,-0.880952381,0.00385032
2037,1062,-1,np,-0.880952381,0.00385032
2289,1062,-1,np,-0.902707567,0.002137647
2079,1062,-1,np,-0.891630982,0.002928681
2040,1062,-1,np,-0.848625129,0.007716947
1963,1062,-1,np,-0.850314646,0.007471415
2062,1062,-1,np,-0.85548378,0.00675133
1703,1062,1,pp,0.922172222,0.001110817
1972,1062,1,pp,0.952380952,0.0002604
1781,1062,1,pp,0.850314646,0.007471415
1745,1062,-1,np,-0.857142857,0.006530017
1723,1062,1,pp,0.862290909,0.005872991
1918,1062,1,pp,0.880952381,0.00385032
2164,1062,-1,np,-0.886243434,0.003373343
1653,1062,1,pp,0.843434712,0.008503234
2350,1062,1,pp,0.909241209,0.001744075
2064,1062,1,pp,0.850314646,0.007471415
1674,1062,1,pp,0.857142857,0.006530017
2300,1062,-1,np,-0.952380952,0.0002604
2144,1062,1,pp,0.862290909,0.005872991
1815,1062,1,pp,0.85548378,0.00675133
2260,1062,1,pp,0.928571429,0.000862968
1947,1062,1,pp,0.857142857,0.006530017
1822,1062,1,pp,0.928571429,0.000862968
1740,1062,1,pp,0.857142857,0.006530017
2296,1062,1,pp,0.857142857,0.006530017
2138,1062,1,pp,0.928571429,0.000862968
1754,1062,1,pp,0.857142857,0.006530017
1741,1062,1,pp,0.898219696,0.002438797
1906,1062,-1,np,-0.879581914,0.003980559
2169,937,1,pp,0.874267171,0.004512386
2217,937,-1,np,-0.850314646,0.007471415
2252,937,1,pp,0.843434712,0.008503234
2155,937,1,pp,0.886243434,0.003373343
2338,937,1,pp,0.838338383,0.009323116
2190,937,1,pp,0.878310066,0.004103934
2142,937,-1,np,-0.847024363,0.007954271
2156,937,1,pp,0.857142857,0.006530017
2322,937,1,pp,0.898219696,0.002438797
1651,937,1,pp,0.874267171,0.004512386
2044,666,1,pp,0.891630982,0.002928681
1802,666,-1,np,-0.867532847,0.005249136
1760,666,-1,np,-0.886243434,0.003373343
1840,666,-1,np,-0.891630982,0.002928681
2231,666,1,pp,0.850314646,0.007471415
2056,666,1,pp,0.874267171,0.004512386
2151,666,1,pp,0.946124747,0.000375312
2187,666,-1,np,-0.847024363,0.007954271
1769,666,1,pp,0.886243434,0.003373343
1654,666,1,pp,0.85548378,0.00675133
1930,666,-1,np,-0.85548378,0.00675133
2150,666,1,pp,0.843434712,0.008503234
2259,1037,1,pp,0.879581914,0.003980559
1889,1037,1,pp,0.857142857,0.006530017
2328,1037,-1,np,-0.927105069,0.00091618
1659,1037,-1,np,-0.862290909,0.005872991
2139,1037,-1,np,-0.879581914,0.003980559
2303,1037,-1,np,-0.862290909,0.005872991
1762,1037,1,pp,0.952380952,0.0002604
1930,1037,-1,np,-0.843434712,0.008503234
1686,1037,-1,np,-0.838338383,0.009323116
2172,1199,-1,np,-0.862290909,0.005872991
2262,1199,-1,np,-0.898219696,0.002438797
2291,1199,-1,np,-0.857142857,0.006530017
2112,1199,-1,np,-0.838338383,0.009323116
1914,18,-1,np,-0.857142857,0.006530017
1743,18,-1,np,-0.934148484,0.000679106
2008,18,-1,np,-0.880952381,0.00385032
2005,18,1,pp,0.879581914,0.003980559
1767,18,-1,np,-0.952380952,0.0002604
2180,18,1,pp,0.875172349,0.004418764
1797,18,-1,np,-0.874267171,0.004512386
1717,18,1,pp,0.874267171,0.004512386
1722,18,1,pp,0.85548378,0.00675133
1718,70,-1,np,-0.910195959,0.001690861
1795,70,1,pp,0.834748647,0.009929687
1877,70,-1,np,-0.838338383,0.009323116
2259,1346,1,pp,0.951876318,0.000268663
1889,1346,1,pp,0.880952381,0.00385032
2289,1346,1,pp,0.878310066,0.004103934
2079,1346,1,pp,0.843434712,0.008503234
2218,1346,1,pp,0.850314646,0.007471415
2004,1346,-1,np,-0.927105069,0.00091618
2139,1346,-1,np,-0.891630982,0.002928681
2350,1346,-1,np,-0.848625129,0.007716947
2260,1346,-1,np,-0.857142857,0.006530017
1755,539,-1,np,-0.85548378,0.00675133
2170,539,-1,np,-0.915729116,0.001403174
2305,539,1,pp,0.850314646,0.007471415
2030,539,1,pp,0.857142857,0.006530017
2266,539,1,pp,0.867532847,0.005249136
1807,539,-1,np,-0.910195959,0.001690861
2336,539,-1,np,-0.898219696,0.002438797
1726,539,1,pp,0.838338383,0.009323116
2189,539,1,pp,0.952380952,0.0002604
2051,1501,1,pp,0.857142857,0.006530017
1821,1501,1,pp,0.838338383,0.009323116
2173,1501,-1,np,-0.857142857,0.006530017
2058,1501,1,pp,0.886243434,0.003373343
2019,1501,1,pp,0.904761905,0.002008276
1683,1501,-1,np,-0.970077272,6.55E-05
2135,1501,-1,np,-0.880952381,0.00385032
2195,1501,-1,np,-0.847024363,0.007954271
1957,1501,1,pp,0.928571429,0.000862968
1756,128,-1,np,-0.853912564,0.006965288
2305,128,-1,np,-0.934148484,0.000679106
1698,128,-1,np,-0.838338383,0.009323116
1707,128,1,pp,0.838338383,0.009323116
2297,128,-1,np,-0.862290909,0.005872991
2351,128,1,pp,0.874267171,0.004512386
1819,128,-1,np,-0.862290909,0.005872991
2182,1078,-1,np,-0.874267171,0.004512386
1784,1078,-1,np,-0.838338383,0.009323116
1956,1078,-1,np,-0.838338383,0.009323116
2349,1078,-1,np,-0.853912564,0.006965288
1850,1078,-1,np,-0.850314646,0.007471415
1790,1078,-1,np,-0.850314646,0.007471415
1829,1078,1,pp,0.850314646,0.007471415
2238,40,-1,np,-0.879581914,0.003980559
1959,40,-1,np,-0.904761905,0.002008276
2220,40,-1,np,-0.857142857,0.006530017
1738,40,-1,np,-0.976190476,3.31E-05
1885,40,-1,np,-0.853912564,0.006965288
2041,40,-1,np,-0.85548378,0.00675133
1660,40,1,pp,0.874267171,0.004512386
2332,40,1,pp,0.902707567,0.002137647
2175,40,-1,np,-0.857142857,0.006530017
2014,40,-1,np,-0.836501913,0.009630399
1777,40,-1,np,-0.874267171,0.004512386
2236,40,1,pp,0.927778183,0.000891495
1694,40,1,pp,0.862290909,0.005872991
2205,40,1,pp,0.963925385,0.000114214
2220,189,1,pp,0.928571429,0.000862968
2219,189,1,pp,0.838338383,0.009323116
2163,189,1,pp,0.867532847,0.005249136
2261,189,1,pp,0.853912564,0.006965288
2310,47,-1,np,-0.850314646,0.007471415
2307,47,1,pp,0.857142857,0.006530017
1828,47,-1,np,-0.879581914,0.003980559
2021,47,-1,np,-0.878310066,0.004103934
2152,47,1,pp,0.849805035,0.007544942
1942,47,-1,np,-0.915729116,0.001403174
2103,47,1,pp,0.874267171,0.004512386
2277,47,-1,np,-0.862290909,0.005872991
1783,47,-1,np,-0.975900073,3.44E-05
2272,47,1,pp,0.862290909,0.005872991
1998,47,-1,np,-0.886243434,0.003373343
2043,47,-1,np,-0.857142857,0.006530017
2237,1499,-1,np,-0.874267171,0.004512386
1975,1499,1,pp,0.874267171,0.004512386
2047,1499,1,pp,0.850314646,0.007471415
2159,1499,1,pp,0.857142857,0.006530017
1982,1499,1,pp,0.843434712,0.008503234
1673,1499,-1,np,-0.857142857,0.006530017
1997,1499,1,pp,0.857142857,0.006530017
2259,789,-1,np,-0.915729116,0.001403174
2182,789,-1,np,-0.838338383,0.009323116
1963,789,-1,np,-0.886243434,0.003373343
2153,789,-1,np,-0.850314646,0.007471415
2218,789,-1,np,-0.898219696,0.002438797
2004,789,1,pp,0.951502571,0.000274893
2139,789,1,pp,0.867532847,0.005249136
2350,789,1,pp,0.884994777,0.003482252
2303,789,1,pp,0.838338383,0.009323116
2176,789,1,pp,0.857142857,0.006530017
1760,1462,1,pp,0.95810101,0.000178157
1940,1462,1,pp,0.886243434,0.003373343
1917,1462,1,pp,0.857142857,0.006530017
1865,1462,-1,np,-0.904761905,0.002008276
1699,1462,1,pp,0.927778183,0.000891495
1654,1462,-1,np,-0.843434712,0.008503234
2195,1462,-1,np,-0.871575794,0.004798257
1959,1527,-1,np,-0.857142857,0.006530017
2041,1527,-1,np,-0.915729116,0.001403174
2040,1527,-1,np,-0.872871561,0.004659215
2328,1527,1,pp,0.927105069,0.00091618
1659,1527,1,pp,0.970077272,6.55E-05
1736,1527,1,pp,0.853912564,0.006965288
2014,1527,-1,np,-0.957734074,0.000182828
1765,1527,1,pp,0.878310066,0.004103934
1793,1527,1,pp,0.850314646,0.007471415
2046,1527,-1,np,-0.891630982,0.002928681
1871,1527,-1,np,-0.928571429,0.000862968
2028,1527,1,pp,0.886243434,0.003373343
1762,1527,-1,np,-0.952380952,0.0002604
1741,1527,1,pp,0.946124747,0.000375312
1722,1527,-1,np,-0.867532847,0.005249136
1746,111,1,pp,0.928571429,0.000862968
1847,111,1,pp,0.878310066,0.004103934
2334,111,1,pp,0.934148484,0.000679106
1919,111,1,pp,0.879581914,0.003980559
1924,111,-1,np,-0.857142857,0.006530017
2249,111,1,pp,0.934148484,0.000679106
1798,111,1,pp,0.867532847,0.005249136
1843,111,1,pp,0.867532847,0.005249136
2199,111,-1,np,-0.886243434,0.003373343
2110,111,-1,np,-0.847024363,0.007954271
1735,111,-1,np,-0.850314646,0.007471415
2044,1201,-1,np,-0.879581914,0.003980559
1756,1201,-1,np,-0.878310066,0.004103934
2066,1201,-1,np,-0.877145025,0.004219085
1760,1201,1,pp,0.898219696,0.002438797
2231,1201,-1,np,-0.850314646,0.007471415
2207,1201,-1,np,-0.904761905,0.002008276
1865,1201,-1,np,-0.904761905,0.002008276
2351,1201,1,pp,0.934148484,0.000679106
1954,1201,-1,np,-0.850314646,0.007471415
1654,1201,-1,np,-0.951876318,0.000268663
2259,1472,1,pp,0.915729116,0.001403174
2289,1472,1,pp,0.853912564,0.006965288
1963,1472,1,pp,0.922172222,0.001110817
1808,1472,-1,np,-0.946124747,0.000375312
2139,1472,-1,np,-0.879581914,0.003980559
2350,1472,-1,np,-0.897117993,0.002516695
1927,1472,-1,np,-0.886243434,0.003373343
1984,1472,-1,np,-0.922172222,0.001110817
2064,1472,-1,np,-0.850314646,0.007471415
2260,1472,-1,np,-0.857142857,0.006530017
2303,1472,-1,np,-0.922172222,0.001110817
2176,1472,-1,np,-0.857142857,0.006530017
1686,1472,-1,np,-0.874267171,0.004512386
2044,507,1,pp,0.879581914,0.003980559
1662,507,1,pp,0.862290909,0.005872991
2231,507,1,pp,0.970077272,6.55E-05
1712,507,1,pp,0.927778183,0.000891495
2056,507,1,pp,0.970077272,6.55E-05
2151,507,1,pp,0.898219696,0.002438797
2351,507,-1,np,-0.862290909,0.005872991
2046,507,1,pp,0.85548378,0.00675133
1769,507,1,pp,0.850314646,0.007471415
1914,314,1,pp,0.880952381,0.00385032
1743,314,1,pp,0.838338383,0.009323116
1645,209,-1,np,-0.880952381,0.00385032
1946,209,-1,np,-0.874267171,0.004512386
1974,209,-1,np,-0.874267171,0.004512386
1833,209,-1,np,-0.928571429,0.000862968
1827,209,-1,np,-0.879581914,0.003980559
2143,209,1,pp,0.915729116,0.001403174
2217,209,1,pp,0.850314646,0.007471415
2092,209,-1,np,-0.886243434,0.003373343
2338,209,-1,np,-0.934148484,0.000679106
1939,209,-1,np,-0.898219696,0.002438797
1867,209,-1,np,-0.874267171,0.004512386
1782,209,1,pp,0.951502571,0.000274893
2149,209,-1,np,-0.928571429,0.000862968
1844,209,-1,np,-0.903680049,0.002075752
2258,1582,-1,np,-0.884994777,0.003482252
2262,1582,-1,np,-0.886243434,0.003373343
1842,1582,-1,np,-0.850314646,0.007471415
1767,1582,1,pp,0.928571429,0.000862968
1797,1582,1,pp,0.922172222,0.001110817
1717,1582,-1,np,-0.838338383,0.009323116
1853,579,1,pp,0.850314646,0.007471415
2012,579,-1,np,-0.879581914,0.003980559
2053,579,-1,np,-0.970077272,6.55E-05
2265,579,1,pp,0.928571429,0.000862968
1970,579,-1,np,-0.862290909,0.005872991
2167,579,-1,np,-0.976190476,3.31E-05
1872,579,-1,np,-0.850314646,0.007471415
1879,579,-1,np,-0.898219696,0.002438797
1689,579,1,pp,0.970077272,6.55E-05
1809,579,-1,np,-0.874267171,0.004512386
2161,579,-1,np,-0.928571429,0.000862968
2282,579,-1,np,-0.928571429,0.000862968
2035,579,-1,np,-0.910195959,0.001690861
2181,598,1,pp,0.880952381,0.00385032
2259,598,1,pp,0.879581914,0.003980559
1880,598,1,pp,0.880952381,0.00385032
2196,598,-1,np,-0.857142857,0.006530017
2182,598,1,pp,0.898219696,0.002438797
1784,598,1,pp,0.838338383,0.009323116
2079,598,1,pp,0.85548378,0.00675133
1963,598,1,pp,0.910195959,0.001690861
1723,598,-1,np,-0.898219696,0.002438797
2218,598,1,pp,0.838338383,0.009323116
2164,598,1,pp,0.898219696,0.002438797
2004,598,-1,np,-0.927105069,0.00091618
2350,598,-1,np,-0.884994777,0.003482252
2300,598,1,pp,0.880952381,0.00385032
2260,598,-1,np,-0.857142857,0.006530017
2176,598,-1,np,-0.904761905,0.002008276
2310,994,-1,np,-0.898219696,0.002438797
1855,994,-1,np,-0.880952381,0.00385032
1828,994,-1,np,-0.879581914,0.003980559
2021,994,-1,np,-0.927105069,0.00091618
1977,994,-1,np,-0.862290909,0.005872991
1785,994,-1,np,-0.898219696,0.002438797
2257,994,1,pp,0.850314646,0.007471415
2185,994,1,pp,0.902707567,0.002137647
2238,468,-1,np,-0.879581914,0.003980559
1738,468,-1,np,-0.880952381,0.00385032
1660,468,1,pp,0.922172222,0.001110817
1656,468,1,pp,0.850314646,0.007471415
2009,468,1,pp,0.871575794,0.004798257
1830,468,-1,np,-0.886243434,0.003373343
1694,468,1,pp,0.934148484,0.000679106
1771,468,1,pp,0.902707567,0.002137647
2213,468,1,pp,0.850314646,0.007471415
2299,468,1,pp,0.915729116,0.001403174
2205,468,1,pp,0.891630982,0.002928681
1747,1298,1,pp,0.902707567,0.002137647
2006,1298,1,pp,0.880952381,0.00385032
1711,1298,1,pp,0.857142857,0.006530017
1760,1298,-1,np,-0.850314646,0.007471415
1840,1298,-1,np,-0.843434712,0.008503234
2231,1298,1,pp,0.874267171,0.004512386
2056,1298,1,pp,0.910195959,0.001690861
2151,1298,1,pp,0.934148484,0.000679106
1769,1298,1,pp,0.862290909,0.005872991
1661,1298,1,pp,0.848625129,0.007716947
2070,474,-1,np,-0.862290909,0.005872991
2078,474,1,pp,0.857142857,0.006530017
2311,474,1,pp,0.898219696,0.002438797
1661,474,1,pp,0.981980506,1.44E-05
1680,52,1,pp,0.928571429,0.000862968
1832,52,-1,np,-0.857142857,0.006530017
2360,52,1,pp,0.857142857,0.006530017
1817,52,-1,np,-0.898219696,0.002438797
1981,52,1,pp,0.857142857,0.006530017
2082,52,-1,np,-0.898219696,0.002438797
2069,1543,-1,np,-0.904761905,0.002008276
1915,1543,-1,np,-0.850314646,0.007471415
2334,1543,-1,np,-0.838338383,0.009323116
1919,1543,-1,np,-0.879581914,0.003980559
2113,1543,-1,np,-0.891630982,0.002928681
1764,1543,-1,np,-0.880952381,0.00385032
2162,1543,-1,np,-0.857142857,0.006530017
2023,1543,-1,np,-0.879581914,0.003980559
2298,1543,1,pp,0.850314646,0.007471415
1667,1543,1,pp,0.886243434,0.003373343
2227,1543,-1,np,-0.898219696,0.002438797
2142,1543,-1,np,-0.834748647,0.009929687
2183,1543,1,pp,0.898219696,0.002438797
2157,1167,-1,np,-0.970077272,6.55E-05
2342,1167,-1,np,-0.880952381,0.00385032
1873,1167,-1,np,-0.843434712,0.008503234
1643,1167,1,pp,0.850314646,0.007471415
2018,48,-1,np,-0.862290909,0.005872991
1672,48,-1,np,-0.857142857,0.006530017
1935,48,-1,np,-0.850314646,0.007471415
2230,48,1,pp,0.886243434,0.003373343
2079,48,1,pp,0.843434712,0.008503234
2012,48,1,pp,0.85548378,0.00675133
2222,48,1,pp,0.879581914,0.003980559
1810,48,-1,np,-0.880952381,0.00385032
1958,48,-1,np,-0.850314646,0.007471415
1868,48,-1,np,-0.904761905,0.002008276
1970,48,1,pp,0.910195959,0.001690861
1895,48,1,pp,0.932954371,0.000716066
2115,48,-1,np,-0.867532847,0.005249136
1890,48,-1,np,-0.928571429,0.000862968
2136,1338,-1,np,-0.920678655,0.001174651
1789,1338,1,pp,0.857142857,0.006530017
2012,1338,-1,np,-0.867532847,0.005249136
1706,1338,1,pp,0.850314646,0.007471415
2108,1338,-1,np,-0.880952381,0.00385032
2167,1338,-1,np,-0.904761905,0.002008276
1719,1338,1,pp,0.850314646,0.007471415
1879,1338,-1,np,-0.838338383,0.009323116
1689,1338,1,pp,0.862290909,0.005872991
2022,553,1,pp,0.862290909,0.005872991
2053,553,-1,np,-0.910195959,0.001690861
1970,553,-1,np,-0.886243434,0.003373343
2167,553,-1,np,-0.976190476,3.31E-05
1842,553,-1,np,-0.850314646,0.007471415
1879,553,-1,np,-0.922172222,0.001110817
1689,553,1,pp,0.874267171,0.004512386
1778,1526,-1,np,-0.857142857,0.006530017
2069,1526,1,pp,0.952380952,0.0002604
2113,1526,1,pp,0.843434712,0.008503234
2087,1526,1,pp,0.872871561,0.004659215
1987,1526,-1,np,-0.857142857,0.006530017
2034,1526,-1,np,-0.910195959,0.001690861
1924,1526,-1,np,-0.880952381,0.00385032
2093,1526,1,pp,0.874267171,0.004512386
2337,1526,1,pp,0.85548378,0.00675133
1649,183,-1,np,-0.886243434,0.003373343
1729,183,1,pp,0.880952381,0.00385032
2218,183,-1,np,-0.850314646,0.007471415
2287,183,1,pp,0.862290909,0.005872991
2276,183,1,pp,0.838338383,0.009323116
1646,183,-1,np,-0.867532847,0.005249136
2026,183,-1,np,-0.927105069,0.00091618
1893,983,1,pp,0.952380952,0.0002604
1991,983,1,pp,0.857142857,0.006530017
2287,983,-1,np,-0.898219696,0.002438797
1913,983,-1,np,-0.969781517,6.74E-05
1892,983,-1,np,-0.862290909,0.005872991
1670,983,-1,np,-0.867532847,0.005249136
2148,983,-1,np,-0.886243434,0.003373343
1862,983,-1,np,-0.898219696,0.002438797
2295,983,-1,np,-0.904761905,0.002008276
2178,149,-1,np,-0.898219696,0.002438797
1922,149,-1,np,-0.880952381,0.00385032
1874,149,-1,np,-0.891630982,0.002928681
1687,149,-1,np,-0.927105069,0.00091618
1755,1195,-1,np,-0.867532847,0.005249136
1969,1195,-1,np,-0.85548378,0.00675133
1912,1195,-1,np,-0.857142857,0.006530017
2146,1195,-1,np,-0.874267171,0.004512386
2055,1195,-1,np,-0.867532847,0.005249136
1703,1195,1,pp,0.922172222,0.001110817
2314,1195,1,pp,0.838338383,0.009323116
1745,1195,-1,np,-0.857142857,0.006530017
2266,1195,1,pp,0.843434712,0.008503234
1897,1195,-1,np,-0.857142857,0.006530017
1725,1195,1,pp,0.850314646,0.007471415
1996,1195,1,pp,0.838338383,0.009323116
1768,1195,1,pp,0.898219696,0.002438797
1815,1195,1,pp,0.867532847,0.005249136
2126,1195,1,pp,0.880952381,0.00385032
1796,1195,1,pp,0.874267171,0.004512386
2242,1195,1,pp,0.874267171,0.004512386
1726,1195,1,pp,0.898219696,0.002438797
2066,1019,-1,np,-0.877145025,0.004219085
2155,1019,-1,np,-0.850314646,0.007471415
2192,1019,-1,np,-0.857142857,0.006530017
2054,1019,-1,np,-0.843434712,0.008503234
1668,1019,-1,np,-0.886243434,0.003373343
2160,1019,-1,np,-0.879581914,0.003980559
1715,44,1,pp,0.927105069,0.00091618
2313,44,1,pp,0.880952381,0.00385032
1781,44,1,pp,0.850314646,0.007471415
2331,44,1,pp,0.928571429,0.000862968
1858,44,1,pp,0.904761905,0.002008276
1697,44,1,pp,0.963925385,0.000114214
1663,44,1,pp,0.857142857,0.006530017
1989,44,1,pp,0.904761905,0.002008276
1772,44,1,pp,0.898219696,0.002438797
2243,44,1,pp,0.884994777,0.003482252
1673,44,-1,np,-0.928571429,0.000862968
2118,44,1,pp,0.886243434,0.003373343
2357,902,1,pp,0.934148484,0.000679106
1951,902,1,pp,0.850314646,0.007471415
1870,902,1,pp,0.915729116,0.001403174
2244,902,1,pp,0.853912564,0.006965288
1707,902,-1,np,-0.946124747,0.000375312
1967,871,1,pp,0.952380952,0.0002604
1914,871,1,pp,0.880952381,0.00385032
1840,871,1,pp,0.85548378,0.00675133
2151,871,-1,np,-0.874267171,0.004512386
1894,871,-1,np,-0.904761905,0.002008276
1767,871,1,pp,0.904761905,0.002008276
