Source,Target,Label,inter,cor,p
1932,1583,-1,np,-0.862290909,0.005872991
2283,1583,-1,np,-0.862290909,0.005872991
2098,1583,-1,np,-0.904761905,0.002008276
2010,1583,1,pp,0.891630982,0.002928681
1780,1583,1,pp,0.922172222,0.001110817
1949,579,1,pp,0.857142857,0.006530017
1801,579,1,pp,0.843434712,0.008503234
1671,579,-1,np,-0.850314646,0.007471415
2148,579,1,pp,0.880952381,0.00385032
1892,579,1,pp,0.926158422,0.000951646
1836,579,-1,np,-0.838338383,0.009323116
2294,579,1,pp,0.946124747,0.000375312
1935,579,1,pp,0.951876318,0.000268663
1667,579,-1,np,-0.843434712,0.008503234
1834,579,-1,np,-0.874267171,0.004512386
2037,579,-1,np,-0.928571429,0.000862968
2315,579,1,pp,0.857142857,0.006530017
1999,579,1,pp,0.898219696,0.002438797
1820,579,1,pp,0.857142857,0.006530017
1795,579,-1,np,-0.904761905,0.002008276
2264,579,-1,np,-0.884994777,0.003482252
2305,579,-1,np,-0.928571429,0.000862968
1719,579,-1,np,-0.928571429,0.000862968
1839,598,1,pp,0.878310066,0.004103934
1894,598,1,pp,0.915729116,0.001403174
2115,598,-1,np,-0.850314646,0.007471415
2247,598,1,pp,0.878310066,0.004103934
1990,598,1,pp,0.867532847,0.005249136
1809,993,1,pp,0.838338383,0.009323116
2135,993,1,pp,0.857142857,0.006530017
1669,993,-1,np,-0.904761905,0.002008276
1691,993,1,pp,0.857142857,0.006530017
1782,468,1,pp,0.850314646,0.007471415
1948,468,1,pp,0.857142857,0.006530017
1669,468,-1,np,-0.928571429,0.000862968
1653,468,1,pp,0.862290909,0.005872991
1684,468,-1,np,-0.874267171,0.004512386
1846,468,-1,np,-0.879581914,0.003980559
2262,468,1,pp,0.874267171,0.004512386
2175,1298,-1,np,-0.857142857,0.006530017
1914,1298,-1,np,-0.95810101,0.000178157
2296,1298,-1,np,-0.910195959,0.001690861
1884,1298,1,pp,0.878310066,0.004103934
1794,1298,1,pp,0.853912564,0.006965288
2137,1298,1,pp,0.857142857,0.006530017
2120,1298,-1,np,-0.838338383,0.009323116
1883,1298,1,pp,0.838338383,0.009323116
2089,1298,-1,np,-0.928571429,0.000862968
2127,1298,1,pp,0.845594325,0.008170172
1886,1298,1,pp,0.898219696,0.002438797
1704,474,-1,np,-0.848625129,0.007716947
2229,474,-1,np,-0.838338383,0.009323116
1919,474,1,pp,0.834748647,0.009929687
2314,474,1,pp,0.884994777,0.003482252
2234,474,-1,np,-0.874267171,0.004512386
2023,474,-1,np,-0.843434712,0.008503234
1755,474,-1,np,-0.850314646,0.007471415
1707,474,1,pp,0.850314646,0.007471415
2189,52,-1,np,-0.850314646,0.007471415
1842,52,-1,np,-0.934148484,0.000679106
1994,52,1,pp,0.915729116,0.001403174
1995,52,1,pp,0.875172349,0.004418764
1683,52,-1,np,-0.857142857,0.006530017
2134,52,1,pp,0.946124747,0.000375312
2025,52,1,pp,0.920678655,0.001174651
2083,1544,1,pp,0.878310066,0.004103934
1821,1544,1,pp,0.969781517,6.74E-05
2341,1544,1,pp,0.874267171,0.004512386
1660,1544,1,pp,0.904761905,0.002008276
1951,1544,1,pp,0.904761905,0.002008276
1659,1544,1,pp,0.891630982,0.002928681
1744,1544,-1,np,-0.878310066,0.004103934
1711,1544,1,pp,0.862290909,0.005872991
1967,1544,1,pp,0.952380952,0.0002604
1903,1544,1,pp,0.904761905,0.002008276
2200,1544,1,pp,0.904761905,0.002008276
1741,1544,1,pp,0.862290909,0.005872991
1882,1544,1,pp,0.928571429,0.000862968
1873,1544,1,pp,0.898219696,0.002438797
2129,1544,1,pp,0.928571429,0.000862968
1710,1544,1,pp,0.886243434,0.003373343
2194,1544,1,pp,0.850314646,0.007471415
1768,1544,1,pp,0.886243434,0.003373343
1645,1167,-1,np,-0.898219696,0.002438797
1733,1167,1,pp,0.880952381,0.00385032
1750,1167,1,pp,0.857142857,0.006530017
1976,1167,1,pp,0.952380952,0.0002604
2016,1167,1,pp,0.904761905,0.002008276
2284,1167,-1,np,-0.922172222,0.001110817
1870,1167,-1,np,-0.886243434,0.003373343
2145,1167,-1,np,-0.904761905,0.002008276
2296,48,-1,np,-0.850314646,0.007471415
1755,48,-1,np,-0.874267171,0.004512386
2070,48,1,pp,0.904761905,0.002008276
1689,1338,1,pp,0.970077272,6.55E-05
1735,1338,1,pp,0.850314646,0.007471415
2126,1338,-1,np,-0.85548378,0.00675133
1722,553,-1,np,-0.904761905,0.002008276
1735,553,1,pp,0.970077272,6.55E-05
2066,553,-1,np,-0.838338383,0.009323116
1682,553,-1,np,-0.915729116,0.001403174
2275,553,1,pp,0.904761905,0.002008276
1769,553,1,pp,0.843434712,0.008503234
2131,553,-1,np,-0.857142857,0.006530017
2340,553,-1,np,-0.857142857,0.006530017
2175,1527,1,pp,0.857142857,0.006530017
2142,1527,-1,np,-0.874267171,0.004512386
2121,1527,1,pp,0.932954371,0.000716066
1915,1527,-1,np,-0.838338383,0.009323116
1794,1527,-1,np,-0.902707567,0.002137647
1693,183,-1,np,-0.874267171,0.004512386
2300,183,-1,np,-0.910195959,0.001690861
1986,183,1,pp,0.834748647,0.009929687
1947,183,-1,np,-0.857142857,0.006530017
1896,183,-1,np,-0.862290909,0.005872991
2259,183,1,pp,0.85548378,0.00675133
2023,183,-1,np,-0.879581914,0.003980559
1873,183,-1,np,-0.886243434,0.003373343
2103,183,1,pp,0.838338383,0.009323116
1850,183,1,pp,0.880952381,0.00385032
2190,183,1,pp,0.857142857,0.006530017
2113,982,-1,np,-0.838338383,0.009323116
2022,982,-1,np,-0.845594325,0.008170172
2077,982,-1,np,-0.951502571,0.000274893
2105,982,1,pp,0.970077272,6.55E-05
1679,982,1,pp,0.952380952,0.0002604
1651,982,1,pp,0.874267171,0.004512386
1804,982,-1,np,-0.915729116,0.001403174
2185,982,1,pp,0.928571429,0.000862968
1731,982,1,pp,0.928571429,0.000862968
1722,149,-1,np,-0.880952381,0.00385032
1750,149,1,pp,0.880952381,0.00385032
1682,149,-1,np,-0.879581914,0.003980559
2275,149,1,pp,0.857142857,0.006530017
1769,149,1,pp,0.85548378,0.00675133
2131,149,-1,np,-0.904761905,0.002008276
2284,149,-1,np,-0.850314646,0.007471415
1870,149,-1,np,-0.850314646,0.007471415
2128,149,-1,np,-0.904761905,0.002008276
2187,149,-1,np,-0.891630982,0.002928681
1837,149,-1,np,-0.838338383,0.009323116
2154,149,-1,np,-0.898219696,0.002438797
1737,1195,1,pp,0.838338383,0.009323116
1665,1195,-1,np,-0.904761905,0.002008276
1721,1195,-1,np,-0.880952381,0.00385032
2300,1195,-1,np,-0.838338383,0.009323116
2090,1195,1,pp,0.850314646,0.007471415
2030,1195,1,pp,0.920678655,0.001174651
1815,1195,1,pp,0.853912564,0.006965288
2078,1195,-1,np,-0.85548378,0.00675133
1839,1195,-1,np,-0.902707567,0.002137647
1929,1195,1,pp,0.850314646,0.007471415
1894,1195,-1,np,-0.843434712,0.008503234
1896,1195,-1,np,-0.850314646,0.007471415
2247,1195,-1,np,-0.927105069,0.00091618
2001,1195,-1,np,-0.850314646,0.007471415
2020,1195,-1,np,-0.838338383,0.009323116
2340,1195,1,pp,0.857142857,0.006530017
2328,1195,-1,np,-0.880952381,0.00385032
2165,1195,1,pp,0.891630982,0.002928681
1990,1195,-1,np,-0.85548378,0.00675133
1784,1195,-1,np,-0.976190476,3.31E-05
1805,1195,-1,np,-0.862290909,0.005872991
1652,1195,-1,np,-0.886243434,0.003373343
2005,1018,-1,np,-0.850314646,0.007471415
1971,1018,-1,np,-0.850314646,0.007471415
1765,44,-1,np,-0.945230086,0.000394052
1738,44,1,pp,0.850314646,0.007471415
1772,44,1,pp,0.927105069,0.00091618
2067,44,1,pp,0.910195959,0.001690861
1730,44,1,pp,0.880952381,0.00385032
1928,44,-1,np,-0.834748647,0.009929687
2196,901,1,pp,0.946124747,0.000375312
1926,901,-1,np,-0.904761905,0.002008276
1716,901,-1,np,-0.927105069,0.00091618
2287,901,-1,np,-0.886243434,0.003373343
1717,901,-1,np,-0.880952381,0.00385032
2288,901,-1,np,-0.904761905,0.002008276
2265,870,-1,np,-0.886243434,0.003373343
1847,870,1,pp,0.951502571,0.000274893
2158,870,-1,np,-0.880952381,0.00385032
1757,870,1,pp,0.848625129,0.007716947
1809,26,-1,np,-0.874267171,0.004512386
2112,26,1,pp,0.946124747,0.000375312
1712,26,1,pp,0.862290909,0.005872991
1928,26,-1,np,-0.871575794,0.004798257
2030,248,-1,np,-0.834748647,0.009929687
1670,248,1,pp,0.850314646,0.007471415
1653,248,-1,np,-0.898219696,0.002438797
2316,248,1,pp,0.878310066,0.004103934
1838,248,1,pp,0.903680049,0.002075752
1739,1321,-1,np,-0.838338383,0.009323116
1851,1321,-1,np,-0.922172222,0.001110817
2144,1321,-1,np,-0.853912564,0.006965288
2323,1321,-1,np,-0.857142857,0.006530017
1963,1321,1,pp,0.934148484,0.000679106
1757,1321,-1,np,-0.848625129,0.007716947
1786,1321,-1,np,-0.838338383,0.009323116
1775,1321,-1,np,-0.850314646,0.007471415
1962,1082,1,pp,0.850314646,0.007471415
1685,1082,1,pp,0.843434712,0.008503234
1697,1082,1,pp,0.928571429,0.000862968
2169,1082,1,pp,0.928571429,0.000862968
1912,1082,-1,np,-0.843434712,0.008503234
1999,1082,1,pp,0.874267171,0.004512386
2222,1082,1,pp,0.857142857,0.006530017
2047,1082,-1,np,-0.862290909,0.005872991
1883,1082,-1,np,-0.898219696,0.002438797
2309,1082,-1,np,-0.880952381,0.00385032
2226,1082,1,pp,0.850314646,0.007471415
1866,1082,1,pp,0.847024363,0.007954271
1976,805,1,pp,0.928571429,0.000862968
1735,805,1,pp,0.898219696,0.002438797
2184,805,1,pp,0.922172222,0.001110817
2244,626,1,pp,0.850314646,0.007471415
2022,626,-1,np,-0.845594325,0.008170172
1935,626,-1,np,-0.867532847,0.005249136
1831,626,1,pp,0.857142857,0.006530017
2043,626,1,pp,0.850314646,0.007471415
2048,626,-1,np,-0.850314646,0.007471415
2139,626,1,pp,0.857142857,0.006530017
1795,626,1,pp,0.904761905,0.002008276
1730,626,1,pp,0.857142857,0.006530017
2228,626,1,pp,0.874267171,0.004512386
1923,626,-1,np,-0.874267171,0.004512386
2052,1596,1,pp,0.874267171,0.004512386
1658,1596,-1,np,-0.904761905,0.002008276
1984,1596,-1,np,-0.843434712,0.008503234
1852,1596,1,pp,0.951876318,0.000268663
2137,1596,-1,np,-0.952380952,0.0002604
2120,1596,1,pp,0.922172222,0.001110817
2047,1596,-1,np,-0.934148484,0.000679106
1883,1596,-1,np,-0.874267171,0.004512386
1694,1596,-1,np,-0.898219696,0.002438797
2309,1596,-1,np,-0.904761905,0.002008276
1810,1596,1,pp,0.951502571,0.000274893
1859,1596,-1,np,-0.843434712,0.008503234
1874,1596,1,pp,0.853912564,0.006965288
2033,1596,-1,np,-0.857142857,0.006530017
1745,1596,-1,np,-0.880952381,0.00385032
1829,1596,-1,np,-0.850314646,0.007471415
1649,1596,-1,np,-0.904761905,0.002008276
2334,1596,-1,np,-0.843434712,0.008503234
1851,319,1,pp,0.850314646,0.007471415
2144,319,1,pp,0.853912564,0.006965288
1862,319,-1,np,-0.904761905,0.002008276
1957,319,1,pp,0.850314646,0.007471415
2302,319,1,pp,0.904761905,0.002008276
2132,319,1,pp,0.871575794,0.004798257
1840,319,-1,np,-0.879581914,0.003980559
2064,1030,-1,np,-0.904761905,0.002008276
2277,1030,1,pp,0.898219696,0.002438797
1722,1030,-1,np,-0.880952381,0.00385032
