ID,Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
43,Zotu3888,3,0,0,7.13E-32,1.00E+00,4.00E+00,-0.583094276,0
44,Zotu3446,1,0,0,9.45E-222,0.00E+00,2.86E+02,0,0
45,Zotu3865,6,28,74,3.56E-100,4.67E-01,2.00E+01,1.786375026,0
46,Zotu3609,2,0,0,5.93E-164,1.00E+00,1.63E+02,0,0
47,Zotu2636,3,17.75,61,1.02E-126,0.00E+00,3.60E+01,0.51214752,0
48,Zotu3245,6,329.5926573,132856,1.25E-32,0.00E+00,0.00E+00,1.263995058,0
49,Zotu173,1,0,0,9.45E-222,0,2.81E+02,0,0
50,Zotu1676,2,24,50,9.66E-102,0.00E+00,2.40E+01,-0.520265982,0
51,Zotu2864,5,2,4,1.15E-90,6.00E-01,6.70E+01,0.40824829,0
52,Zotu4523,2,0.166666667,1,1.98E-115,0.00E+00,1.04E+02,-0.620173673,0
53,Zotu4637,2,0,0,3.85E-157,1.00E+00,1.75E+02,0,0
54,Zotu777,3,0,0,3.83E-130,1.00E+00,1.20E+02,0,0
55,Zotu476,9,70,1217,2.71E-61,1.94E-01,2.90E+01,1.265240597,0
56,Zotu4442,1,0,0,9.45E-222,0.00E+00,2.43E+02,0,0
57,Zotu1092,1,0,0,1.53E-43,0.00E+00,5.00E+00,-1.199703813,0
58,Zotu4374,8,1.942857143,14,1.47E-59,0.785714286,1.00E+02,0.808452083,0
59,Zotu1820,3,0.2,1,6.40E-67,6.67E-01,7.20E+01,-0.667652393,0
60,Zotu5548,3,0.5,1,2.83E-143,6.67E-01,1.47E+02,1,0
61,Zotu16362,1,0,0,9.45E-222,0.00E+00,2.36E+02,0,0
62,Zotu19198,6,819.8333333,13017,5.25E-45,1.33E-01,2.00E+00,0.613492023,0
63,Zotu1466,7,37.67857143,832,0.015894766,1.43E-01,3.40E+01,-0.72778207,0
