Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu660,1,0,0,0,0,173,0,0
Zotu2743,2,0,0,5.05E-10,1,14,-0.496291667,0
Zotu1339,2,0,0,0,1,65,0,0
Zotu1167,2,0,0,1.50E-06,1,12,-0.497468338,0
Zotu934,2,1,1,0,0,96,0,0
Zotu100,1,0,0,0,0,71,-1.414213562,0
Zotu250,2,4,4,0,0,33,0.707106781,0
Zotu2513,1,0,0,0,0,172,0,0
Zotu1415,2,0,0,0,1,66,0,0
Zotu351,1,0,0,0,0,34,-1.58113883,0
Zotu1837,2,2,2,0,0,44,1,0
Zotu265,1,0,0,0,0,117,0,0
Zotu136,2,1,1,0,0,84,0,0
Zotu26,1,0,0,9.34E-05,0,5,-1.554663557,0
Zotu81,2,0,0,0,1,23,-0.381385036,0
Zotu1360,3,2,2,0,0.333333333,67,1.414213562,0
Zotu1269,4,3279,123588,1.02E-08,0.166666667,14,1.786650001,0
Zotu3233,2,1,1,0,0,101,0,0
Zotu1159,1,0,0,0,0,98,0,0
Zotu173,4,471.5,17017,3.49E-08,0.5,7,1.188177052,0
Zotu1676,6,2345,13955,0.023700226,0.666666667,2,1.957353892,0
Zotu777,4,233.535589,2081,0.001523629,0.666666667,36,0.380784722,0
Zotu476,3,4,14,6.14E-08,0.333333333,8,0.169637786,0
Zotu1525,2,1,1,0,0,86,0,0
Zotu1820,1,0,0,0,0,85,0,0
Zotu1014,3,6,6,0,0.333333333,37,0.894427191,0
Zotu1329,2,0,0,0,1,51,-1.603567451,0
Zotu16362,2,0,0,5.20E-09,1,6,-0.413946947,0
Zotu17692,3,109,173,0,0,11,0.588348405,0
Zotu1762,4,5.5,19,4.94065645841247e-324,0.666666667,21,0.609207699,0
Zotu1677,4,15,19,0,0.166666667,24,1.605910137,0
Zotu1555,5,1269.315789,24589,0.005113507,0.4,5,0.847998304,0
Zotu2878,3,169.7,1387,0.005489414,0.333333333,5,-0.353332627,0
Zotu2380,1,0,0,0,0,166,0,0
Zotu886,2,7582.854285,364932,1.00E-10,0,4,-0.194948072,0
Zotu1508,3,13762.69588,1071975,6.20E-06,0,10,0.117130321,0
Zotu362,2,0,0,0,1,24,-0.229415734,0
Zotu548,3,6729.994814,838465,1.02E-05,0,10,0.117130321,0
Zotu830,3,11,13,0,0,24,0.688247202,0
Zotu274,3,108,147,0,0.333333333,11,0.588348405,0
Zotu1640,2,0,0,0,1,21,-0.812276932,0
Zotu823,2,0,0,0,1,40,-0.246182982,0
Zotu2238,1,0,0,3.14E-05,0,3,-1.187653404,0
Zotu137,1,0,0,0,0,125,0,0
Zotu1294,3,0.5,1,0,0.666666667,56,1,0
Zotu2132,1,0,0,0,0,120,0,0
Zotu3011,3,1.5,3,0,0.666666667,55,0.447213595,0
Zotu1322,2,18,22,0,0,15,-0.420084025,0
Zotu1144,2,0,0,2.85E-05,1,12,-0.497468338,0
Zotu869,1,0,0,0,0,18,-1.212678125,0
Zotu1153,3,473,36102,3.22E-13,0.333333333,0,0.17430604,0
Zotu3930,1,0,0,0,0,20,-1.471960144,0
Zotu1233,1,0,0,0,0,111,0,0
Zotu425,3,944,35270,0.000167658,0.333333333,3,0.442459111,0
Zotu675,2,0,0,1.04E-05,1,2,-0.853205542,0
Zotu540,1,0,0,0,0,84,0,0
Zotu400,2,1,1,0,0,80,0,0
Zotu1597,1,0,0,0,0,142,0,0
Zotu1787,2,0,0,0.010611011,1,5,-0.953998092,0
Zotu1873,3,2334,42557,1.37E-09,0.333333333,7,0.297044263,0
Zotu2407,1,0,0,0,0,49,-1.248075442,0
Zotu6119,4,1631,188356,4.19E-07,0.666666667,10,0.85895569,0
Zotu18638,1,0,0,0,0,49,-1.248075442,0
Zotu1186,3,3,3,0,0,60,1.732050808,0
Zotu334,2,1,1,0,0,102,0,0
Zotu268,1,0,0,0,0,59,-0.577350269,0
Zotu128,2,0,0,0.000771859,1,3,-0.372597146,0
Zotu821,1,0,0,0,0,35,-1.414213562,0
Zotu338,4,865.1142857,7902,1.22E-05,0.333333333,8,1.102645609,0
Zotu224,1,0,0,0,0,147,0,0
Zotu244,2,1,1,0,0,88,0,0
Zotu1298,2,52,64,0,0,16,-0.497518595,0
Zotu467,1,0,0,0,0,143,0,0
Zotu13,1,0,0,0,0,17,-1.237596691,0
Zotu130,2,0,0,0,1,75,0,0
Zotu551,1,0,0,0,0,100,0,0
Zotu1007,1,0,0,0,0,136,0,0
Zotu174,3,135,192,0,0.333333333,11,0.588348405,0
Zotu326,1,0,0,0,0,133,0,0
Zotu231,1,0,0,0,0,131,0,0
