Source,Target,Label,inter
Zotu100,Zotu69,-1,np
Zotu100,Zotu190,-1,np
Zotu100,Zotu402,1,pp
Zotu1116,Zotu18,-1,np
Zotu1116,Zotu191,-1,np
Zotu1116,Zotu23,-1,np
Zotu1116,Zotu102,-1,np
Zotu7,Zotu23,-1,np
Zotu7,Zotu102,-1,np
Zotu583,Zotu202,-1,np
Zotu583,Zotu368,-1,np
Zotu2,Zotu172,1,pp
Zotu2,Zotu125,1,pp
Zotu2,Zotu38,1,pp
Zotu2,Zotu153,1,pp
Zotu2,Zotu279,1,pp
Zotu2,Zotu150,1,pp
Zotu2,Zotu79,-1,np
Zotu2,Zotu63,1,pp
Zotu1210,Zotu16362,-1,np
Zotu1210,Zotu6,-1,np
Zotu1210,Zotu164,-1,np
Zotu1210,Zotu1,-1,np
Zotu81,Zotu60,-1,np
Zotu81,Zotu278,-1,np
Zotu16362,Zotu278,1,pp
Zotu17692,Zotu222,1,pp
Zotu17692,Zotu2970,-1,np
Zotu17692,Zotu96,1,pp
Zotu17692,Zotu263,-1,np
Zotu17692,Zotu796,-1,np
Zotu17692,Zotu106,1,pp
Zotu17692,Zotu76,-1,np
Zotu17692,Zotu801,-1,np
Zotu830,Zotu156,1,pp
Zotu830,Zotu222,1,pp
Zotu830,Zotu164,1,pp
Zotu274,Zotu51,1,pp
Zotu274,Zotu18,1,pp
Zotu274,Zotu335,1,pp
Zotu274,Zotu52,-1,np
Zotu274,Zotu562,1,pp
Zotu274,Zotu57,1,pp
Zotu274,Zotu219,1,pp
Zotu274,Zotu164,1,pp
Zotu274,Zotu1,1,pp
Zotu274,Zotu455,1,pp
Zotu59,Zotu52,1,pp
Zotu24,Zotu224,1,pp
Zotu24,Zotu329,1,pp
Zotu119,Zotu27,-1,np
Zotu119,Zotu349,1,pp
Zotu240,Zotu433,1,pp
Zotu240,Zotu148,1,pp
Zotu433,Zotu322,-1,np
Zotu224,Zotu329,1,pp
Zotu224,Zotu76,-1,np
Zotu224,Zotu135,-1,np
Zotu13,Zotu518,1,pp
Zotu13,Zotu343,-1,np
Zotu13,Zotu663,-1,np
Zotu13,Zotu127,-1,np
Zotu13,Zotu15827,1,pp
Zotu108,Zotu5,1,pp
