Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu2743,1,0,0,6.71E-224,0,169,0,0
Zotu2726,1,0,0,8.15E-287,0,386,0,0
Zotu934,2,2,2,3.51E-199,0,65,1,0
Zotu250,1,0,0,8.15E-287,0,385,0,0
Zotu1415,1,0,0,6.71E-224,0,136,0,0
Zotu351,1,0,0,8.15E-287,0,269,0,0
Zotu1837,2,1,1,1.34E-223,0,129,0,0
Zotu1698,1,0,0,8.15E-287,0,384,0,0
Zotu1825,2,0,0,1.10E-160,1,101,0,0
Zotu7,4,0.333333333,1,2.13E-51,0.833333333,44,0.816496581,0
Zotu62,1,0,0,6.71E-224,0,149,0,0
Zotu133,1,0,0,8.15E-287,0,298,0,0
Zotu1360,3,2,2,9.31E-146,0.333333333,109,1.414213562,0
Zotu283,1,0,0,8.15E-287,0,185,0,0
Zotu4248,1,0,0,8.15E-287,0,373,0,0
Zotu1269,2,0,0,1.10E-160,1,121,0,0
Zotu2669,1,0,0,6.71E-224,0,174,0,0
Zotu173,3,7,14,2.15E-104,0.666666667,7,1.143001143,0
Zotu684,1,0,0,6.71E-224,0,174,0,0
Zotu1676,2,35,35,2.00E-124,0,4,0,0
Zotu777,1,0,0,8.15E-287,0,238,0,0
Zotu476,1,0,0,8.15E-287,0,230,0,0
Zotu1525,3,7,7,1.31E-169,0,22,1.788854382,0
Zotu3867,2,1,1,1.34E-223,0,138,0,0
Zotu1820,2,2,2,3.51E-199,0,62,1,0
Zotu1014,2,8,8,1.88E-163,0,17,0.40824829,0
Zotu17692,2,1,1,1.34E-223,0,163,0,0
Zotu1466,1,0,0,1.41E-110,0,6,-1.149048519,0
Zotu950,1,0,0,6.71E-224,0,137,0,0
Zotu1762,3,2,4,2.24E-105,0.666666667,50,0.707106781,0
Zotu1284,1,0,0,8.15E-287,0,184,0,0
Zotu1677,2,3,3,8.52E-187,0,42,0.816496581,0
Zotu6093,1,0,0,2.17E-199,0,65,-1,0
Zotu1555,3,8,8,8.26E-167,0,26,1.788854382,0
Zotu2878,1,0,0,6.71E-224,0,162,0,0
Zotu886,1,0,0,6.71E-224,0,170,0,0
Zotu1351,1,0,0,8.15E-287,0,289,0,0
Zotu1508,2,3,3,8.52E-187,0,34,0.816496581,0
Zotu890,1,0,0,8.15E-287,0,314,0,0
Zotu548,2,21,24,7.60E-121,0,1,-0.09877296,0
Zotu274,1,0,0,5.06E-153,0,12,-1.069044968,0
Zotu1640,1,0,0,8.15E-287,0,326,0,0
Zotu432,1,0,0,6.71E-224,0,155,0,0
Zotu1294,5,1.666666667,5,5.22E-26,0.7,38,0.928279122,0
Zotu2132,1,0,0,6.71E-224,0,146,0,0
Zotu3011,2,0,0,1.10E-160,1,91,0,0
Zotu1322,1,0,0,8.15E-287,0,365,0,0
Zotu1144,2,6,6,2.50E-144,0,19,0.25819889,0
Zotu1614,1,0,0,8.15E-287,0,375,0,0
Zotu3593,1,0,0,8.15E-287,0,213,0,0
Zotu1846,1,0,0,8.15E-287,0,214,0,0
Zotu1153,3,4,4,4.67E-142,0.333333333,24,1.58113883,0
Zotu3930,2,3,3,3.99E-175,0,39,0.5,0
Zotu4909,1,0,0,8.15E-287,0,216,0,0
Zotu9385,1,0,0,8.15E-287,0,186,0,0
Zotu105,1,0,0,2.50E-40,0,11,-1.220600207,0
Zotu35,1,0,0,4.29E-146,0,118,-1.414213562,0
Zotu315,1,0,0,2.17E-199,0,61,-1,0
Zotu425,2,62,290,9.93E-13,0,0,-0.730769231,0
Zotu675,1,0,0,6.71E-224,0,123,0,0
Zotu400,2,2,2,3.51E-199,0,63,1,0
Zotu2653,3,20,40,8.30E-94,0.666666667,2,0.588348405,0
Zotu1597,1,0,0,8.15E-287,0,232,0,0
Zotu1787,2,0,0,1.02E-115,1,79,-1,0
Zotu19090,3,7,14,2.15E-104,0.666666667,7,1.143001143,0
Zotu2168,1,0,0,2.17E-199,0,62,-1,0
