Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu2743,1,0,0,0,0,392,0,0
Zotu1167,1,0,0,2.99E-308,0,182,0,0
Zotu2726,2,0,0,1.45E-137,1,13,-0.301511345,0
Zotu4286,4,163,253,1.39E-111,0,0,1.775995772,0
Zotu1418,3,42,68,2.61E-17,0.333333333,1,0.223606798,0
Zotu3089,1,0,0,0,0,226,0,0
Zotu250,1,0,0,2.98E-225,0,39,-0.75,0
Zotu4187,2,1,1,5.99E-308,0,172,0,0
Zotu1415,2,0,0,3.94E-175,1,94,0,0
Zotu1698,2,0,0,5.42E-160,1,27,0,0
Zotu265,3,14,24,1.97E-63,0.333333333,12,0.538815906,0
Zotu136,1,0,0,0,0,233,0,0
Zotu293,3,2,2,4.61E-175,0.333333333,109,1.414213562,0
Zotu133,1,0,0,0,0,279,0,0
Zotu7645,1,0,0,0,0,200,0,0
Zotu5076,3,3.5,5,5.81E-180,0,73,1.58113883,0
Zotu283,2,2,2,3.18E-266,0,71,1,0
Zotu4248,1,0,0,0,0,317,0,0
Zotu2669,1,0,0,1.25E-15,0,1,-1.118033989,0
Zotu4659,2,0,0,1.76E-200,1,97,0,0
Zotu684,2,0,0,3.94E-175,1,94,0,0
Zotu1676,3,22,26,0.013203813,0.333333333,4,0.206284249,0
Zotu4637,1,0,0,0,0,241,0,0
Zotu777,3,5,5,7.21E-225,0,39,1.75,0
Zotu476,2,20,20,5.40E-191,0,14,0.267261242,0
Zotu1525,1,0,0,0,0,252,0,0
Zotu4317,2,2,2,3.18E-266,0,69,1,0
Zotu1092,1,0,0,0,0,209,0,0
Zotu4374,1,0,0,2.99E-308,0,125,0,0
Zotu3934,3,8,8,4.60E-211,0,32,1.788854382,0
Zotu1820,1,0,0,0,0,353,0,0
Zotu1014,1,0,0,0,0,391,0,0
Zotu1329,1,0,0,2.99E-308,0,164,0,0
Zotu16362,2,3,3,4.38E-245,0,41,0.816496581,0
Zotu17692,2,5,5,1.94E-211,0,25,0.40824829,0
Zotu1466,1,0,0,0,0,316,0,0
Zotu1586,1,0,0,0,0,304,0,0
Zotu1284,1,0,0,2.99E-308,0,159,0,0
Zotu2389,3,0,0,1.41E-74,1,59,0,0
Zotu1555,1,0,0,0,0,343,0,0
Zotu2878,1,0,0,0,0,268,0,0
Zotu4039,1,0,0,2.99E-308,0,127,0,0
Zotu477,1,0,0,1.05E-146,0,30,-1,0
Zotu4198,2,0,0,2.67E-85,1,10,-0.143591632,0
Zotu564,1,0,0,0,0,238,0,0
Zotu629,1,0,0,0,0,232,0,0
Zotu362,3,5,5,7.21E-225,0,48,1.75,0
Zotu548,2,1,1,5.99E-308,0,142,0,0
Zotu830,1,0,0,0,0,221,0,0
Zotu274,4,35.5,123,1.31E-13,0.5,2,1.067489992,0
Zotu1640,3,0.5,1,1.36E-123,0.666666667,88,1,0
Zotu823,1,0,0,1.23E-200,0,15,-1.237436867,0
Zotu4594,2,0,0,4.70E-12,1,2,-0.686243566,0
Zotu2238,3,1,2,4.51E-114,0.666666667,87,0.75,0
Zotu1294,1,0,0,1.16E-182,0,11,-0.981980506,0
Zotu3085,2,0,0,1.76E-200,1,110,0,0
Zotu3657,2,3,3,5.14E-169,0,34,0,0
Zotu481,1,0,0,2.99E-308,0,150,0,0
Zotu1375,2,2,2,3.18E-266,0,69,1,0
Zotu1322,1,0,0,2.19E-245,0,40,-1.224744871,0
Zotu59,2,0,0,1.76E-200,1,117,0,0
Zotu4102,1,0,0,0,0,242,0,0
Zotu1153,2,1,1,5.99E-308,0,151,0,0
Zotu2281,3,5,8,2.87E-97,0.333333333,57,0.615457455,0
Zotu4500,1,0,0,0,0,384,0,0
Zotu3930,2,0,0,1.76E-200,1,113,0,0
Zotu7376,1,0,0,0,0,367,0,0
Zotu2517,1,0,0,2.98E-194,0,19,-0.904534034,0
Zotu1233,1,0,0,0,0,349,0,0
Zotu425,1,0,0,0,0,335,0,0
Zotu2013,1,0,0,0,0,327,0,0
Zotu747,1,0,0,2.19E-245,0,40,-1.224744871,0
Zotu1250,1,0,0,0,0,309,0,0
Zotu675,1,0,0,0,0,303,0,0
Zotu400,2,4,4,2.89E-167,0,22,0,0
Zotu2535,1,0,0,2.98E-225,0,54,-0.75,0
Zotu2566,2,0,0,8.99E-138,1,13,-0.301511345,0
Zotu7979,2,3,3,5.14E-169,0,33,0,0
Zotu7497,3,55,170,7.75E-22,0.333333333,5,0.268043853,0
Zotu1787,2,33,35,1.63E-111,0,0,-0.05223517,0
Zotu2168,1,0,0,2.99E-308,0,164,0,0
Zotu1873,3,18,30,2.00E-63,0.333333333,12,0.538815906,0
Zotu1079,2,1,1,5.99E-308,0,160,0,0
Zotu1379,4,9,9,7.12E-189,0,36,2.110579412,0
Zotu2407,1,0,0,2.99E-308,0,122,0,0
Zotu6119,1,0,0,3.92E-56,0,20,-1.214746787,0
Zotu18638,2,14,19,4.17E-94,0,3,-0.404519917,0
Zotu18001,2,30,72,2.47E-45,0,6,-0.464990555,0
Zotu334,1,0,0,0,0,371,0,0
Zotu268,1,0,0,0,0,301,0,0
Zotu128,1,0,0,1.46E-46,0,6,-1.511219304,0
Zotu338,1,0,0,0,0,231,0,0
Zotu1298,1,0,0,0,0,230,0,0
Zotu467,2,1,1,5.99E-308,0,143,0,0
Zotu645,3,5,5,7.21E-225,0,51,1.75,0
Zotu13,2,0,0,1.76E-200,1,98,0,0
Zotu972,2,6,11,5.05E-20,0,16,-0.894427191,0
Zotu108,1,0,0,0,0,220,0,0
Zotu60,1,0,0,0,0,220,0,0
Zotu130,1,0,0,1.02E-152,0,38,-1.08012345,0
Zotu551,2,0,0,1.97E-94,1,3,-0.404519917,0
Zotu1007,1,0,0,2.98E-225,0,51,-0.75,0
Zotu174,1,0,0,8.58E-153,0,38,-1.08012345,0
Zotu326,1,0,0,2.99E-308,0,141,0,0
Zotu231,1,0,0,0,0,230,0,0
Zotu261,1,0,0,2.99E-308,0,131,0,0
Zotu361,4,39.5,119,3.24E-44,0.5,6,1.627466942,0
Zotu1395,1,0,0,2.99E-308,0,178,0,0
Zotu11972,3,1,2,4.51E-114,0.666666667,83,0.75,0
Zotu3753,1,0,0,2.19E-245,0,89,-0.577350269,0
Zotu84,1,0,0,6.31E-140,0,9,-1.095445115,0
Zotu1054,1,0,0,1.23E-211,0,25,-1.020620726,0
Zotu4929,1,0,0,2.99E-308,0,121,0,0
Zotu107,1,0,0,1.27E-94,0,3,-1.483239697,0
Zotu1105,1,0,0,2.12E-175,0,114,-1.414213562,0
Zotu3884,1,0,0,2.99E-308,0,129,0,0
Zotu181,1,0,0,0,0,194,0,0
Zotu574,1,0,0,0,0,210,0,0
Zotu7877,3,27.5,95,1.90E-44,0.666666667,6,0.581238194,0
Zotu2485,1,0,0,2.99E-308,0,149,0,0
Zotu1439,1,0,0,2.12E-175,0,109,-1.414213562,0
Zotu2791,1,0,0,0,0,292,0,0
Zotu1747,1,0,0,0,0,244,0,0
Zotu2155,1,0,0,0,0,196,0,0
Zotu471,1,0,0,0,0,295,0,0
Zotu959,1,0,0,0,0,203,0,0
Zotu5357,1,0,0,0,0,237,0,0
Zotu523,1,0,0,2.55E-194,0,19,-0.904534034,0
Zotu948,1,0,0,2.19E-45,0,6,-1.511219304,0
Zotu83,2,0,0,1.76E-200,1,100,0,0
Zotu2266,1,0,0,0,0,379,0,0
Zotu705,3,7,10,2.10E-152,0,38,1.08012345,0
Zotu472,2,3,3,4.38E-245,0,42,0.816496581,0
Zotu2327,4,6,6,3.51E-200,0,75,2,0
Zotu2020,1,0,0,0,0,362,0,0
Zotu1022,1,0,0,1.30E-10,0,7,-1.917028951,0
Zotu1759,1,0,0,2.99E-308,0,181,0,0
Zotu4200,4,11,11,1.01E-139,0.166666667,21,1.870828693,0
Zotu1479,1,0,0,0,0,339,0,0
