Source,Target,Label,inter
628,523,-1,np
623,840,-1,np
1259,927,-1,np
1259,212,-1,np
574,143,1,pp
189,157,-1,np
767,58,1,pp
364,308,1,pp
364,282,1,pp
301,1193,1,pp
360,1048,1,pp
360,687,1,pp
1120,1000,-1,np
1120,500,-1,np
1120,1265,-1,np
1120,109,-1,np
1078,35,-1,np
151,250,-1,np
163,615,-1,np
163,449,-1,np
163,12,1,pp
645,1201,1,pp
880,1243,-1,np
124,1273,1,pp
124,580,1,pp
610,95,1,pp
313,397,1,pp
313,231,1,pp
313,983,-1,np
1113,95,-1,np
292,591,1,pp
292,941,-1,np
1164,92,1,pp
953,853,1,pp
230,1091,-1,np
230,477,-1,np
230,274,1,pp
834,1167,1,pp
834,1221,-1,np
358,482,1,pp
358,267,1,pp
5,1256,-1,np
5,1128,-1,np
334,1103,1,pp
334,36,1,pp
210,884,-1,np
1268,70,1,pp
332,1022,1,pp
332,870,1,pp
332,677,1,pp
132,1188,-1,np
293,629,1,pp
293,859,1,pp
1069,927,1,pp
244,749,-1,np
244,234,-1,np
244,642,1,pp
649,302,1,pp
1224,784,1,pp
161,512,1,pp
224,1135,1,pp
224,83,-1,np
1229,1051,-1,np
1029,719,-1,np
1029,756,-1,np
627,586,-1,np
276,934,1,pp
892,2,-1,np
135,597,-1,np
135,817,1,pp
135,1024,1,pp
135,1018,1,pp
135,672,-1,np
470,299,1,pp
675,893,1,pp
675,1235,1,pp
148,969,1,pp
69,265,1,pp
69,160,1,pp
269,918,1,pp
788,832,1,pp
368,327,1,pp
75,102,-1,np
75,170,-1,np
75,156,-1,np
843,1016,-1,np
843,989,1,pp
972,937,1,pp
1262,589,1,pp
20,1208,-1,np
764,162,1,pp
706,517,1,pp
881,45,-1,np
881,1170,1,pp
1108,395,-1,np
850,1283,1,pp
850,858,1,pp
607,1279,-1,np
607,280,1,pp
607,1244,-1,np
263,547,1,pp
342,481,1,pp
342,962,1,pp
397,231,1,pp
397,983,-1,np
379,233,-1,np
379,385,1,pp
40,492,-1,np
523,786,-1,np
1072,1184,1,pp
1072,1045,1,pp
1072,422,-1,np
1072,1214,-1,np
88,886,-1,np
88,406,1,pp
88,166,1,pp
733,1138,-1,np
613,185,-1,np
130,45,-1,np
130,1183,1,pp
130,122,1,pp
739,713,1,pp
507,193,1,pp
507,1137,1,pp
507,1203,-1,np
557,1005,1,pp
137,1242,1,pp
137,1025,-1,np
1092,107,-1,np
328,49,1,pp
139,954,-1,np
139,1087,-1,np
1274,1098,-1,np
1274,16,1,pp
1058,112,1,pp
3,545,1,pp
318,838,1,pp
318,235,-1,np
318,546,-1,np
529,453,-1,np
1211,555,-1,np
549,1111,1,pp
549,1044,1,pp
1272,265,1,pp
1272,690,-1,np
1215,1165,1,pp
1215,207,-1,np
814,223,1,pp
814,404,-1,np
755,633,-1,np
755,776,-1,np
909,337,-1,np
909,862,1,pp
34,1267,1,pp
1157,145,1,pp
55,603,1,pp
740,1066,1,pp
352,367,-1,np
571,93,1,pp
24,542,-1,np
697,279,1,pp
638,654,-1,np
1033,288,1,pp
1033,499,1,pp
245,459,1,pp
226,948,1,pp
226,761,1,pp
948,761,1,pp
948,864,-1,np
1197,205,-1,np
140,175,1,pp
140,376,-1,np
140,138,-1,np
1068,1232,-1,np
1068,990,-1,np
1068,339,-1,np
1125,1189,-1,np
1125,591,-1,np
1034,22,1,pp
436,1144,-1,np
436,976,-1,np
183,262,1,pp
183,466,1,pp
356,60,-1,np
356,111,-1,np
356,1206,-1,np
331,1162,1,pp
331,1279,-1,np
331,243,1,pp
331,86,1,pp
943,1111,1,pp
168,759,1,pp
168,575,1,pp
214,165,1,pp
181,550,1,pp
181,796,-1,np
961,672,-1,np
805,465,1,pp
805,400,1,pp
805,1225,1,pp
805,1061,1,pp
551,572,1,pp
715,1130,-1,np
279,658,-1,np
995,1174,-1,np
963,473,-1,np
