Source,Target,Label,inter
628,350,1,pp
66,578,1,pp
621,949,1,pp
621,417,-1,np
943,305,-1,np
943,640,-1,np
943,1099,1,pp
943,1007,1,pp
169,359,1,pp
169,363,-1,np
169,31,-1,np
704,383,1,pp
561,1233,1,pp
927,379,-1,np
927,645,-1,np
167,1182,1,pp
167,448,-1,np
277,915,1,pp
277,283,-1,np
603,1350,-1,np
603,32,1,pp
603,407,1,pp
144,997,1,pp
674,179,1,pp
674,1181,1,pp
674,1151,1,pp
133,281,-1,np
1229,324,-1,np
1050,1041,1,pp
1050,318,1,pp
1050,214,-1,np
648,457,1,pp
648,1231,1,pp
938,763,-1,np
605,1248,-1,np
995,599,-1,np
995,735,1,pp
1182,448,-1,np
270,151,-1,np
270,1252,-1,np
270,13,-1,np
992,630,1,pp
1233,1197,-1,np
1233,235,1,pp
1008,795,1,pp
1008,1032,-1,np
212,391,-1,np
948,150,1,pp
948,404,-1,np
40,92,1,pp
957,309,1,pp
879,227,1,pp
879,777,-1,np
879,502,1,pp
326,81,1,pp
6,629,1,pp
132,891,-1,np
253,618,1,pp
253,917,1,pp
300,21,1,pp
300,1199,1,pp
190,368,-1,np
237,1283,-1,np
116,718,1,pp
532,362,1,pp
532,337,-1,np
532,245,-1,np
223,1084,1,pp
659,782,1,pp
898,733,1,pp
1009,649,1,pp
930,1,1,pp
930,784,1,pp
1108,464,-1,np
1149,219,1,pp
830,1069,-1,np
830,877,-1,np
830,937,1,pp
1094,284,1,pp
1094,1314,-1,np
1271,560,1,pp
626,88,1,pp
626,410,-1,np
626,967,-1,np
626,779,-1,np
255,590,1,pp
255,1281,1,pp
255,984,1,pp
1264,689,1,pp
986,836,1,pp
986,1201,1,pp
475,602,1,pp
475,1180,-1,np
475,1272,-1,np
117,1124,1,pp
703,820,1,pp
703,1100,-1,np
837,1288,-1,np
837,1320,-1,np
1016,1278,1,pp
150,439,1,pp
129,183,1,pp
1126,664,-1,np
1126,736,-1,np
910,528,1,pp
63,509,1,pp
63,343,1,pp
491,1019,-1,np
491,41,1,pp
491,1061,1,pp
975,211,1,pp
878,819,1,pp
878,554,1,pp
1215,1206,1,pp
565,446,1,pp
97,614,-1,np
939,1014,1,pp
412,885,-1,np
1219,199,1,pp
104,693,1,pp
1173,267,-1,np
889,444,-1,np
889,542,-1,np
572,202,1,pp
582,963,1,pp
582,1189,-1,np
1247,1232,-1,np
1247,1191,1,pp
1221,437,1,pp
1221,1218,1,pp
1221,1266,1,pp
310,170,-1,np
310,381,1,pp
460,891,1,pp
349,1350,-1,np
349,405,1,pp
349,32,1,pp
35,1323,-1,np
35,919,1,pp
153,1244,-1,np
153,48,-1,np
153,1148,1,pp
153,892,-1,np
537,480,-1,np
1142,632,1,pp
344,50,1,pp
344,577,1,pp
316,65,-1,np
316,274,1,pp
755,694,-1,np
611,608,1,pp
114,1228,-1,np
772,4,-1,np
119,501,1,pp
996,1133,-1,np
996,1160,-1,np
1158,2,1,pp
1158,256,-1,np
1158,1070,1,pp
121,1120,-1,np
121,306,-1,np
1339,1209,-1,np
1339,833,1,pp
36,1132,1,pp
