Source,Target,Label,inter
3,161,1,pp
3,29,1,pp
70,143,-1,np
70,116,1,pp
70,154,1,pp
70,147,1,pp
70,142,1,pp
76,101,-1,np
76,81,1,pp
76,64,1,pp
73,103,-1,np
73,47,-1,np
73,68,1,pp
14,65,1,pp
14,4,1,pp
14,144,-1,np
137,37,-1,np
137,96,1,pp
137,138,-1,np
54,38,1,pp
54,61,-1,np
54,141,1,pp
54,80,1,pp
82,127,1,pp
82,37,1,pp
82,18,1,pp
82,45,-1,np
82,100,-1,np
38,119,1,pp
38,80,1,pp
38,24,1,pp
113,27,-1,np
113,117,-1,np
113,28,-1,np
99,36,1,pp
119,95,1,pp
25,32,-1,np
25,8,-1,np
126,159,1,pp
126,62,-1,np
43,68,-1,np
135,10,-1,np
135,98,-1,np
65,120,1,pp
65,52,-1,np
13,19,-1,np
20,148,-1,np
149,160,-1,np
149,89,-1,np
61,27,-1,np
61,80,-1,np
67,97,1,pp
22,28,-1,np
7,4,1,pp
7,121,-1,np
127,18,1,pp
23,95,1,pp
4,158,-1,np
39,75,1,pp
74,35,-1,np
74,158,-1,np
152,108,-1,np
152,69,-1,np
150,158,-1,np
150,136,1,pp
150,90,1,pp
156,133,1,pp
156,159,-1,np
156,136,1,pp
156,118,1,pp
120,21,1,pp
55,59,1,pp
55,146,1,pp
55,92,1,pp
55,123,1,pp
55,112,1,pp
44,58,-1,np
10,98,1,pp
10,101,-1,np
91,35,1,pp
91,162,-1,np
91,64,1,pp
35,12,-1,np
35,158,1,pp
35,64,1,pp
114,95,-1,np
77,63,1,pp
9,58,-1,np
9,140,1,pp
103,47,1,pp
103,153,1,pp
79,89,-1,np
79,121,-1,np
47,115,1,pp
47,75,-1,np
47,153,1,pp
32,94,-1,np
58,71,-1,np
125,78,1,pp
37,46,1,pp
37,106,1,pp
37,33,1,pp
59,112,1,pp
59,110,1,pp
161,29,1,pp
161,94,-1,np
41,30,1,pp
41,121,1,pp
41,81,1,pp
41,124,-1,np
159,86,-1,np
26,117,1,pp
2,84,1,pp
160,42,1,pp
42,51,-1,np
151,50,-1,np
151,155,1,pp
151,92,-1,np
151,100,-1,np
151,33,1,pp
8,107,-1,np
8,94,-1,np
8,88,-1,np
157,130,1,pp
141,80,1,pp
30,121,1,pp
30,52,1,pp
139,158,-1,np
46,106,1,pp
115,153,1,pp
27,60,-1,np
89,121,1,pp
89,124,-1,np
87,123,-1,np
87,36,1,pp
87,56,-1,np
98,11,-1,np
96,15,-1,np
96,116,-1,np
134,68,-1,np
6,106,1,pp
50,31,-1,np
50,116,-1,np
50,155,-1,np
50,146,1,pp
50,92,1,pp
50,85,-1,np
50,147,-1,np
143,122,-1,np
143,124,-1,np
108,29,1,pp
108,75,-1,np
108,69,1,pp
29,94,-1,np
29,1,-1,np
75,94,1,pp
75,69,-1,np
130,60,1,pp
130,17,1,pp
128,138,-1,np
15,155,1,pp
15,100,-1,np
15,142,1,pp
104,24,1,pp
117,69,-1,np
28,131,1,pp
83,31,1,pp
83,53,-1,np
86,62,1,pp
107,153,-1,np
107,101,-1,np
49,93,1,pp
49,97,1,pp
66,5,1,pp
31,116,1,pp
116,155,1,pp
116,92,-1,np
116,154,1,pp
116,123,-1,np
116,147,1,pp
116,142,1,pp
155,92,-1,np
155,154,1,pp
155,85,1,pp
155,90,1,pp
155,142,1,pp
45,132,1,pp
40,57,1,pp
40,63,-1,np
11,158,-1,np
11,100,-1,np
48,84,-1,np
48,118,-1,np
146,85,-1,np
146,123,1,pp
146,112,1,pp
146,57,1,pp
100,90,-1,np
100,33,-1,np
101,121,-1,np
95,129,1,pp
154,85,1,pp
154,123,-1,np
154,112,-1,np
154,102,-1,np
154,147,1,pp
84,136,1,pp
111,97,1,pp
136,118,1,pp
109,71,-1,np
121,81,1,pp
121,64,1,pp
122,142,1,pp
85,123,-1,np
123,57,1,pp
112,57,1,pp
112,110,1,pp
60,34,-1,np
60,17,1,pp
52,72,-1,np
102,1,1,pp
102,147,-1,np
90,142,1,pp
145,16,1,pp
33,138,1,pp
105,16,1,pp
