Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu100,2,0,0,0.000669421,1,0,-0.628587266,0
Zotu250,5,677.0377345,2084,0.197639542,0.4,1,0.280200636,0
Zotu265,3,243.0654401,1229,0.000218265,0,2,0.182764665,0
Zotu26,3,408,1314,1.35E-05,0.333333333,0,0.139686059,0
Zotu12,3,380.9939394,770,0.000230336,0,2,0.182764665,0
Zotu7,3,255.2033189,829,0.019603445,0,3,-0.169030851,0.444444444
Zotu2,4,584.5,2438,4.49E-08,0.5,6,1.33630621,0
Zotu283,5,660.7130231,2230,0.018321429,0.1,3,1.85933936,0.32
Zotu173,4,934,3818,1.60E-08,0.166666667,6,1.33630621,0
Zotu476,3,2532,7851,5.87E-06,0,5,1,0
Zotu362,1,0,0,0.001255903,0,9,-1,0
Zotu548,2,540,2188,2.78E-09,0,6,-0.267261242,0
Zotu137,2,19.83333333,58,4.91E-05,0,0,-0.628587266,0
Zotu59,2,68.5,286,2.66E-05,0,4,-0.324442842,0
Zotu180,1,0,0,4.04E-07,0,0,-1.396860592,0
Zotu675,2,0,0,0.000578212,1,2,-0.502602829,0
Zotu24,3,346.4,702,5.45E-05,0,2,0.182764665,0
Zotu119,1,0,0,6.52E-41,0,16,0,0
Zotu128,1,0,0,6.52E-41,0,15,0,0
Zotu821,2,408,903,0.000264078,0,10,-1,0.5
Zotu224,3,1408,5380,1.92E-07,0.333333333,6,-0.267261242,0.444444444
Zotu244,1,0,0,1.69E-27,0,8,-0.75,0
Zotu13,1,0,0,1.75E-07,0,5,-1,0
Zotu108,2,331.3717172,1087,0.000372952,0,2,-0.502602829,0
Zotu60,2,0,0,0.003697676,1,3,-0.169030851,0
Zotu130,1,0,0,8.55E-11,0,6,-1.069044968,0
Zotu1007,3,702.7013709,1875,0.001278475,0,2,0.182764665,0
Zotu174,1,0,0,4.79E-05,0,0,-1.396860592,0
Zotu261,2,0,0,0.001448727,1,2,-0.502602829,0
