Source,Target,Label,inter
1736,1774,1,pp
856,493,1,pp
209,153,1,pp
105,792,1,pp
848,1350,1,pp
848,580,-1,np
1340,425,-1,np
1340,877,-1,np
1340,1607,1,pp
1340,1449,1,pp
426,515,1,pp
247,1778,1,pp
247,755,1,pp
247,49,-1,np
967,532,1,pp
770,1854,1,pp
1316,528,-1,np
1316,884,-1,np
1903,925,1,pp
245,1763,1,pp
245,1809,-1,np
245,628,-1,np
245,2023,-1,np
1121,1463,1,pp
467,104,1,pp
381,1304,1,pp
381,390,-1,np
827,2050,-1,np
827,51,1,pp
827,569,1,pp
459,943,-1,np
214,1437,1,pp
809,954,-1,np
809,820,-1,np
124,1949,-1,np
1778,456,1,pp
1695,460,1,pp
922,893,1,pp
200,1368,-1,np
1906,806,1,pp
1848,455,-1,np
1521,1504,1,pp
1521,304,-1,np
1915,1284,1,pp
1915,1984,1,pp
889,431,1,pp
889,637,1,pp
889,151,1,pp
889,1850,1,pp
1330,1059,-1,np
164,927,1,pp
830,1880,-1,np
1049,173,1,pp
1056,185,1,pp
1238,1291,1,pp
1434,818,-1,np
1434,1016,1,pp
101,521,1,pp
101,1172,-1,np
1019,577,1,pp
1019,887,1,pp
1763,1809,-1,np
1763,628,-1,np
1763,2023,-1,np
375,1884,-1,np
1370,64,1,pp
1854,1789,-1,np
1854,331,1,pp
1182,712,1,pp
1450,1102,1,pp
298,547,-1,np
1349,221,1,pp
1349,1818,1,pp
1349,565,-1,np
1230,691,1,pp
61,139,1,pp
1365,433,1,pp
1365,1718,-1,np
1252,320,1,pp
10,857,1,pp
355,1305,1,pp
355,210,1,pp
420,906,1,pp
420,1793,1,pp
420,1117,1,pp
1697,1007,1,pp
333,1926,-1,np
333,1904,1,pp
228,1424,1,pp
228,986,1,pp
228,511,1,pp
173,1463,1,pp
173,988,1,pp
1214,2043,1,pp
726,506,1,pp
726,1641,1,pp
726,370,1,pp
1433,1363,1,pp
1433,1435,1,pp
977,782,1,pp
977,1590,1,pp
316,1582,1,pp
316,798,1,pp
905,1084,1,pp
1278,1013,1,pp
1749,1446,-1,np
205,330,-1,np
205,295,1,pp
205,282,1,pp
1649,1533,1,pp
1649,1948,1,pp
1451,890,1,pp
1319,3,1,pp
1319,1086,1,pp
212,1871,-1,np
212,1323,1,pp
503,1762,-1,np
503,1707,-1,np
1626,645,-1,np
1704,946,1,pp
1704,311,1,pp
2015,1396,-1,np
2015,480,-1,np
2015,1422,-1,np
1164,1329,1,pp
1598,391,1,pp
1598,1988,-1,np
1910,1258,1,pp
1910,981,1,pp
1910,769,1,pp
854,133,1,pp
854,5,1,pp
854,1382,-1,np
854,207,-1,np
358,806,1,pp
358,1924,1,pp
358,895,1,pp
358,1412,1,pp
1351,903,1,pp
1899,1956,1,pp
1899,942,1,pp
1417,1796,1,pp
1417,1931,1,pp
1417,749,1,pp
667,824,1,pp
667,1760,-1,np
667,594,1,pp
667,1911,-1,np
218,893,1,pp
176,1656,1,pp
2047,898,1,pp
1644,1441,1,pp
1823,1817,1,pp
966,1150,1,pp
1173,1936,-1,np
1173,1995,-1,np
1464,1921,1,pp
221,1613,1,pp
221,611,1,pp
197,262,1,pp
92,158,1,pp
1951,1046,-1,np
1610,1639,1,pp
1610,1571,1,pp
1152,315,1,pp
1661,911,-1,np
1661,1017,-1,np
476,461,1,pp
1674,427,1,pp
1674,1409,1,pp
