Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu776,1,0,0,3.82E-197,0,388,0,0
Zotu3520,2,0,0,1.52E-109,1,147,0,0
Zotu8486,3,0,0,3.26E-42,1,3,0.518736468,0
Zotu1876,1,0,0,1.00E-89,0,6,-1.178511302,0
Zotu5477,3,6.333333333,9,3.15E-56,0.333333333,58,0.316227766,0
Zotu4069,1,0,0,5.82E-128,0,119,-0.577350269,0
Zotu2093,2,4,4,4.65E-105,0,59,0.301511345,0
Zotu1730,1,0,0,3.82E-197,0,380,0,0
Zotu786,2,13,25,3.85E-55,0,13,-0.237356332,0
Zotu1180,2,0,0,6.17E-56,1,21,-0.904534034,0
Zotu1463,1,0,0,3.82E-197,0,442,0,0
Zotu1004,1,0,0,3.82E-197,0,375,0,0
Zotu347,1,0,0,1.81E-136,0,81,-1,0
Zotu1249,2,104,124,8.63E-70,0,2,-0.208012574,0
Zotu2227,1,0,0,1.72E-99,0,122,-1.414213562,0
Zotu4380,1,0,0,5.50E-106,0,33,-0.989949494,0
Zotu1816,1,0,0,3.82E-197,0,383,0,0
Zotu1099,1,0,0,1.71E-153,0,188,0,0
Zotu936,1,0,0,3.82E-197,0,371,0,0
Zotu977,2,1,1,3.41E-153,0,206,0,0
Zotu2180,2,2,2,2.93E-136,0,87,1,0
Zotu4169,1,0,0,1.71E-153,0,184,0,0
Zotu1810,1,0,0,3.82E-197,0,368,0,0
Zotu1102,2,0,0,2.13E-58,1,100,-0.816496581,0
Zotu2187,1,0,0,3.82E-197,0,464,0,0
Zotu1178,1,0,0,3.82E-197,0,366,0,0
Zotu1422,1,0,0,1.86E-106,0,45,-0.811107106,0
Zotu482,1,0,0,3.82E-197,0,361,0,0
Zotu781,2,0,0,2.47E-78,1,134,-0.5,0
Zotu1696,3,10,16,3.07E-42,0.333333333,73,0.179605302,0
Zotu3027,1,0,0,4.78E-89,0,71,-0.935414347,0
Zotu1655,4,100,116,1.06E-44,0.166666667,3,1.403639855,0
Zotu377,4,4,16,3.86E-30,0.833333333,11,0.839181358,0
Zotu1218,2,0,0,1.52E-109,1,151,0,0
Zotu2296,1,0,0,3.24E-94,0,46,-1.322875656,0
Zotu667,1,0,0,3.82E-197,0,479,0,0
Zotu2909,1,0,0,2.68E-89,0,6,-1.178511302,0
Zotu527,2,0.5,1,1.52E-109,0,126,0,0
Zotu2157,2,0.5,1,1.52E-109,0,126,0,0
Zotu416,4,18,18,4.30E-71,0.333333333,15,2.293658555,0
Zotu2481,3,5,15,1.77E-41,0.666666667,8,0.259160528,0
Zotu2096,1,0,0,3.82E-197,0,351,0,0
Zotu355,2,3,3,1.16E-127,0,67,0.816496581,0
Zotu796,6,20,27,2.15E-47,0.133333333,31,2.357022604,0
Zotu1078,1,0,0,3.82E-197,0,488,0,0
Zotu1475,3,11,26,1.07E-67,0.666666667,9,0.789753974,0
Zotu346,2,5,5,1.50E-111,0,44,0.40824829,0
Zotu5350,1,0,0,1.28E-71,0,38,-1.333945938,0
Zotu3732,4,107,144,2.35E-68,0.166666667,2,1.941450687,0
Zotu8136,1,0,0,3.82E-197,0,345,0,0
Zotu1757,1,0,0,2.17E-106,0,45,-0.811107106,0
Zotu370,1,0,0,3.82E-197,0,343,0,0
Zotu2558,3,1.5,3,4.68E-70,0.666666667,111,0.603022689,0
Zotu4748,2,0,0,1.52E-109,1,148,0,0
Zotu7652,3,24.16666667,36,4.23E-68,0,50,0.649519053,0
Zotu7105,3,17,17,2.43E-109,0,29,1.944543648,0
Zotu10515,1,0,0,9.80E-120,0,62,-0.75,0
Zotu11919,1,0,0,3.82E-197,0,340,0,0
Zotu8489,1,0,0,3.82E-197,0,416,0,0
Zotu3475,2,0,0,2.47E-78,1,108,-1,0
Zotu4568,2,2,2,2.93E-136,0,86,1,0
Zotu4127,1,0,0,3.82E-197,0,335,0,0
Zotu1064,1,0,0,1.81E-136,0,92,-1,0
Zotu5776,3,0.5,1,4.89E-61,0.666666667,112,0.267261242,0
Zotu5760,4,0,0,6.05E-22,1,61,0,0
Zotu1575,1,0,0,1.81E-136,0,93,-1,0
Zotu628,1,0,0,1.71E-153,0,169,0,0
Zotu2771,1,0,0,3.82E-197,0,328,0,0
Zotu1390,4,15.5,36,8.25E-23,0.5,7,0.739940073,0
Zotu1881,1,0,0,3.82E-197,0,327,0,0
Zotu3509,1,0,0,1.71E-153,0,195,0,0
Zotu2070,1,0,0,3.82E-197,0,323,0,0
Zotu8768,2,0,0,1.53E-89,1,89,0,0
Zotu9001,2,1,1,3.41E-153,0,194,0,0
