Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu100,27,19.50298302,194,0.138367484,0.447293447,0,0.573778996,0.444444444
Zotu265,21,15.06082937,132,0.099970007,0.371428571,1,-1.344444637,0.498866213
Zotu136,26,19.96751876,181,0.124469586,0.443076923,1,-0.933642109,0.49704142
Zotu12,27,21.74078177,200,0.1306316,0.43019943,1,-0.933642109,0.49382716
Zotu583,20,10.94150874,109,0.096915999,0.426315789,0,-1.647300989,0.48
Zotu2,29,19.75061127,216,0.154773146,0.467980296,0,0.203598999,0.485136742
Zotu81,29,21.00558714,218,0.149752489,0.463054187,0,1.314138991,0.428061831
Zotu137,24,15.67225575,167,0.121740198,0.394927536,0,-0.166580999,0.444444444
Zotu59,13,5.97240676,47,0.05345426,0.397435897,0,-1.647300989,0.142011834
Zotu240,25,13.80088153,150,0.132999532,0.5,0,0.203598999,0.4352
Zotu128,20,14.15320513,119,0.089627705,0.373684211,0,-0.536760996,0.375
Zotu108,21,13.49957995,122,0.097219141,0.419047619,0,-0.536760996,0.408163265
Zotu60,32,21.5577113,242,0.172193878,0.512096774,1,-0.112037053,0.4921875
Zotu202,19,8.1759848,91,0.09320196,0.467836257,0,-1.277120991,0.432132964
Zotu31,20,10.31619382,109,0.097017712,0.426315789,0,-0.906940994,0.42
Zotu32,16,8.328756594,73,0.076872443,0.391666667,0,-1.647300989,0.375
Zotu51,35,32.96968003,322,0.180123621,0.458823529,1,1.531173058,0.499591837
Zotu278,25,19.64688669,177,0.118940663,0.41,0,0.573778996,0.4032
Zotu169,23,18.69594058,155,0.107437256,0.387351779,0,-0.166580999,0.423440454
Zotu1703,24,14.85763093,141,0.125530539,0.489130435,1,0.298765475,0.46875
Zotu2531,24,17.63246166,160,0.117889037,0.420289855,0,-0.166580999,0.444444444
Zotu686,22,10.69351541,122,0.113558962,0.471861472,0,0.203598999,0.351239669
Zotu205,25,13.82777249,146,0.130956574,0.513333333,0,0.203598999,0.4352
Zotu208,29,23.12289619,224,0.147296889,0.448275862,1,-0.933642109,0.485136742
Zotu222,31,22.8273839,235,0.162308936,0.494623656,1,0.709568003,0.499479709
Zotu5,20,12.66483648,119,0.095369666,0.373684211,0,-0.536760996,0.375
Zotu20,33,26.05749586,267,0.17339112,0.494318182,1,0.298765475,0.495867769
Zotu10,27,20.14198599,190,0.137776876,0.458689459,1,-0.112037053,0.499314129
Zotu69,34,32.48638581,313,0.173971775,0.442067736,0,1.684318989,0.472318339
Zotu570,25,11.12854243,133,0.137415014,0.556666667,1,-1.344444637,0.4928
Zotu710,21,14.20131288,128,0.098006702,0.39047619,1,-0.112037053,0.444444444
Zotu141,20,13.97906122,128,0.092709621,0.326315789,0,-0.536760996,0.375
Zotu617,18,11.76120269,90,0.07857479,0.411764706,0,-1.277120991,0.401234568
Zotu349,25,21.9116825,196,0.115185146,0.346666667,0,1.684318989,0.2688
Zotu58,26,14.28934279,156,0.139373287,0.52,0,-0.166580999,0.473372781
Zotu360,19,12.22566918,112,0.087128472,0.34502924,0,-0.906940994,0.387811634
Zotu356,20,14.13239662,123,0.098121472,0.352631579,0,-1.647300989,0.48
Zotu2466,22,20.09319692,150,0.097037758,0.350649351,0,-0.166580999,0.396694215
Zotu192,19,11.78236288,104,0.089970234,0.391812865,1,-1.344444637,0.487534626
Zotu154,19,13.83645423,116,0.082144567,0.321637427,0,-0.166580999,0.265927978
Zotu190,26,22.73147231,196,0.125354084,0.396923077,0,0.573778996,0.426035503
Zotu52,19,12.82139753,114,0.086954308,0.333333333,0,-1.277120991,0.432132964
Zotu343,26,19.53814041,192,0.128209105,0.409230769,0,1.314138991,0.355029586
Zotu484,33,24.39990612,263,0.173748702,0.501893939,1,0.709568003,0.499540863
Zotu855,25,15.02405906,152,0.125631153,0.493333333,0,0.203598999,0.4352
Zotu643,24,15.81100245,146,0.116415638,0.471014493,0,0.573778996,0.375
Zotu418,30,23.10689469,245,0.155629079,0.436781609,0,1.314138991,0.444444444
Zotu146,26,20.18054159,180,0.130434377,0.446153846,0,0.203598999,0.452662722
Zotu249,23,12.15233319,127,0.120671099,0.498023715,1,-0.112037053,0.47637051
Zotu997,26,25.23578107,219,0.118730479,0.326153846,0,0.943958994,0.393491124
Zotu1262,28,24.80436021,217,0.138087765,0.425925926,0,1.314138991,0.408163265
Zotu4,26,15.76122761,161,0.135457676,0.504615385,1,1.531173058,0.426035503
Zotu164,33,28.01427919,285,0.168689433,0.460227273,1,1.941975586,0.488521579
Zotu428,31,23.3372573,240,0.163997127,0.483870968,1,-0.112037053,0.495317378
Zotu368,24,12.26963421,140,0.120659622,0.492753623,0,0.203598999,0.413194444
Zotu1,26,15.57758947,161,0.137463577,0.504615385,1,0.298765475,0.48816568
Zotu79,36,42.22885849,358,0.179705711,0.431746032,0,2.424678984,0.461419753
Zotu971,31,27.20855856,257,0.159347883,0.447311828,1,-0.112037053,0.495317378
Zotu76,21,16.73077776,137,0.095683056,0.347619048,0,-0.536760996,0.408163265
Zotu44,27,20.88840407,189,0.132909142,0.461538462,1,1.531173058,0.444444444
Zotu112,19,9.994598383,95,0.091705071,0.444444444,1,-1.344444637,0.487534626
Zotu801,27,27.77003426,226,0.126647577,0.356125356,0,0.203598999,0.466392318
