Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu660,1,0,0,1.30E-206,0,537,0,0
Zotu2743,1,0,0,1.30E-206,0,536,0,0
Zotu13468,1,0,0,1.83E-92,0,10,-1.118033989,0
Zotu1167,1,0,0,1.78E-136,0,139,-0.577350269,0
Zotu2726,2,0,0,1.42E-91,1,10,0,0
Zotu4286,4,465.5,1123,1.20E-45,0,0,1.411773158,0
Zotu1777,1,0,0,7.74E-123,0,54,-0.894427191,0
Zotu1418,3,33,42,2.50E-70,0.333333333,9,0.524890659,0
Zotu3089,1,0,0,1.30E-206,0,464,0,0
Zotu250,1,0,0,1.75E-89,0,15,-1.095445115,0
Zotu4187,2,2,2,4.21E-145,0,101,1,0
Zotu8269,1,0,0,1.30E-206,0,332,0,0
Zotu1415,4,2,4,4.89E-52,0.666666667,95,1,0
Zotu351,1,0,0,7.74E-123,0,56,-0.894427191,0
Zotu1837,1,0,0,1.30E-206,0,291,0,0
Zotu1698,2,2,2,4.21E-145,0,97,1,0
Zotu265,3,66,126,1.79E-58,0.333333333,5,0.609556915,0
Zotu1825,1,0,0,1.30E-206,0,478,0,0
Zotu136,1,0,0,1.78E-136,0,145,-0.577350269,0
Zotu26,2,4,4,1.67E-122,0,55,0.447213595,0
Zotu12,1,0,0,2.60E-145,0,84,-1,0
Zotu7,2,40,52,4.36E-70,0,9,-0.349927106,0
Zotu62,1,0,0,1.30E-206,0,390,0,0
Zotu293,1,0,0,2.32E-162,0,243,0,0
Zotu133,1,0,0,1.30E-206,0,440,0,0
Zotu8279,1,0,0,7.80E-59,0,118,-1.605910137,0
Zotu7645,1,0,0,1.30E-206,0,368,0,0
Zotu5076,2,0,0,7.09E-104,1,27,0,0
Zotu8331,2,0,0,4.14E-118,1,158,0,0
Zotu283,4,6.5,7,2.06E-79,0.333333333,46,1.767766953,0
Zotu4248,1,0,0,1.30E-206,0,273,0,0
Zotu1269,1,0,0,1.30E-206,0,535,0,0
Zotu2669,1,0,0,4.04E-85,0,125,-0.707106781,0
Zotu3344,1,0,0,1.22E-122,0,56,-0.894427191,0
Zotu3356,1,0,0,1.30E-206,0,479,0,0
Zotu3888,1,0,0,1.30E-206,0,463,0,0
Zotu4659,2,0,0,4.14E-118,1,188,0,0
Zotu1159,2,9,9,9.40E-93,0,20,0,0
Zotu3245,2,22,51,2.33E-15,0,3,-0.59051094,0
Zotu684,4,2,4,4.89E-52,0.666666667,95,1,0
Zotu1676,1,0,0,2.09E-40,0,1,-1.623294313,0
Zotu4392,1,0,0,6.08E-101,0,47,-0.515710623,0
Zotu777,3,26,26,4.39E-89,0,15,1.095445115,0
Zotu3697,1,0,0,1.30E-206,0,365,0,0
Zotu476,1,0,0,7.74E-123,0,53,-0.894427191,0
Zotu1525,1,0,0,1.30E-206,0,506,0,0
Zotu4317,3,5,7,3.72E-103,0,66,1.224744871,0
Zotu3867,1,0,0,1.30E-206,0,354,0,0
Zotu1092,1,0,0,1.30E-206,0,402,0,0
Zotu4374,2,23,94,3.17E-20,0,7,-0.407189279,0
Zotu3934,1,0,0,1.30E-206,0,417,0,0
Zotu1014,1,0,0,1.30E-206,0,425,0,0
