ID	hps_f_cd_1	hps_f_cd_2	hps_f_cd_3	hps_f_cd_4	hps_f_cd_5	hps_f_cd_6	hps_f_cd_7	hps_f_cd_8
Zotu15119								
Zotu5995								
Zotu11821								
Zotu8789								
Zotu13463								
Zotu3961								
Zotu10438								
Zotu6568								
Zotu17294								
Zotu5436								
Zotu9673								
Zotu7219								
Zotu9202								
Zotu15275								
Zotu18819								
Zotu13248	2							
Zotu13653								
Zotu8368								
Zotu9777								
Zotu18422								
Zotu15088								
Zotu8336								
Zotu13478								
Zotu13451								
Zotu15877								
Zotu4996								
Zotu8068								
Zotu15858								
Zotu4777								
Zotu6560								
Zotu18218								
Zotu18883								
Zotu19941								
Zotu12436								
Zotu15783								
Zotu19369								
Zotu10687								
Zotu12975								
Zotu14350								
Zotu14891								
Zotu9745								
Zotu11920								
Zotu6954								
Zotu7240								
Zotu10245								
Zotu9107								
Zotu10633						1		
Zotu12233								
Zotu13394								
Zotu16688								
Zotu19027								
Zotu13227								
Zotu13977		1						
Zotu20835								
Zotu4600							1	
Zotu8016					1			
Zotu2244				62	1			
Zotu9538								
Zotu8391								
Zotu20840								
Zotu11265								
Zotu16911								
Zotu5349								
Zotu19409								
Zotu20505								
Zotu11379								
Zotu13222								
Zotu19112								
Zotu12884		2						
Zotu14515								
Zotu17316								
Zotu13501								
Zotu7590								
Zotu18903								
Zotu7066								
Zotu15095								
Zotu16004								
Zotu13927								
Zotu1751						1		
Zotu8103								
Zotu16067								
Zotu15640								
Zotu7738								
Zotu6763								
Zotu19398								
Zotu10769								
Zotu18692								
Zotu17698								
Zotu10716								
Zotu17609								
Zotu16108								
Zotu5758			1					
Zotu17030								
Zotu15230								
Zotu13619								
Zotu5899								
Zotu9715								
Zotu3139		1						
Zotu15405								
Zotu15667								
Zotu11966					1			
Zotu11991								
Zotu9705								
Zotu9488								
Zotu17606								
Zotu17402								
Zotu19088								
Zotu6456								
Zotu10361							5	
Zotu16156								
Zotu15511								
Zotu18507								
Zotu4254								
Zotu9897								
Zotu13571								
Zotu13388								
Zotu17361								
Zotu12468								
Zotu20173								
Zotu4580								
Zotu15063								
Zotu10847								
Zotu10948								
Zotu10814								
Zotu10600								
Zotu4333								
Zotu12027								
Zotu2658								
Zotu4463								
Zotu2138	1					2		
Zotu4210				1				
Zotu7683								
Zotu2857								
Zotu5215								
Zotu13164								
Zotu15718								
Zotu6250								
Zotu9750								
Zotu8599								
Zotu15455								
Zotu2767	1						1	
Zotu8686								
Zotu15121								
Zotu7015								
Zotu14650								
Zotu12870				2				
Zotu5610							2	
Zotu17776								
Zotu19705								
Zotu11764								
Zotu17579								
Zotu5465								
Zotu14756								
Zotu16249								
Zotu14126								
Zotu9692								
Zotu11195								
Zotu14825								
Zotu11855								
Zotu12986								
Zotu5067							1	
Zotu15104								
Zotu18126								
Zotu19811								
Zotu20582								
Zotu19079								
Zotu14988								
Zotu12529								
Zotu17273								
Zotu19863								
Zotu12965								
Zotu19277								
Zotu12113								
Zotu11937								
Zotu11647								
Zotu13662								
Zotu12017								
Zotu12109								
Zotu12747								
Zotu15617								
Zotu9126								
Zotu16525								
Zotu17073								
Zotu3228				103				1
Zotu18913								
Zotu10253			2				1	
Zotu15977								
Zotu8085								
Zotu9918								
Zotu11979								
Zotu18193								
Zotu15607								
Zotu18439								
Zotu10866								
Zotu16771								
Zotu8374								
Zotu19492								
Zotu16545								
Zotu10504								
Zotu6231							1	
Zotu12046								
Zotu20628								
Zotu16750								
Zotu4276								
Zotu15871								
Zotu9274								
Zotu19904						1		
Zotu18633								
Zotu6493								
Zotu14869								
Zotu8385								
Zotu978	232		1		1			
Zotu20211								
Zotu7607							5	
Zotu12104								
Zotu17820		1						
Zotu4343								
Zotu19176								
Zotu4456								
Zotu20592								
Zotu16279								
Zotu10075								
Zotu12279								
Zotu18378								
Zotu15429								
Zotu18773								
Zotu10653								
Zotu9308								
Zotu20635								
Zotu11662								
Zotu5539								
Zotu3968							1	
Zotu3749							1	
Zotu19809								
Zotu14709								
Zotu20339								
Zotu18163								
Zotu16430								
Zotu14655								
Zotu18664								
Zotu13241								
Zotu4590								
Zotu12869								
Zotu16964								
Zotu13042							1	
Zotu17007								
Zotu5704						8		
Zotu14853								
Zotu2092								
Zotu16587								
Zotu19304								
Zotu18219								
Zotu11709								
Zotu14058								
Zotu20146								
Zotu20213								
Zotu16623								
Zotu20317								
Zotu17264								
Zotu15825								
Zotu11632								
Zotu4346						26	1	1
Zotu10795								
Zotu10101							1	
Zotu20280								
Zotu19070								
Zotu19874								
Zotu13609								
Zotu14376								
Zotu16829								
Zotu18239								
Zotu16416								
Zotu19997								
Zotu5667							1	
Zotu9481								
Zotu20073								
Zotu4999		1						
Zotu2931								
Zotu20525								
Zotu12639								
Zotu14940								
Zotu13761								
Zotu8580								
Zotu7175								
Zotu13411								
Zotu18873								
Zotu10622								
Zotu2933						21		1
Zotu7668							1	
Zotu4724								
Zotu5862							1	
Zotu3937						1	1	
Zotu8681								
Zotu5956								
Zotu12518								
Zotu11580								
Zotu4443								
Zotu9434								
Zotu2150				60	11			81
Zotu1949	1	132		1				
Zotu3290	87							
Zotu6389						22	8	
Zotu4699						51		
Zotu6613					24			
Zotu15463								
Zotu2996				100				1
Zotu4706				43		1		
Zotu12547								
Zotu17397								
Zotu3156						26		
Zotu14056								
Zotu17566								
Zotu8964						22		
Zotu1920				97				
Zotu11692							10	
Zotu1995				2	1	21		141
Zotu9998							8	
Zotu12311								
Zotu15917								
Zotu20293								
Zotu6649						24		
Zotu1204		1		1	64	64	9	50
Zotu1367				174		15	9	1
Zotu2814						33		
Zotu6659								
Zotu6949								
Zotu7234								
Zotu12451								
Zotu14268								
Zotu7702				1		20		
Zotu4827					1	1		54
Zotu6296				21			8	
Zotu18294								
Zotu19673								
Zotu17552								
Zotu4888								27
Zotu10614								
Zotu6496								
Zotu18043								
Zotu16945								
Zotu6782								
Zotu20534								
Zotu11143								
Zotu13170								
Zotu4494								
Zotu20290								
Zotu14742								
Zotu6367								
Zotu14148			1					
Zotu2890						15	14	
Zotu5239							7	
Zotu5352								
Zotu11002								
Zotu20551								
Zotu7537					20			
Zotu3751								
Zotu13163								
Zotu3933								
Zotu4709						16		
Zotu3603						6		
Zotu16104								
Zotu17639								
Zotu17450								
Zotu15644								
Zotu11419								
Zotu20851								
Zotu7561								
Zotu9448								
Zotu10666								
Zotu11067								
Zotu16995								
Zotu3041						36		44
Zotu1895							7	
Zotu18971								
Zotu11842								
Zotu19603								
Zotu20625								
Zotu17493								
Zotu15540								
Zotu2898							1	
Zotu6407								
Zotu9661								
Zotu8915								
Zotu9064								
Zotu18197								
Zotu19802								
Zotu4082								
Zotu3301				1				
Zotu15537								
Zotu14291								
Zotu14754								
Zotu19056								
Zotu18305								
Zotu9537								
Zotu10642								
Zotu19685								
Zotu18188								
Zotu20492								
Zotu20165								
Zotu9145							13	
Zotu1961					1			
Zotu7306								
Zotu4626								
Zotu5272								
Zotu10252								
Zotu17233								
Zotu9599								
Zotu19247								
Zotu18097								
Zotu1831								
Zotu16487								
Zotu17368								
Zotu2692	1		130					
Zotu9536								
Zotu3149								
Zotu9258								
Zotu13915								
Zotu7832								
Zotu9761								
Zotu10324								
Zotu15118								
Zotu6130								
Zotu2473			138					
Zotu12098								
Zotu8274						11	1	
Zotu13224								
Zotu15137					10			
Zotu16173							1	
Zotu14330								
Zotu8778								
Zotu6733		2						
Zotu11384								
Zotu9069								
Zotu3772			1					
Zotu14197							5	
Zotu11228								
Zotu7055								
Zotu16548								
Zotu11016								
Zotu10675								
Zotu10337								
Zotu18976								
Zotu7451								
Zotu3323								
Zotu4015							5	
Zotu17262								
Zotu9092								
Zotu2430								
Zotu7694								
Zotu13383								
Zotu5990		36						
Zotu7886					25			
Zotu9223								
Zotu8899							19	
Zotu13537						1		
Zotu6984								
Zotu7954					29			
Zotu1959			107				6	
Zotu19546								
Zotu5913	1							
Zotu7550						1		
Zotu11728								
Zotu14322								
Zotu16235								
Zotu12777					1			
Zotu17271								
Zotu8181				21				
Zotu10579								
Zotu12810								
Zotu18103		2						
Zotu2079								
Zotu12081								
Zotu9567								
Zotu13853								
Zotu11687								
Zotu18579								
Zotu2617								
Zotu14615								
Zotu13932								
Zotu12559								
Zotu18949								
Zotu11035								
Zotu11310								
Zotu12767								
Zotu3146				66	1			
Zotu14430								
Zotu17844								
Zotu13377								
Zotu1256	215		1			15		
Zotu3022				3				82
Zotu2883								1
Zotu8898					11			
Zotu9060								
Zotu7553							5	
Zotu10170								
Zotu18160								
Zotu12278							8	
Zotu14736								
Zotu19614								
Zotu20139								
Zotu9646								
Zotu14245								
Zotu20758								
Zotu12579								
Zotu19252								
Zotu3047	1		1					
Zotu6907								
Zotu8810								
Zotu10670								
Zotu12799								
Zotu8533								
Zotu15167								
Zotu12267								
Zotu14147								
Zotu11591								
Zotu14810								
Zotu18610							1	
Zotu8966								
Zotu15140								
Zotu16439								
Zotu17879								
Zotu3514					1			
Zotu16854								
Zotu372	2		1	1		14	2	1
Zotu5220								
Zotu19870								
Zotu7019				2				
Zotu5237								
Zotu6019						8		
Zotu6507					1	28		
Zotu8405						12		
Zotu20601								
Zotu1663	1				19			
Zotu530	114	109			10	46	19	1
Zotu1394						30	1	2
Zotu1194		52			1			1
Zotu6995								
Zotu4244		53						
Zotu3355							4	
Zotu1133	1	2					2	1
Zotu2923								
Zotu5532								
Zotu12012								
Zotu4080					1	1		
Zotu11058								
Zotu6438								
Zotu6021				41	2	1		
Zotu8390							1	
Zotu9077								
Zotu17632								
Zotu12635								
Zotu13386								
Zotu20150								
Zotu10779								
Zotu17223								
Zotu19375								
Zotu15239								
Zotu6281								
Zotu12063								
Zotu14356								
Zotu13519								
Zotu1858		45						
Zotu8651								
Zotu5573								
Zotu1417		1		2			11	
Zotu14230								
Zotu3187								
Zotu16541								
Zotu9890								
Zotu1697							32	
Zotu10136								
Zotu7841						21		
Zotu3767								
Zotu8823							1	
Zotu16139								
Zotu17625								
Zotu12110								
Zotu12687								
Zotu13452								
Zotu10157								
Zotu12114								
Zotu14721								
Zotu5745				1				
Zotu3920								
Zotu3731								
Zotu13010								
Zotu7516								
Zotu13741								
Zotu8448								
Zotu14961								
Zotu17296								
Zotu11107								
Zotu8265					1			
Zotu4973								
Zotu12295								
Zotu13767								
Zotu4960								
Zotu13319								
Zotu19719							1	
Zotu10345								
Zotu16637								
Zotu3879								
Zotu17907								
Zotu13978								
Zotu4938								
Zotu2947		1				1	1	
Zotu1164				1	1	1		160
Zotu3363								
Zotu9404								
Zotu7120								
Zotu10488								
Zotu18023								
Zotu12956								
Zotu6091								
Zotu5779								
Zotu12896								
Zotu17529								
Zotu6047								
Zotu8055								
Zotu13270								
Zotu9870								
Zotu12911								
Zotu4420								
Zotu3212							1	
Zotu2220								1
Zotu9096								
Zotu8039								
Zotu10877								
Zotu11098								
Zotu4790							1	
Zotu7200								
Zotu3308								
Zotu9604								
Zotu8321							1	
Zotu11074							9	
Zotu6511								
Zotu6803								
Zotu6807								
Zotu6005					2			
Zotu4369								1
Zotu16086							2	
Zotu16628								
Zotu12970								
Zotu12097								
Zotu13547								
Zotu8764								
Zotu17159								
Zotu11748								
Zotu8480								
Zotu14133								
Zotu19605								
Zotu13053								
Zotu20637								
Zotu20671								
Zotu16942							1	
Zotu16910								
Zotu7178								
Zotu11146								
Zotu1557	101				1	42	4	
Zotu3453							12	
Zotu1046			1	1	100	45	3	
Zotu4245								
Zotu13385								
Zotu10417								
Zotu13570								
Zotu13648								
Zotu17060								
Zotu13065								
Zotu18444								
Zotu3205						24	4	
Zotu5770		43						
Zotu4149		55						
Zotu1596	178							
Zotu14851						6		
Zotu20802								1
Zotu1870	2		1					
Zotu14559								
Zotu1606	103					6		
Zotu10134						1	16	
Zotu7563	1					30		
Zotu8700								18
Zotu5064						22		
Zotu2925						81		
Zotu3389			1	53				
Zotu13401								
Zotu13682								
Zotu11497								
Zotu1688	209		1				1	
Zotu6286				1		32		
Zotu9035		1			12			
Zotu18416						7		
Zotu10934						12		
Zotu12912						13		
Zotu4813								
Zotu7158	1							
Zotu16773								
Zotu15814								
Zotu17164				1				
Zotu5712						21		
Zotu4918								
Zotu3279								
Zotu7749								
Zotu8989		13						
Zotu3185				1			5	32
Zotu2607								
Zotu13459								
Zotu3343						1	1	
Zotu12865								
Zotu9839								
Zotu2760			2					
Zotu9937						5		1
Zotu18122								
Zotu11454								
Zotu6644							1	
Zotu10957								
Zotu12685							15	
Zotu6820						28		
Zotu9981								
Zotu1361	70				21	19	6	53
Zotu3785		37						
Zotu10223						22		
Zotu8656								
Zotu15650								
Zotu13066								
Zotu18678								
Zotu19187								
Zotu1985		3	1		1	17		
Zotu9654						8		
Zotu4023								56
Zotu14917								
Zotu5686						15		1
Zotu10327							18	
Zotu17497								
Zotu5552					4			
Zotu11551								
Zotu18423								
Zotu11338								
Zotu15281								
Zotu19996								
Zotu10891								
Zotu11253								
Zotu16143								
Zotu7237								
Zotu16184								
Zotu15583								
Zotu16423								
Zotu18176								
Zotu15762								1
Zotu17901								
Zotu13732							1	
Zotu9711								
Zotu15313								
Zotu15709								
Zotu3254					1		1	
Zotu11579							2	
Zotu16232								
Zotu3088				38	1			
Zotu11382								
Zotu3034	1							
Zotu1700				1				
Zotu9225								
Zotu12491								
Zotu2139								
Zotu14580								
Zotu4195					1	1		70
Zotu7947								
Zotu9389								
Zotu20366								
Zotu19601								
Zotu8240								
Zotu7521								
Zotu10561								
Zotu8507								
Zotu10539								
Zotu19373								
Zotu10230								
Zotu5135								20
Zotu6362								
Zotu7382								
Zotu14549								
Zotu18816								
Zotu6156								
Zotu8444						8		
Zotu17222								
Zotu8205								
Zotu15520								
Zotu17156								
Zotu10911				1				
Zotu15660		1						
Zotu10734								
Zotu18026								
Zotu15860							1	
Zotu12572								
Zotu15536								
Zotu20798								
Zotu5157				50	1			
Zotu15437							1	
Zotu12836								
Zotu13812								
Zotu19290								
Zotu14749								
Zotu16825								
Zotu16246								
Zotu20063								
Zotu6546								
Zotu18916								
Zotu13367						19		
Zotu14866								
Zotu16339								
Zotu16982								
Zotu10650								
Zotu17430								
Zotu16530								
Zotu18865								
Zotu8422							1	
Zotu15921								
Zotu11530								
Zotu11940								
Zotu8623				1				
Zotu13958								
Zotu18553								
Zotu7275								
Zotu1780				1			1	
Zotu8860						21		
Zotu18314								
Zotu20703								
Zotu17919								
Zotu2580	1					2		54
Zotu20650								
Zotu3771		1			34			
Zotu3399								
Zotu11061								
Zotu5259			1					
Zotu5908								
Zotu6961								
Zotu16786								
Zotu19928								
Zotu17120								
Zotu8819								
Zotu19002								
Zotu16251								
Zotu7058		1						
Zotu14540								
Zotu3326		60				1		
Zotu7323								
Zotu19177								
Zotu12067								
Zotu5724								
Zotu2746						1		
Zotu14235								
Zotu3330								1
Zotu12249								
Zotu11763								
Zotu14338								
Zotu17314								
Zotu20607								
Zotu14138								
Zotu19748								
Zotu20035								
Zotu20238								
Zotu16683								
Zotu10744								
Zotu15830								
Zotu6015							1	
Zotu3954						1	1	
Zotu13726								
Zotu5819								
Zotu8954								
Zotu19815								
Zotu6848								
Zotu14385								
Zotu12575								
Zotu14258								
Zotu16735								
Zotu4007						15		1
Zotu15269								
Zotu7471								
Zotu5536								
Zotu17282								
Zotu5639								
Zotu5994								
Zotu13803								
Zotu13041								
Zotu18895								
Zotu11588								
Zotu12225								
Zotu20292								
Zotu10818								
Zotu11751								
Zotu19339								
Zotu19519								
Zotu16844								
Zotu2647								
Zotu5459								
Zotu1540					1			1
Zotu8194								
Zotu398			1	2		1	8	
Zotu14771								
Zotu9818								
Zotu2917								
Zotu20641								
Zotu6051								
Zotu15079								
Zotu16215								
Zotu18804								
Zotu14813								
Zotu16884								
Zotu19606								
Zotu11792								
Zotu5863								
Zotu932						1	2	
Zotu498								
Zotu17247								
Zotu16262								
Zotu18119								
Zotu9152								
Zotu13333								
Zotu12154								
Zotu11788					1			
Zotu13865								
Zotu19268								
Zotu9893						1		
Zotu19780								
Zotu20733								
Zotu14621							1	
Zotu18554								
Zotu20648	2							
Zotu19895								
Zotu16117								
Zotu19285							1	1
Zotu18114								
Zotu20847				1		2		
Zotu15234				1				
Zotu12475								
Zotu16052							1	
Zotu16824							2	
Zotu12445								
Zotu20699								2
Zotu15673								
Zotu19769								
Zotu18838								
Zotu15544								
Zotu18189								
Zotu16682					2			
Zotu18958								
Zotu19792								
Zotu16714								
Zotu18360								
Zotu18471								
Zotu15452								
Zotu18161								
Zotu17188								
Zotu19381								
Zotu887	174	1		1		1		
Zotu7378								
Zotu620								
Zotu1155								
Zotu6229								
Zotu369								
Zotu8362								
Zotu12733								
Zotu1234		29					4	
Zotu7093								
Zotu3090								
Zotu14028								
Zotu8961								
Zotu2666					1			
Zotu20539								
Zotu4350								
Zotu6112						1	1	
Zotu6357								
Zotu14612								
Zotu4416								
Zotu19894								
Zotu4036								
Zotu6833								
Zotu9046								
Zotu20484								
Zotu18641								
Zotu19195								
Zotu16190								
Zotu10227								
Zotu17970								
Zotu9733								
Zotu20141								
Zotu13261								
Zotu10404								
Zotu12712								
Zotu17710								
Zotu12340								
Zotu18911								
Zotu20705								
Zotu19295								
Zotu8504							1	
Zotu19496								
Zotu1928								
Zotu4141								
Zotu10701								
Zotu12331								
Zotu15372								
Zotu721		1		1	22	1	2	
Zotu19917							1	
Zotu10516								
Zotu184	2	1			1	3	12	1
Zotu983					1			1
Zotu2631								
Zotu288	1	3				1	6	
Zotu1198	1							
Zotu4762							1	
Zotu683							1	
Zotu5263								
Zotu13503							1	
Zotu16342								
Zotu8154								
Zotu4136								
Zotu10382							1	
Zotu4385								
Zotu15262								
Zotu276		78	1	1	3	2	4	1
Zotu937								
Zotu2279								
Zotu10291								
Zotu272	2	1		1	2		5	
Zotu4199								
Zotu20780								
Zotu9702								
Zotu20334								
Zotu6108							1	
Zotu3432								
Zotu14970								
Zotu2126							1	1
Zotu16394								
Zotu12463								
Zotu2690					1		2	
Zotu16754								
Zotu3353				1			1	
Zotu5433								
Zotu15297								
Zotu3439								1
Zotu4337								1
Zotu4956						1	14	
Zotu9559								
Zotu12671								
Zotu2934					1			
Zotu5918		1						
Zotu13997								
Zotu14609								
Zotu4799								
Zotu18632								
Zotu19422								
Zotu14201								
Zotu6322								
Zotu15518								1
Zotu13099								
Zotu5611								
Zotu19302								
Zotu17768								
Zotu16547								
Zotu20715								
Zotu910	2					2	1	
Zotu666						1		1
Zotu1453								
Zotu6983							1	
Zotu9125								
Zotu2011								
Zotu3322						1		
Zotu12181								
Zotu19282								
Zotu11836								
Zotu19439								
Zotu18300								
Zotu5051							1	
Zotu16630								
Zotu5628					1			
Zotu19979								
Zotu1832								
Zotu2899						1	1	
Zotu143		49	31		3	10	5	1
Zotu808		1		1			3	96
Zotu4466							1	1
Zotu16100								
Zotu13287								
Zotu13018								
Zotu7462								
Zotu16336								
Zotu15357								
Zotu9532								
Zotu19578								
Zotu19687								
Zotu16767								
Zotu13551								
Zotu19753								
Zotu9674								
Zotu8260								
Zotu12942								
Zotu668		1				1	2	2
Zotu759		1				2	2	1
Zotu2318			1		1			
Zotu10424						2		
Zotu11686								
Zotu13374								
Zotu15425								
Zotu19520								
Zotu14875								
Zotu13407								
Zotu13935								
Zotu17792								
Zotu16134								
Zotu20117								
Zotu12487								
Zotu248	1	4			1	2	9	
Zotu1314								1
Zotu14846								
Zotu5542								
Zotu6079								
Zotu18447								
Zotu18486								
Zotu2114			1				1	
Zotu20059								
Zotu2002								
Zotu3075								
Zotu18680								
Zotu5874								
Zotu2029							2	
Zotu3128							1	
Zotu5962								
Zotu1356								
Zotu4786								
Zotu1157							3	
Zotu9554								
Zotu3769								
Zotu6597								
Zotu16351								
Zotu2560							7	
Zotu5722								
Zotu4619								
Zotu287		1	1		1	3	2	2
Zotu9953								
Zotu3687								
Zotu18041								
Zotu20563								
Zotu20613				1				
Zotu17784								
Zotu6371								
Zotu8936								
Zotu11001								
Zotu16373								
Zotu19697								
Zotu6473	1							1
Zotu4099							1	
Zotu3295		1				1		
Zotu4313								
Zotu8212								
Zotu13657								
Zotu341			2	1			2	2
Zotu1538							2	1
Zotu7298								
Zotu185	1	1	1		1		5	1
Zotu4508						12		
Zotu15696								
Zotu3425								
Zotu2412								
Zotu1420								
Zotu17886								
Zotu785							2	1
Zotu18788								
Zotu2798							1	1
Zotu3551							1	
Zotu17206								
Zotu2388								
Zotu419	2				2	21	2	
Zotu6530								
Zotu19406								
Zotu14586								
Zotu15248								
Zotu5392								
Zotu5153				22				
Zotu20253								
Zotu14834								
Zotu14104							3	
Zotu19950								
Zotu13120								
Zotu18609								
Zotu19072								
Zotu6083								
Zotu15707								
Zotu6209								
Zotu15133								
Zotu1271				1			2	
Zotu6343								
Zotu16038								
Zotu12121								
Zotu19049								
Zotu16640								
Zotu3882								
Zotu19105								
Zotu14389							1	
Zotu7698								
Zotu14614								
Zotu19661								
Zotu19134								
Zotu16561								
Zotu11822								
Zotu7814							11	
Zotu6643				1		1		
Zotu4404							1	
Zotu12723								
Zotu1236		90		1	35			
Zotu4955		27						
Zotu18603								
Zotu15549								
Zotu16713								
Zotu7034								
Zotu6134								
Zotu6175								
Zotu20390								
Zotu3048								
Zotu6941								
Zotu4916								
Zotu1006		1		1	2			
Zotu16810								
Zotu12898								
Zotu19351								
Zotu17563								
Zotu6760				1	1			30
Zotu18758								
Zotu17518								
Zotu19181								
Zotu3817	1							
Zotu12455								
Zotu5378								
Zotu4587								1
Zotu10459								
Zotu15165								
Zotu3936								
Zotu3898								
Zotu9386								
Zotu1936								
Zotu2991								
Zotu14431								
Zotu12880								
Zotu19987								
Zotu12015								
Zotu18034								
Zotu16872								
Zotu17745								
Zotu16368								
Zotu4395								
Zotu15457								
Zotu11853								
Zotu18449								1
Zotu7896								
Zotu14030								
Zotu19021								
Zotu2515						1		
Zotu3068								
Zotu1214					2			
Zotu3532						1		
Zotu5620								
Zotu12513								
Zotu15011								
Zotu7092								
Zotu1325				1				
Zotu1513								
Zotu5997	2							
Zotu2270								
Zotu842		1		1			1	
Zotu5500								
Zotu898				1	1		1	
Zotu1042								
Zotu1202				1		2	2	
Zotu3839								
Zotu1541		1						1
Zotu578							2	2
Zotu20800								
Zotu3260								
Zotu10490								
Zotu12966								
Zotu10517								
Zotu7905								
Zotu3467				1				
Zotu3766								
Zotu11974								
Zotu4251								
Zotu15045								
Zotu10054								
Zotu13669								
Zotu6132						1		
Zotu8268								
Zotu15692								
Zotu8169								
Zotu6923								
Zotu14224								
Zotu11266	1							
Zotu12694								
Zotu1650								
Zotu17022								
Zotu935	1	69	2			1	6	
Zotu9857					1			
Zotu15514								
Zotu1821							1	
Zotu10303								
Zotu3219								
Zotu15179								
Zotu15547								
Zotu16631								
Zotu9155								
Zotu15495								
Zotu7953								
Zotu11569								
Zotu19537								
Zotu11886								
Zotu6422								
Zotu12672								
Zotu16355								
Zotu7650								
Zotu14506								
Zotu15453								
Zotu10477								
Zotu1583								
Zotu3580								
Zotu16296								
Zotu20852								
Zotu15164								
Zotu16676								
Zotu14374								1
Zotu12374								
Zotu12011								
Zotu20188								
Zotu17043								
Zotu18848								
Zotu10601								
Zotu18794		2						
Zotu10890								
Zotu9765								
Zotu15920								
Zotu7555								
Zotu8236						30		
Zotu6810								
Zotu2519				1		18		
Zotu3590		1						
Zotu11625								
Zotu20289								
Zotu16893								
Zotu7392								
Zotu6057								
Zotu11809								
Zotu8920								
Zotu14239								
Zotu10465								
Zotu7268							1	
Zotu20026								
Zotu20157								
Zotu10874								
Zotu8675								
Zotu14583								
Zotu8529								
Zotu18232								
Zotu3437								
Zotu11679								
Zotu19589								
Zotu7672								
Zotu20034								
Zotu4622								
Zotu19919								
Zotu10817								
Zotu3971								
Zotu20452								
Zotu13625								
Zotu16549								
Zotu17760	1							
Zotu17763								
Zotu9770								
Zotu7519								
Zotu10533								
Zotu10144								
Zotu12938								
Zotu2101				1		2		
Zotu10855								
Zotu2572							2	
Zotu17399								
Zotu3262								
Zotu11117								
Zotu1666								
Zotu4410								
Zotu10889								
Zotu5925								
Zotu18254								
Zotu4672								1
Zotu6292							1	
Zotu16542								
Zotu7396								
Zotu18385								
Zotu16007								
Zotu4172								
Zotu16529								
Zotu12502								2
Zotu20209								
Zotu20360								
Zotu12830								
Zotu15233								
Zotu14144								
Zotu16271								
Zotu6662				1				
Zotu20331								
Zotu11727	1							
Zotu4741								
Zotu16476								
Zotu12995								
Zotu7670								
Zotu16106								
Zotu16888								
Zotu4821				45				
Zotu12226								
Zotu9044								
Zotu10461				1				
Zotu14318								
Zotu17401								
Zotu18587								
Zotu20229								
Zotu19485								
Zotu14163								
Zotu16248								
Zotu20560								
Zotu10960						7		
Zotu14729								
Zotu18899								
Zotu4771					1	54		1
Zotu14941								
Zotu20530								
Zotu3598						1		
Zotu17059								
Zotu19411								
Zotu9695								
Zotu11350								
Zotu4583								
Zotu12893								
Zotu9373								
Zotu12664								
Zotu18962								
Zotu1365						7	6	
Zotu12542								
Zotu15009								
Zotu5482								
Zotu7220								
Zotu10279								
Zotu1860								
Zotu13756								
Zotu14051								
Zotu8232						1		
Zotu15879								
Zotu13103								
Zotu6208								
Zotu6898								
Zotu13898								
Zotu10357								
Zotu16210							11	
Zotu5356								
Zotu8409								
Zotu1300		1			1			
Zotu6344								
Zotu3419								
Zotu8272								
Zotu17423								
Zotu698				1	22		1	
Zotu1104					31		1	
Zotu3569								
Zotu13649								
Zotu11083								
Zotu17001								
Zotu3409								
Zotu4541								
Zotu4476								
Zotu14165								
Zotu1872							1	
Zotu2314								
Zotu14976								
Zotu7509								
Zotu18018								
Zotu2585								
Zotu8751								
Zotu2672							1	
Zotu4728							1	
Zotu6563								
Zotu11359								
Zotu4598								
Zotu9678								
Zotu12598								
Zotu13792								
Zotu14335								
Zotu12354								
Zotu14477								
Zotu12903								
Zotu18542								
Zotu10552								
Zotu15225								
Zotu6872								
Zotu14401								
Zotu20215								
Zotu18182							1	
Zotu11845								
Zotu7321						16		
Zotu17364								
Zotu14588								
Zotu13162								
Zotu18905								
Zotu18421								
Zotu14006								
Zotu2578							1	1
Zotu4685								
Zotu20114								
Zotu13448								
Zotu16952								
Zotu19442								
Zotu8648								
Zotu18020								
Zotu13329								
Zotu15023								
Zotu3820					1		1	
Zotu8824								
Zotu4529							1	
Zotu4726								
Zotu14019							4	
Zotu9509								
Zotu5198								
Zotu4418								
Zotu11396								
Zotu1096		4			2		1	
Zotu3854								
Zotu2343	1							
Zotu2815						1		
Zotu3887								
Zotu10103							1	
Zotu7746								
Zotu7984								
Zotu14408	1		1					
Zotu2404							3	
Zotu11420								
Zotu15177						1		
Zotu8314								
Zotu9699								
Zotu13171								
Zotu8150								
Zotu15890								
Zotu19568								
Zotu10408								
Zotu5871								
Zotu12319								
Zotu12384								
Zotu16216								
Zotu7999								1
Zotu9170								
Zotu4267								1
Zotu19644								
Zotu20834								
Zotu17699								
Zotu4797								
Zotu13847								
Zotu12815							17	
Zotu19216								
Zotu3442								
Zotu7747								
Zotu4633								
Zotu9337								
Zotu15765								
Zotu4281			1					
Zotu4107								
Zotu18113								
Zotu18247								
Zotu20375								
Zotu827		1					5	1
Zotu1795								
Zotu1359							3	1
Zotu1550								
Zotu7967								
Zotu14446								
Zotu10210								
Zotu1320		39				1		
Zotu711							2	
Zotu3526		1				1		
Zotu11041								
Zotu9913								
Zotu18127								
Zotu9876								
Zotu12362								
Zotu5915								
Zotu13057								
Zotu18909								
Zotu11421								
Zotu10331								
Zotu13499								
Zotu5926								
Zotu11593								
Zotu256					1	2		3
Zotu709			1			2	2	3
Zotu4674								
Zotu1067								
Zotu4071			2					
Zotu16428								
Zotu11487								
Zotu16153						1		
