ID	hps_f_cd_1	hps_f_cd_2	hps_f_cd_3	hps_f_cd_4	hps_f_cd_5	hps_f_cd_6	hps_f_cd_7	hps_f_cd_8
Zotu2717								
Zotu6350								
Zotu5833								
Zotu10671			1					
Zotu20755								
Zotu18893								
Zotu15388								
Zotu19425								
Zotu20546								
Zotu6105							1	
Zotu10800		1						
Zotu7393								
Zotu13376					1			
Zotu3098								
Zotu8041								
Zotu4116								
Zotu5945								
Zotu14292								
Zotu16359								
Zotu14726								
Zotu19880								
Zotu15743								
Zotu7365								
Zotu20475								
Zotu2429		70						1
Zotu16971								
Zotu14653								
Zotu2831								
Zotu6823								
Zotu19329								
Zotu2480							1	
Zotu10333								
Zotu5182								
Zotu11221								
Zotu18875								
Zotu13433								
Zotu19249								
Zotu1934								
Zotu3860								
Zotu4460					1			
Zotu7136								
Zotu8650								
Zotu7644				1				
Zotu12906								
Zotu2851								45
Zotu715					1		1	
Zotu2225	1					1		
Zotu12917								
Zotu5538								
Zotu9847								
Zotu16528								
Zotu2210								
Zotu8052								
Zotu11032								
Zotu793			1	95		1	1	
Zotu14394								
Zotu16186								
Zotu15509								
Zotu1024	1						2	
Zotu18994								
Zotu14172								
Zotu1975							1	
Zotu7025								
Zotu9472								
Zotu11094								
Zotu19330			1					
Zotu9302								
Zotu2295								
Zotu1581	1							
Zotu13999								
Zotu10732								
Zotu1018								
Zotu8716								
Zotu4135								
Zotu941								
Zotu1577	1							
Zotu5332							1	
Zotu13592								
Zotu4179								
Zotu9379								
Zotu13754								
Zotu15615								
Zotu2188								
Zotu10379								
Zotu4230							16	
Zotu9449								
Zotu9469							1	
Zotu18027								
Zotu9635								
Zotu11837								
Zotu15564								
Zotu15254								
Zotu19144								
Zotu12209								
Zotu6761								
Zotu3741								
Zotu5279								
Zotu13647								
Zotu2055			1					
Zotu10268								
Zotu10085								
Zotu7505								
Zotu6215								
Zotu7887								
Zotu5016								
Zotu1050								
Zotu1158								
Zotu4376								
Zotu19591								
Zotu10848								
Zotu12283								
Zotu14494								
Zotu3661	145							
Zotu12804								
Zotu3441	1							
Zotu8624								
Zotu18884								
Zotu6074					1			
Zotu4921								
Zotu12472								
Zotu10508								
Zotu2394								2
Zotu9200								
Zotu20569			1					
Zotu3113		1						
Zotu1487								1
Zotu2229								
Zotu12091								
Zotu4055								
Zotu11078			1					
Zotu6543								
Zotu16280								
Zotu12178								
Zotu19798								
Zotu1591				1			2	
Zotu14273								
Zotu14685								
Zotu1016	1						1	
Zotu8245								
Zotu16056								
Zotu88	2	2		47	2	19	27	9
Zotu2751								
Zotu4459								
Zotu15257								
Zotu9667								
Zotu5045								
Zotu15277								
Zotu4375								
Zotu2072								
Zotu11988							1	
Zotu5590								
Zotu12541								
Zotu10707								
Zotu19660								
Zotu20554								
Zotu20033								
Zotu8191								
Zotu19512								
Zotu17472								
Zotu12567								
Zotu15249								
Zotu8228								
Zotu14904								
Zotu11560								
Zotu14706								
Zotu20432								
Zotu11881								
Zotu11201								
Zotu20465								
Zotu4077				1	29			1
Zotu11274								
Zotu13823								
Zotu11554								
Zotu15487								
Zotu12791								
Zotu19204								
Zotu16334		2						
Zotu18309								
Zotu18199								
Zotu18347								
Zotu18699								
Zotu12358								
Zotu12512								
Zotu10735								
Zotu9827								
Zotu14628								
Zotu8671								
Zotu3613								
Zotu6685								
Zotu17998								
Zotu15260								
Zotu13321								
Zotu20302								
Zotu10804								
Zotu15417								
Zotu11416								
Zotu11826								
Zotu12892								
Zotu14587								
Zotu12170								
Zotu14987								
Zotu13331								
Zotu19916								
Zotu7461								
Zotu12630								
Zotu14560								
Zotu10705								
Zotu8310								
Zotu14141								
Zotu18059								
Zotu2449								
Zotu16816								
Zotu19131								
Zotu13221								
Zotu16436							1	
Zotu737	1							
Zotu1999								1
Zotu9114								
Zotu18060								
Zotu5677								
Zotu15447								
Zotu20308								
Zotu11244								
Zotu15485								
Zotu8881								
Zotu13749								
Zotu9219								
Zotu11571								
Zotu15066								
Zotu7466								
Zotu4806								
Zotu6335								
Zotu18201								
Zotu16023								
Zotu10173								
Zotu11410								1
Zotu2837								
Zotu7627								
Zotu11562								
Zotu12759								
Zotu11023								
Zotu18266								
Zotu20374								
Zotu6268								
Zotu16050								
Zotu9208								
Zotu10340								
Zotu14733								
Zotu10060								
Zotu20176								
Zotu4970								
Zotu11236								
Zotu20710								
Zotu8187								
Zotu17272								
Zotu12658								
Zotu1763	1							
Zotu18541								
Zotu11872								
Zotu4145								
Zotu4444								
Zotu16381								
Zotu6953								
Zotu10652								
Zotu19759								
Zotu12056								
Zotu16691								
Zotu17210								
Zotu9029								
Zotu16846								
Zotu20579								
Zotu5440								
Zotu13845								
Zotu11519								
Zotu18464								
Zotu17544								
Zotu19133								
Zotu19051	1	2	1		1	3		2
Zotu17044								
Zotu17613					1	1	1	
Zotu13821							1	
Zotu18261								
Zotu13138							9	
Zotu2582			1					
Zotu15278								
Zotu2408							1	
Zotu12271								
Zotu4886								
Zotu7763								
Zotu1735				1	1	1		
Zotu9370								
Zotu14311	1							
Zotu669				1			1	
Zotu2734								
Zotu10651								
Zotu1553			2		1	1		
Zotu12031								
Zotu17917								
Zotu19757								
Zotu911	1						4	
Zotu4510						1		
Zotu2276				20		1		32
Zotu15354								
Zotu7870								
Zotu9703								
Zotu6579				39	1			
Zotu14556								
Zotu9070						2		
Zotu15126								
Zotu16620								
Zotu9015								
Zotu14705								
Zotu15419								
Zotu14953								
Zotu15812								
Zotu2740					1	82		
Zotu19466								
Zotu5401					34			
Zotu13098								
Zotu4126	1						6	
Zotu5698								1
Zotu12505								
Zotu5543								35
Zotu7744								
Zotu2332								
Zotu7665							22	
Zotu8033								
Zotu3909								
Zotu9921								
Zotu13116								
Zotu4474								
Zotu5787								
Zotu17589								
Zotu3325			1					
Zotu6551			1					
Zotu1879		27					8	
Zotu19178								
Zotu6556								
Zotu516								
Zotu771								
Zotu2230								
Zotu708		43					3	
Zotu1665								
Zotu12102								
Zotu674								
Zotu152	1							
Zotu681	2		2				4	
Zotu6388								
Zotu7016								
Zotu3592								
Zotu2445						1		
Zotu20626								
Zotu1834								
Zotu7778								
Zotu19799								
Zotu533								
Zotu1205								1
Zotu1025							2	
Zotu5145								
Zotu2604						9		
Zotu18997								
Zotu11612								
Zotu5087								
Zotu10781								
Zotu17940								
Zotu11425								
Zotu3250								
Zotu8120								
Zotu2373	1							
Zotu8425								
Zotu14121								
Zotu3669								
Zotu10786								
Zotu11693								
Zotu17605	1							
Zotu14696								
Zotu1887								
Zotu3849					1			
Zotu9573							1	
Zotu9718								
Zotu8305								
Zotu18775								
Zotu4788							1	
Zotu14711								
Zotu3989								
Zotu15700								
Zotu17178								
Zotu17912								
Zotu17466								
Zotu17971								
Zotu19312						1		1
Zotu5078								
Zotu384	1							
Zotu5498								
Zotu8196								
Zotu15675								
Zotu8473								
Zotu18793								
Zotu3120								
Zotu20080								
Zotu286							1	
Zotu3086		1					4	
Zotu4635								
Zotu9597								
Zotu6318				30	2			
Zotu6576								
Zotu805								
Zotu3908								
Zotu1107								
Zotu7843								
Zotu1348								
Zotu5040				55				
Zotu5936				38				
Zotu4041								
Zotu5434								
Zotu1173		1						
Zotu12797								
Zotu18392								
Zotu4157								
Zotu2961								
Zotu10474								
Zotu7045								
Zotu6915								
Zotu17193								
Zotu20511								
Zotu8712								
Zotu18601								
Zotu15251								
Zotu5486								
Zotu11346								
Zotu8311								
Zotu14119								
Zotu6222								
Zotu8361								
Zotu13328								
Zotu15032								
Zotu12481							1	
Zotu16658								
Zotu12894								
Zotu15602								
Zotu18715								
Zotu5451								
Zotu6621								
Zotu560		2	1			1	3	1
Zotu1069								
Zotu2605							1	
Zotu991	1							
Zotu3298								
Zotu8294								
Zotu1037								
Zotu1533							2	
Zotu18462								
Zotu3636								
Zotu8056								
Zotu19617								
Zotu11331								
Zotu16853								
Zotu6875								
Zotu17058								
Zotu10288								
Zotu2521				1				
Zotu3550								
Zotu14349								
Zotu18186								
Zotu11697								
Zotu6404								
Zotu10661								
Zotu9986								
Zotu15923								
Zotu14629								
Zotu2667					1			
Zotu12420								
Zotu18404								
Zotu13748								
Zotu18767								
Zotu5850								
Zotu6952							1	
Zotu1652								
Zotu16619								
Zotu17151								
Zotu8158								
Zotu10335								
Zotu6977								
Zotu20332								
Zotu8515				1		17		
Zotu6846								26
Zotu13039								
Zotu2104								
Zotu1270					105	7	2	42
Zotu4283								
Zotu6397								
Zotu3845								
Zotu14153						4		
Zotu6492								
Zotu18961								1
Zotu18851								
Zotu20634								
Zotu4209	1		1					
Zotu18989								
Zotu19240								
Zotu7991								
Zotu15371								
Zotu11153								
Zotu11353								
Zotu2075								
Zotu2355							2	
Zotu19005								
Zotu16222								
Zotu20186								
Zotu5617								
Zotu9410								
Zotu7951								
Zotu8952				2				
Zotu12131	1							
Zotu18947								
Zotu10005								
Zotu6849								
Zotu4117								
Zotu8386								
Zotu4326								
Zotu8238								
Zotu12934								
Zotu4971								
Zotu14856								
Zotu6591								
Zotu17163								
Zotu1401						19	4	
Zotu14912							4	
Zotu20258								
Zotu7922								
Zotu1068				223	30		14	
Zotu3709							6	
Zotu10105								
Zotu3498								
Zotu10684								
Zotu15196								
Zotu19876								
Zotu12171								
Zotu4122						1		
Zotu16010								
Zotu11313								
Zotu5366								
Zotu14826								
Zotu4194								
Zotu768								
Zotu915								
Zotu2780								
Zotu19213								
Zotu19610								
Zotu5264	1							
Zotu4239								
Zotu7806								
Zotu1369				1	70	29		
Zotu1647						2		
Zotu4086								
Zotu13211								
Zotu7464								
Zotu14812								
Zotu19702								
Zotu18131								
Zotu20147								
Zotu20507								
Zotu5485								
Zotu3506						14		
Zotu4617						52		
Zotu19140								
Zotu2612								
Zotu4860								
Zotu9260								
Zotu17186								
Zotu1530			1					
Zotu2845								1
Zotu11787							6	
Zotu922		76	2	119		8	2	36
Zotu3931		71						
Zotu4743		40						
Zotu2508					90			
Zotu13081								
Zotu18441				1			1	
Zotu18312							2	
Zotu19017								
Zotu9648								
Zotu19419								
Zotu15942								
Zotu19210								
Zotu17636								
Zotu4174								
Zotu4257			1					
Zotu8586								
Zotu8173								
Zotu2977								
Zotu16142								
Zotu18594								
Zotu6521								
Zotu6430								
Zotu4249								
Zotu6609								
Zotu14286								
Zotu5447								
Zotu5295	1							
Zotu9879								
Zotu18121								
Zotu2901	124							
Zotu16859								
Zotu18330								
Zotu8221								
Zotu18503	1							
Zotu14886								
Zotu20652								
Zotu19420								
Zotu8	7395	1530	5930	3519	1494	621	391	2967
Zotu33	2147	628	3261	462	270	157	44	435
Zotu43				1			1	5
Zotu97				1			1	1
Zotu15693								
Zotu18067								
Zotu15955								
Zotu12016								
Zotu12793								
Zotu2858								
Zotu10616								
Zotu4983								
Zotu4079								1
Zotu10280								
Zotu14821								
Zotu20647								
Zotu837	1			1			7	
Zotu4689								
Zotu4004								
Zotu7525			1					
Zotu7986								
Zotu13930								
Zotu14283								
Zotu7452								
Zotu2860						1		
Zotu10617								
Zotu4854								
Zotu14174								
Zotu11340								
Zotu16840								
Zotu9933								
Zotu8381		30						
Zotu5124								
Zotu9610								
Zotu9016								
Zotu18167								
Zotu9842								
Zotu3729		68						
Zotu13780								
Zotu17280								
Zotu20372								
Zotu7431								
Zotu11696								
Zotu3516								
Zotu18296								
Zotu3705								
Zotu16817								
Zotu19612								
Zotu9055								
Zotu11417								
Zotu18839								
Zotu19326								
Zotu20029								
Zotu19831								
Zotu13945								
Zotu8280								
Zotu9707								
Zotu17694								
Zotu18426								
Zotu18321								
Zotu11715								
Zotu1611		1						
Zotu5019								
Zotu1725								
Zotu4925								
Zotu6891								
Zotu8928								
Zotu12195								
Zotu13508								
Zotu17176								
Zotu17124								
Zotu3426								
Zotu5142								
Zotu20839								
Zotu15815								
Zotu17458								
Zotu9137								
Zotu13822								
Zotu7685								
Zotu8479								
Zotu9973								
Zotu15183								
Zotu9820								
Zotu7910								
Zotu15420								
Zotu2968							1	
Zotu685				1			5	
Zotu19907								
Zotu2849						1		
Zotu14582								
Zotu5413								
Zotu17136								
Zotu10342								
Zotu4035								
Zotu5856								
Zotu14308								
Zotu19226								
Zotu17471								
Zotu18892								
Zotu20696								
Zotu8273								
Zotu7404								
Zotu16243								
Zotu20091								
Zotu15386								
Zotu17564								
Zotu17129								
Zotu5111								
Zotu8525								
Zotu19174								
Zotu19599								
Zotu12116							8	
Zotu17524								
Zotu15018								
Zotu9586								
Zotu10703								
Zotu12346								
Zotu1366					1			
Zotu2838								
Zotu8267								
Zotu9966								
Zotu3046								
Zotu5836								
Zotu1963							1	
Zotu16039								
Zotu2113								
Zotu8107								
Zotu1951							1	
Zotu7256								
Zotu4026								
Zotu11237								
Zotu15138								
Zotu10257								
Zotu12652								
Zotu2847						1		
Zotu12674								
Zotu6754	1		1					
Zotu14447								
Zotu14660								
Zotu14004								
Zotu1342						1	2	
Zotu3234	1							
Zotu4947								
Zotu267		1			21	2	7	4
Zotu9354								
Zotu4877					1			
Zotu17691								
Zotu9154								
Zotu20694								
Zotu12484				1				
Zotu3977								
Zotu12285								
Zotu19725								
Zotu17720								
Zotu12401								
Zotu16321								
Zotu18814								
Zotu1306	1			1		1		1
Zotu2483								
Zotu2097			1					2
Zotu14277							1	
Zotu6603							2	1
Zotu13875								
Zotu8442								
Zotu14581								
Zotu13354								
Zotu8630								
Zotu19386								
Zotu11185								
Zotu10334				2				
Zotu16899								
Zotu13954								
Zotu14059								
Zotu7576								
Zotu10348								
Zotu20440								
Zotu1556								
Zotu5085						18		
Zotu13188								
Zotu10155								
Zotu15635								
Zotu14369							1	
Zotu3658							2	
Zotu1620					2		2	
Zotu13246								
Zotu15624				1		1		
Zotu17932								
Zotu1909		33						
Zotu17791								
Zotu2330				1				
Zotu8262								
Zotu14888								
Zotu4120								
Zotu16751								
Zotu1154							1	
Zotu3217				1				
Zotu3079			1					
Zotu17319								
Zotu4864								
Zotu6842		1						
Zotu1043	1				1			
Zotu3052				1				
Zotu1161					2		14	
Zotu6802							1	
Zotu1094				1				2
Zotu20428								
Zotu10246								
Zotu14921								
Zotu19539								
Zotu1176		1	1				1	1
Zotu11160								
Zotu9744								
Zotu12500								
Zotu15391								
Zotu12824								
Zotu8784								
Zotu607			3	1			3	1
Zotu19804								
Zotu15064								1
Zotu3170								
Zotu11532								
Zotu1981							4	1
Zotu4151								1
Zotu4954							1	
Zotu1651								
Zotu2608					1			
Zotu9020								
Zotu3604							8	
Zotu11357								
Zotu3531		92	1					
Zotu10358								
Zotu1938						1		1
Zotu19186								
Zotu13405								
Zotu343	14	119	85	4	1	8	14	30
Zotu1442	196	1	1					
Zotu13637								
Zotu364	4	24		3	1	3	2	2
Zotu2362			1					
Zotu3761				84			1	
Zotu1431	231		2				4	
Zotu5425								
Zotu6704								
Zotu9920								
Zotu2417	2				25			
Zotu10390								
Zotu14663								
Zotu2575							12	
Zotu8108								
Zotu8822							1	
Zotu10439								
Zotu19642								
Zotu3095	1							
Zotu19297								
Zotu8724								
Zotu20125								
Zotu1406							1	
Zotu13380	1							
Zotu20853								
Zotu16112								
Zotu1770	1					2	1	
Zotu2381					1	1	1	
Zotu18338								
Zotu5172								
Zotu6167								
Zotu8345		1						
Zotu3579			1				1	
Zotu5751								
Zotu17707							1	
Zotu18529								
Zotu13469								
Zotu2328								
Zotu14416								
Zotu3655								
Zotu6056								
Zotu11319								
Zotu16832								
Zotu18252								
Zotu14592								
Zotu19243								
Zotu20164								
Zotu20312								
Zotu9289								
Zotu18112								
Zotu12728								
Zotu8429								
Zotu17371								
Zotu17750								
Zotu9084								
Zotu18389								
Zotu15819								
Zotu16954								
Zotu2670							3	
Zotu3280				1		1		
Zotu6273								
Zotu18645								
Zotu17468								
Zotu16001								
Zotu11471								
Zotu14023								
Zotu458		1		1		1	1	
Zotu1033				55	1			71
Zotu7899							1	
Zotu19232								
Zotu15086								
Zotu17660								
Zotu18970								
Zotu4898							2	
Zotu15625								
Zotu7906				1				
Zotu5520								
Zotu5531	1							
Zotu6930							1	
Zotu7352								
Zotu10637								
Zotu17342								
Zotu19322								
Zotu18659								
Zotu8544							1	
Zotu14841							1	
Zotu13670								
Zotu4020								
Zotu10506							1	
Zotu10793								
Zotu6604								
Zotu20172								
Zotu9073								
Zotu11151								
Zotu19158								
Zotu16477								
Zotu20219								
Zotu12394								
Zotu367			1	1	1	2	2	1
Zotu802		1		1		2	6	2
Zotu9534								
Zotu7266					1	2		
Zotu1066	1						5	
Zotu1843			1	1				
Zotu5219								
Zotu7743		1						
Zotu483			1	1	2		4	
Zotu4498								
Zotu6140							1	
Zotu12095								
Zotu3757	1					1		
Zotu2463			1					3
Zotu1238								
Zotu3413							8	
Zotu12618								
Zotu2030						1	2	
Zotu493	1				2	2	4	3
Zotu924			1				1	
Zotu4935							12	
Zotu5794								
Zotu1021							2	1
Zotu5183								
Zotu453		1	1		2	2	8	
Zotu6070			1					
Zotu7180								
Zotu2192	1				3	2	2	
Zotu4963								
Zotu11738								
Zotu345	1	1	1		9	13	10	
Zotu15572								
Zotu1278							1	
Zotu3596		2	3			1	4	1
Zotu4234							3	
Zotu6274	2	1				1		
Zotu11082		1						
Zotu7878								
Zotu10235								
Zotu976	1				2		5	
Zotu1082								1
Zotu2753								1
Zotu15820								
Zotu15863								
Zotu16030								
Zotu12206								
Zotu13292								
Zotu12162								
Zotu12277						1		
Zotu9639								
Zotu8081								
Zotu5597							1	
Zotu9045								
Zotu10858								
Zotu4961								
Zotu8180						16		
Zotu16797								
Zotu11033								
Zotu16826								
Zotu6278								
Zotu5122				1				
Zotu2817								
Zotu17438								
Zotu634	1	40		42	1	3	7	1
Zotu6752								
Zotu15296								
Zotu12391								
Zotu3383								
Zotu2117								
Zotu5954								
Zotu6866								
Zotu4819								
Zotu5668								
Zotu15481								
Zotu9364						2		
Zotu11011								
Zotu2071						1		
Zotu3377								
Zotu4647								
Zotu19737								
Zotu18535								
Zotu8808								
Zotu7712							1	
Zotu10720								
Zotu5714							1	
Zotu19680								
Zotu6382		2						
Zotu8335								
Zotu18719								
Zotu17334								
Zotu10618							1	
Zotu18052								
Zotu20784								
Zotu15738								
Zotu20043								
Zotu907	1					1	1	
Zotu1950								
Zotu6372								
Zotu6657								
Zotu1206						1		
Zotu2547								
Zotu3055								
Zotu4881								
Zotu9031								
Zotu6494								
Zotu13965								
Zotu17072								
Zotu874		1					5	
Zotu1309					1			
Zotu19489								
Zotu3812								
Zotu1775								
Zotu7124								
Zotu3021							2	
Zotu10901								
Zotu7346				34				
Zotu13992							1	
Zotu18259								
Zotu18613								
Zotu18231								
Zotu9880								
Zotu19037								
Zotu4670								
Zotu14234								
Zotu15929								
Zotu4084	1							
Zotu6676								
Zotu15469							1	
Zotu5472								
Zotu12185								
Zotu6622				1				
Zotu2537						2		
Zotu7335								
Zotu15274								
Zotu16461								
Zotu1689								
Zotu2634					36			
Zotu6580								
Zotu14983								
Zotu5750								
Zotu4773								
Zotu1603								
Zotu5575								
Zotu6716								
Zotu9912								
Zotu13484								
Zotu9520								
Zotu14425								
Zotu5007								
Zotu14695								
Zotu1124			331					
Zotu2148		1	179					
Zotu5923								
Zotu17633							1	
Zotu19074								
Zotu792		2	499					
Zotu15869								
Zotu20718								
Zotu6325								
Zotu5748								
Zotu7776								
Zotu8785								
Zotu8001								
Zotu9600								
Zotu6410								
Zotu3679								
Zotu13795								
Zotu8566								
Zotu4226								1
Zotu3730								
Zotu7994								
Zotu10899								
Zotu16128								
Zotu7069								
Zotu15151								
Zotu17105								
Zotu11089								
Zotu13665								
Zotu1960								
Zotu9451						11		
Zotu9102								
Zotu6896								
Zotu15213								
Zotu6330								
Zotu14256								
Zotu6835								
Zotu12544								
Zotu4507								
Zotu17696								
Zotu7580								
Zotu15085								
Zotu16661								
Zotu9471								
Zotu11407								
Zotu9149								
Zotu10921								
Zotu18164								
Zotu10171								
Zotu5394								
Zotu4729								
Zotu7262								
Zotu2250								1
Zotu16115								
Zotu5815								
Zotu8111								
Zotu10611								
Zotu19450								
Zotu20818								
Zotu3314								
Zotu11895								
Zotu18110								
Zotu7796					26			
Zotu8526								
Zotu15796								
Zotu20444								
Zotu15665								
Zotu10609								
Zotu1685								
Zotu3602								
Zotu8469								
Zotu72								
Zotu305								
Zotu18733								
Zotu17394								
Zotu11820								
Zotu4722		1	1					
Zotu9789				14				
Zotu7001							1	
Zotu17381								
Zotu12352								
Zotu9521								
Zotu16445								
Zotu17824								
Zotu2699		48						
Zotu7413								
Zotu6012						1		
Zotu4553								
Zotu17255						2		
Zotu3286				1				
Zotu15558							1	
Zotu5048								
Zotu6804								
Zotu10470								
Zotu17527								
Zotu18245								
Zotu15083								
Zotu5535								
Zotu15428								
Zotu1403								
Zotu11865								
Zotu18821								
Zotu5473								
Zotu6376						1		
Zotu3840								
Zotu11013								
Zotu12638								
Zotu3155						1		
Zotu16000								
Zotu8195								
Zotu4360								
Zotu14458								
Zotu15170								
Zotu5309								
Zotu13076								
Zotu6764								
Zotu3002								
Zotu8587								
Zotu4800								
Zotu7366								
Zotu9522								
Zotu12350								
Zotu14877								
Zotu20391								
Zotu6366								
Zotu7254								
Zotu12960								
Zotu9300								
Zotu7545								
Zotu5208								
Zotu4088								
Zotu19200								
Zotu6921								
Zotu3806			1					
Zotu4207								
Zotu8182								
Zotu7524								
Zotu20402								
Zotu10141							1	
Zotu505	1	2			1	12		88
Zotu11460								
Zotu15040								
Zotu20827								
Zotu9755								
Zotu6575								
Zotu15135								
Zotu19868								
Zotu15744								
Zotu19818								
Zotu5772								
Zotu16162								
Zotu7995								
Zotu3198								
Zotu12009								
Zotu12155								
Zotu15732								
Zotu9412								
Zotu6548								
Zotu6133						1		
Zotu6684								
Zotu17665								
Zotu2247								
Zotu1243			1					
Zotu12058								
Zotu17967								
Zotu11450								
Zotu19387								
Zotu19460								
Zotu8477								
Zotu13937								
Zotu8839								
Zotu19977								
Zotu3756		1						
Zotu9743								
Zotu6054							1	1
Zotu11025							1	
Zotu6104								
Zotu4044		1						
Zotu8233								
Zotu12460								
Zotu8357								
Zotu16502								
Zotu16049								
Zotu19444								
Zotu16469								
Zotu741	151						2	
Zotu14845								
Zotu14462								
Zotu16577								
Zotu9496								
Zotu8782								
Zotu7803								
Zotu9464								
Zotu15834								
Zotu6605								
Zotu17166								
Zotu1782								
Zotu13962								
Zotu17610								
Zotu20542								
Zotu8940								
Zotu19288								
Zotu18403								
Zotu14143								
Zotu13264								
Zotu16450								
Zotu16819								
Zotu9388								
Zotu19806								
Zotu3737								
Zotu9171								
Zotu4835								51
Zotu1528	208		1					52
Zotu4288	88							
Zotu939	354	34	2					
Zotu2926	102	1						
Zotu1599	215	1	1					
Zotu2032	164		1					
Zotu2880	106							
Zotu2309	148							
Zotu10146	17							
Zotu6262		24						
Zotu15924								
Zotu20516								
Zotu6120		41						
Zotu2194	142							
Zotu5023			1					57
Zotu15995								
Zotu17464								
Zotu18331								
Zotu17793								
Zotu13294								
Zotu18250								
Zotu9502								
Zotu14956								
Zotu9088								
Zotu14267								
Zotu4329								
Zotu16105								
Zotu20093								
Zotu20669								
Zotu19608								
Zotu19721								
Zotu15577								
Zotu17944								
Zotu19366								
Zotu16708								
Zotu16717								
Zotu14529								
Zotu18382								
Zotu4962								
Zotu25								
Zotu117								
Zotu3192	107						3	
Zotu4364								
Zotu15474								
Zotu5546								55
Zotu7970					28			
Zotu10275							14	
Zotu6243								
Zotu285								
Zotu13108								
Zotu20760								
Zotu9	2	5	2	6	4	2257	84	5
Zotu19967								
Zotu3559								
Zotu5973								
Zotu19596				1	2			
Zotu4692								
Zotu9178								
Zotu9905								
Zotu20345								
Zotu9565								
Zotu15961								
Zotu19899								
Zotu20610								
Zotu11326								
Zotu14178								
Zotu18832								
Zotu17880								
Zotu11834								
Zotu12075								
Zotu17202								
Zotu4798								
Zotu7468								
Zotu14271								
Zotu13213								
Zotu16219								
Zotu16164								
Zotu2551					42			39
Zotu13714							11	
Zotu17228								
Zotu6420				1	1			32
Zotu18584								12
Zotu3722						1	2	1
Zotu3292					1		20	
Zotu3671		1				1		62
Zotu4108	1					8		
Zotu9392								
Zotu2682								
Zotu14934								
Zotu18532								
Zotu13272								
Zotu19796								
Zotu10887								
Zotu13672								
Zotu9218						22		
Zotu9128								
Zotu13510								
Zotu3571								
Zotu17373								
Zotu1383	1			1			2	1
Zotu9365								
Zotu7854			1					2
Zotu12900								
Zotu1667						1		
Zotu2377								
Zotu7839								
Zotu4158								
Zotu6940								1
Zotu20284								
Zotu16169								
Zotu7816								
Zotu1849							21	
Zotu11653								
Zotu10389							1	
Zotu15695								
Zotu15810								
Zotu13949								
Zotu13720								
Zotu9590								
Zotu18207								
Zotu9227								
Zotu2086						5		
Zotu11847								
Zotu18538								
Zotu2918								
Zotu16729								
Zotu11844								
Zotu11905								
Zotu16946								
Zotu4413								
Zotu13631								
Zotu9719								
Zotu18470								
Zotu9561								
Zotu13128								
Zotu11329								
Zotu11736								
Zotu1710				1		1	2	
Zotu414	2						1	
Zotu1008								2
Zotu10961			2					
Zotu3781	1							
Zotu6632				1				
Zotu6912								
Zotu1462				69	1	29		
Zotu6189							11	
Zotu10605							16	
Zotu13689								
Zotu16490								
Zotu14516								
Zotu15851								
Zotu16700								
Zotu10326								
Zotu18401								
Zotu16595								
Zotu12396							1	
Zotu18088								
Zotu9360							18	
Zotu3538								
Zotu11850								
Zotu15007								
Zotu4227								
Zotu7535								
Zotu8970								
Zotu20683								
Zotu18054								
Zotu9665								
Zotu10338				1				
Zotu14532								
Zotu5839								
Zotu19511								
Zotu20016								
Zotu20235								
Zotu9347								
Zotu1545								
Zotu2069			169					
Zotu8468								
Zotu6981								
Zotu16035								
Zotu19342								
Zotu15824								
Zotu11332								
Zotu18600								
Zotu18356								
Zotu8074							1	
Zotu18653								
Zotu3246				77				1
Zotu7985								
Zotu7094								
Zotu1123		119						
Zotu7531								1
Zotu18361								
Zotu9601								
Zotu16189								
Zotu3474								
Zotu18374								
Zotu17011								
Zotu6902								
Zotu15479								
Zotu2460								
Zotu4185								
Zotu6993								
Zotu7495								
Zotu961						13		
Zotu3341								
Zotu14717								
Zotu15368								
Zotu20131								
Zotu15385								
Zotu16276								
Zotu18291								
Zotu8244								
Zotu17848								
Zotu7267								
Zotu9263								
Zotu7587								
Zotu9074								
Zotu11984								
Zotu5917								
Zotu8130								
Zotu9246								
Zotu7307						18		
Zotu11084								
Zotu19430								
Zotu15865								
Zotu12264						1		
Zotu5467								
Zotu2246								
Zotu7345								
Zotu11239								
Zotu11034								
Zotu4480		1						1
Zotu12675								
Zotu1937								
Zotu9030								
Zotu2356		62			47			
Zotu17496								
Zotu7091							12	
Zotu10905								
Zotu19225								
Zotu17154								
Zotu12788								
Zotu15932								
Zotu9095								
Zotu3211		1						
Zotu6702								
Zotu10042								
Zotu13301								
Zotu19595								
Zotu14279								
Zotu13687								
Zotu13062								
Zotu14791								
Zotu15329								
Zotu12053								
Zotu6523								
Zotu11003								
Zotu15668								
Zotu17592								
Zotu18244								
Zotu20352								
Zotu6457			1					
Zotu2525								
Zotu14608								
Zotu3249								
Zotu2050								
Zotu3726								
Zotu590								
Zotu586								
Zotu6900							1	
Zotu496					1	107	2	
Zotu1292				1	1	97		1
Zotu1352							3	
Zotu2506			1			1	1	
Zotu6606								
Zotu16182								
Zotu4270								
Zotu11214								
Zotu7370								
Zotu14070								
Zotu10485								
Zotu13345								
Zotu6202								
Zotu1289	1							
Zotu6377								
Zotu2311								
Zotu12296								
Zotu3360								
Zotu12243								
Zotu15464								
Zotu5530								
Zotu20400								
Zotu9181								
Zotu12383								
Zotu1444								
Zotu3080								
Zotu8607								
Zotu3447								
Zotu5325								
Zotu7611								
Zotu12348								
