ID	hp_f_cd_1	hp_f_cd_2	hp_f_cd_3	hp_f_cd_4	hp_f_cd_5	hp_f_cd_6	hp_f_cd_7	hp_f_cd_8
Zotu7218							2	
Zotu1956	3	2		3	2	2		1
Zotu6022			1	2		1	2	1
Zotu7192	3	1	4					
Zotu20237		1	1					
Zotu15180								
Zotu6472	1				1	4	1	
Zotu13721				2				2
Zotu7131		1		1		1		
Zotu7096								
Zotu15502								
Zotu8241				1	3	1	1	
Zotu14246								
Zotu9754				1				3
Zotu17215					1			
Zotu20396								
Zotu7777								
Zotu18878								
Zotu8913						3		1
Zotu10199								
Zotu17110								
Zotu13204								
Zotu8875								2
Zotu15913								
Zotu8611								
Zotu7448								
Zotu14096								
Zotu11190								
Zotu7159				1				
Zotu8649	6	1	1		2			
Zotu10024		2						
Zotu20829								
Zotu12996					1			
Zotu430								
Zotu16400								
Zotu15831		5						
Zotu17144								
Zotu2467								
Zotu10915								
Zotu7890								
Zotu2120								
Zotu3975								
Zotu13590								
Zotu1628		4	1		1			
Zotu12055								
Zotu20520								
Zotu7449				1		2		
Zotu17877								
Zotu5126								
Zotu15569					1	1		1
Zotu15208								
Zotu18559								
Zotu854	1			4				
Zotu13177								1
Zotu8786	1							
Zotu16701								
Zotu4053	17		3		1	4	7	
Zotu6827			1					
Zotu2863	7	1	11	6		24		1
Zotu5781	2	3	1					2
Zotu2416				2	1	16	2	
Zotu19495	1	1						
Zotu7781				1				
Zotu10071								
Zotu5679								
Zotu8220								
Zotu17207				1				
Zotu18046		1						
Zotu9408								
Zotu4843	3	5		1				
Zotu2127	3			1				
Zotu5932								
Zotu17367					1	2		
Zotu405	1	1		2	4	2		2
Zotu1380				2				
Zotu2627	1							
Zotu1056			2			1		1
Zotu1495					1			
Zotu9823								
Zotu6071				1		4		
Zotu9295								1
Zotu14183								
Zotu9987								
Zotu11695			1	2				
Zotu169	1	2	1	7	3			1
Zotu17130								
Zotu18626								
Zotu1703	4	2		1	2			2
Zotu1758								
Zotu1266		1		6	1	6	1	
Zotu3586								
Zotu302					1			
Zotu17892	1							
Zotu4964	2						1	2
Zotu2786			1	1	4		2	
Zotu316								
Zotu6061					2	1	1	1
Zotu16562								
Zotu14130								
Zotu689								
Zotu4482								
Zotu13842								
Zotu658						1		
Zotu3876	1						1	1
Zotu5674								
Zotu2635								
Zotu3826								
Zotu20282					1			
Zotu760								
Zotu12825	6							
Zotu15637				1				
Zotu17968								
Zotu15999								
Zotu17244								
Zotu15051								
Zotu9874				1		2	1	
Zotu14098								
Zotu15837								
Zotu8921	1							
Zotu14041	1	1			1			
Zotu3711								
Zotu5286		2		1				
Zotu13243				1				
Zotu17479	1					2		2
Zotu19729			1					1
Zotu16720				1				
Zotu19827		5	1	1				
Zotu9852					1			
Zotu394				1				
Zotu713		4	2			1		
Zotu2452	2							
Zotu4049								
Zotu5504								
Zotu14112								
Zotu2248		1		1			1	
Zotu2785				3	2	2		
Zotu503	6	3		8	4		12	12
Zotu19508		2						
Zotu1277				1				
Zotu8538			1	1	2		1	
Zotu15761				1			3	
Zotu3525		2		7			2	7
Zotu8050				5			2	
Zotu8990	1	3		1				
Zotu20283								
Zotu12936		1					1	
Zotu2904				1		1	1	
Zotu7975	4			1		1		
Zotu1671			3	1		2		1
Zotu877	2					3		
Zotu1819				2				1
Zotu944	2		1		2	1		
Zotu1246								
Zotu1993								
Zotu8317								
Zotu5673								
Zotu4441								
Zotu2531								
Zotu5069								
Zotu1221								
Zotu5648						1		
Zotu3665								
Zotu3491		1	1	1			1	
Zotu12576								
Zotu8666								
Zotu17214								
Zotu5307								
Zotu4949			4					
Zotu15670		2						
Zotu18459								
Zotu5362								
Zotu16226								
Zotu5689								
Zotu5785								
Zotu15645								
Zotu323		2						
Zotu686								
Zotu7485								
Zotu383		1	2		2	1	2	
Zotu1733								
Zotu205	6	1	1	1	4	2	7	7
Zotu208	11	2			1			4
Zotu17531								
Zotu14108	1							
Zotu6084						3		
Zotu4833								
Zotu5476								
Zotu12237								
Zotu691	6		1	4		3		
Zotu222			1			1		
Zotu13572								
Zotu211	1			5	4		2	
Zotu4074		1			1			
Zotu9331								
Zotu14472							3	
Zotu7442								
Zotu2674				1				1
Zotu8401								
Zotu10354								
Zotu1867								
Zotu5806								
Zotu9605								
Zotu11980								
Zotu6444							2	
Zotu3835								
Zotu2228								
Zotu3966								
Zotu10794								
Zotu7140								
Zotu8320				2				1
Zotu2199								
Zotu12627								
Zotu7435				2		1	3	
Zotu3378	1	2						
Zotu15492								
Zotu5402								
Zotu852					1	2		
Zotu11432								
Zotu19446								
Zotu20251								
Zotu5736						1		
Zotu17231								
Zotu8292								
Zotu20809								
Zotu12899								
Zotu16254								
Zotu1922			6		2	1	2	
Zotu4816								
Zotu6024								
Zotu13940								
Zotu6509								
Zotu10903								
Zotu15703								
Zotu10522								
Zotu7027	4	1			5			
Zotu17929								
Zotu1121			1	1				
Zotu4139	2			3				
Zotu9846								
Zotu11702								
Zotu13851								
Zotu4432								
Zotu14270								
Zotu3225								
Zotu20482								
Zotu15747								
Zotu8375	2							
Zotu2294						3		
Zotu10224								
Zotu4211								
Zotu4912								
Zotu5601								
Zotu12388								
Zotu813								
Zotu11646								
Zotu17702								
Zotu6040						1		
Zotu7182								
Zotu8367								
Zotu20668							3	
Zotu2729								
Zotu2882				2			1	
Zotu13334								
Zotu11794								
Zotu15387	1			1			1	1
Zotu4405								
Zotu2643								
Zotu2021								
Zotu13214								
Zotu1488								
Zotu1019								
Zotu2822								
Zotu6003								
Zotu14712								
Zotu16098								
Zotu19251								
Zotu10276								
Zotu2299								
Zotu17363								
Zotu6774				1	6			
Zotu17253								
Zotu6722								
Zotu4062								
Zotu5138								
Zotu11747				3	1			2
Zotu9849						1		
Zotu7751								1
Zotu2431						3		
Zotu3775			1	5	2			
Zotu6499						1		
Zotu640	7	7	6	6	3	1	2	
Zotu3092				2				
Zotu5731			1	1				
Zotu15714								
Zotu13541								
Zotu16791								
Zotu11008								
Zotu748		2		1	2	1	3	1
Zotu15053								
Zotu17538								
Zotu15852								
Zotu19221								
Zotu8734								
Zotu8980				1	2			
Zotu1253						1		
Zotu4735				1				
Zotu4156			5					
Zotu13070								
Zotu20680								
Zotu8411								
Zotu7818								
Zotu11909								
Zotu17483								
Zotu12495								
Zotu12811								
Zotu13811								
Zotu13245								
Zotu6480								
Zotu1285			2		1		1	
Zotu11912				3				
Zotu20812	2							
Zotu15655								
Zotu9051								
Zotu789								
Zotu1955								
Zotu7960			6	1				
Zotu1143	2	1		7		1	1	5
Zotu5569								1
Zotu10314								
Zotu3807								1
Zotu6768								
Zotu3696								
Zotu7173	1							
Zotu1274				1				
Zotu6170								
Zotu1742		5	1	10			1	
Zotu3813								
Zotu1117	2		1	6		2	3	4
Zotu3770	1			2	2			
Zotu1473				1				
Zotu11486								
Zotu1070	2	3		2	3		2	2
Zotu772	9	11	1	10	4	2	10	3
Zotu1662		1	1	2	5	3	2	
Zotu5249				2				
Zotu18033								
Zotu3466		1				1		
Zotu2008			1					
Zotu3848				2				
Zotu724	2		9	2	2	1	8	3
Zotu14743		2						
Zotu12721								
Zotu10941								
Zotu9592								
Zotu16811								
Zotu17148								
Zotu20537								
Zotu1672	6	10	2	10	1	3	2	3
Zotu5479			1					
Zotu16473								
Zotu18000								
Zotu11426		1						1
Zotu4731	1				1		1	1
Zotu6029	1			1				2
Zotu14551					2			3
Zotu14142								
Zotu18561				2				
Zotu5853		2						
Zotu17703								
Zotu9463					1			
Zotu16581							2	
Zotu14968					1			
Zotu13156								
Zotu9452	1		1	1		1		1
Zotu18935		1						
Zotu2474	1	2		3		1	1	6
Zotu3036							1	
Zotu2951	1	1		4		1		1
Zotu5179		1		3			1	
Zotu1319	1	1	3			7		1
Zotu8999			2					
Zotu10749				4				
Zotu14168				1	1			
Zotu15771								
Zotu19110								
Zotu13181	2				1			1
Zotu12736								
Zotu13504								
Zotu16434	2							
Zotu2121								2
Zotu6506				2	1			
Zotu3883				2				
Zotu8254								
Zotu12684							3	1
Zotu13014								
Zotu7334			3	1				
Zotu1141				2	1		1	1
Zotu973							3	
Zotu19956							1	
Zotu960								1
Zotu4745						1		
Zotu9833								
Zotu16069								
Zotu4372							1	
Zotu5221		3	1	5				
Zotu17740	2			3				
Zotu5678					2			
Zotu4103	1							
Zotu12695								
Zotu8167							1	
Zotu11387								
Zotu14757								
Zotu19970								
Zotu11775				1				
Zotu20189								
Zotu12701								1
Zotu16725								
Zotu19068								
Zotu10437								
Zotu5756			2					
Zotu13421								
Zotu9505				2				
Zotu9544								
Zotu14355			4					
Zotu14114								
Zotu3243	1	3		4	3	2	1	1
Zotu2203	3	2	2	7	2	4	3	2
Zotu11275			2				1	
Zotu11838	2							
Zotu3997			1		1	3	4	2
Zotu18753			2					
Zotu12119	6		4					
Zotu2920	2		2	8	2	1	3	4
Zotu12726								
Zotu20557								
Zotu6562	2		3	9	5	2		
Zotu2256	1		1	2	1	1	3	5
Zotu15087							1	
Zotu4366	3		2	1	5			1
Zotu4537				2			5	2
Zotu7869		1						
Zotu8061		1						
Zotu15015								
Zotu4734							2	
Zotu14836								
Zotu16123			1			1		
Zotu5008								2
Zotu2689	4	5	2	1	3	2	1	
Zotu12725								
Zotu8451	3	2	2				3	
Zotu17850				1				
Zotu12603								
Zotu17143							1	
Zotu14514	1							
Zotu17595								
Zotu16839	1							
Zotu18810				1				3
Zotu8545						4		
Zotu18906		2						
Zotu6488	1				1			
Zotu10752								
Zotu5247								
Zotu3986		1	2				4	
Zotu10531	1	1						
Zotu15985			1					
Zotu11756								
Zotu17403								
Zotu18945								
Zotu3625								
Zotu8134								
Zotu12090								
Zotu3859								
Zotu4019								
Zotu15526		1						
Zotu17235								
Zotu18289								
Zotu19517								
Zotu11734		6	1	1				1
Zotu16185								
Zotu16343					1			
Zotu7779		1						
Zotu7209			1	1		1		2
Zotu16029								
Zotu20744								
Zotu17612				1				
Zotu5734						1	2	
Zotu13193			1					
Zotu4161			1	1			1	1
Zotu18487				1	2			
Zotu15716			1		1			
Zotu11172			2			1		
Zotu18438								
Zotu10139								1
Zotu17263								
Zotu5231	2						3	
Zotu13035					1			
Zotu3683		1	2					
Zotu12795		1					1	
Zotu9151								
Zotu7018				1		3		
Zotu12888				1				
Zotu6877					3			
Zotu13798								
Zotu6248								
Zotu17773								
Zotu17548							2	3
Zotu19390				1				
Zotu16808								
Zotu20242								
Zotu12033								
Zotu3878	1	4	3	3				
Zotu11675								1
Zotu16194			1					
Zotu19063								
Zotu19574								
Zotu3294				2				
Zotu4972		1			2		1	
Zotu12337						1		
Zotu9824		2				1	4	
Zotu14085								
Zotu18064	1						1	
Zotu20771								
Zotu6275							1	
Zotu9887		1						
Zotu12399								
Zotu19569								
Zotu5723								
Zotu14454								
Zotu11365							2	
Zotu10311								
Zotu19220				2			1	
Zotu13514				2				
Zotu11803								
Zotu486								
Zotu6893								
Zotu15129								
Zotu13615								
Zotu11731		2		1				
Zotu14371								
Zotu3454	2			2			1	
Zotu13216								
Zotu19761								
Zotu8219	1				2	1	1	
Zotu13442								
Zotu20142								
Zotu12190								
Zotu16344				1			3	
Zotu13797				2				
Zotu8509								
Zotu13158		1						
Zotu18754					1			
Zotu17667								
Zotu10511								
Zotu14078	2	1						
Zotu20500								2
Zotu10867		1						
Zotu12923								
Zotu20181								
Zotu12809								
Zotu4985	3				1			
Zotu17236					1			
Zotu11641			1					
Zotu12861								
Zotu17365							1	
Zotu20320								
Zotu18271								
Zotu19887								
Zotu17048				1	2		2	
Zotu17734								
Zotu13755							3	
Zotu2504								
Zotu14740								
Zotu9951								
Zotu19462								
Zotu3612								
Zotu16419								
Zotu8856								
Zotu15303								
Zotu19096								
Zotu18519								
Zotu18546								
Zotu9891						1		
Zotu18556				2				
Zotu20460	3	1	1					
Zotu13269								
Zotu15976								
Zotu17006							1	
Zotu19504								
Zotu17719								
Zotu19740								
Zotu9513				3				
Zotu9358							5	
Zotu16973								
Zotu4124							2	2
Zotu15467	2							
Zotu10026								
Zotu17115								
Zotu4543	1							
Zotu14727								
Zotu15036								
Zotu13237								
Zotu5154	2	2		2	1	2	1	1
Zotu20398								
Zotu13594						1		
Zotu14251						4		
Zotu17797								
Zotu2159						3		
Zotu16337								
Zotu11541				1				
Zotu18968								
Zotu14299								
Zotu17303					1			
Zotu17147				2	1			
Zotu6439								
Zotu8307		3						
Zotu20590				1				
Zotu11188								
Zotu20638								1
Zotu16625								
Zotu8886	4			1		3		4
Zotu7859		3			1		2	
Zotu8852				5				
Zotu16790	1							
Zotu9669							1	2
Zotu13145								
Zotu6838		2		1	3		2	
Zotu17448				5				
Zotu18574							3	
Zotu15691								
Zotu17419								
Zotu18087				1				
Zotu15150							2	
Zotu15500	3							
Zotu15600	1							
Zotu17109								
Zotu18343	1							
Zotu18730								
Zotu9355		1						
Zotu12139				1		2	1	
Zotu11424						1		
Zotu13967			2					
Zotu4841				4		1		3
Zotu3584	1	2		3	1	1	1	1
Zotu4284	1		2			2		1
Zotu4770			1	2		2		
Zotu1350	2		1	4	5	6	9	2
Zotu11234	1						3	
Zotu5767	2	2		1		1	1	
Zotu11455							1	
Zotu11725								
Zotu10127			2			1	2	
Zotu3608						1		
Zotu8369	1			3				
Zotu11559								
Zotu8973								1
Zotu18543								
Zotu18044								
Zotu18539				1				
Zotu9317	1		1	1	4			
Zotu18583							1	
Zotu5851				2		2	1	1
Zotu17934								
Zotu5227							2	1
Zotu3718	1			4				
Zotu20508								
Zotu6932							1	
Zotu7552				1				2
Zotu17003			1				2	
Zotu4943	4			3		4	1	1
Zotu9992		1			1		1	1
Zotu2594	4		3	5	1		3	
Zotu4542			1	4	2			
Zotu14578								
Zotu10607								
Zotu15127								
Zotu20698			1					
Zotu4551				1		1		
Zotu8867								
Zotu13358								
Zotu12444				1				
Zotu3660	1			1				1
Zotu11902								
Zotu12454			3					
Zotu7571						4		
Zotu2348								
Zotu2211				5				4
Zotu2236	2		4		2	2	1	1
Zotu5814								
Zotu14366								
Zotu1273	1	1	1	1	1		4	
Zotu17434				2			1	
Zotu18630		1						
Zotu11356								
Zotu5136		2	1					
Zotu10570								
Zotu4903					2			
Zotu5840		1						
Zotu2136	3					2		5
Zotu5241					1	2		
Zotu9512			2	1			2	
Zotu2058		4	1		7			
Zotu5046	1		3	1				
Zotu14193								
Zotu7907							1	
Zotu4468	2	1	1		2			
Zotu10231	1							
Zotu8261								
Zotu20431				1				
Zotu1279	13	2	3	8	6	4	5	5
Zotu2004	5	4	1	6			1	1
Zotu13337								1
Zotu4896		1		1	1	1		1
Zotu4378	1						1	
Zotu1690			2	1	1		3	2
Zotu6464	2		2					
Zotu13029	1						1	
Zotu5483	2	1				2		2
Zotu17994							1	
Zotu8288								
Zotu5212								
Zotu19942								
Zotu8598		7		1	2			
Zotu16852							1	
Zotu2161	1	1	2	5	2	2	6	
Zotu7603								
Zotu13899	1	3						
Zotu4143	5			1		2	3	1
Zotu2312	2	3		3	1	3	4	6
Zotu4646	2			1	2	4		
Zotu13582						2		1
Zotu13979		1						
Zotu13461								
Zotu13972								
Zotu15493								
Zotu9230		2	1					
Zotu4098		1	2	6	3	1	3	
Zotu14601								
Zotu10883								
Zotu17242								
Zotu20725					1			
Zotu16284	1						2	
Zotu17662	2			2				
Zotu5879	1			1	2			
Zotu13212	4							1
Zotu17126								
Zotu3717		1					1	
Zotu2258	4				1	2		4
Zotu1419	3	1		2		5	1	7
Zotu385	22	5	7	21	11	10	8	3
Zotu1842	3		6	11		1	4	3
Zotu4950					1	1		
Zotu11389	1						2	
Zotu8551					3			
Zotu12781								
Zotu8295		1		2	1	1		
Zotu13252			1		1			
Zotu6863				2	1	1	5	
Zotu8564	1							
Zotu18400								
Zotu19025								
Zotu8514				1				2
Zotu10112								
Zotu14606				2			2	
Zotu2562	5	1	1	2	2			
Zotu5105	1			1				
Zotu7619	2	2	1					
Zotu13322								
Zotu13393			2	1		2		
Zotu15002							1	
Zotu9287			1					
Zotu4352		2	1	3		1		5
Zotu3359					2		2	3
Zotu11351			4		1			
Zotu4564	1		1			1	3	
Zotu15327								
Zotu13109								1
Zotu7053								
Zotu10840		1						
Zotu13699				1		2		
Zotu8520					1			
Zotu16933		2		1	2			1
Zotu11456							2	
Zotu17445								
Zotu5140	1		1	1	1		1	1
Zotu12299	1	2						
Zotu13441	1	1	1					
Zotu8896			2	4	2	2		
Zotu15687			1		4		4	
Zotu16822								
Zotu7160				1				1
Zotu19273			1					
Zotu13034								
Zotu17354								
Zotu19057								
Zotu4030								
Zotu7593								
Zotu16475								
Zotu19746								
Zotu11479								
Zotu15048								
Zotu16650								
Zotu7289								
Zotu13280								
Zotu20664								
Zotu5818								
Zotu4070								
Zotu18109								
Zotu15947								
Zotu18826								
Zotu15821								
Zotu12642								
Zotu13747								
Zotu16948								
Zotu11798								
Zotu13776								
Zotu5821								
Zotu18376								
Zotu18183								
Zotu16078								
Zotu17827								
Zotu12343								
Zotu8955								
Zotu13559								
Zotu12519								
Zotu9868					1		3	1
Zotu2879	9		1	2	1		1	3
Zotu9305							2	
Zotu16664					2			
Zotu10347								
Zotu17436			1					
Zotu14617				3				
Zotu19515								
Zotu15568					1	1	1	
Zotu20489		2	1					1
Zotu4001	3	2		1	1	4		
Zotu6895				3	2		1	1
Zotu17903	1				2			
Zotu16621		1		1			3	
Zotu8471	1			2			2	1
Zotu15173			3					
Zotu3130		2	1					
Zotu5297				3				
Zotu3650	1			3		3	2	
Zotu4424	2	2	1		9			6
Zotu5461	8		1	2	2			
Zotu17887								
Zotu12438								
Zotu14999	1							
Zotu16482								
Zotu15983				1				
Zotu17798								
Zotu17444		5			1			
Zotu12461						1		
Zotu12515								
Zotu11268								
Zotu18799								2
Zotu11914					2			
Zotu17276		2	2			2		
Zotu15334	18	2	8	10	8	3	1	6
Zotu17062	5	6	2	4	4	9	5	6
Zotu15654	3	1			2	3		2
Zotu17532		2		1		1		2
Zotu18149		1			1		1	
Zotu16453	6	2	3	7	4	3	1	7
Zotu15065	2	7	10	6	3	10	4	1
Zotu17624			4	1	1	2		1
Zotu17598								
Zotu17695								
Zotu19864								1
Zotu17685								
Zotu18169								
Zotu18849								
Zotu14693							1	
Zotu16363					3			
Zotu15892								
Zotu19625	1		2					
Zotu17865	45	68	44	47	39	28	18	43
Zotu15964							1	
Zotu13580						5		
Zotu19723								3
Zotu20423		1	1					
Zotu8995		1			2		2	1
Zotu14361								
Zotu20708								
Zotu20707	2		2			2		
Zotu8883	24	5	13	1		5	2	5
Zotu2946	28	4	22	9	14	17	8	8
Zotu12713	6	8	12		1			1
Zotu15337	17	4	8		10	4	1	4
Zotu10273					1			
Zotu9813	1	5	4	2	2		4	
Zotu11706		1		4	1	1		
Zotu10244	2							
Zotu11968							1	
Zotu13119								
Zotu12717								
Zotu15235								
Zotu10895								
Zotu18240								
Zotu17025					1			
Zotu16432	4	5		2	2	2		
Zotu788	46	29	43	58	28	30	11	17
Zotu6680		7	1		2	2		
Zotu7372	4	5	5	1	3	5	3	4
Zotu20522	1		1			1		
Zotu9643	2					1		1
Zotu6219	15		3	3	1	1	3	2
Zotu8775	5	2	2	1		3		2
Zotu4349	11	5	7	5		3		3
Zotu8380						3		
Zotu9165	1		2			3		
Zotu9458						1		
Zotu11248								
Zotu18168							1	
Zotu979	68	52	77	55	57	37	31	69
Zotu2528	16	11	28	5	40	4	17	12
Zotu7606	4		2	2	7	1		4
Zotu14232		1	2			1	1	
Zotu3913	14	4	2	1	2	1	1	
Zotu4491	3	2	14	1	1	2	2	3
Zotu7808	5							
Zotu10845	1	1		2				
Zotu12947	4							1
Zotu6985	6	2	3		2	2	1	2
Zotu15113	2				1		1	
Zotu18691								
Zotu10765			4		1	3		
Zotu11047								
Zotu14400	4		2	2				4
Zotu4290					7	1		2
Zotu15901	2		1			1		
Zotu3565	12	6	12	6	7	7	6	7
Zotu17746		1	3	1				1
Zotu19706								
Zotu6975		2			1	2	1	
Zotu8505	6	1	3	16	3	1	2	1
Zotu15764	2		3					
Zotu4997					1			1
Zotu12634		2		1	1		2	
Zotu7604	2	1			4		1	3
Zotu14898								
Zotu15788								1
Zotu13465			2		1		2	
Zotu20406						13		
Zotu11010				1		16		2
Zotu16535						2		
Zotu19426								
Zotu3724	4	2	3	7	4	7		
Zotu16499								
Zotu18209		1						
Zotu14052								
Zotu18662								
Zotu7375								1
Zotu18684								
Zotu19314								1
Zotu7272	2				1		2	
Zotu18942				5		1		
Zotu19980					2			
Zotu10185	6		14	3	3	2	7	5
Zotu12555	2	4	17	3	2	1	1	3
Zotu9236	18	15	15	17	15	6	11	18
Zotu9982	12	9	13	18	10	6	10	16
Zotu14478	11	1	13	3	3	4	2	12
Zotu14040	20	15	11	16	15	5	11	25
Zotu20480	6	6	3	1	7	1	1	4
Zotu19269	2		7	3	2	1	4	2
Zotu18429	4	3	2	3	2	1	1	3
Zotu16648	2		5	5	2	2	2	2
Zotu19262								
Zotu8677	3	1	1	2			3	9
Zotu13201		1				2		
Zotu5093	8		9	7	4	7	2	1
Zotu13040	6	1	1	1				1
Zotu7834		4	5				1	4
Zotu3328	50	1	36	15	20	10	6	8
Zotu12530		1		1	2	2		2
Zotu3964	13	4	24	4	14	26	6	20
Zotu12604	1	3	7	1	3			2
Zotu16507	1					1		
Zotu2844	31	3	27	5	21	15	3	9
Zotu9075	5	3	3	9	1	19	1	6
Zotu17339	1							
Zotu8098	5		1		1		2	2
Zotu11892	3	2	3	5		4		10
Zotu20363	2		1					1
Zotu7879	7	1	5	2	5			1
Zotu9182	12	5	3	2	3	1	1	4
Zotu9884	4		10	2		1		2
Zotu13131	1	2					6	3
Zotu19359			1	1		1	1	2
Zotu10189	2	2	6	1	5	1	1	4
Zotu11108		2	3	2	1	2		
Zotu6646	13	3	7	7	2	5	4	2
Zotu7699	3		3		1	1	2	1
Zotu8657	4	1	11	3	2		2	
Zotu8352	8	1	1	1	2			2
Zotu16391	2		1	2				3
Zotu13546	10	4	4	1	2	1	1	4
Zotu8372	3	2	9	3	9		3	6
Zotu11062	2	7	3	5	7	7		2
Zotu13894	12	1	1	1				2
Zotu19470	2				5			1
Zotu5906	36	12	15	3	13	6	19	17
Zotu15888		4	2	3				
Zotu16223	7	6				2		3
Zotu14377	4	5	1	1	2	1		4
Zotu5804	11	4	16	8	5	10	3	3
Zotu12977	3			2		2	2	1
Zotu16191	3	5	1	4	5	1	1	1
Zotu2181	56	21	49	21	45	11	39	14
Zotu8224	8	3	5	3	4	7	2	2
Zotu3347	25	12	24	20	18	2	12	12
Zotu16611	6	3	4	4	3	2	2	4
Zotu13675	1							
Zotu15996								
Zotu5659		1	2					
Zotu8627								
Zotu14092					1			1
Zotu19214								
Zotu5629	1							
Zotu11800	2							
Zotu12613	2		1					
Zotu16062								
Zotu18738								
Zotu11447					2			
Zotu17834			3		3			
Zotu20559								
Zotu6957								
Zotu6107		1						
Zotu18476								
Zotu19000								
Zotu13684					1			
Zotu18912								
Zotu5708								
Zotu12292							1	
Zotu19128								3
Zotu17433		1						
Zotu10658								
Zotu18137								
Zotu9959		1						
Zotu10079	1				1			
Zotu2663	4		3					
Zotu3131								
Zotu20381					1	1		
Zotu20786								
Zotu17966			4	4				1
Zotu12624		2	4			1		
Zotu14701			2	1	2			4
Zotu11218	2	1			3		4	
Zotu15000	2		1	1	1	3		
Zotu17806	1	2	1	2	9	1	2	
Zotu20385								
Zotu12261				1				
Zotu16120								
Zotu13400			1	2				1
Zotu18081				1				
Zotu18924								
Zotu9376			2	1	2			4
Zotu14316								
Zotu9194	3		5		2			1
Zotu6253	7	3		2	4		2	3
Zotu17461	3	1			1		1	
Zotu4931	9	1	8	3	8	10	8	7
Zotu15676				1	1			
Zotu9923	2	3	2			5	4	
Zotu14186	3	1	3	2	1			
Zotu16464			4		4	1		
Zotu16986			3			3		2
Zotu20666	1		3		3			1
Zotu13996			2	1				
Zotu18004			1				1	2
Zotu20204				1		2		
Zotu19132			1	1				
Zotu14263								
Zotu17035								
Zotu2646					1			
Zotu15753			1		1		1	11
Zotu6549			1			1		1
Zotu10425								
Zotu2797			2			1		
Zotu7185					1			
Zotu10758					2			
Zotu18573								
Zotu5036	1	2		2				
Zotu20174								
Zotu16572								
Zotu6201	2	1	1		4		1	3
Zotu5875	1		2	2		2	4	1
Zotu14661		1					2	
Zotu15103							1	
Zotu7765					1			
Zotu8527				2		1		
Zotu15968								
Zotu19522		2	1					
Zotu20082		2						
Zotu18235								
Zotu15912								
Zotu8603								
Zotu2423								
Zotu6293								
Zotu15400								
Zotu1455					1			
Zotu3829								
Zotu9473								
Zotu19772								
Zotu11451								
Zotu3064								
Zotu7221								
Zotu5872						2		
Zotu50		1						
Zotu18598								
Zotu16433								
Zotu17052								
Zotu321								
Zotu1355								
Zotu77					3		1	3
Zotu469	1			1		1	2	1
Zotu18009								
Zotu4298		7	3		2	6	10	1
Zotu18620		2		2				
Zotu12944			1			1	1	
Zotu11624				2	1		2	1
Zotu4628	3	9	5		7	6		4
Zotu19094	2							
Zotu17104						1	1	
Zotu8744		1	2			3	4	
Zotu11620	1		2			2		
Zotu8609					1			2
Zotu8905								
Zotu15619								
Zotu262		2	1		1		1	
Zotu642	1	4						
Zotu1333								
Zotu1926	11	16	12	11	21	16	12	18
Zotu11273								
Zotu18251								
Zotu18436								
Zotu1702								
Zotu1898								
Zotu1347								
Zotu3318								
Zotu544								
Zotu1544								
Zotu6564								
Zotu11193								
Zotu9280								
Zotu4910								
Zotu15680								
Zotu13266								
Zotu16147								
Zotu6088				1			4	
Zotu14397						1		
Zotu16096								
Zotu18791								
Zotu19160								
Zotu18702								
Zotu16340								
Zotu17168								
Zotu20086								
Zotu417		3						3
Zotu2870		1		1	1	2		4
Zotu3099				1	1	4		3
Zotu7819	1						2	
Zotu8584								
Zotu10096								
Zotu16877	2		1	1				
Zotu4609								
Zotu7084								
Zotu1147								
Zotu101		1					1	2
Zotu266								1
Zotu706								1
Zotu718			1					
Zotu3266								
Zotu16598								
Zotu603								
Zotu2461								
Zotu1000					1			
Zotu2285								
Zotu17540								
Zotu14567								
Zotu8868					1			
Zotu5567								
Zotu3160			1					
Zotu926						1	2	
Zotu2737								
Zotu13531								
Zotu177			2					
Zotu10748								
Zotu5273	2		1			1		
Zotu6973		3	2	4	3	1		2
Zotu13004				1				
Zotu4101	5	2	6		2	2	1	1
Zotu8439			2		2	1		1
Zotu2924								
Zotu1080								
Zotu4539								
Zotu66	2			1	1		1	
Zotu99								
Zotu893								
Zotu3431								
Zotu434								
Zotu20179								
Zotu4383								
Zotu3993								
Zotu5691								
Zotu2017								
Zotu1721								
Zotu390			3					
Zotu9799								
Zotu14914								
Zotu18842								
Zotu12182						1		
Zotu16241			2	1			1	4
Zotu15603								
Zotu17374								
Zotu14285								
Zotu8704								
Zotu3941								
Zotu17777								
Zotu15451								
Zotu11832								
Zotu16168								
Zotu4549								
Zotu12402								
Zotu19878								
Zotu12929								
Zotu401								
Zotu9339								
Zotu17238								
Zotu12323								
Zotu17100								
Zotu16789								
Zotu18118			4					
Zotu15757								
Zotu10260								
Zotu17123								
Zotu15727								
Zotu20458								
Zotu17593								
Zotu17987								
Zotu14370						1		2
Zotu14460				1	1	1		1
Zotu16492								
Zotu16994								
Zotu18317								
Zotu19494								
Zotu19260								
Zotu20478								
Zotu15895	15	12	23	21	8	9	16	9
Zotu19022	8	11	14	1	6	7	6	8
Zotu20778	6	6	13	6	8	3	4	4
Zotu13830	11	21	27	12	11	17	8	20
Zotu20724	24	16	71	28	18	18	24	19
Zotu20030					2	1		7
Zotu5912	2		4		7		7	
Zotu14083	2			6			1	
Zotu11823		1	1	10	1			1
Zotu17751	23	42	35	72	125	7	39	59
