ID	hp_f_cd_1	hp_f_cd_2	hp_f_cd_3	hp_f_cd_4	hp_f_cd_5	hp_f_cd_6	hp_f_cd_7	hp_f_cd_8
Zotu19216		2	3		1			
Zotu3442		6	8	1	1	1	17	1
Zotu7747							2	2
Zotu4633					1			
Zotu9337			1		2		2	2
Zotu15765							1	1
Zotu4281	2				2			
Zotu4107			1	2	2	1	1	
Zotu18113								
Zotu18247								
Zotu20375		1				1		
Zotu827	24	8	10	3	11	12	12	14
Zotu1795	12	3	5	3	8	7	1	4
Zotu1359	12	2	5	5	7	4	2	16
Zotu1550	4		1	5	1	1	2	5
Zotu7967	1	1		3		1	11	6
Zotu14446							1	
Zotu10210								
Zotu1320	5	3	2	2	2	3	2	9
Zotu711	26	15	17	13	22	20	13	24
Zotu3526	2		4			2	1	
Zotu11041	7							
Zotu9913	1				2			4
Zotu18127							2	
Zotu9876								
Zotu12362								
Zotu5915		2		1	1		3	
Zotu13057	3	3						
Zotu18909		1						
Zotu11421								
Zotu10331								
Zotu13499								
Zotu5926	1		1				2	1
Zotu11593	1					1		
Zotu256	36	43	26	12	26	31	33	29
Zotu709	17	7	4	6	13	13	18	12
Zotu4674	1					1	2	3
Zotu1067	10	3		3			2	7
Zotu4071	1				1		1	4
Zotu16428								1
Zotu11487								
Zotu16153	2							1
Zotu19824								
Zotu12435								
Zotu18191								
Zotu10162								
Zotu5176								
Zotu4675								
Zotu15221								
Zotu1972	4	4			1	1	2	
Zotu19300								
Zotu5830					2			
Zotu10824								
Zotu7729						3	1	
Zotu11714	1							
Zotu17878					1			
Zotu5083						1		2
Zotu2147	1	3	1	6	5	3		
Zotu19397	1							
Zotu4608							4	1
Zotu9816		2						
Zotu15604								
Zotu10416								
Zotu13709					2			
Zotu2359	1		2	2	7	4		5
Zotu17631		1						
Zotu13773					1			
Zotu17045								
Zotu11372			2	2	3	1		
Zotu4367	1	2		4	3	2	3	
Zotu13878	1					1		
Zotu19768								
Zotu9575		2					3	
Zotu7957							1	2
Zotu4902			4	3		2	5	
Zotu6394				1				
Zotu11439							1	
Zotu14206			1		1		2	1
Zotu16885								
Zotu11163	2	3			1	1	1	1
Zotu15292	1						1	
Zotu6669					3		2	
Zotu6920	1		1	5				
Zotu15573		1						
Zotu5119	3	1	2	1				
Zotu17128			1					3
Zotu17277								
Zotu19448								
Zotu2922	4	1	2			2	2	1
Zotu8022							1	
Zotu9348		4						
Zotu5904			1		4	1		
Zotu15076			1					
Zotu4137							1	
Zotu4825		1						8
Zotu12446					1			
Zotu1739	5	3	4	8	5	4	17	2
Zotu17868						1		1
Zotu6986			1		1	2	1	
Zotu17947				3				
Zotu13717			1			2	3	
Zotu15575							1	
Zotu1660	9	9	5	4	10	5	6	5
Zotu8637	2		1				3	
Zotu6755	1	1					3	
Zotu15741	1							
Zotu12927	1							
Zotu8726								
Zotu8691		5						
Zotu1305	1			4	1	3	2	1
Zotu11208					1			
Zotu17113								
Zotu17225				2				
Zotu10835								
Zotu14222								
Zotu9234							1	
Zotu15538							1	
Zotu17370						1		
Zotu11871								
Zotu17261			1					
Zotu18792	3			2			3	
Zotu707	33	11	12	9	5	14	21	12
Zotu1255	12	10	9	6	6	7	12	4
Zotu1053	5	9	1	5	7	2	1	13
Zotu3165	3	2		2	1			1
Zotu2596							4	1
Zotu3622		2	1	1			2	
Zotu17825	1		2				2	
Zotu12136		3						
Zotu12932								
Zotu16113			1				1	
Zotu6426		1		7				
Zotu3707		2			7		1	3
Zotu9999			2	1				
Zotu19819								
Zotu20792								
Zotu14707								
Zotu8879		1			1			
Zotu14523								
Zotu9621		5					9	
Zotu6655						1	1	1
Zotu9254		1				2		
Zotu20316							1	
Zotu14145						2		
Zotu20348	1							
Zotu5192		1	6		6		4	1
Zotu7355	1		1		3	1		5
Zotu1830	10	9	23	3	12	6	18	9
Zotu10272	3		1					
Zotu17663			1					
Zotu3151	3	1		3	4	1		
Zotu7813					2			
Zotu15431	2							
Zotu1152	1	4	3		6	1	4	3
Zotu18669				1			1	
Zotu10226								
Zotu18858								
Zotu18672								
Zotu233	14	6	16	7	7	11	13	19
Zotu7152								
Zotu18467		1		2		2		4
Zotu14152					1			
Zotu5916				1				
Zotu446	39	49	35	62	32	33	47	45
Zotu13129								
Zotu5752	1	1		3	2	1		3
Zotu999	8	7	11	15	9	10	4	3
Zotu13199								
Zotu18061					1			
Zotu6806	2							
Zotu3129	4	1	1	1		2	5	6
Zotu7341		2	3	6		2		1
Zotu13678	1				1			1
Zotu462	21	14	31	17	22	15	32	27
Zotu815	4	3	9	12	9	12	1	22
Zotu3236	1	1	2	1	2	3	5	
Zotu6933	1			1				1
Zotu2146	10	9	5	7	10	12	13	5
Zotu5960	2		1				5	1
Zotu11246	2							
Zotu4439	6		4	8	5	9	2	10
Zotu14439								
Zotu18030								2
Zotu12586	1	1				1	1	3
Zotu16863								2
Zotu19808								2
Zotu363	41	74	44	38	45	41	50	39
Zotu8285	4	5		5		2	4	1
Zotu5761		1		1		2		
Zotu4873	1		5	2	1	5		10
Zotu7884		1			1	2		
Zotu3662	5	4	3	1		2	2	4
Zotu11068		1			2	1		2
Zotu12715		5						
Zotu15117						1	1	
Zotu6878	4				1	1		1
Zotu9854								
Zotu10431	3	2						
Zotu3230	3			1			1	
Zotu8164								3
Zotu15034								
Zotu19427								
Zotu11179		2				1		2
Zotu10953	5	1				2		
Zotu13988						2		
Zotu19340								
Zotu7241	2	7	6		3	1	5	1
Zotu857	13	14	5	9	11	18	15	27
Zotu2425	4	4	2			2	6	8
Zotu292	63	40	39	48	41	43	53	60
Zotu2329	8	2	1	3	7	6	5	3
Zotu9972	4				1	1	1	1
Zotu445	13	10	13	5	12	1	11	12
Zotu14899								
Zotu18099						3		
Zotu6508		1			5		2	4
Zotu17066				1				
Zotu19055						1	2	3
Zotu12062		1						
Zotu16494								
Zotu10834						1		
Zotu14646							1	1
Zotu3410	3	4	2	2	6	8	4	1
Zotu9279							1	1
Zotu9393			3	1		1	1	4
Zotu5516		1	2		2			
Zotu11610		2		5		1		
Zotu2398	1		5	1	2	3		1
Zotu389	5	9	2	2	3	8	10	20
Zotu5039	4	1			6	1	2	
Zotu12727								
Zotu5802		4						
Zotu15802								
Zotu18952							1	
Zotu19418								
Zotu5200	1					1		
Zotu9010								
Zotu16669								
Zotu12702								
Zotu14739								
Zotu16681					1			
Zotu11721	3	1	4				3	
Zotu14572	2	3					1	1
Zotu4846	1	1	4	1		4	1	4
Zotu5031		2	7	1	1		5	2
Zotu11354		1	1					
Zotu10041					2			
Zotu15331								1
Zotu7551				4				
Zotu10865				3	2	1	1	
Zotu14837		1	2					
Zotu14237								
Zotu10844								
Zotu13263								
Zotu16179		2	1	1				
Zotu3479	2	5	8	14	3	5	5	1
Zotu16607		2	3				1	
Zotu3894	3	2	7	5	3	1	4	
Zotu6460		3	1				1	2
Zotu14340								
Zotu16234								
Zotu17905								
Zotu14265			1				1	
Zotu13446			1					
Zotu13742		1						
Zotu11887							1	
Zotu10729								
Zotu18563					1	2	2	3
Zotu18192			1					
Zotu6795			3			1		2
Zotu5596						2		
Zotu20045				1				
Zotu9547				1	1			
Zotu15172					1			
Zotu20528								
Zotu6554	2	3	5	5	3	1	4	2
Zotu17410								
Zotu11938						1		
Zotu9367	1	3		1	3	4	4	2
Zotu6972	1	1	2		9	1	5	3
Zotu16136								
Zotu2215								
Zotu2932		1			1			
Zotu6729						1		
Zotu624	5	4	1		5	2	6	4
Zotu4016		4	4	1	3	7	10	4
Zotu4651	2	3	5		4		4	5
Zotu3850					5			1
Zotu4883		2	2				3	1
Zotu5055				1				1
Zotu9312					1			
Zotu4534								
Zotu8230	2		2					7
Zotu3616	6	1	3	3		6	3	
Zotu4471	1		2	1				
Zotu13142	1		2				1	
Zotu2080	4	2	5	8	2	2	6	1
Zotu1977	6	2	40	14	6	4		9
Zotu7482	1				1	2	1	
Zotu7547					1	2		
Zotu5715	5	3	3	2	6	1	4	2
Zotu3589	3	2	1	1	4	1	11	4
Zotu9282	1			1		1	1	
Zotu6700	5			3				
Zotu7433		2	5	1	3			2
Zotu5131		2	2	1	4	5	3	1
Zotu260	66	47	40	59	34	55	34	27
Zotu780	20	8	17	10	15	2	11	3
Zotu14780	2		3				1	
Zotu15338								
Zotu15472		3	1	1				
Zotu818	21	14	11	13	21	18	11	15
Zotu1990	14	4	4	8	6	5	5	3
Zotu1510	10	11	24	17	11	7	13	13
Zotu8088		2	9		1		1	1
Zotu16793	2				2			
Zotu11589		1	1				1	
Zotu20192						1		2
Zotu2982	6	3	8	3	11	3	3	4
Zotu7074			1				2	3
Zotu19293					2		2	1
Zotu1507	4	1	8	12	8	2	7	7
Zotu15565					1			1
Zotu18345				1				
Zotu14774						2	4	
Zotu5304				2	1	2	2	
Zotu6917		1	2	2				
Zotu12862							2	
Zotu6934					1			
Zotu8802								1
Zotu4402		4		1		5	1	2
Zotu14645	1	4	2	1	1	3	2	1
Zotu11440	4		1		2		3	2
Zotu2065	6	3	6	7	3	4	7	8
Zotu13881								
Zotu2664							1	
Zotu16252		2					2	2
Zotu7198			1		1			1
Zotu14288		1						
Zotu20737								
Zotu4233	3	1	1				2	1
Zotu19153								
Zotu5277	1	2		2		2		
Zotu11489						1		
Zotu9511								
Zotu3019								
Zotu3005								
Zotu8851								
Zotu14848								
Zotu7179								
Zotu18454								
Zotu16518								
Zotu20347								
Zotu3985			1	1				
Zotu13408								
Zotu3338							1	
Zotu8769								
Zotu9653							1	
Zotu2703								
Zotu4421					2			
Zotu9917								
Zotu12372								
Zotu14336								
Zotu9371								
Zotu18752				1		2		
Zotu11213								
Zotu12790								
Zotu5927								
Zotu19394								
Zotu12592								
Zotu7139					1			
Zotu20272	1							
Zotu4394								
Zotu4423								
Zotu18518								
Zotu5328								
Zotu725		5		3				1
Zotu688								
Zotu227		5	4	2		4	4	3
Zotu3827								
Zotu13349								
Zotu1386	8	2	2	1		2	1	2
Zotu2446		7	1	3		9	2	
Zotu12503								
Zotu2943	6	7	4		1	6	2	1
Zotu5270	2		1		1		1	
Zotu7119	2	1						
Zotu6964								
Zotu7252								
Zotu6837								
Zotu16133								
Zotu11729								
Zotu17386								
Zotu11258								
Zotu19233								
Zotu2985								
Zotu20227								
Zotu11496		1						1
Zotu6409								
Zotu10717								
Zotu14715		1						
Zotu12260								
Zotu12035								
Zotu12024								
Zotu12558								
Zotu5181		18	2			2	1	
Zotu17087								
Zotu6648						1	1	
Zotu5909				1				
Zotu1187						3	1	
Zotu5099						2		
Zotu4988					2	1		
Zotu12320								
Zotu20178								
Zotu166	22	25	26	16	31	29	42	17
Zotu258	14	23	16	17	22	18	27	15
Zotu18310								
Zotu11737								
Zotu13233							1	
Zotu19321			3					3
Zotu3204	2				1			
Zotu4618			2			3		
Zotu894	2	5	13	5	4	9	6	7
Zotu19938							2	
Zotu2503	2		3				1	2
Zotu8398			1		1			
Zotu19771	1				1			
Zotu4691	3	4	2			5		3
Zotu8156								
Zotu11521								1
Zotu14564								
Zotu109	53	42	40	52	33	33	21	33
Zotu809	2	10	4	9	2	2		3
Zotu5214		1	2	1				1
Zotu1207		2	5	2	5	4	3	4
Zotu2112	2		1	5		1	3	10
Zotu15926		1		2				1
Zotu1798		9	6	3	4	2	8	14
Zotu415	21	17	30	26	20	27	19	11
Zotu245	10	17	23	18	10	14	3	11
Zotu2556					2		1	2
Zotu1257	5		4	4	6	2	2	1
Zotu14440			4	1	5	4	4	1
Zotu17420					3			
Zotu4303			1			1		2
Zotu9943							3	
Zotu8546				3				
Zotu15101								
Zotu10077								
Zotu14658						1		
Zotu3585								
Zotu9594								
Zotu19551	1							
Zotu13990								
Zotu16760								
Zotu2742						1	2	2
Zotu13926								
Zotu1051	14	12	6		6	5	1	
Zotu4575	1	1					1	
Zotu11994								
Zotu787		8	8		3	2	1	
Zotu19278								
Zotu5000	1	1				3	2	2
Zotu15586			1					
Zotu11251								
Zotu15307								
Zotu4977						2		
Zotu8912				2			1	
Zotu10908								
Zotu14600								
Zotu8420								
Zotu7544								
Zotu4429						1		
Zotu5302								
Zotu3240								
Zotu7479								
Zotu1632								
Zotu8184								
Zotu12580								
Zotu8457		2						
Zotu17955								
Zotu20062								5
Zotu5460								
Zotu15998	2							
Zotu16769								
Zotu17553								
Zotu17581					1			
Zotu8714								
Zotu6106								
Zotu16610		1						
Zotu8914								
Zotu228	54	73	62	32	63	50	66	55
Zotu832	29	25	23	10	11	22	8	18
Zotu994	11	8	5	4	11	18	19	17
Zotu14182		2						
Zotu616	7	2	4	11	2	12	6	5
Zotu1245	1	1	2	1	4	1	7	6
Zotu3321			1	1				
Zotu2644								
Zotu16032								
Zotu20182								
Zotu9394								
Zotu14623		4						
Zotu14344				1				
Zotu20222								
Zotu4984						10		1
Zotu10215								2
Zotu9873								
Zotu18616				1				
Zotu6602								
Zotu3663								
Zotu4417							2	
Zotu9950			1					
Zotu10683								
Zotu14131								
Zotu19544								
Zotu10538								
Zotu18803								4
Zotu13993								
Zotu12025								
Zotu10432								
Zotu8562	2							2
Zotu13344								
Zotu2633						2		
Zotu18606								
Zotu6413								
Zotu11539					2			4
Zotu12229					3	1		
Zotu18805								
Zotu8168	5	2	5		3			2
Zotu11490	4	1		2		1		
Zotu14688	1		1					
Zotu15020	1			1				3
Zotu17286					1	3		1
Zotu17744								
Zotu14244		9			1		1	1
Zotu14802	4	1		1			1	
Zotu16770			2		3	1		1
Zotu11754	2	2	1					1
Zotu20473								
Zotu4597	3	3					5	4
Zotu13924					1			1
Zotu19925								
Zotu9038	5		1	5	4			5
Zotu19318								
Zotu8325	1				1			2
Zotu3527				1	1	8		5
Zotu3955					4	1		2
Zotu14801								
Zotu15682								
Zotu14990								
Zotu16820								
Zotu18637								
Zotu19856								
Zotu18205			3					
Zotu11441	1				2			
Zotu15903								
Zotu12180								
Zotu17428				1				
Zotu4381								
Zotu12756								
Zotu14839								
Zotu16856								
Zotu20296								
Zotu14761		2						
Zotu20358								
Zotu5474								
Zotu5843					1		2	1
Zotu16861								
Zotu10307								
Zotu17284								
Zotu3800	1							
Zotu1765	2	1		2		18		
Zotu1535		2				2		
Zotu14867		1						
Zotu14686								
Zotu16265								
Zotu18248			3					
Zotu18463								
Zotu722	1	3		1	5	7		4
Zotu13611			1					
Zotu1303	5	15	16	11	7	6	13	13
Zotu9098			1		1	2	2	1
Zotu774	11	32	10	3	10	17	17	9
Zotu6411								
Zotu2019	1	5			2	2	4	2
Zotu5206	1	2	3		3		1	
Zotu9812		1						
Zotu501	6	27	24	9	47	13	58	32
Zotu7602	1	5	1				1	
Zotu14796		1						
Zotu1291	1	8	1	1	2	1	1	5
Zotu690	7	10	4	5	5	5	12	3
Zotu1906	2	5	4	3	7	1	4	4
Zotu2438	1	2	5	4		2	1	3
Zotu238	25	42	27	21	26	25	62	29
Zotu357	28	46	25	25	20	19	35	22
Zotu16127								
Zotu20448								
Zotu6990								
Zotu18072	2							1
Zotu2536			1		4	29		4
Zotu2197					1	1		
Zotu1986			2	2		4		2
Zotu4710		1				1		
Zotu1213	3	6				41		1
Zotu998						3	1	
Zotu2601		5						
Zotu6529								
Zotu825	4	9	1	18		1	2	4
Zotu19453								
Zotu13137								
Zotu18901								
Zotu7168								
Zotu11286								
Zotu19822								
Zotu7403								
Zotu18515								
Zotu3956						6		
Zotu19951				2				
Zotu10880	1		1				1	
Zotu20726			1					
Zotu6317								
Zotu12092								
Zotu15672								
Zotu8555		2			1			
Zotu5616		1	2			4	4	
Zotu18010			1		1			
Zotu11540								
Zotu12365								
Zotu7080								
Zotu6358								
Zotu11546								
Zotu13639								
Zotu3510				2				
Zotu5506								
Zotu18755								
Zotu9938								
Zotu11144			6					
Zotu10892			1		1			
Zotu13839								
Zotu11102								
Zotu5112								
Zotu536								
Zotu5844								
Zotu3109								
Zotu3101	2							
Zotu16002								
Zotu10797								
Zotu10767								
Zotu7507	1							
Zotu7059								
Zotu7840								
Zotu7815								
Zotu1844			2					
Zotu11173		4				1		2
Zotu20195								
Zotu511								
Zotu2172								
Zotu4957						2		
Zotu19583								
Zotu5634								
Zotu10377								
Zotu4155								
Zotu905								
Zotu10178								
Zotu15148								
Zotu19023								
Zotu12378								
Zotu15807			2					
Zotu606		1						
Zotu4180								
Zotu4848								
Zotu12832								
Zotu20445								
Zotu6128								
Zotu14996								
Zotu7707								
Zotu12989								
Zotu20304								
Zotu16660		1						
Zotu13969								
Zotu3083	1		2	3	5	2	3	2
Zotu7350			1					
Zotu3076		1	3	2	2			1
Zotu3932	1	1						
Zotu4031	1					2	1	1
Zotu17415								
Zotu619	6	22	8	12	11	11	8	9
Zotu7369								
Zotu2711	4	2		2	1	1	3	3
Zotu4616					1	4	1	
Zotu2190	8	1	1	1		6	1	5
Zotu18877		1	1					
Zotu15524								1
Zotu7264		2					3	1
Zotu11358								
Zotu17640								1
Zotu126	100	101	99	91	98	53	133	77
Zotu8354	1				2		7	
Zotu2037	2	5	5	2	4	3	6	
Zotu12881								
Zotu3057		2	1	1			4	1
Zotu17541								
Zotu3077		1	4		2	4	2	
Zotu11211	2	1			2		3	2
Zotu4407	2	1			2	1	3	1
Zotu4730	4	3	3		1		1	
Zotu4304								
Zotu12889								
Zotu20649	1	1				1		
Zotu19033					1		1	
Zotu19755	1	1	3		3		2	
Zotu18914				3				1
Zotu20538		4			1		1	
Zotu19602	2			1		1	2	
Zotu18624		3	3		1			
Zotu15658			1				1	
Zotu18937								
Zotu6540		1	3					
Zotu11807		1						
Zotu17871								
Zotu11375						1	1	
Zotu16148								
Zotu13074	1		1				1	2
Zotu13425								
Zotu7802								
Zotu7804								
Zotu10089								
Zotu2269			2			2	4	2
Zotu8673								
Zotu2401						1		
Zotu2871	1						2	
Zotu3748			1	1	1			
Zotu20433								
Zotu19379								
Zotu10634		1						
Zotu7770								
Zotu14497								
Zotu16347	1							
Zotu4693						1	2	1
Zotu1571	4	1	3			7	2	4
Zotu2405			4	2	3	3	3	
Zotu7830							1	
Zotu6753								
Zotu8443		1	3				1	3
Zotu17431								
Zotu7539			1	2		2	1	1
Zotu14734								
Zotu14438		1		5			1	
Zotu13325								
Zotu7943					2	2	1	1
Zotu17085								
Zotu17305		1	2					
Zotu7169		7	3		4	1	1	1
Zotu5572	2		1		1	2	2	1
Zotu8969		1		1	3	1	1	
Zotu9555	1	1	1	1	2		2	
Zotu12201				4				
Zotu11640	2	2					2	
Zotu19597	1							
Zotu17668								
Zotu8403	2					2		
Zotu13096			2					
Zotu17857			1	4				
Zotu9752					1		1	1
Zotu17779								
Zotu11565							1	
Zotu17302								
Zotu14502		1			2		1	
Zotu8978						2		
Zotu14334				1			2	
Zotu4795					1			1
Zotu4512	3	2	1		1	2		
Zotu10087		3	2		1		1	
Zotu9549	1				2	1		1
Zotu5343	2		6		1	1	4	5
Zotu9947		1	3		2			1
Zotu17442								
Zotu2141	2	4	7	5	5	2	3	3
Zotu13763							1	
Zotu5633		1	1		2	1	4	
Zotu8032				3			3	1
Zotu10182			1	1	1			
Zotu11364				3			1	
Zotu4577						2	1	
Zotu16491								
Zotu2162	1	14	10		5	7	9	2
Zotu16131								
Zotu4969			2	1	6	1	5	
Zotu5959				1	1		1	
Zotu13295		1				2		
Zotu18948		1	1	1			4	
Zotu12843		2			4	2		
Zotu19834							3	1
Zotu11626		1	3		1			
Zotu17918			1					
Zotu6066	1	3	2		3	3	2	1
Zotu8149			1	1	2	2		1
Zotu6962	1		1			2		
Zotu14248	2				1			
Zotu15560		1					5	1
Zotu5949		3		2	3			1
Zotu14213	1				2	1	2	
Zotu14667		2	2			1		2
Zotu12926	1		2	1				1
Zotu17311								
Zotu9841	1	1	1			1		
Zotu10568				1				
Zotu4011		3	2		2		5	
Zotu17377			2	2				2
Zotu4253		12	11	5	1	4	14	
Zotu4224		1	1	2	2	3	6	3
Zotu14036							1	3
Zotu9819						1	2	
Zotu20672						1		2
Zotu12038		3		3			1	1
Zotu14357		1	1				1	
Zotu15200				1			1	
Zotu13051			1	1	1			1
Zotu15885				2				
Zotu13102			1					
Zotu14080							1	
Zotu16883		2			1			
Zotu8917		2						
Zotu14198								
Zotu12032				3				
Zotu12426				2		1		1
Zotu2260		4	3	1	6	4	3	2
Zotu3004	2		7	6				2
Zotu10290			1	1	1		1	1
Zotu14254		4	2			1	1	2
Zotu20591							1	
Zotu6316		1		3	2			
Zotu17572	1							
Zotu15171						2	2	
Zotu8845								
Zotu19154				1				
Zotu8121			1					
Zotu3332			2	1	2			
Zotu4562	2					1		
Zotu14442								
Zotu11123					1			
Zotu20255		2	2		1	1		1
Zotu12982								
Zotu5088		3	3	2	1	2		
Zotu19954								
Zotu2091	3	8	6	3	1	1	6	1
Zotu7522					1	1		
Zotu7455							2	
Zotu6257		1						1
Zotu12829								1
Zotu8608								
Zotu6314	1							
Zotu3282		1	1	1		1	1	
Zotu13387			2					
Zotu14202						1		
Zotu16291	1				1			3
Zotu13028								
Zotu10320		1						
Zotu10580			2					
Zotu16679							1	
Zotu1841	6	2	1	1		4	2	1
Zotu12595								
Zotu19498		1	1					
Zotu8612		2			4	3	9	
Zotu18902		2		2		1		
Zotu12029		1						1
Zotu10250							2	
Zotu18220								
Zotu12758			2				1	3
Zotu11405			2			2		
Zotu12918								
Zotu9645							3	
Zotu12643								
Zotu15363								
Zotu7390	2		2	2				2
Zotu11665				1				
Zotu10406	1	4	3			1		
Zotu191	52	72	77	99	71	47	104	58
Zotu18049	1	1					3	
Zotu3866	4	9	8	2	9		5	5
Zotu7640	1	1			1		2	
Zotu10143				3	1		2	1
Zotu1440	21	8	6	12	23	10	4	16
Zotu13766		1	3					4
Zotu11050	1							1
Zotu17021					1		1	
Zotu847	8	5	9	4	5	4	13	5
Zotu4040	1	1	4	2		1	1	
Zotu3178	4		1	1		2	5	
Zotu15112	1					2		
Zotu2082		3	1	1		3		
Zotu8155								
Zotu6347								
Zotu15653								
Zotu9898								
Zotu4856			1					1
Zotu5228	2		1					
Zotu2012	2		3	3	1	2	3	6
Zotu6173								
Zotu4067	3			3	6	1	3	1
Zotu9508	3						1	
Zotu13750							2	
Zotu16536								
Zotu14730			1		2			
Zotu1468	8	2	8	3	7	1	3	2
Zotu4967	2				3	3		5
Zotu335	26	18	16	20	17	34	19	21
Zotu11370								
Zotu468	14	15	6	14	18	23	16	19
Zotu4707				1				
Zotu6955								
Zotu11006								
Zotu16716								1
Zotu2841	2	2	2		3			
Zotu9606						1		
Zotu11209								
Zotu9737								
Zotu14300								
Zotu13148								
Zotu4965		1	1				1	
Zotu3560	1	1		3	1	2		1
Zotu15659								
Zotu9714								
Zotu10906								
Zotu876	11	22	8	4	10	5	3	3
Zotu14641		1				1		
Zotu8458	1						1	3
Zotu15715								
Zotu4438			1	3				
Zotu10045		1		2		2		
Zotu17558								
Zotu19143				1	1			
Zotu3861	3	1	2	1	1	1	1	1
Zotu14530						1		1
Zotu11634	2						4	
Zotu7112	2				3		3	
Zotu9328						1		
Zotu12096							1	
Zotu8300							1	
Zotu7564					3		1	
Zotu16912								
Zotu10935					2			
Zotu8464						1	1	
Zotu3436		1			7		3	
Zotu15411								5
Zotu1108	3	7	3	3	9	4	9	2
Zotu10967								
Zotu12990	1		1					4
Zotu14833								
Zotu11767						1		
Zotu20279								
Zotu3208	3	1	1		1		3	
Zotu14012			1					2
Zotu11858								
Zotu13897				2				
Zotu14974								
Zotu3470	1	4	1	4		2	1	1
Zotu19441	1							
Zotu3357	2	6		1	2	5	3	2
Zotu16608								
Zotu10426	3		2					1
Zotu15596								
Zotu16704								
Zotu7820	1	1						
Zotu9776		2		4	2	2		1
Zotu16462								
Zotu12999	2							
Zotu13760		1						
Zotu2614	2	3		1			2	
Zotu11060								1
Zotu520	6	1	9	8	12	5	7	6
Zotu19825							1	
Zotu16012								
Zotu17266								
Zotu15735		1						
Zotu10179		1						
Zotu10193								1
Zotu20322								
Zotu16361					1			
Zotu16437								
Zotu14993								
Zotu5768	2			4	3		2	
Zotu11835								
Zotu13743								
Zotu5455				1				
Zotu20028					1			
Zotu12548				3				
Zotu6526		3						
Zotu2038	7	6	5	2	3	6	5	3
Zotu10663								
Zotu3460	3	2		1			2	
Zotu4422		1	1			4	1	
Zotu3158	1		1		1	2		
Zotu11063			2					
Zotu749	11	20	10	19	10	6	19	9
Zotu6470	1							2
Zotu8377				3	1		2	3
Zotu16058	2		1				1	4
Zotu13664								
Zotu5100								3
Zotu10310								
Zotu16689						1		
Zotu11691								
Zotu3759	2			3	1	2	1	2
Zotu2450		4		1		3	2	
Zotu20072								
Zotu8992	2							
Zotu20754					3			
Zotu7109								
Zotu8685								
Zotu2532		2			4	2	4	2
Zotu11682								
Zotu15046	1					1		
Zotu2561	8	9	3	4		4	5	2
Zotu7176								
Zotu13634								
Zotu12827								
Zotu19123								
Zotu17275	1	1					1	
Zotu11681			2		4			
Zotu17310	3							
Zotu13660		1						
Zotu2550	3	3						
Zotu9262								
Zotu3459				2	3			
Zotu7693		2	2					
Zotu6652		1	2	3				2
Zotu3423		1	1	1	1	1	1	1
Zotu1996	2		1	2			2	2
Zotu7789								
Zotu10861		3						
Zotu17686								
Zotu1212	1	1	2	2	1	3	1	8
Zotu3471					1		1	
Zotu9122					1	1	3	1
Zotu16746								
Zotu3698								
Zotu8804		2	1		2		5	1
Zotu10355	1			3			1	
Zotu12240				3				
Zotu1607	4	7	11	8	8	3	10	3
Zotu11413								1
Zotu1968	3	9	10		3	3	8	2
Zotu17441	1	1	2		1			
Zotu13356						1		
Zotu10555								
Zotu3702	1	4	1	1	2		4	
Zotu7689	1							
Zotu9821				2			1	
Zotu11277	1					3		
Zotu3704	3	1			2	1	2	1
Zotu3305	2			1		1	3	4
Zotu18488								
Zotu12239								
Zotu3438	2	3	1			3	2	2
Zotu15634								
Zotu13956						1		
Zotu17908								
Zotu14744							1	
Zotu8312							1	
Zotu11367						1		
Zotu15012								
Zotu859	22	12	21	9	22	12	23	16
Zotu5489	1	3	1	1	5	4		1
Zotu5066	1	1	3	1	2		1	3
Zotu7768		1					2	
Zotu14611			3	1			2	2
Zotu11889			1			2		
Zotu16061								
Zotu14038								3
Zotu6624								
Zotu402	4	5	1	2	4	5	13	1
Zotu20640								
Zotu6034								
Zotu19456								
Zotu12565								
Zotu4923								
Zotu9198								
Zotu13359								
Zotu19428								
Zotu6225								
Zotu16370								
Zotu6578							2	
Zotu20697								
Zotu12789								2
Zotu4769		2						1
Zotu7782					5			5
Zotu14312								
Zotu330	41	26	8	25	23	33	27	57
Zotu2234	9	9		2	4		2	4
Zotu5842	1	2	1			4	2	1
Zotu3030	3	2		2	1	4	1	6
Zotu14604								
Zotu17309								
Zotu12569						2	1	
Zotu10473							1	
Zotu16349								
Zotu10712	1							1
Zotu5937		2			2		2	1
Zotu9579							1	
Zotu3276	2		2		1	2	1	1
Zotu15883								
Zotu12649	2							
Zotu10514								
Zotu13688								
Zotu9127						1	1	1
Zotu14923							1	
Zotu14321	2		5					
Zotu1924	7	1	2		1		3	1
Zotu8869					1			2
Zotu10931							2	
Zotu18891		1						
Zotu6197								
Zotu1859	4	1		1	4	3	5	3
Zotu2016	2	4	1	3	5	6	9	4
Zotu1984	2	3	3	5	4	2	2	2
Zotu5384	2			1		1	4	1
Zotu16088					1			1
Zotu7290		1		1			1	
Zotu16126								2
Zotu20660								
Zotu1435		1					1	1
Zotu229	2	9		8	6	6	5	11
Zotu509	5	5	2			3	7	5
Zotu1376		1			1			3
Zotu803	1	4	3					4
Zotu271	17	5	4	8	8	11	19	9
Zotu3856								4
Zotu945							1	2
Zotu1808							5	
Zotu5050								
Zotu2774								
Zotu8926								
Zotu10678								2
Zotu12344								
Zotu8903								
Zotu12272								
Zotu1785		1					1	1
Zotu6177		4						
