ID	Phylum	Class	Order	Family	Genus	Species
Zotu8732	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu19019	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu660	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu2743	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	uncultured Rhizobiales bacterium
Zotu12508	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu13468	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu15022	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu9047	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu14638	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu13090	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu16961	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu16957	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu6379	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu14854	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu1339	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu13019	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu18198	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu1167	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Caulobacterales bacterium
Zotu2726	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu4286	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Caulobacterales bacterium
Zotu9256	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu3037	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA
Zotu8901	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu4690	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu1459	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu13020	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Bradyrhizobiaceae bacterium
Zotu14673	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu18869	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu5195	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu20373	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	alpha proteobacterium KC-IT-W1
Zotu1777	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu1418	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu9167	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu243	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu14972	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu8628	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu9626	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu13112	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu3089	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu20287	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu10160	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu3877	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Caulobacterales bacterium
Zotu934	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Caulobacterales bacterium
Zotu100	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Caulobacterales bacterium
Zotu250	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured Caulobacterales bacterium
Zotu4187	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu2513	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu5529	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu8269	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu1582	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu6193	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu6020	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu10704	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu1415	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu14700	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	uncultured proteobacterium
Zotu13925	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu17981	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA
Zotu10422	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu17961	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu10413	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	uncultured soil bacterium
Zotu14746	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu12100	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu9120	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu18596	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Zotu7052	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu5217	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu15218	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Paenibacillus sp. 27-9
Zotu5870	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	NA
Zotu11630	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu11995	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu12013	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu351	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu1837	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu17250	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu4662	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
Zotu3352	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu4596	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu15187	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Paenibacillus sp. 27-9
Zotu8007	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu4393	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Zotu1137	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu8436	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu1698	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu5369	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu4725	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp. Po15d
Zotu13577	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp. Po15d
Zotu1494	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu265	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu679	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu11077	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu1825	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu6235	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu8034	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu3720	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu5968	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu8117	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu9615	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu14467	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu5113	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu15936	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu20825	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
Zotu652	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu7558	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp. Emb19
Zotu20642	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp. Emb19
Zotu2363	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia epidermidihirudinis
Zotu16217	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp. Root436
Zotu3403	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu3793	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu11245	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
Zotu12636	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	Kaistia geumhonensis
Zotu16705	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Ancalomicrobium	uncultured bacterium
Zotu17596	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu15440	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu13838	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu19086	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu9772	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu136	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu547	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu26	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu17432	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu14546	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu20816	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu17094	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu4857	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu4919	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured	Rhizobiaceae bacterium XC0140
Zotu2087	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu3903	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu13437	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu986	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured	Rhizobiaceae bacterium XC0140
Zotu442	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	proteobacterium K22
Zotu15302	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu6146	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu9196	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu12	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	NA
Zotu22	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	NA
Zotu427	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1005	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu716	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ciceribacter	Ambiguous_taxa
Zotu19109	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu6453	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu13788	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu3312	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu1116	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu8389	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu970	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu5515	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu20521	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu19396	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu20645	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu7	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu18424	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu8358	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu856	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1563	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu2325	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu647	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu3490	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu1244	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu62	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu2657	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu6501	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu16501	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu583	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu3562	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1705	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1509	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1646	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu4486	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu10344	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu20627	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu3137	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu15096	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
Zotu1883	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu10164	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu694	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1971	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu16177	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu5972	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu5376	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu15362	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu8298	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu5798	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu19353	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu8402	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu3780	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu7963	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1210	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu5579	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1691	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu293	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu15422	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1275	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu3684	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu6089	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu1122	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	metagenome
Zotu7183	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu9467	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	NA
Zotu7745	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu14657	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu6405	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu18998	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu2620	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu2688	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu15199	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aliihoeflea	NA
Zotu5063	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu5223	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu16320	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu6463	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu7294	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu5626	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu133	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu81	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
Zotu1360	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu8279	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
Zotu7645	Proteobacteria	Alphaproteobacteria	uncultured	bacterium enrichment culture clone Anammox_49	NA	NA
Zotu16054	Proteobacteria	Alphaproteobacteria	uncultured	bacterium enrichment culture clone Anammox_49	NA	NA
Zotu5076	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA
Zotu6582	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA
Zotu19534	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA
Zotu8331	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA
Zotu12328	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA
Zotu19966	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
Zotu8484	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu19774	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	Rhodomicrobium sp. VV90
Zotu9243	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	bacterium CB03
Zotu9589	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. W1-1B
Zotu9810	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. W1-1B
Zotu16378	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. W1-1B
Zotu15950	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. W1-1B
Zotu13610	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. W1-1B
Zotu18138	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu19015	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
Zotu18148	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu19127	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu4105	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
Zotu13806	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu10702	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
Zotu283	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Pedomicrobium sp.
Zotu4248	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu1980	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu1269	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu4197	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
Zotu20340	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	bacterium CB03
Zotu19334	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
