ID	Phylum	Class	Order	Family	Genus	Species
Zotu14674	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA
Zotu692	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA
Zotu5801	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium DA052	NA	NA
Zotu3346	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA
Zotu20285	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured eubacterium WD2123	NA	NA
Zotu7942	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured eubacterium WD2123	NA	NA
Zotu20262	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured eubacterium WD2123	NA	NA
Zotu717	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Acidobacteriaceae bacterium	NA	NA
Zotu3804	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Acidobacteriaceae bacterium	NA	NA
Zotu15038	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured bacterium KF/GS-JG36-31	NA	NA
Zotu20106	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	uncultured	uncultured actinobacterium
Zotu20679	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	uncultured	uncultured actinobacterium
Zotu2435	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Holophaga sp.	NA	NA
Zotu2640	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Holophaga sp.	NA	NA
Zotu5250	Acidobacteria	Acidobacteriia	Subgroup 2	uncultured Holophaga sp.	NA	NA
Zotu6254	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA
Zotu8109	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA
Zotu904	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu17435	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu7222	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA	NA
Zotu16385	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu8641	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu11204	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu19465	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu4348	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome	NA	NA
Zotu20437	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu11028	Planctomycetes	Phycisphaerae	mle1-8	NA	NA	NA
Zotu12692	Planctomycetes	Phycisphaerae	mle1-8	NA	NA	NA
Zotu4181	Acidobacteria	Subgroup 15	uncultured bacterium 246	NA	NA	NA
Zotu6122	Acidobacteria	Subgroup 15	uncultured bacterium 246	NA	NA	NA
Zotu10894	Acidobacteria	NA	NA	NA	NA	NA
Zotu9794	Acidobacteria	Subgroup 15	uncultured bacterium 246	NA	NA	NA
Zotu12916	Acidobacteria	NA	NA	NA	NA	NA
Zotu7972	Acidobacteria	Subgroup 15	uncultured deep-sea bacterium	NA	NA	NA
Zotu13658	Acidobacteria	Subgroup 15	uncultured deep-sea bacterium	NA	NA	NA
Zotu18293	Acidobacteria	Subgroup 15	uncultured deep-sea bacterium	NA	NA	NA
Zotu6312	Acidobacteria	Subgroup 15	uncultured proteobacterium	NA	NA	NA
Zotu3574	Acidobacteria	Subgroup 15	uncultured proteobacterium	NA	NA	NA
Zotu4572	Acidobacteria	Subgroup 15	uncultured proteobacterium	NA	NA	NA
Zotu2559	Acidobacteria	Subgroup 15	uncultured proteobacterium	NA	NA	NA
Zotu2303	Acidobacteria	Subgroup 15	uncultured proteobacterium	NA	NA	NA
Zotu17216	Acidobacteria	Subgroup 15	uncultured proteobacterium	NA	NA	NA
Zotu198	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu301	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu1334	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Acidobacteriales bacterium
Zotu3145	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Acidobacteriales bacterium
Zotu494	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu6042	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Acidobacteriales bacterium
Zotu11888	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu846	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu8552	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu7631	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured Holophaga sp.	NA
Zotu6043	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu8773	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured Holophaga sp.	NA
Zotu10973	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured Holophaga sp.	NA
Zotu1039	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu6635	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu17287	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu12000	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu18647	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu14048	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu9335	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu19165	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu6264	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu8026	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu15252	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	NA
Zotu5657	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu2775	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu8934	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu8594	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu16407	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu17099	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu2723	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu9764	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu7111	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu17856	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu4100	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu12988	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu73	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu3746	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu3556	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu8991	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu1097	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu13799	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu20388	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu14325	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu16312	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu9649	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu2507	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu1087	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu17969	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu16294	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu14259	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu20624	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu9795	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu2948	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu167	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu5260	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu740	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu831	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu455	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu9670	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu199	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu70	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu17449	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu18776	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu475	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu19389	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu19969	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu237	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu2001	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu4479	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu4696	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu7875	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu7939	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu14127	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu17179	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	metagenome	NA
Zotu9374	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu4853	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin7529	NA
Zotu3303	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu19549	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu6445	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu1569	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu6495	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured Acidobacteriaceae bacterium	NA	NA
Zotu12300	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured Acidobacteriaceae bacterium	NA	NA
Zotu20585	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured Acidobacteriaceae bacterium	NA	NA
Zotu12823	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu6065	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu3006	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu15623	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu464	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu1382	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu10673	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu4824	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu10325	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured bacterium	NA	NA
Zotu11929	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu10158	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu18879	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu20614	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu2455	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu8614	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu9325	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu14456	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu251	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu19137	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu13523	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu11183	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu17254	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu4243	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu11324	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu12211	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu7291	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu19183	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu63	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu3462	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu429	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu460	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu1772	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu4905	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu902	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu171	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu5743	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu7908	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu14050	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu8962	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu6306	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu9266	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu3828	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu3668	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu1709	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu5488	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu4106	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu11931	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu134	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu1026	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu333	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu8855	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu17681	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu5846	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu7589	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu12270	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured Granulicella sp.
Zotu9157	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu1988	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu5106	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu3965	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	NA
Zotu11059	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	NA
Zotu1589	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	NA
Zotu2929	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	NA
Zotu6368	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	bacterium Ellin5056
Zotu8721	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	NA
Zotu2275	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	NA
Zotu5868	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	NA
Zotu16762	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	bacterium enrichment culture clone auto193_4W
Zotu17023	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	bacterium enrichment culture clone auto193_4W
Zotu13210	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	NA
Zotu6947	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	NA
Zotu20276	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	NA
Zotu232	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu16261	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu14652	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu9205	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu12054	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
Zotu1393	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu3414	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu13554	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu3177	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu8977	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu18524	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu5430	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured proteobacterium	NA
Zotu5658	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu19962	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu938	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu10220	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu895	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu3227	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu2997	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu1930	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu3464	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu17535	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured Acidobacteriales bacterium	NA
Zotu157	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu755	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured delta proteobacterium	NA
Zotu15261	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu4024	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu4810	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu7037	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu7417	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	bacterium Ellin6527	NA
Zotu8201	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu3534	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu1572	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu8344	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu10630	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu19766	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu1987	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu10468	Acidobacteria	NA	NA	NA	NA	NA
Zotu20655	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu7956	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu16897	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu11983	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu11534	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu8080	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu20154	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu12514	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu14073	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu11710	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu4791	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu4308	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu10444	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu4058	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu2326	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu4714	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	Acidobacteria bacterium LWQ13	NA
Zotu3374	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu18425	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu17439	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu6515	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu10747	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA	NA
Zotu3512	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu12677	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu13197	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu5218	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu6341	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu8392	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu10885	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
Zotu16459	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA	NA
