ID	bs_f_1	bs_f_2	bs_f_3	bs_f_4	bs_f_5	bs_f_6	bs_f_7	bs_f_8
Zotu3635								
Zotu16231								
Zotu12224								
Zotu2998								
Zotu4347								
Zotu13757								
Zotu4785								
Zotu13679								
Zotu11207								
Zotu13558								
Zotu18953								
Zotu3591	3						3	
Zotu16987								
Zotu10699								
Zotu19294								
Zotu17032								
Zotu7470								
Zotu12183								
Zotu10183								
Zotu2039			1					
Zotu1414								
Zotu3763	1	1						
Zotu12842								
Zotu14811								
Zotu9270								
Zotu6028								
Zotu12606								
Zotu13769								
Zotu3617								
Zotu8487		1						
Zotu7784								
Zotu14659								
Zotu12879								
Zotu164		2						
Zotu1041								
Zotu7174								
Zotu9057								
Zotu9187								
Zotu3950								
Zotu15766								
Zotu1982	1		53	35				
Zotu8079			1	2				
Zotu7852		1	6	2			1	
Zotu6510								
Zotu15181								
Zotu20096								
Zotu11233								
Zotu10695								
Zotu8286								
Zotu10274								
Zotu12538								
Zotu16138								
Zotu1983						1		
Zotu2308								
Zotu1537								
Zotu2031								
Zotu12991								
Zotu14776								
Zotu10384								
Zotu12242								
Zotu15618								
Zotu13986								
Zotu16073								
Zotu18478								
Zotu10754								
Zotu13858								
Zotu9026								
Zotu17002								
Zotu7214								
Zotu12310								
Zotu10457								
Zotu12217								
Zotu13515								
Zotu18502								
Zotu18334								
Zotu15528								
Zotu2859								
Zotu11380								
Zotu3073								
Zotu5165								
Zotu13087								
Zotu5167								
Zotu9411								
Zotu428	1			2	1			
Zotu9834								
Zotu7657								
Zotu368								
Zotu1313								
Zotu10983								
Zotu2145								
Zotu5946			1					
Zotu5950								
Zotu9148								
Zotu11958								
Zotu21					1			
Zotu10943								
Zotu17114								
Zotu1			1	2	1	1		
Zotu9528								
Zotu16443								
Zotu20017								
Zotu6226								
Zotu163								
Zotu14393								
Zotu16801								
Zotu19655								
Zotu7534								
Zotu14882								
Zotu2074								
Zotu5274								
Zotu2960								
Zotu5499								
Zotu6841								
Zotu9690								
Zotu5054								
Zotu6788								
Zotu8072								
Zotu8258								
Zotu19716								
Zotu2713								
Zotu5196								
Zotu10247								
Zotu16488								
Zotu16267								
Zotu15522								
Zotu19698								
Zotu17814								
Zotu14221								
Zotu15486								
Zotu17028								
Zotu17840								
Zotu5079								
Zotu5605								
Zotu8809								
Zotu17220				1				
Zotu18335								
Zotu19978								
Zotu20149								
Zotu18697								
Zotu18521								
Zotu2788								
Zotu8009								
Zotu17900								
Zotu15142								
Zotu16504					1			
Zotu17000								
Zotu20779								
Zotu11722								
Zotu1964								
Zotu3196					1			
Zotu3152								
Zotu6282								
Zotu4063		1		1				
Zotu20586								
Zotu7625	1							1
Zotu20161	1				1			
Zotu7409					3			1
Zotu18608								
Zotu4451			1		2		3	
Zotu7541								
Zotu2347	1				1			
Zotu663					1			
Zotu2249	1				1			
Zotu515	1				2			
Zotu15231								
Zotu11606	1							
Zotu340								
Zotu17831								
Zotu7384	1				1			2
Zotu12808	1							
Zotu18701								
Zotu18768								
Zotu5584								
Zotu9115								
Zotu19451								
Zotu9228								
Zotu5971								
Zotu14713	1							
Zotu3252								
Zotu3114								1
Zotu6531				1				
Zotu10266								
Zotu4188					2			
Zotu1111					1			
Zotu4992								
Zotu17999								
Zotu18241								
Zotu9637								
Zotu9936								
Zotu9431								
Zotu3523		2	3	4	2		2	
Zotu4168							1	
Zotu1774								
Zotu11772								
Zotu14850								
Zotu18387								
Zotu17689								
Zotu7230								
Zotu15				1				
Zotu16979		1						
Zotu20271								
Zotu47								
Zotu5753								
Zotu2727				1				
Zotu79	1			2				4
Zotu851			1	2		1	2	66
Zotu4399								
Zotu8697								
Zotu989							18	
Zotu8400								
Zotu10283								
Zotu971								
Zotu750		1		19			24	2
Zotu40	3	2		7			71	
Zotu282								
Zotu132	1	8	1			5		2
Zotu365	1	4				3		
Zotu387								
Zotu436							1	
Zotu144								
Zotu14511								
Zotu255								
Zotu4219								
Zotu3285								
Zotu9624								
Zotu912								
Zotu12117								
Zotu17723								
Zotu9003			1					
Zotu2366								
Zotu19001								
Zotu220	3		1			4	5	
Zotu6592	1	3	1	2			1	
Zotu6638	1							
Zotu3656								
Zotu16457								3
Zotu20054								
Zotu16665								
Zotu9948	1	1				2	1	2
Zotu2142			2	6		5		
Zotu8297								
Zotu20042		1						
Zotu10455								
Zotu7932		4		1		1		2
Zotu18270								1
Zotu15323	1		1				1	2
Zotu8237							1	
Zotu18642								
Zotu12084					1			
Zotu7591		2				1		
Zotu7502	4	3		1				
Zotu18857				1				3
Zotu10029								
Zotu20587								
Zotu18057								
Zotu6627	1			1		1	4	
Zotu15360								
Zotu17376				1				
Zotu11036		1	1		1		2	1
Zotu11904								
Zotu12915								
Zotu7399							1	
Zotu11831	1							
Zotu11281								
Zotu6612	3					3	1	
Zotu15098		1						
Zotu14528								
Zotu3572		1	2			1	1	1
Zotu4917								
Zotu12883								
Zotu3309	1	1					2	
Zotu4133	1	8	1	1	3	1	5	2
Zotu6781	1					1	1	
Zotu3016	1	4	1	4	6	3	2	3
Zotu9175								
Zotu13485	1							
Zotu1035	10	5	3		26	8	2	
Zotu2735	5	3	1				4	3
Zotu17177							2	
Zotu14770	1		2					
Zotu2533	3	2	5	3	14	2	1	4
Zotu1397	6	3	9	8	7	5	17	3
Zotu16880								2
Zotu17265			2	1		1		
Zotu2632								
Zotu9008						1	3	
Zotu6959			1	2	2			1
Zotu11510						1	1	
Zotu9415							2	
Zotu19320								1
Zotu12210							1	1
Zotu1519	6	4	8	2	6	8	8	7
Zotu1166	3	4	10	5	10	7	7	6
Zotu5559					1			3
Zotu1570	3	9	10	7	4	2	3	4
Zotu14396								
Zotu11438	1						1	
Zotu1511	14	1	2		8	3		1
Zotu4208	4	3			1			
Zotu13012								
Zotu10714	2			1	1			
Zotu4504	1				2			
Zotu11129				1	1			
Zotu10039		1						
Zotu6484		1						
Zotu14455					1			
Zotu3476	3	1		1	3	1	1	2
Zotu19136	1							
Zotu7337						1		
Zotu19513								
Zotu2293	7		3	4	4	4	3	3
Zotu2333	3	1	10	3	5	9	7	10
Zotu18390								
Zotu16552					3			
Zotu16935								
Zotu2456	2	2	1				2	1
Zotu18172								
Zotu1600		1	1				1	
Zotu4362	1		2		2	1	3	2
Zotu6545	1					1		
Zotu15543	1							
Zotu6035	4		1					
Zotu15530			2					
Zotu9345								
Zotu451	58	65	35	44	33	19	15	18
Zotu420	67	70	47	62	48	30	10	13
Zotu1114	19	9	7	6	14	6	2	6
Zotu4782	3	4	3	2	3		1	1
Zotu15648		1						
Zotu7083			2		2			
Zotu14593		1		1	1			
Zotu15594						2		
Zotu1529	6	6	7	10	9	5		8
Zotu10576				1		1		
Zotu6874		1	3			3		
Zotu1574	1		1		1	2	2	
Zotu7865	1				1			
Zotu7481			1					
Zotu15954								
Zotu18870			1			1		
Zotu639	9	8	13	16	19	11	25	22
Zotu3667		3	1	4	6	2	1	5
Zotu16066								
Zotu2111	3		11		1	3		7
Zotu2949	1			3	2		1	
Zotu12742					2	1		
Zotu6681						1		
Zotu9498					2			
Zotu16070							2	
Zotu14269			1		1			1
Zotu9773			2				4	
Zotu9904			3			1		
Zotu6853	1							
Zotu16075			1					
Zotu2061	2	5	3	4	6	1	2	6
Zotu2995					1			
Zotu8186								
Zotu6799	1		2			3		
Zotu3485		1			1	1	2	2
Zotu14927			1		2			
Zotu4496	1		2	1	3		3	
Zotu6731								
Zotu7639		1						1
Zotu5329		1	2	2	2	2	3	1
Zotu8339					1	1	3	1
Zotu11336		1						
Zotu10018	1	2	1	6	2		1	
Zotu2993	1	5	6	1	4		3	4
Zotu3719	1	3	4		6	1	3	1
Zotu17571	1	1					1	2
Zotu11645								
Zotu9183	1					1	6	1
Zotu14545								
Zotu3452	1	4	3	1	1	2	1	3
Zotu9372	1		1	1	1			2
Zotu8846	1	1			1		1	2
Zotu4431	3	2	2	2	1	2	3	
Zotu14639	1	1			1		1	
Zotu162	23	52	22	38	61	44	68	65
Zotu555	6	18	7	7	14	13	15	12
Zotu13849				2				
Zotu20767								
Zotu3169	2	3	2		2	5	8	6
Zotu836	4	11	8	6	4	4	7	14
Zotu13351								
Zotu12439								
Zotu4322		2	2	1	1		2	
Zotu6339		3	1		1		3	
Zotu13887						2		1
Zotu550	4	8	10	14	14	2	10	13
Zotu20446								
Zotu2413		3	1	2	5	2	8	6
Zotu6594	1		3	2	1	1	2	
Zotu20769								1
Zotu4552		1		4	1			1
Zotu4680		1			2	5		1
Zotu9803							1	
Zotu6381					2	1		2
Zotu16815								
Zotu8796	1	1		1		2	1	
Zotu2459		2	6	1	4		4	1
Zotu15733						1		
Zotu1036	1	8	13	3	6	9	9	5
Zotu2567		4	2	1	2	1	8	
Zotu13912								
Zotu15414	2						1	
Zotu7892	2	1				1		2
Zotu9445						1	1	2
Zotu7962		1			1	1	2	2
Zotu13413								
Zotu4182	2	1	1		6	1	2	2
Zotu2351	2		3					1
Zotu11280		1						
Zotu19385								
Zotu10012	1			1	1			1
Zotu19050					1		3	
Zotu15072								
Zotu15078								
Zotu17949						1		
Zotu18725				2				
Zotu8123								
Zotu734	24	11	10	4	11	8	10	9
Zotu3823	4	2						
Zotu2623	1				1			
Zotu12683			1			1	1	
Zotu4870						3		1
Zotu6956		3			2	1	1	2
Zotu12290								
Zotu5837	1	1	1				1	
Zotu12236				1				
Zotu20783								
Zotu13136		1	1				2	
Zotu11259	2							1
Zotu7662								
Zotu19828			1					
Zotu17884								1
Zotu18301						1		
Zotu4738	1	2	1		7	1	2	
Zotu18946								
Zotu15243								
Zotu14209				1				2
Zotu1498		4	6	8	3	8	8	6
Zotu6374			1	2	1		1	1
Zotu19255							1	
Zotu8516			1	1			1	3
Zotu12301					1			
Zotu18157				2			1	
Zotu12049						1	2	
Zotu6462			2				2	2
Zotu7862				1		2		2
Zotu9315							1	
Zotu1331	5	5	5	3	5	4	7	4
Zotu5825				2		1		
Zotu12914		1	1			2		
Zotu5240	1		1					1
Zotu1522	1	5	4	4	4	5		5
Zotu1500	2	1	4	3		3	3	
Zotu4650		1			2	4	1	2
Zotu4915								
Zotu2035	1	1	5	1	4	4	9	9
Zotu9432				2				
Zotu4569	1	1	2		2		4	3
Zotu8188	2		1		1	3	2	
Zotu6044				1	2			1
Zotu314	21	24	20	23	19	30	16	35
Zotu543	3	2	18	32	21	4	12	14
Zotu1168	3	4	11	5	4	5	7	4
Zotu17713								
Zotu1239	3	4	6	9	5		1	1
Zotu5098	1		3		1		1	
Zotu10126			1			1	1	1
Zotu1391	5	7	1	1	1	7	9	6
Zotu3182	1	2	1	1	5	4	2	4
Zotu6822	2		1		2	1	6	
Zotu12526				2	1	1		1
Zotu15024				1		2	1	
Zotu3836				3	2	2	1	1
Zotu514	2	6	11	1	22	11	5	11
Zotu438	6	10	21	10	13	15	29	24
Zotu5625						3	3	
Zotu1609	1	3	8	8	9	7	4	2
Zotu3345	3	1	7	4	4	2	6	2
Zotu10421					1		1	1
Zotu1908	1	1	2	8	15	8	8	4
Zotu15944								
Zotu3712				2		3	1	2
Zotu1629	2	2	7	8	2	6	11	6
Zotu10181				1	1			
Zotu20804		1						
Zotu2971		2	1	7	2	1	5	1
Zotu13536								
Zotu2534	2	3	8	9	9	9	2	1
Zotu1047	3	2	9	8	14	7	3	5
Zotu3536	5	1	1	2	3	1	1	6
Zotu2128	1	5	3	2	4	2	8	3
Zotu2422		2	3	4	6	4	5	6
Zotu6843					1		1	
Zotu8709								1
Zotu7758			1					
Zotu8669			1			1		1
Zotu12666					1			
Zotu7708						2		
Zotu12392								
Zotu8251	2		2			1		
Zotu11386								
Zotu14526		1		2			2	
Zotu7194		2		2	1			2
Zotu11169								
Zotu1828	3	6	7	10	5	6	7	15
Zotu11276								2
Zotu9576					1			
Zotu11678						2		
Zotu15551					3		1	
Zotu7752								3
Zotu14725					1		2	
Zotu5242	1	2	1	2	3	3	2	1
Zotu6141	1			3	2	5		
Zotu14220	1				2			
Zotu984	7	7	4	6	7	7	10	8
Zotu6816	1	3		4	2	1	1	4
Zotu14599								
Zotu10117							1	
Zotu4269			2	2	1	2		1
Zotu19767								
Zotu2834	3	1	2	3			5	1
Zotu6481	1	3		1	1	1	1	1
Zotu13490			1					
Zotu9112			1					2
Zotu11808				2				1
Zotu1878	3	3	8	7	2	7	4	5
Zotu2766	1	2		1	1	3	5	4
Zotu3117	2		4		4	2		1
Zotu4278	2			1	2			4
Zotu1353	6	4	3	7	7	6	7	14
Zotu8547			1			1	1	
Zotu10958				1				
Zotu13440				1				
Zotu840	5	7	15	16	12	19	15	12
Zotu4403		1	1	5	1	4	7	4
Zotu3074	1	3	2	3	2	5	3	2
Zotu4273		1					5	2
Zotu2964	4	5	3	5	4	6	14	8
Zotu946	4	8	8	13	10	19	25	14
Zotu3703		1	2	1	3	1	4	5
Zotu5301	1	1	2				8	1
Zotu11575						3		
Zotu1165	3	2	4	3	6	2		2
Zotu6558			2		3	2	1	
Zotu8059		1			1		1	
Zotu6446	1			1		2	1	
Zotu19388						1		
Zotu15763							1	
Zotu4849								
Zotu20815								
Zotu2728	3	1	3	1	2	2	3	5
Zotu20678								
Zotu186	24	33	29	41	56	48	60	64
Zotu10727					1	1	1	
Zotu15582								1
Zotu17770								
Zotu18096								
Zotu1449	9	10	12	9	4	7	4	4
Zotu3688								1
Zotu4998		2	2				1	
Zotu4021	3	1	3	3	1	3	1	1
Zotu13848			1					
Zotu3543	1	2	3	1		2	5	2
Zotu19205					1			
Zotu5664		2		1		1	1	2
Zotu18353						1	1	1
Zotu14489				2				
Zotu502	10	18	26	32	11	25	20	30
Zotu8683	1	1		1				
Zotu13159			1			1		
Zotu17975								
Zotu2415	1		1	2	2	2	2	5
Zotu14627	1					1		
Zotu2912	2	6		1	2	1	1	3
Zotu5202		2				1		
Zotu15685						2	1	2
Zotu1264	3	10	10	7	3	11	2	8
Zotu3907	4			2		3	2	3
Zotu1790	2	6	6	2	2	4	4	7
Zotu6666			1	3		4		
Zotu14280				3			2	1
Zotu7456	1	3	1	2	1	1	1	1
Zotu917	16	11	7	13	9	8	4	5
Zotu4436	5	1	5			2	1	
Zotu6032			2	3	1			1
Zotu9220				1	1		2	
Zotu9437			1				1	2
Zotu4842		5	3	3				3
Zotu3522	3	3	5	4	10		1	
Zotu2468	3	6	7	2	2	2	9	3
Zotu2671	3	3	2	4	3	3	8	8
Zotu3147	2	5	2	3	3	2	5	2
Zotu10206		2				1	1	2
Zotu5680								
Zotu5887			1	4	1	1	3	2
Zotu15674								1
Zotu2277	3	4	6	5	2	8	8	5
Zotu5173	1	2	2	8				3
Zotu16869		1						
Zotu13316		1	1	1		2		3
Zotu5060			3	2	1			1
Zotu2290	1	9	6	12	2	4	2	5
Zotu12138	1		3					1
Zotu9396	2		3				2	1
Zotu9848			1			1		1
Zotu5920		2	3	2	1	1	1	2
Zotu8864			1				3	
Zotu13307		1	4			1		
Zotu16566		2						
Zotu3691	2	4	9	5	4	3	2	2
Zotu8749								1
Zotu14287		1	1				1	
Zotu1182	3	4	3	2	5	7	10	11
Zotu3914	1	2		5		1	1	1
Zotu13765								
Zotu3958	2	8	10	3	1	3	4	2
Zotu487	25	14	33	31	24	26	31	23
Zotu20479				1				
Zotu9199						2		1
Zotu2143		11	11	10	9	13	8	4
Zotu10074	1		1	2		1		
Zotu10329		1						4
Zotu13379	1							
Zotu9477						1	2	1
Zotu10757	1		2					
Zotu12235		1		2				2
Zotu20832			2	2				
Zotu17138								
Zotu10573			4	1	1	1	1	
Zotu2816	4	4	3	7	5	4	4	5
Zotu3939	3	1	2	1	1	1	1	1
Zotu3742						1		
Zotu5148								
Zotu14674		1		2				
Zotu692	7	9	12	7	3	7	7	4
Zotu5801								
Zotu3346	1	1	1	2		2	1	3
Zotu20285								
Zotu7942					1		1	
Zotu20262			1					2
Zotu717	6	9	15	6	17	14	15	7
Zotu3804		2	3	1	2	4	2	1
Zotu15038								
Zotu20106								
Zotu20679				1				
Zotu2435	5	4	8	2	2	3	6	5
Zotu2640	1							
Zotu5250				2		1	2	
Zotu6254					1	1	1	2
Zotu8109			1			2		3
Zotu904		4	5	6	13	9	14	17
Zotu17435		1						
Zotu7222	2			1		1		1
Zotu16385					1			
Zotu8641						1		
Zotu11204					2			
Zotu19465								1
Zotu4348	4	2	3	1	1	1	6	
Zotu20437								
Zotu11028		1	1					
Zotu12692							1	
Zotu4181		1		1	1	1	3	3
Zotu6122			1				1	1
Zotu10894			1	1		1		
Zotu9794			1	1			1	
Zotu12916					1			
Zotu7972								
Zotu13658								2
Zotu18293					2			
Zotu6312	3	4	1	1		3	1	2
Zotu3574		1	2		1	5	1	2
Zotu4572	1	3	6	3	1			
Zotu2559	1	3	4	7	3	1	6	3
Zotu2303				2	4	2	6	4
Zotu17216								
Zotu198	47	46	83	130	34	55	20	28
Zotu301	38	48	44	37	37	38	19	40
Zotu1334	5	4	13	5	12	1		2
Zotu3145	5	3	3	1	8	2		4
Zotu494	36	28	64	41	26	28	15	17
Zotu6042								3
Zotu11888	2	4	14	7	9	8	1	2
Zotu846	4	8	14	24	17	9	28	18
Zotu8552		2						
Zotu7631	1				1	2		
Zotu6043	1	3	3		1		3	
Zotu8773			1			1	2	
Zotu10973								
Zotu1039	5	4	2	6	9	5	10	9
Zotu6635		1	1		4	2		
Zotu17287								
Zotu12000					1		1	3
Zotu18647								1
Zotu14048		1						
Zotu9335								1
Zotu19165					1			
Zotu6264	1	2	6					
Zotu8026			3		1	1		
Zotu15252					1			
Zotu5657			2	1	1			
Zotu2775	3	3	3	3	2	2	1	4
Zotu8934		2			1			
Zotu8594			1				1	2
Zotu16407				2				
Zotu17099			1	1	3			
Zotu2723	1	2	3	2	2	3	1	
Zotu9764			1					
Zotu7111			1			4		4
Zotu17856								
Zotu4100		2	1	5	5	1		2
Zotu12988					2			1
Zotu73	64	68	107	94	78	78	56	47
Zotu3746	2			3	1	3	2	1
Zotu3556	1	3	8	6	6	3	3	1
Zotu8991	2	3	3	4	4		2	3
Zotu1097	4	6	17	7	9	8	8	6
Zotu13799				2				
Zotu20388								
Zotu14325								
Zotu16312						1		
Zotu9649	2	1	1					
Zotu2507		1	12	4	4	7	1	10
Zotu1087	5	2	13	15	19	8	6	10
Zotu17969				1				
Zotu16294		1		2	1	1		
Zotu14259				2			3	
Zotu20624								
Zotu9795		1			1			
Zotu2948	2	1	2	5	3	2		
Zotu167	27	38	73	82	99	60	75	80
Zotu5260								
Zotu740	11	13	25	22	27	15	16	11
Zotu831	6	8	9	18	16	13	11	8
Zotu455	10	18	28	21	20	20	11	15
Zotu9670	1	1	1			3		1
Zotu199	32	68	76	37	78	51	40	28
Zotu70	104	217	222	187	243	112	78	93
Zotu17449		11	6	6	8	4	5	2
Zotu18776		1		1			1	
Zotu475	12	23	24	46	30	29	26	26
Zotu19389								
Zotu19969			1		1			
Zotu237	9	23	30	48	32	25	31	41
Zotu2001		2	6	1		3	6	9
Zotu4479			1	4				4
Zotu4696	1	1		3		2	2	
Zotu7875			1	1		1	2	1
Zotu7939						3		
Zotu14127		1				1	3	1
Zotu17179			1		1		1	
Zotu9374								1
Zotu4853		8	5	1	1	2		1
Zotu3303	4	3	1	2	1		3	
Zotu19549					1		1	
Zotu6445					2		2	
Zotu1569	2	1	2	1	8		3	2
Zotu6495			1		2	1		
Zotu12300		3	1					
Zotu20585		1		1			1	
Zotu12823	2			4	1			1
Zotu6065	2	1	1		5	2		
Zotu3006	4	3	1	7	5	3	5	4
Zotu15623								1
Zotu464	19	40	34	40	37	12	4	4
Zotu1382	6	8	7	5	9	1	2	
Zotu10673	2							
Zotu4824	1			1		2	1	
Zotu10325			1			1		
Zotu11929								
Zotu10158			1					
Zotu18879								
Zotu20614								
Zotu2455	1			1		1		
Zotu8614							1	
Zotu9325								
Zotu14456	1							
Zotu251	30	37	60	53	30	21	6	7
Zotu19137	1							1
Zotu13523						1	1	
Zotu11183		1	1			1		
Zotu17254								
Zotu4243	1			5		3	1	9
Zotu11324	1					1		
Zotu12211		1	1	4	1	1		
Zotu7291		4	4	1	3	1		2
Zotu19183				1				
Zotu63	82	75	185	204	115	117	74	85
Zotu3462	1	3		4			5	6
Zotu429	52	55	93	49	40	35	10	7
Zotu460	37	40	59	49	49	33	8	9
Zotu1772	5	7	16	10	9	13	4	4
Zotu4905	2		1	1		3		
Zotu902	8	5	6	18	13	5	8	17
Zotu171	48	74	71	93	96	64	19	27
Zotu5743		2	1	1	1	2		1
Zotu7908	1	1	2		2			
Zotu14050	8	1		1				
Zotu8962	2			1				
Zotu6306					2			
Zotu9266		1	1	2				
Zotu3828	10	6	16	15	14	2	5	5
Zotu3668		1		1	5	4		
Zotu1709	6	5	7	13	4	14	4	7
Zotu5488				1			1	2
Zotu4106	3	4	4	7	8	6	1	4
Zotu11931			1					
Zotu134	96	127	166	165	202	85	48	45
Zotu1026	6	10	10	22	12	6	6	7
Zotu333	60	66	78	52	103	44	25	26
Zotu8855	4	2	4	5	4	1	2	1
Zotu17681								
Zotu5846	5	2		1	1	1		
Zotu7589	2	1	3	1	1	2		
Zotu12270	1							
Zotu9157	2				2		1	
Zotu1988	1	7	7	13	7	5	6	4
Zotu5106				2			3	2
Zotu3965								
Zotu11059								
Zotu1589								
Zotu2929								
Zotu6368		1	1					
Zotu8721								
Zotu2275							1	
Zotu5868								
Zotu16762								
Zotu17023					2			
Zotu13210								
Zotu6947				3				1
Zotu20276								
Zotu232	8	25	28	24	29	11	11	15
Zotu16261								
Zotu14652				1	2		2	
Zotu9205	3		3		1		4	1
Zotu12054								2
Zotu1393	6	4	7	2	4	10	12	4
Zotu3414	3	1	1	6	4	3	1	6
Zotu13554				1				1
Zotu3177	1	2	2	4	3	2	5	6
Zotu8977					1	4		
Zotu18524								
Zotu5430		1		2	5			1
Zotu5658		2		1	1		1	3
Zotu19962	2							
Zotu938	7	10	16	7	16	5	2	4
Zotu10220			1		1		1	
Zotu895	1	9	8	9	16	16	2	11
Zotu3227	2	1	3			4		5
Zotu2997	2		4	1	6	1	4	7
Zotu1930	5	7	7	4	2	2		1
Zotu3464	1	3	6	2	4	4		
Zotu17535	1					4		
Zotu157	68	59	60	18	85	36	36	23
Zotu755	10	13	16	2	12	6	6	4
Zotu15261		1		2		1		
Zotu4024	3	2	3	1	4	1	1	1
Zotu4810	2	3	3	3	2	1		
Zotu7037					3		1	1
Zotu7417			1	5	1	1	1	
Zotu8201		3		3	1			2
Zotu3534	3	4	3	5	3	2	1	2
Zotu1572	14	4	4	10	4	4	2	2
Zotu8344	2	3			1		4	
Zotu10630					1	1		
Zotu19766					1			
Zotu1987	10	5	9	8	10	6	4	4
Zotu10468		1		3		1		
Zotu20655	2							
Zotu7956	1	2	1		3	2		
Zotu16897		1		1				
Zotu11983				1		1		
Zotu11534					1		1	
Zotu8080		1	1					
Zotu20154								
Zotu12514			2					
Zotu14073		2			1			
Zotu11710			1	1		5	1	2
Zotu4791	4	2	1			3		
Zotu4308	1	5	5	1	2	3	1	1
Zotu10444								
Zotu4058	4	1	2	2	3	2		
Zotu2326	1	2	5	4	1	4	4	7
Zotu4714	1	5	2					1
Zotu3374	1	4	5	5	1	8	5	4
Zotu18425								1
Zotu17439	1							
Zotu6515			1			2		2
Zotu10747				1				
Zotu3512	3		7		1	8	1	1
Zotu12677						1	1	
Zotu13197				1				2
Zotu5218	1		3	3			1	1
Zotu6341		2	5	1	2			1
Zotu8392			2	1	2	1		
Zotu10885	1						2	2
Zotu16459					1			
Zotu6674			2		1	1	4	
Zotu2810		2	4	1	3			5
Zotu4911	1	1	1	5	2		1	
Zotu6082			2				5	1
Zotu5267			1	3		2		1
Zotu8774			1		2	2	1	
Zotu8866			1		1	1	1	
Zotu20032				1		1	1	1
Zotu10708	1		1		1			3
Zotu822	3	4	13	28	19	23	7	7
Zotu376	24	18	35	45	26	12	12	24
Zotu1254	7	1	10	12	10	17	7	5
Zotu5716	1		2	2		2	3	2
Zotu11291	1		1					
Zotu1745	2	3	11	2	6	4	12	5
Zotu7205		1			1		1	2
Zotu662	24	28	38	30	34	21	14	10
Zotu17800								
Zotu19014			1	1				
Zotu19138	7	5	2	7	2	2		5
Zotu16847	6	22	15	27	20	22	10	9
Zotu80	86	107	124	141	108	86	77	75
Zotu178	14	26	13	15	16	19	12	12
Zotu2384	1	3	2	1	3		2	1
Zotu1664	6	4	4		11	4	1	5
Zotu19622					1			
Zotu9338			2				2	
Zotu8892		3		1				
Zotu17762		2						
Zotu14689		4		2				
Zotu9984	1							
Zotu1643	5	4	2		10	1		3
Zotu1661							2	
Zotu2123								
Zotu7031								
Zotu10451		4	1			1		
Zotu6756	16	2	3	1	6	5	3	5
Zotu116	80	15	13	18	53	22	12	42
Zotu870	6	3	1	2	3	1	2	4
Zotu572	3		4	2	3		1	1
Zotu54	113	172	144	220	125	95	80	82
Zotu239	14	18	25	36	20	22	27	19
Zotu466	2	2	1	3	1	2	2	4
Zotu2772	1					1		2
Zotu8760			1					
Zotu8433				1				
Zotu4478	3		1	2		1	1	1
Zotu5096								
Zotu2103	1				1			1
Zotu566	2	1	3		5		1	1
Zotu1304	1						1	
Zotu646	3	1	2	4	7	2	2	4
Zotu11166							1	1
Zotu9851	3							
Zotu19782		3	1					
Zotu4808	3			2	1	1	1	2
Zotu7873					1		2	1
Zotu858	2	4	4	3	3	5	5	2
Zotu1590	6	1	7	5	3		1	4
Zotu479	7	12	50	24	26	15	28	24
Zotu1889	2	3	2	1		1	6	3
Zotu7846		1				1		
Zotu36	85	75	180	103	82	88	109	167
Zotu127	23	29	88	48	40	20	62	39
Zotu8916	4	7	7	13	9	3	8	6
Zotu2076	4	4	12	3	6	4	4	8
Zotu14642	6	6	4	14	6	6	10	4
Zotu15774							1	1
Zotu5311	1	3	2	3	5			1
Zotu5169				1	4			1
Zotu14304		1						2
Zotu6212					1			1
Zotu6950	4	3	9	7	4	3	3	3
Zotu765	9	23	26	22	23	11	20	14
Zotu56	42	43	68	90	61	35	46	36
Zotu12520							1	
Zotu10031	2	1		1	1	1		
Zotu5487		2	2	2	2		1	3
Zotu6184	4					1		
Zotu11506	1				2		2	
Zotu8816	1			5				1
Zotu549	7	4	3	4	25	12	7	11
Zotu2191	1	10	2	1	4	5	3	3
Zotu9443					2	2		
Zotu10841								
Zotu139	48	106	57	70	43	39	29	22
Zotu212	39	39	54	70	53	22	21	27
Zotu817	10	7	9	3	12	8	1	3
Zotu1299	9	3	8	3	4	2	4	4
Zotu6063					1	1		
Zotu9826	20	7			1			
Zotu16132								
Zotu407	10	11	13	4	28	2	1	12
Zotu1434		1		2				
Zotu9944				4				
Zotu2003						1		
Zotu397	1	2	1		5	2	1	7
Zotu5622	1					3		
