ID	hps_ck_1	hps_ck_2	hps_ck_3	hps_ck_4	hps_ck_5	hps_ck_6	hps_ck_7	hps_ck_8
Zotu13139	1							
Zotu2013	5	12	6	6	1	19	5	8
Zotu8412	2	2				5		
Zotu13426		1						1
Zotu5118								
Zotu17863								
Zotu9929								
Zotu1484		1				1	1	
Zotu14424								
Zotu747	2		1	2	3	4	3	6
Zotu1722	2	1				1		
Zotu5204								
Zotu15779								
Zotu5360								
Zotu947						6	1	2
Zotu3816	1							3
Zotu3615	1					2		2
Zotu4625					1			1
Zotu3183								
Zotu20260								
Zotu18419								
Zotu17243								
Zotu507								
Zotu8328								
Zotu2196								
Zotu3421	3	2	1	3		7	1	1
Zotu4457	1	5		2		1	1	
Zotu4792					1	3		
Zotu7296								
Zotu9478								
Zotu179								
Zotu297								
Zotu424								
Zotu1011				2		1		2
Zotu2378								
Zotu5975	1			2			1	
Zotu11408						2		1
Zotu17503								
Zotu19527								1
Zotu1250	2	2	2	5	1	3	2	8
Zotu675	9	7	14	32	23	15	12	23
Zotu3210		7	1	4	7	3	5	5
Zotu7988								
Zotu11292					1			
Zotu540	22	23	5	18	12	30	19	21
Zotu790	18	11	8	10	23	11	15	20
Zotu2755	2	1		2		1	1	2
Zotu4216	10	1		2		4	1	1
Zotu400	17	13	8	12	9	23	14	16
Zotu24	113	115	79	126	84	169	52	198
Zotu1892						1		
Zotu18820								
Zotu7145								
Zotu19813				2				
Zotu10688								1
Zotu2693								
Zotu3824								
Zotu4718								
Zotu17677			1					
Zotu8654								
Zotu16245				7				1
Zotu12366	1			1	1	2		2
Zotu2653	1	1		6	3		2	4
Zotu3778	3	1	2	2	1		1	2
Zotu3348		3			1			
Zotu2535	1	1	1	3	7	4	2	7
Zotu3811		3		2	1	4	1	6
Zotu15688	1							
Zotu14444								
Zotu2566	2	2	1	1		2	2	4
Zotu1132	4	1	2		3	3		6
Zotu7979	6	3	6	11	6	2		8
Zotu3646	1	2		2	2			2
Zotu16135	1		1		3		1	
Zotu7542								
Zotu19093								
Zotu17313								
Zotu5446								
Zotu13313								
Zotu15919								
Zotu8048								
Zotu12983								
Zotu6260								
Zotu13586								
Zotu19435								
Zotu15205								
Zotu5786								1
Zotu5159					1	1		
Zotu7243			1					
Zotu9283								1
Zotu6069	1			3		2	2	
Zotu13466	2	2				1		
Zotu16465				1	2			
Zotu11158				1	1	2		
Zotu568								
Zotu9054								
Zotu15611								
Zotu15377					1			
Zotu17295								
Zotu648								
Zotu18468								
Zotu3710								
Zotu8925		1						
Zotu12676								
Zotu12877							1	
Zotu1240	4	1		6		2	1	3
Zotu6618		1				1		1
Zotu14537								
Zotu19476								
Zotu5232		1						
Zotu7497	1	2	2	4	5	6	4	1
Zotu13476					2			
Zotu3433	1	1		2		3		2
Zotu3721	1		1		3	1		
Zotu8140	2		2	1	2	1		1
Zotu20787		1		1	1			2
Zotu1597	9	4	1	5	6	4	2	11
Zotu1787	4	13		10	5	6	3	5
Zotu19090		2	2	3	4		2	6
Zotu17418		2		1		1	2	
Zotu8491					1	1		
Zotu15911								1
Zotu4323		4		1	1	3	2	2
Zotu13818	1							
Zotu16328								
Zotu2168	7	8	5	4	11	3	4	4
Zotu13694								
Zotu16043	1	1				1		1
Zotu10356	1					2		1
Zotu20249								
Zotu6935				1	2	1		
Zotu8428			2					1
Zotu1873	4	5		5	7	7	8	7
Zotu1079	4	3	11	7	9	6	7	1
Zotu1379	2	5		6	4	4	4	3
Zotu8281								1
Zotu4377	2	2			1	1	1	
Zotu2407	3	11	1	3	2	5	6	4
Zotu2000	2		1	2		3	1	2
Zotu1711								
Zotu11272	1				1	1		1
Zotu1126					1			1
Zotu2291	2	3	4	3	4	3	2	2
Zotu19779	1		1		1			
Zotu4739					1	2	1	
Zotu15057								
Zotu5701								
Zotu119	1		2	28	54		3	
Zotu16690								
Zotu240			11	5	5		4	
Zotu433			1	4	4		7	1
Zotu625			1					
Zotu7133						2		2
Zotu18728						1		
Zotu3499								
Zotu19640								1
Zotu8947								
Zotu6119	13	7	17	17	20	13	11	14
Zotu18638	4	10	4	9	11	8	3	9
Zotu17775	5	2	2	5	4	3	2	4
Zotu18001	8	4	3	10	8	6	1	17
Zotu2610		1	1		1			
Zotu1186	2	12	4	14	7	12	1	15
Zotu334	7	14	7	6	5	15	1	16
Zotu268	11	5	2	7	4	11	4	16
Zotu1496	1	4	2	4	1	1	2	4
Zotu128	51	34	28	67	56	47	41	77
Zotu821	10	12	6	11	21	20	9	28
Zotu338	14	12	12	10	12	10	17	17
Zotu224	13	9	5	9	10	7	8	11
Zotu1012								
Zotu11312						1		
Zotu2895			1		2			
Zotu244	15	20	10	16	15	10	16	20
Zotu1298	9	7	3	4	3	8	1	9
Zotu467	20	20	8	10	19	31	16	39
Zotu951	52	1	3		4	2	1	6
Zotu1346	4		2	1	2	2	1	2
Zotu16921			1	1		3		2
Zotu19099								
Zotu12594								
Zotu645	4	11	3	9	9	10	3	12
Zotu7755	1	2	1			1	1	
Zotu2598						1	1	1
Zotu4514		2						
Zotu10262							1	
Zotu12964			1					
Zotu17521				1	2		3	
Zotu14013			1	3	1			2
Zotu13778								1
Zotu20151	2	2		4		2	1	1
Zotu13	406	454	201	538	465	405	273	575
Zotu972	16	8	6	24	40	29	10	35
Zotu108	63	76	28	86	68	69	37	94
Zotu60	112	192	74	207	161	149	97	208
Zotu866	6	11	9	14	11	9	6	16
Zotu130	43	47	17	48	45	55	43	96
Zotu551	14	15	8	21	22	19	5	20
Zotu1007	7	14	4	9	10	10	5	23
Zotu174	32	31	15	41	40	68	32	55
Zotu326	37	29	11	33	29	36	23	51
Zotu231	36	36	13	21	19	36	9	42
Zotu261	36	62	27	51	52	45	23	41
Zotu850	10	13	9	21	18	19	9	29
Zotu361	28	21	12	41	49	28	5	29
Zotu15512						1		
Zotu2396	1	5	1	1	3	2		7
Zotu1718	1	2		1	7	6	6	2
Zotu3640								
Zotu962	16	15	13	29	26	17	7	22
Zotu1395	3	4	1	21	9	7	6	9
Zotu11972		1	2	4	2	1	2	1
Zotu871	14	10	9	11	17	13	5	7
Zotu3753	2	3	2	2	9	6	2	2
Zotu84	118	131	59	127	172	136	56	124
Zotu1054	25	12	3	14	34	8	13	23
Zotu4929	1	3		1	6	3	2	4
Zotu3468	14	14	7	16	19	12	11	15
Zotu91	85	85	58	83	78	68	53	99
Zotu4411	1	13	3	2	4	6	3	4
Zotu6593		2	4	1	2	1		1
Zotu107	90	97	79	150	137	95	62	134
Zotu2390	8	5	4	7	7	10	4	11
Zotu2973	6	3	4	1	10	3	3	6
Zotu7661	9	6	9	2	10	3	3	5
Zotu17889	3	2	2	3	1	2	4	3
Zotu55	75	56	42	68	63	68	60	47
Zotu4060	4		1		1	1		3
Zotu4293					1			
Zotu1100	2			3	2			
Zotu10771								
Zotu9961								
Zotu2085								
Zotu8601								
Zotu8071						5		1
Zotu2345	3	1						5
Zotu1065				1		1	6	
Zotu2662	1	1	2			1		
Zotu6110				2	2			
Zotu202			13	1	11		3	
Zotu5095			1					
Zotu11573								
Zotu4334								
Zotu16413								
Zotu14602			1					
Zotu7138								
Zotu13005								
Zotu8558								
Zotu14164				1				
Zotu16057								
Zotu16677								
Zotu8576								
Zotu18297								
Zotu15639								
Zotu6566	1	2		1	1		1	1
Zotu8894				1			1	
Zotu16944						1		
Zotu3942		1	3	1				3
Zotu20631								
Zotu1105	9	14	5	6	12	15	4	9
Zotu11103		1						2
Zotu15211								
Zotu18977	2				1			
Zotu19173			1					
Zotu10826								
Zotu11548	6				3			
Zotu14037								
Zotu20019			2					
Zotu14208								
Zotu14913								
Zotu19553					2			
Zotu7973								
Zotu16257								
Zotu14074								
Zotu10881		1						
Zotu16449						1	1	
Zotu11269	3					2		
Zotu18897								
Zotu17199					2			
Zotu18667	1						1	
Zotu19588								
Zotu7723		1						
Zotu13080	1	2				1		
Zotu13775					1	1		
Zotu11161	2					1		
Zotu3972	6	1	2	1				
Zotu20503								
Zotu3884	4	9	7	4	1	2	3	4
Zotu20576	3		1			1		
Zotu15608								
Zotu16072	2			1				1
Zotu18580			2					
Zotu11595				1	2		3	
Zotu19223								
Zotu12553	1	1		4		2		
Zotu12008	1							
Zotu14504								
Zotu11664		1	1					
Zotu15353								
Zotu20807								
Zotu16298								
Zotu13023	1	2			1			1
Zotu17004								
Zotu14579								
Zotu20620								
Zotu6785	5	4		2				
Zotu11951							2	
Zotu3386	2	3	1	2	3	4		5
Zotu12165							2	
Zotu1343	10	2	4	4	6	8		1
Zotu181	9	11	5	10	17	19	14	7
Zotu574	25	31	27	4	24	10	5	7
Zotu3126			1		1			
Zotu4900					1			
Zotu2574	1	1		3	1		2	
Zotu4113								
Zotu14001								
Zotu6724								1
Zotu1682								
Zotu6236		3	1	1	1		2	
Zotu3821								
Zotu7877	2	2		3	3	2	1	2
Zotu9146				1				
Zotu2485	3	4		5	4	1	2	2
Zotu18077								
Zotu7722						1	2	
Zotu12760					2	1		2
Zotu10875	1		1			1		
Zotu6294						1	2	
Zotu7669	3		1	2			2	
Zotu7648		1						
Zotu4823		3	3		1	1	1	1
Zotu1439	1	1	3	7	5	3	7	9
Zotu2872					7	1	5	6
Zotu4190	1	5		3	3	1	4	4
Zotu16161								
Zotu1055	12	8	15	13	22	8	5	7
Zotu7115						1		
Zotu3784			1					4
Zotu6351								
Zotu5291								
Zotu31			2	42	229	2	11	2
Zotu3097					1	6		
Zotu12214	1							
Zotu9380								
Zotu13867								
Zotu11500	1							
Zotu13208								
Zotu7918					1	1		
Zotu9617								
Zotu18458						1		
Zotu615								
Zotu17766		1						
Zotu13305								
Zotu12006								
Zotu19514								
Zotu18985					1			
Zotu15571		2						
Zotu18411		1					2	
Zotu2346			2					
Zotu8253								
Zotu9756								
Zotu13987		1						
Zotu14905	1							
Zotu11600			1					
Zotu17860		1		4				3
Zotu15656		2						
Zotu9292								
Zotu969								
Zotu3834								
Zotu2789							1	
Zotu4085								
Zotu5361		1						
Zotu6882								
Zotu16752								
Zotu16196								
Zotu15287	2	1						
Zotu15375		1				1		
Zotu16042								
Zotu14901								
Zotu9040	5	2	1		2		1	1
Zotu10138	1							
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038								
Zotu14196						1		
Zotu5109	2	3		1	1	3	1	
Zotu15091			1		1			
Zotu9082	1	3	2	1				
Zotu10528			2	1				
Zotu10706	1		3	1	1			2
Zotu2791	5	1	6	7	4	2		4
Zotu9418		1		1	2	2		1
Zotu1747	4	8	10	9	4	6	7	8
Zotu2722	4	5	5	4	2	7	3	8
Zotu2937	2	3	3	5	1	9	5	2
Zotu12347						2		1
Zotu5558	3		2	1		5	1	1
Zotu7620								1
Zotu11981				1			1	
Zotu11504								
Zotu5921								
Zotu16290								
Zotu16980								
Zotu14018						1		
Zotu16268				1				
Zotu2119	1	1	2		2	1	4	
Zotu4546								
Zotu10916						1		
Zotu20836								
Zotu11150								
Zotu6862	2							
Zotu9919				1				
Zotu13144								
Zotu17226								
Zotu18534								
Zotu12219				1				
Zotu11955								
Zotu16227								
Zotu18029								
Zotu18558								
Zotu14199					1			
Zotu15404		2						
Zotu7095		3	3	2	2	1		2
Zotu19933		1						
Zotu19598								
Zotu9560								
Zotu6299								
Zotu8204								
Zotu6276			4		1	2		1
Zotu14885								
Zotu19742							1	
Zotu7596	3		1		2	4	2	1
Zotu14931				1				
Zotu16634						1		
Zotu20788				1				
Zotu12359		2	3	2				
Zotu12166					2	1		3
Zotu8711	1			3		1	1	1
Zotu20451							1	
Zotu10405								
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987								
Zotu2784								
Zotu1374			2					
Zotu12798								
Zotu952								
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046					1		1	
Zotu15416	2		1			3		1
Zotu3317								
Zotu9825								
Zotu16028				1				
Zotu19335								1
Zotu20119		1			1			
Zotu16675	1		2		1			
Zotu6589			1	1				1
Zotu1568	5	3	5	4	4	12	5	13
Zotu1559	3	7	11	8	6	8	4	7
Zotu10400								
Zotu17666								
Zotu8478		2	2	1		1		
Zotu10267	3		1					
Zotu2155	5	3	5	5	2	4	2	4
Zotu3238		2	4			4		
Zotu12506		3	1					
Zotu1514	2	15	6	2	1	3		
Zotu3833	3		5	1	1	2		7
Zotu19281				1		1		
Zotu471	21	31	18	23	12	32	19	32
Zotu1185	8	20	9	10	2	17	7	10
Zotu14305	1							
Zotu9083						2		
Zotu9291								
Zotu15686								
Zotu12876	1					1		
Zotu19623	1							
Zotu16927					1		1	
Zotu959	6	9	19	3	2	9	12	11
Zotu6127		1	1				1	1
Zotu5645		1						
Zotu6401		4	1			1		
Zotu8364	1						1	
Zotu15340	1		1					
Zotu20594	1							
Zotu16287				1				1
Zotu8672								
Zotu9687								
Zotu8639								
Zotu6168								
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095	1					1	1	
Zotu17599						1	1	
Zotu1738	1							
Zotu8303								
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090				1				
Zotu10292								
Zotu7269		1						
Zotu4497						1		
Zotu11874								
Zotu5137								
Zotu12173								
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868	1							
Zotu16275								
Zotu5130			1					
Zotu9858	1							
Zotu10783								1
Zotu9978								
Zotu2795	2	5	2	4	3	3	4	6
Zotu4447	1				2			
Zotu3791		3	1					
Zotu11044					1			1
Zotu2516	3	1	5	4		5	5	1
Zotu19965								
Zotu13840								
Zotu6694		1	1					
Zotu11333	1							
Zotu19847			1					1
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024		1						
Zotu2523		3						
Zotu3327								
Zotu15694							1	
Zotu2514	11	5	6	10	2	3	3	3
Zotu4892		4	2	1		1	1	1
Zotu18658								
Zotu20531	1							
Zotu15965		1						
Zotu1259	2	2	1	3	2	6	5	
Zotu17652						1		
Zotu12646			1				1	
Zotu1784								
Zotu3838	1	1	6	2		3		
Zotu18133								
Zotu11448							2	
Zotu15992								
Zotu1927			1	1	1		2	
Zotu5133			4			2	1	2
Zotu10140				5				1
Zotu15726		2						
Zotu1894	5	17	20	6	1	3	12	11
Zotu5357	2	1	1	1	1	2	3	1
Zotu9941		1	2				3	2
Zotu12640								
Zotu16325								
Zotu4671								
Zotu5784								
Zotu2399	1	5	12	2		3		
Zotu1497	2	6	9			1		1
Zotu14524								
Zotu523	11	23	38	6	5	12	7	10
Zotu948	3	7	6	1	1	5	11	4
Zotu1109			3				2	2
Zotu3202								
Zotu4530								
Zotu2409	2	3				4		
Zotu5439								
Zotu757			1	1		3		
Zotu83	36	61	71	41	64	47	32	73
Zotu1801	1	2		1		1		
Zotu3125			1	3			1	
Zotu11523	1						1	
Zotu13538						2		
Zotu12298		2	1				1	
Zotu7600	1	2	2				2	
Zotu8539		2						
Zotu2089	3	3	11	6	5	1	1	6
Zotu10711		1					5	1
Zotu12686					1			
Zotu15988							2	
Zotu10950	1			2			1	
Zotu7805	1	4	1					
Zotu18695			1					
Zotu11055								
Zotu7955	1	1	2	1				
Zotu14495	3	3	1					1
Zotu2266	1	2	6		2	3	2	1
Zotu1301	6	7	26	4	6	12	3	5
Zotu12967	2							
Zotu1627	3	5	12		3	6	2	5
Zotu609	23	34	66	12	27	14	7	21
Zotu705	33	24	80	12	16	11	17	9
Zotu472	43	27	56	17	36	23	29	18
Zotu556	17	33	50	8	22	20	11	16
Zotu6936						2		1
Zotu10165								
Zotu16446								3
Zotu13059								2
Zotu19955								
Zotu16851								
Zotu11402								
Zotu7501				1	1	1		1
Zotu10606	1		1	1				
Zotu18158								
Zotu14994							1	
Zotu7909		4	2					1
Zotu18048							2	
Zotu10109					1			
Zotu18855								
Zotu18984								
Zotu9883						1		
Zotu18125			3					
Zotu9713		1	2	2	1	1	1	
Zotu12734								
Zotu16646								
Zotu17157								
Zotu5707		1			2		1	
Zotu6300						1		
Zotu2327	4	4	2	5	2	1	3	2
Zotu4306	3	1				3		
Zotu18358			1					
Zotu11880						2		
Zotu9475								1
Zotu5371								
Zotu4793	6	2		2	2	3		5
Zotu10932	1			2		1		
Zotu2020	2	8	8	2	1	10	7	1
Zotu5030	3	1	2	3	1	4	1	3
Zotu12294	1			7				
Zotu6011			6			1	1	
Zotu7421	1	2	1	1	2			
Zotu13556			1			1		
Zotu13793	1	4		2	1	1	1	1
Zotu5763				1				
Zotu13104					1			
Zotu6706	2	1	1	1				1
Zotu13320	1		1		2		2	3
Zotu5115		1	1	1			7	1
Zotu7978	1	1	1	1		2		
Zotu11956			1	4			2	1
Zotu6864	3	1	2			7		1
Zotu11656	1	1	1			1		
Zotu7467	2	3				2	1	1
Zotu8593				1	1			
Zotu19145								
Zotu8373				1			2	
Zotu19167								
Zotu6533	1				1	1		1
Zotu12107		1		1				
Zotu12010		1						1
Zotu15662		1	1					
Zotu12068					2			
Zotu13843								
Zotu18723								
Zotu8096	1	2	2				1	
Zotu10239			1		1			
Zotu15642								
Zotu14735								
Zotu15730								
Zotu18570								
Zotu3944	3	5					1	
Zotu3020	1	1		3	3	4		1
Zotu3299	2	6		1		7	1	1
Zotu16327								
Zotu8508								
Zotu1022	11	7	3	4	2	4	2	3
Zotu2707	2	2		1		2	3	
Zotu12528								
Zotu3809			1					
Zotu4465								
Zotu7177								
Zotu11092					1			1
Zotu11745		1						
Zotu5640								1
Zotu1402	1	8	10		5	8	2	4
Zotu15587								
Zotu5090								2
Zotu6723								
Zotu10409		1				1		
Zotu8887							3	
Zotu10037		2					1	1
Zotu5323	6					1		2
Zotu14605				1				
Zotu8510	1						1	
Zotu14750	1	1						
Zotu20111		1						
Zotu15115	3	1		1				
Zotu19559				1				
Zotu20210								
Zotu2322	1							
Zotu14110						1		
Zotu10982								
Zotu11833								
Zotu16802								
Zotu13132		1						
Zotu5389								
Zotu3066								
Zotu5957								
Zotu5547								
Zotu8208							1	
Zotu12953								
Zotu9212								1
Zotu409								
Zotu5627						1	1	
Zotu17509								1
Zotu5224	2						2	
Zotu16338	2	1						
Zotu11287								
Zotu16685	1							
Zotu18876		2		1				
Zotu13355						2	1	
Zotu13738						2		
Zotu16742			2					
Zotu16741								
Zotu17417						1	2	
Zotu7086	1	1	1	4		1	1	
Zotu13085	1						1	
Zotu3448	2			4		2		1
Zotu4634	3		1			3	3	2
Zotu16989			1					
Zotu19336								
Zotu1814	4	7	9	2	4	15	4	2
Zotu12407	1				1			
Zotu1759	3	2	7	10	2	9	1	8
Zotu6023	1	1			1		1	1
Zotu7924					1	1		1
Zotu2505	2	3	4	1		5	8	1
Zotu11435	2	1		3		1		1
Zotu11973				1		1		
Zotu16908		2						
Zotu7990			1		1	1		
Zotu12409					1			
Zotu4676		1	2	2	2	4		
Zotu17818				1				
Zotu2488	3	1	2	3		3	7	2
Zotu4200	1	3	5	4	2	5	2	
Zotu8986						1	1	3
Zotu1372	16	7	5	7	4	14	12	8
Zotu7527			1			1		
Zotu12047			1					1
Zotu8291		4	1	1	1	1	2	1
Zotu820	13	13	21	6	6	22	22	10
Zotu13284				1			2	1
Zotu16521			1					
Zotu13003		4		3			1	
Zotu14890								
Zotu14930		3				1		1
Zotu13560				1				
Zotu13950			1				2	
Zotu7407	1	1				2	1	1
Zotu4811	1			1		1	2	
Zotu8939								
Zotu6845						1		
Zotu10969		2						
Zotu8452					1	1		
Zotu3889	3	3	5			3	6	
Zotu11109								
Zotu14008							1	
Zotu6528								
Zotu17764					1			
Zotu12232				2			1	
Zotu10000			2				1	
Zotu1479	5	4	17	10	1	5	4	3
Zotu5603		1						1
Zotu2094	3	4	4	5	5	8	5	2
Zotu10902		2		3				
Zotu18195						2		
Zotu16466								
Zotu7500	1		4	1		2		
Zotu11461		3	2		2	1	2	
Zotu8745						1		
Zotu18602								
Zotu14087	2	1					1	2
Zotu19097								
Zotu7410		1	1		1		1	
Zotu8933			1		1			
Zotu17520			1	2			1	
Zotu9113		1			1	1		
Zotu18795								
Zotu2955	6	6		1	2	9	1	3
Zotu11458								
Zotu11509	2							1
Zotu18016								
Zotu10003			1					
Zotu19845							1	
Zotu19400								
Zotu6728	2	1	1	1		2		
Zotu1708			2					
Zotu4076	2		1	2	1	4	1	2
Zotu9556								
Zotu10066	1		5					
Zotu5631			2	2	1		2	
Zotu9989								3
Zotu11167				1				
Zotu11427								
Zotu6124		1	1					1
Zotu16647			1					2
Zotu4809		1		1	1			
Zotu3675	2	2		1	1	4	2	3
Zotu8062						1	1	
Zotu14591	1			2				2
Zotu7821		1					3	1
Zotu1398	2	1				2		
Zotu10258								
Zotu9349			2		1	2		
Zotu19671								
Zotu18623		1						
Zotu800	16	8	11	18	17	19	12	23
Zotu3530	2		7		2	2	4	4
Zotu9465		1					1	
Zotu10975		4	3	2		3	1	
Zotu7260								
Zotu12336		1					1	
Zotu12833							1	1
Zotu11080		1						
Zotu17142								
Zotu7048								
Zotu17155		4	1	6		1		
Zotu14842			1					1
Zotu20380								
Zotu16668								
Zotu2763	2		1	1	1	1	5	
Zotu6637		1				1	1	
Zotu15891								
Zotu5015	1						2	1
Zotu10271							3	
Zotu2779	8			1	2		4	1
Zotu6136							1	
Zotu10907			3					1
Zotu5726	1			2		1		1
Zotu16193								
Zotu13050								
Zotu15461								
Zotu14753					1			
Zotu18729								
Zotu9185	2							
Zotu13701		1				2	1	
Zotu19839								1
Zotu6982								
Zotu5652								
Zotu13841								
Zotu9429					1			1
Zotu1179	5	1	4	1	1	3	5	5
Zotu3513	1	1	1	1		3	1	1
Zotu9569		1	3					
Zotu11552								
Zotu5803				1				
Zotu17635								
Zotu18036								
Zotu9417								
Zotu19350								
Zotu10789		3		2	2		1	
Zotu17482							1	1
Zotu13332								
Zotu12653								
Zotu2131	3	1	9	11	5	2	8	7
Zotu6297		5	7			3	2	1
Zotu7446		1		1	2		1	
Zotu9856	1				1	1		
Zotu16618					1	1		
Zotu11327		2		5	1		2	
Zotu13088		1				2		
Zotu15884								
Zotu14487	1		1			1		
Zotu18593						1		
Zotu16876			1		2		3	
Zotu17086			1					
Zotu19800	1							
Zotu17645	1							
Zotu2873	4	3		2	4	2	7	8
Zotu11712							2	
Zotu17555			1		1		1	
Zotu14294				1				
Zotu13016	1			2		1		1
Zotu10034			1					
Zotu19944								
Zotu3760	1	5		2	1	3	4	1
Zotu5931								
Zotu14915						1		
Zotu6699		1		2			1	
Zotu3862				3	1			1
Zotu13836	2				1	1		1
Zotu4822	3	1	2		1			
Zotu7459			1					
Zotu19570				2				
Zotu11053								
Zotu2641		2		2	1	4	4	3
Zotu3926	1	1				2	4	
Zotu7750				1			1	
Zotu7148			2	1			1	3
Zotu17829							2	
Zotu2928	3	3	3		1	4	1	1
Zotu3190			2					
Zotu19594								
Zotu12718	1			1				
Zotu19853				1				
Zotu20746			2					
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497						1		
Zotu7883								
Zotu12329								1
Zotu10125							2	1
Zotu16208								
Zotu13936								
Zotu15426				1				
Zotu5146			2	2				
Zotu7638		2						1
Zotu7157		3	2	2	3	1	1	1
Zotu18714	1	2						
Zotu19664		1						
Zotu2645		2		2		1	3	2
Zotu11142		1		1				1
Zotu17372		1						
Zotu17315					1	1	1	
Zotu6064	2		2			2		
Zotu11791			2					
Zotu5653		2		1	1	3		1
Zotu6471		1		2			3	
Zotu14764				2			1	
Zotu8432	1		1	2		2	1	1
Zotu14538		3					2	
Zotu12751						1		
Zotu2186								
Zotu6174						2		
Zotu7469								
Zotu9850								
Zotu17788								
Zotu7917					1			
Zotu14129							1	
Zotu15580		2						
Zotu6565								
Zotu14411								
Zotu7811								
Zotu13800	2							
Zotu12356		1		2				
Zotu4775			1					
Zotu12794							2	
Zotu6090								
Zotu5280					1		1	
Zotu19395								
Zotu17081								
Zotu6710			2	1	4		1	2
Zotu14298								
Zotu17012						1		
Zotu3610	2	3		3	2	2	1	2
Zotu5507		1	1	2	1	2	3	1
Zotu10501	2	1			2	1		1
Zotu12817				1	2		1	
Zotu8803	2							
Zotu11127						2		1
Zotu3379	2	2	10	2	1	2	2	7
Zotu5423	1		1	2			1	4
Zotu17027		1				2		
Zotu16707				1			1	2
Zotu4980	1	2	1					
Zotu9299	2	3	1			3		1
Zotu10660		4		1				
Zotu6616								
Zotu11513						1		
Zotu15443								
Zotu19745								
Zotu16582	1		1					
Zotu4495			2	1		1		
Zotu16584			1	1				
Zotu10775								
Zotu20701			1					
Zotu2023								
Zotu11789								
Zotu6246								
Zotu312								
Zotu20191								
Zotu6963	5						2	
Zotu17562								
Zotu17512								
Zotu19730	4						5	2
Zotu12297	1							
Zotu14482								
Zotu7911	4	1	5		1	2	1	2
Zotu16253					1	1	1	
Zotu16515	1					1	1	
Zotu16170						1	2	
Zotu11733			1	1	2			
Zotu17278								
Zotu19936			1					1
Zotu18351								
Zotu5922	1	2	3	5			2	1
Zotu13691	1						1	
Zotu6611					1			
Zotu1308							1	
Zotu9633			1					
Zotu18540	1	2						
Zotu13498								
Zotu2681	2						1	2
Zotu18405		1						
Zotu3872								
Zotu16380								
Zotu14979						4		
Zotu13467			3					
Zotu7491		1	1			1	2	2
Zotu9515	2	1	1		2	4		2
Zotu10559					2	1	2	
Zotu19246								
Zotu16609			1				1	
Zotu19820			1		1			
Zotu19984								
Zotu3796	4	3	7	3	1	3	5	4
Zotu4279				5	4	6		5
Zotu9211		1	2			1	2	1
Zotu12897			3			1		
Zotu5358	1	2	4	6	4			3
Zotu9439	1	2	1	1		5		1
Zotu14809					1			
Zotu14938								
Zotu9059	2	1	1					
Zotu14919							1	
Zotu18660								
Zotu19013							1	
Zotu19415								
Zotu12429								
Zotu3435	4		2			4	1	1
Zotu3700			1	1		2		3
Zotu5662	1	1	4			1	2	2
Zotu14618								
Zotu12735		1			2	1		
Zotu19580						1		
Zotu14161	1		3	1				
Zotu6937								
Zotu14503		1	1					
Zotu11989								
Zotu19065								
Zotu17075								1
Zotu2868	6		2	2	3		2	2
Zotu11007	1	1	1		2	4		1
Zotu5877								
Zotu7881							1	
Zotu19219			2					
Zotu11156								
Zotu13528	1					1		1
Zotu17239		1	1					
Zotu11749		1	2					
Zotu17182				1				
Zotu10869	1	2	1	1		2	2	2
Zotu13902				3	1	5	2	1
Zotu17488							1	
Zotu6078								
Zotu12269	1		1		2	3		
Zotu17876								
Zotu13021			1					
Zotu15322								
Zotu5375	2	2	3		2	2	4	2
Zotu12507	1		1	3		1		
Zotu18576								
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181						2		
Zotu6442	2	1	1	1		1		2
Zotu11930			1			3		
Zotu13829								
Zotu4638			1					
Zotu6631	2			1		1		
Zotu3480	1							
Zotu15300			2			1		
Zotu12167								
Zotu9344								
Zotu18398			3					
Zotu10156		2	2			2		1
Zotu12334								1
Zotu17293	2		1		1			1
Zotu241	13	17	11	14	8	15	9	8
Zotu114	14	8	24	8	10	4	61	6
Zotu32	112	73	62	32	20	65	59	77
Zotu165	20	9	29	13	16	9	26	5
Zotu51	35	32	54	20	16	13	51	21
Zotu122	21	25	20	17	14	22	19	18
Zotu942	2		4	4	1	1	1	
Zotu485	71	62	11	6	4	11	23	22
Zotu7450		2		3	1	1		2
Zotu20695							1	
Zotu17325								
Zotu3967	1	4	2	7	2	1	1	4
Zotu11777	1		1	1				
Zotu15725								2
Zotu2808	2		7	5	6	4	2	3
Zotu4869	27	1	6	5				4
Zotu3568	3	4	1	4	2	1	6	2
Zotu6245		2		4			2	
Zotu5717			2	1	1		1	
Zotu10052	2	2				2		
Zotu14151		1				1	9	2
Zotu12322		2						
Zotu16079			1			1		1
Zotu6999	2	1	3		1		3	
