ID	bs_ck_1	bs_ck_2	bs_ck_3	bs_ck_4	bs_ck_5	bs_ck_6	bs_ck_7	bs_ck_8
Zotu5918	1		1			2		2
Zotu13997	1						1	
Zotu14609								
Zotu4799		1	2	5		1	6	8
Zotu18632				2	1			
Zotu19422	1		1					
Zotu14201			1		3	1	1	2
Zotu6322		2	3	2	3	1	7	
Zotu15518						1	1	
Zotu13099							1	5
Zotu5611		7	11	2	4		6	1
Zotu19302	1							1
Zotu17768			1					1
Zotu16547			1	1	1			
Zotu20715							1	
Zotu910	9	3	25	66	19	11	12	10
Zotu666	26	11	23	28	30	17	11	19
Zotu1453	9	8	15	13	8	4	13	7
Zotu6983	1		1	2	2			1
Zotu9125			1		1		1	1
Zotu2011	6	2	5	3	6	4	4	1
Zotu3322	4	2	5	3	9	1	2	1
Zotu12181			3		1			
Zotu19282							1	
Zotu11836							1	
Zotu19439								1
Zotu18300			1	1			2	
Zotu5051	1	1	1	1	5		1	1
Zotu16630		1	1					
Zotu5628	4		5	4	5		2	1
Zotu19979								
Zotu1832	9	1	7	11	11	7	15	5
Zotu2899	6	1	12	6	3	1	9	8
Zotu143	65	38	86	114	97	38	95	95
Zotu808	15	11	20	31	17	6	22	17
Zotu4466	4		2	3	3	2	1	5
Zotu16100			1			1		
Zotu13287				2				2
Zotu13018				1			2	
Zotu7462	1		4	2		1	2	
Zotu16336	1			1				1
Zotu15357				2				
Zotu9532	1	1			1			2
Zotu19578								1
Zotu19687								
Zotu16767			2	1				
Zotu13551					1			
Zotu19753							1	3
Zotu9674		1						1
Zotu8260		2						
Zotu12942	1			1				
Zotu668	12	33	19	12	22	12	5	10
Zotu759	4	27	20	7	13	7	16	7
Zotu2318	4	10	2	6	4	5	1	4
Zotu10424						1		
Zotu11686	9						1	
Zotu13374								
Zotu15425			1		1			
Zotu19520						1	1	
Zotu14875	1							
Zotu13407								1
Zotu13935	1			1	1		1	
Zotu17792	1		1					
Zotu16134				3				3
Zotu20117		1				1		
Zotu12487			2	1			2	
Zotu248	39	18	65	48	48	43	29	32
Zotu1314	10	7	4	14	14	12	9	5
Zotu14846	1				1			
Zotu5542				3			1	
Zotu6079				3		2		
Zotu18447			1					
Zotu18486			1			3		
Zotu2114	3		1	3	3	6	3	3
Zotu20059						1		
Zotu2002				3	1	3	2	
Zotu3075	3		8	2	4	4	1	4
Zotu18680			1					
Zotu5874		2	2		1		2	
Zotu2029	2	3	4	2	1	3		3
Zotu3128			1	1	1	1	1	
Zotu5962	1	3			1			1
Zotu1356	6	10	4	13	13	2	5	1
Zotu4786				1	1		1	
Zotu1157	8	5	8	7	2	5	4	6
Zotu9554								
Zotu3769	1	1	2	3	1			2
Zotu6597					1	1	1	
Zotu16351								
Zotu2560		2	6		4	3	1	
Zotu5722					1			
Zotu4619		1			3		2	
Zotu287	8	12	21	11	37	19	8	16
Zotu9953								1
Zotu3687	1			1		2	2	
Zotu18041		1						
Zotu20563					1			
Zotu20613					2	2		1
Zotu17784		1				1		
Zotu6371		4		1	1		1	4
Zotu8936		2			1			
Zotu11001			1		1			
Zotu16373								
Zotu19697								
Zotu6473	2	1	1	2	3		1	2
Zotu4099	1		2	4	5	2	2	5
Zotu3295	5	1	3	5	3	7	1	3
Zotu4313	4		7	1		1	2	2
Zotu8212				1	1			
Zotu13657					2			
Zotu341	21	24	50	43	42	25	25	33
Zotu1538	7	3	11	24	11	7	5	5
Zotu7298			1		2			3
Zotu185	58	24	57	129	75	32	71	45
Zotu4508	3	2	4		2		2	2
Zotu15696				1		2		
Zotu3425	3			5	2	1	1	5
Zotu2412	3	1	7	4	4	3	1	1
Zotu1420	6	3	7	9	7	2	7	
Zotu17886							2	
Zotu785	20	4	9	6	8	6	9	8
Zotu18788						1	1	
Zotu2798	2		7	4	2	1	4	1
Zotu3551	1	2	3	1	2	3		2
Zotu17206								
Zotu2388	3	1	3		4	2	3	2
Zotu419	20	16	11	41	45	14	35	38
Zotu6530			2	4			2	
Zotu19406								
Zotu14586	1				2		1	
Zotu15248	1		3					
Zotu5392	2	2	2	2	4	3		
Zotu5153		1	2			1		
Zotu20253					1			
Zotu14834	1	2	1	2				
Zotu14104		1				2		
Zotu19950		1						
Zotu13120	1	1		1	2			1
Zotu18609								
Zotu19072								
Zotu6083	2	1		4			2	4
Zotu15707					1			
Zotu6209		2				1	2	1
Zotu15133					1			
Zotu1271	9	25	5	11	11	4	11	7
Zotu6343	4	1	2	2	1	2		
Zotu16038			2					
Zotu12121					1		1	
Zotu19049					1			
Zotu16640								
Zotu3882					7	4	2	1
Zotu19105								
Zotu14389	1	1						
Zotu7698	1		1	1	1		2	3
Zotu14614			1				1	
Zotu19661								
Zotu19134						1	3	
Zotu16561						2		
Zotu11822	3							
Zotu7814					2	1		
Zotu6643			3	2		1	1	3
Zotu4404	1	2	1	3	2	1	5	
Zotu12723		1		1				
Zotu1236	1		9	1	3	10	3	2
Zotu4955		2	1				1	1
Zotu18603				2				
Zotu15549			1		1	1		
Zotu16713				3			2	
Zotu7034	2		2	1		1	1	
Zotu6134		2	4			3	3	
Zotu6175			1	1			2	1
Zotu20390								
Zotu3048	1	2	4	5	3		4	1
Zotu6941					3	1		2
Zotu4916	1	3		1	2	5	5	
Zotu1006	6	5	18	17	25	21	6	4
Zotu16810								1
Zotu12898	1	1	3			2		
Zotu19351					1			
Zotu17563				1				
Zotu6760					1			
Zotu18758			1					
Zotu17518	1			3	2			1
Zotu19181								
Zotu3817		2	5	2	2	5		
Zotu12455					1			
Zotu5378	6	1	1			1		
Zotu4587	1	1	4	1	3	5	1	2
Zotu10459								
Zotu15165							1	
Zotu3936	6	4		4	1	1		2
Zotu3898	2	1	2	1	2	3	3	3
Zotu9386	1			1				
Zotu1936	4	7	11	5	3	2	11	6
Zotu2991	3	1	8	5	4	6	3	1
Zotu14431			1	1	2			
Zotu12880	1					1		
Zotu19987		1		1			1	2
Zotu12015				2	1		2	1
Zotu18034								
Zotu16872		9						
Zotu17745			2	1				
Zotu16368								
Zotu4395				9	5	1	1	5
Zotu15457		1						
Zotu11853							1	1
Zotu18449								1
Zotu7896			1	2			3	
Zotu14030		1	1		2		2	1
Zotu19021	1							
Zotu2515	6		8	5	2	8	1	2
Zotu3068	7	1	1	3	3	4		1
Zotu1214		6	9	7	25	11	5	2
Zotu3532	3	1	2	3	4	7	6	1
Zotu5620	6		2	2	2	5		
Zotu12513								
Zotu15011		1				1		
Zotu7092		1	1	1		2	3	3
Zotu1325	3	1	2	1	7	8	2	9
Zotu1513	2	3	2	4	6	3	5	1
Zotu5997		1			1	2	2	2
Zotu2270	1		1		6	3	6	1
Zotu842	5	3	18	8	26	14	8	7
Zotu5500	1		3	2	3	1		
Zotu898	4	2	11	8	21	12	8	2
Zotu1042	3	1	14	2	13	8	5	5
Zotu1202	2	3	6	6	16	5	2	2
Zotu3839		1	4		4	1	2	4
Zotu1541	13		4	8	5	8	2	12
Zotu578	13	12	17	17	39	14	18	24
Zotu20800								1
Zotu3260	1	2		2	1	2	2	5
Zotu10490							2	4
Zotu12966								
Zotu10517						1	2	
Zotu7905		2	2				1	
Zotu3467	2	3	1	1	5	1	1	11
Zotu3766	2	1	2	1	1	3	1	1
Zotu11974								
Zotu4251		1	1	2		1		
Zotu15045		1						
Zotu10054			1			1		
Zotu13669		1	1		1	1		
Zotu6132		1	1		1	1		3
Zotu8268			1		1			1
Zotu15692			1					
Zotu8169	1		2			1		
Zotu6923	1	1		4	1			1
Zotu14224					1	2	2	1
Zotu11266							2	
Zotu12694			1					4
Zotu1650	7	16	11	5	5	5	3	5
Zotu17022			1					1
Zotu935	11	12	20	11	7	18	12	13
Zotu9857	2	2	8				4	1
Zotu15514	4			1	2	1	1	
Zotu1821	3	8	15	3	6	6	2	6
Zotu10303				5	1	2		
Zotu3219	5	1	3	3	6	2	7	3
Zotu15179			4	2				
Zotu15547				1		1		
Zotu16631							1	
Zotu9155	2						1	2
Zotu15495	2	1						
Zotu7953	1		1	2				
Zotu11569		1			1	1		
Zotu19537			1		1		1	
Zotu11886					2			1
Zotu6422	1	1	1	1		2	2	
Zotu12672								
Zotu16355					1			
Zotu7650			1	1		1	1	
Zotu14506								
Zotu15453								
Zotu10477	3	1	2					
Zotu1583	1							
Zotu3580								
Zotu16296								
Zotu20852								
Zotu15164								
Zotu16676	1	2			1			
Zotu14374						1	2	
Zotu12374								
Zotu12011								
Zotu20188								1
Zotu17043								
Zotu18848			1		1			
Zotu10601			1					
Zotu18794				2				
Zotu10890					1			1
Zotu9765								1
Zotu15920								
Zotu7555								
Zotu8236								
Zotu6810		1		2	3	1		
Zotu2519	4		6	4	15	5	2	20
Zotu3590		1	9		4	11		
Zotu11625					2			1
Zotu20289								
Zotu16893			1		1			
Zotu7392		3						
Zotu6057		22			2	1		
Zotu11809		1						
Zotu8920								
Zotu14239							1	
Zotu10465								
Zotu7268							1	
Zotu20026								
Zotu20157			2		4			
Zotu10874	1	1			1	4		
Zotu8675			2	1	5		2	
Zotu14583								
Zotu8529	1			1		2	2	3
Zotu18232		1				1		
Zotu3437	4	2		2	2	1	1	1
Zotu11679	4		2		2		1	2
Zotu19589								
Zotu7672		1		2	2	1	3	
Zotu20034		1					2	
Zotu4622		1	1		1	2	3	1
Zotu19919							1	
Zotu10817								
Zotu3971								
Zotu20452		1						
Zotu13625	9		3			3		
Zotu16549								6
Zotu17760				1				1
Zotu17763								
Zotu9770			1	1		1		1
Zotu7519				2		1		
Zotu10533						1		
Zotu10144		1			1	5		2
Zotu12938			2				1	
Zotu2101	2	1	6	1	2	4	1	4
Zotu10855								
Zotu2572	2	2	8	6	6	14	3	
Zotu17399					1		1	
Zotu3262	1		2		5	5	2	1
Zotu11117		1		1		3		
Zotu1666		3	3		5	1		
Zotu4410								1
Zotu10889						1		
Zotu5925								
Zotu18254								
Zotu4672		1			1		1	
Zotu6292					1			
Zotu16542								
Zotu7396		1			5	1		
Zotu18385			1			1	4	
Zotu16007								
Zotu4172			1		3			
Zotu16529								
Zotu12502				1	2		1	
Zotu20209				1	1			1
Zotu20360								
Zotu12830	1			1				
Zotu15233				1				2
Zotu14144			3	1			4	1
Zotu16271			1					
Zotu6662	1		3	1	2			2
Zotu20331	1	2						
Zotu11727				1		2	1	
Zotu4741	2	4	1	4	1	2	2	
Zotu16476						2	1	1
Zotu12995		1			1		1	
Zotu7670	2				2		2	2
Zotu16106	1							
Zotu16888								
Zotu4821	1		1	3		1		1
Zotu12226								
Zotu9044		1						
Zotu10461								
Zotu14318			1				3	
Zotu17401			1	1	3			
Zotu18587		1	1					
Zotu20229								
Zotu19485	3	2				2		
Zotu14163						2		3
Zotu16248					1	1	1	
Zotu20560					1	3	1	3
Zotu10960								
Zotu14729								
Zotu18899								
Zotu4771								
Zotu14941		2						
Zotu20530								
Zotu3598	4	1	3	6	2		1	2
Zotu17059								
Zotu19411	1					1		
Zotu9695			1				3	1
Zotu11350							2	
Zotu4583	2	2	9	2	3	3	1	6
Zotu12893	1	2				1		
Zotu9373					1	1		
Zotu12664								
Zotu18962							2	1
Zotu1365	15	1	23	10	4	5	17	6
Zotu12542						1		2
Zotu15009		1						
Zotu5482				5	1			5
Zotu7220	1		5		2		4	
Zotu10279			2					3
Zotu1860	9	2	7	2	1	25	19	18
Zotu13756			1	2			1	
Zotu14051						1		
Zotu8232			3	1		1	1	1
Zotu15879				1				
Zotu13103			2					
Zotu6208	2			5		5		1
Zotu6898				2	1		3	
Zotu13898	3				3			
Zotu10357	1		1		2		9	
Zotu16210								
Zotu5356			1			1		1
Zotu8409			2			2	2	
Zotu1300	12	2	4	2	8	2	13	10
Zotu6344								
Zotu3419	1		3	1			2	1
Zotu8272				1		1		
Zotu17423			1					1
Zotu698	9	7	22	12	9	13	31	11
Zotu1104	12	4	16	8	16	27	11	26
Zotu3569	2			1	2	4		4
Zotu13649						1		
Zotu11083		1				3	1	1
Zotu17001	1		1					1
Zotu3409	1	1	1	3	2	12	2	4
Zotu4541	1	3			2	3	6	3
Zotu4476								
Zotu14165				1			1	
Zotu1872	4	1	6	4	3	7	1	8
Zotu2314								3
Zotu14976								
Zotu7509	4		4				1	
Zotu18018								
Zotu2585			2	5	4	3	3	1
Zotu8751							2	
Zotu2672				1				
Zotu4728	2	2		2	1	6	3	1
Zotu6563	1						1	3
Zotu11359								
Zotu4598			2					
Zotu9678								
Zotu12598								
Zotu13792								
Zotu14335								
Zotu12354							2	
Zotu14477					1	2		
Zotu12903								
Zotu18542								
Zotu10552								
Zotu15225								
Zotu6872	1	4		1	3			
Zotu14401								
Zotu20215	1							
Zotu18182								
Zotu11845				2				
Zotu7321	1		1				2	1
Zotu17364					1			
Zotu14588						2		1
Zotu13162			3					1
Zotu18905			1					
Zotu18421								
Zotu14006				1				
Zotu2578	3	1	3				3	
Zotu4685				1				1
Zotu20114								
Zotu13448								
Zotu16952							1	1
Zotu19442						1		
Zotu8648					2	1		
Zotu18020								
Zotu13329								
Zotu15023	1	1						
Zotu3820	1					1	2	2
Zotu8824				2			1	
Zotu4529	4	4	1	2			2	
Zotu4726	1		4	1	5	3	4	6
Zotu14019	1			2			1	
Zotu9509		1		1				
Zotu5198			1				3	2
Zotu4418					1	1	1	
Zotu11396								
Zotu1096	1		5	2	6	13	1	5
Zotu3854	1		1	1	3	7		
Zotu2343	2				2	3		
Zotu2815	12	1	1	3	3	4	6	8
Zotu3887		1			2	2		1
Zotu10103								2
Zotu7746								
Zotu7984					1			
Zotu14408								
Zotu2404			2	1	3	2	2	1
Zotu11420	1	2	1	1				
Zotu15177		1						
Zotu8314			2			1		
Zotu9699								
Zotu13171								
Zotu8150	1		3		2		2	
Zotu15890								
Zotu19568			1					
Zotu10408								1
Zotu5871	1		1	1	1			1
Zotu12319	2		1					1
Zotu12384		1		1				
Zotu16216						1		
Zotu7999	2			2				3
Zotu9170		2						
Zotu4267					1		3	
Zotu19644								
Zotu20834								3
Zotu17699					1			1
Zotu4797								
Zotu13847								
Zotu12815								
Zotu19216								
Zotu3442	6		4		8	3	2	1
Zotu7747			1				2	
Zotu4633	1	1						
Zotu9337								
Zotu15765		1				1		
Zotu4281	10			3	2	3	1	
Zotu4107			5	2		6	5	5
Zotu18113								
Zotu18247	1	1						
Zotu20375							1	1
Zotu827	4	7	7	5	13	12	7	10
Zotu1795	1	1	7	3	3	1	7	6
Zotu1359	9		5	9	15	3	6	5
Zotu1550	6	1	6	1	4	3	4	6
Zotu7967		2	2				2	2
Zotu14446			3		4		1	1
Zotu10210			1		1			
Zotu1320	3	3	15	6	11	2	23	15
Zotu711	17	7	22	11	14	11	23	19
Zotu3526	8	6	12	3	2	1	13	7
Zotu11041	2						1	
Zotu9913	2		1	1				
Zotu18127								
Zotu9876			1	1	1			1
Zotu12362		1		1		1	2	2
Zotu5915			2			3	1	1
Zotu13057		1			1	2	2	
Zotu18909	1	1						
Zotu11421	1	1	1		1			
Zotu10331							2	
Zotu13499								
Zotu5926	1	2	1	1	2		2	8
Zotu11593			3					4
Zotu256	30	11	37	16	21	30	89	57
Zotu709	25	14	45	24	33	12	30	33
Zotu4674	2	3	6	4	5	3	6	7
Zotu1067	25	8	28	29	26	4	15	25
Zotu4071			9	2	2	1	2	2
Zotu16428	3				1			
Zotu11487							1	1
Zotu16153			2				1	1
Zotu19824								
Zotu12435								
Zotu18191				1			1	
Zotu10162								
Zotu5176				1		1		
Zotu4675								
Zotu15221								
Zotu1972	1	2	3		2		2	
Zotu19300								
Zotu5830					1			1
Zotu10824	2		3		1			1
Zotu7729	1				1	3		
Zotu11714				2				
Zotu17878								
Zotu5083	3	1		1	1	2		
Zotu2147	5	1	2		2			1
Zotu19397								
Zotu4608	1					1		2
Zotu9816		1						
Zotu15604								
Zotu10416						2		
Zotu13709								
Zotu2359	3	1	1	1	3	1	4	4
Zotu17631								
Zotu13773	4		1			1		
Zotu17045	2							
Zotu11372	1				1			4
Zotu4367	1			2	1	3		1
Zotu13878								
Zotu19768				1				
Zotu9575			1			2		
Zotu7957		1					5	4
Zotu4902					1	1		
Zotu6394		2						1
Zotu11439	1						1	
Zotu14206	1	1				1		
Zotu16885								
Zotu11163							1	1
Zotu15292		1						
Zotu6669	3		1	1	3	3	2	2
Zotu6920					2			
Zotu15573			1		1	1		
Zotu5119	1	1	4				1	6
Zotu17128					1			
Zotu17277								
Zotu19448				2				
Zotu2922	2	3		1	2		3	2
Zotu8022			1					
Zotu9348						1		
Zotu5904	1	3			1	5	2	1
Zotu15076						1		
Zotu4137	1		1	2			1	
Zotu4825				2		1	1	
Zotu12446		1	1	1	1			3
Zotu1739	3	2	1	2	4	9	5	8
Zotu17868	1		1				1	
Zotu6986	1		1				2	1
Zotu17947								
Zotu13717							1	
Zotu15575				1	1			
Zotu1660	4	2	1	2	4	3	3	10
Zotu8637							1	
Zotu6755		1	1		1	2		4
Zotu15741	1							
Zotu12927					1			
Zotu8726	1						2	
Zotu8691							1	
Zotu1305	1				2	1	7	8
Zotu11208						1		1
Zotu17113								
Zotu17225								
Zotu10835								
Zotu14222			1					5
Zotu9234								
Zotu15538		1				1	2	
Zotu17370			2					
Zotu11871								
Zotu17261								
Zotu18792	1		1					3
Zotu707	10	6	12	8	12	5	11	7
Zotu1255	8	3	12	5	9	7	8	11
Zotu1053	5	4	24	3	12	6	10	6
Zotu3165	1	1	5		3	3	2	2
Zotu2596	4						3	
Zotu3622	3	4		3	4	13	5	5
Zotu17825	1				1		2	
Zotu12136								
Zotu12932	2							
Zotu16113	1							
Zotu6426		1	1				2	
Zotu3707		1	4	8	3	1	4	3
Zotu9999		2			1		2	
Zotu19819						2		
Zotu20792								
Zotu14707					1			
Zotu8879	4		1					
Zotu14523								
Zotu9621					1	2		1
Zotu6655	1	4			4	3	1	4
Zotu9254	1	1				2	5	1
Zotu20316								2
Zotu14145	1		1			1		
Zotu20348					1			
Zotu5192	5	2	2	1	1		2	
Zotu7355		1		1	1		1	
Zotu1830	7	4	1	3	4	4	6	9
Zotu10272								
Zotu17663								
Zotu3151	1	2			7	5	1	2
Zotu7813	3					1		2
Zotu15431			2				1	1
Zotu1152	21	8	24	10	11	5	34	26
Zotu18669			1	1				1
Zotu10226		2	1					
Zotu18858					1	1	1	
Zotu18672	7				1			
Zotu233	20	21	132	21	47	33	25	27
Zotu7152	1							1
Zotu18467	1							
Zotu14152	2							
Zotu5916								
Zotu446	30	15	51	12	31	33	22	49
Zotu13129	1		1					
Zotu5752	2	3	2		1	1	2	
Zotu999	16	2	14	5	14	12	6	4
Zotu13199								
Zotu18061								
Zotu6806		1	3					
Zotu3129	9	4	16	5	7	15	3	5
Zotu7341	6	1	2				3	1
Zotu13678	1						2	2
Zotu462	14	11	32	7	37	27	18	10
Zotu815	9	7	17	6	18	5	9	11
Zotu3236			3		1	2	1	
Zotu6933		2	2		1	1	2	3
Zotu2146	8		6	3	4	13	9	10
Zotu5960	1	1				3		
Zotu11246	2			3				
Zotu4439	2	3	5	3	2	7	6	3
Zotu14439							1	
Zotu18030	1							
Zotu12586	1		1					
Zotu16863			1	1				
Zotu19808								
Zotu363	38	16	42	30	28	28	35	63
Zotu8285			2	3		1		4
Zotu5761	1							1
Zotu4873	2	1	2	1	1	1	5	
Zotu7884	2							
Zotu3662	6	3	2	1	3		2	5
Zotu11068					2		1	
Zotu12715	3	1			1		2	1
Zotu15117	1							
Zotu6878		1	5	2	2			
Zotu9854	1					1		
Zotu10431								2
Zotu3230	1			1		1	1	
Zotu8164	1		1		1			
Zotu15034								
Zotu19427								
Zotu11179		1			1			
Zotu10953	1		2				1	2
Zotu13988				6				
Zotu19340								
Zotu7241	2						3	1
Zotu857	14	4	18	7	12	2	18	14
Zotu2425		3	5	8	5	5	8	6
Zotu292	77	35	48	48	43	37	66	57
Zotu2329	10	4	19	3	6	5	9	9
Zotu9972	1		1	3	1		1	2
Zotu445	20	8	13	15	3	25	6	8
Zotu14899								
Zotu18099				1				
Zotu6508	2					1	1	1
Zotu17066				1		1		2
Zotu19055			1					
Zotu12062							1	
Zotu16494			1		2			
Zotu10834	2							2
Zotu14646	3		3	1				3
Zotu3410	6			2		3	5	3
Zotu9279				1	2		1	
Zotu9393	1	1	2			2	3	1
Zotu5516	1	1	1	1			5	
Zotu11610			1	6	1		2	
Zotu2398	3	1	1	2			4	3
Zotu389	34	11	27	7	14	27	32	14
Zotu5039	3	1	2		4		2	1
Zotu12727								
Zotu5802			2	1	6	4	4	3
Zotu15802								
Zotu18952		1						1
Zotu19418								
Zotu5200	2			2	1	3		6
Zotu9010							1	
Zotu16669						1		
Zotu12702								
Zotu14739							1	
Zotu16681					2	1		1
Zotu11721				1	1			2
Zotu14572						1		1
Zotu4846					2	2	1	1
Zotu5031	3	1	3	1	1	1	4	1
Zotu11354			2		1			
Zotu10041			1		2		1	
Zotu15331						2		
Zotu7551			1			4	2	2
Zotu10865	1		3	1		2	1	2
Zotu14837								
Zotu14237								
Zotu10844								
Zotu13263								
Zotu16179						3		
Zotu3479	1	3	1	6		4	5	6
Zotu16607			1	1	1			
Zotu3894	1		3	3		7		2
Zotu6460				1	2	5	1	4
Zotu14340		2		2			1	1
Zotu16234				1				
Zotu17905								
Zotu14265					1	2	1	6
Zotu13446							1	1
Zotu13742		1		2		2		3
Zotu11887		1	3			3	1	4
Zotu10729			3		3	2	1	2
Zotu18563								
Zotu18192	1					2	1	3
Zotu6795			2	2		7		1
Zotu5596	2		1		2		1	
Zotu20045								1
Zotu9547					2	4	2	1
Zotu15172								
Zotu20528								
Zotu6554	2				1	1	1	1
Zotu17410	1							
Zotu11938		1				1		
Zotu9367	1		2			1		1
Zotu6972		1				1	1	
Zotu16136	1		2			1		
Zotu2215						2	2	
Zotu2932								
Zotu6729	1	2	1	3		1	1	1
Zotu624	11	9	15	3	2	13	8	15
Zotu4016			2	1		2	2	3
Zotu4651	1	1	3		1	3	3	8
Zotu3850	1	1	3		1	3		
Zotu4883	1	1	2	1				
Zotu5055	5		1					1
Zotu9312	1							
Zotu4534					1		1	
Zotu8230	1		1					
Zotu3616	3	2	7		2		3	3
Zotu4471	1		1					2
Zotu13142								
Zotu2080	2	1	8	2	1	3	4	
Zotu1977	12	10	10	8	4	9	7	7
Zotu7482	1	2	1		2		3	
Zotu7547		1			1	1	3	
Zotu5715			3	1		1	1	1
Zotu3589	4	1	3	8	1	1	2	5
Zotu9282	2	1	1			1	1	3
Zotu6700	3		1	14		4		1
Zotu7433		1				1		2
Zotu5131				1	1		2	1
Zotu260	61	36	76	43	69	60	67	105
Zotu780	11	8	17	7	14	8	6	15
Zotu14780	1	1	1			4	1	
Zotu15338					1			
Zotu15472	1	1	1		1		1	3
Zotu818	17	3	24	11	18	37	15	22
Zotu1990	1	3	9	3	5	9	3	8
Zotu1510	10	2	15	4	7	7	7	15
Zotu8088	1		1					2
Zotu16793	1		1				1	
Zotu11589	1						1	3
Zotu20192	1		1	2		1		1
Zotu2982	5	3	5	2	3	6	11	9
Zotu7074	1							4
Zotu19293						2		2
Zotu1507	12	8	16	6	9	17	9	15
Zotu15565								
Zotu18345					1		1	
Zotu14774	2					4	1	3
Zotu5304	1		2		1	7	3	2
Zotu6917	5	1	6	1	3	4	1	1
Zotu12862								1
Zotu6934		2						
Zotu8802	3					1		
Zotu4402	2	1	2		6	1	4	
Zotu14645	1		2		1			2
Zotu11440							1	
Zotu2065	6	1	16	5	8	9	11	6
Zotu13881	1						2	
Zotu2664	3			5				4
Zotu16252		1		1	2			2
Zotu7198	2		1	1			1	
Zotu14288								
Zotu20737		3				1		
Zotu4233	5	2	1	1	1	4	2	4
Zotu19153								
Zotu5277	9	3	4	2		5	12	8
Zotu11489	2		1	1		1	4	
Zotu9511								
Zotu3019								
Zotu3005								
Zotu8851								
Zotu14848								
Zotu7179								
Zotu18454								
Zotu16518								
Zotu20347								
Zotu3985		1			2	8		25
Zotu13408		1						
Zotu3338								
Zotu8769								
Zotu9653		2						
Zotu2703								
Zotu4421								
Zotu9917								
Zotu12372		1						
Zotu14336								
Zotu9371								
Zotu18752	1					1		
Zotu11213								
Zotu12790								
Zotu5927								
Zotu19394								
Zotu12592								
Zotu7139							1	
Zotu20272								
Zotu4394								
Zotu4423								
Zotu18518								
Zotu5328								
Zotu725		1				3	1	5
Zotu688			1			2		
Zotu227		1			1	5	1	12
Zotu3827								
Zotu13349								
Zotu1386	9	4	3	6	4		4	9
Zotu2446	2	2	5	4		1	2	2
Zotu12503			3				1	
Zotu2943	3		3	1		1		
Zotu5270								
Zotu7119							2	
Zotu6964						2		
Zotu7252				1		2		
Zotu6837								
Zotu16133								
Zotu11729								
Zotu17386	1							
Zotu11258								
Zotu19233				3				1
Zotu2985								
Zotu20227								
Zotu11496					1			
Zotu6409			1	1				
Zotu10717								
Zotu14715								
Zotu12260				1				
Zotu12035		1						
Zotu12024								
Zotu12558								
Zotu5181	1		1					
Zotu17087								
Zotu6648						2	2	
Zotu5909	1							1
Zotu1187	3				1			
Zotu5099								
Zotu4988						1		
Zotu12320								
Zotu20178								
Zotu166	59	27	74	45	73	69	35	66
Zotu258	39	18	51	39	39	40	36	41
Zotu18310								
Zotu11737						3		1
Zotu13233			1					1
Zotu19321								
Zotu3204	5	1	5	2	5	7	1	4
Zotu4618	5		4	2	3			2
Zotu894	22	15	30	13	14	36	12	35
Zotu19938			1		1			1
Zotu2503	4	8	6	4	7	7	6	11
Zotu8398	1	4	4		2	3	2	1
Zotu19771		1	1		2			1
Zotu4691	4	2	7	3	1	5	2	2
Zotu8156	1	4	2	1				2
Zotu11521								
Zotu14564								
Zotu109	96	84	151	66	152	128	69	135
Zotu809	17	9	11	10	30	25	8	33
Zotu5214	4		1		1	4		
Zotu1207	9	8	21	9	20	14	8	20
Zotu2112	6	2	9	3	6	5	3	4
Zotu15926	2							1
Zotu1798	7	1	6	4	12	5	5	9
Zotu415	22	33	53	14	26	23	22	49
Zotu245	53	53	92	32	58	69	38	77
Zotu2556	4	2	9	2	3		1	8
Zotu1257	6	7	25	9	16	15	5	19
Zotu14440	1	1	2		6	3		4
Zotu17420								
Zotu4303	8	2	1	2		2	4	2
Zotu9943	1	2					1	
Zotu8546	1		2		5	1	1	6
Zotu15101			1		2			
Zotu10077			1				1	1
Zotu14658								3
Zotu3585	4	3	2	2	6	3	3	9
Zotu9594								
Zotu19551			2			2		1
Zotu13990						3		
Zotu16760				2			1	1
Zotu2742	5	3	10	2	8	13	3	20
Zotu13926			1				1	
Zotu1051	15	3	22	8	10	20	10	15
Zotu4575	1	2	2	5	3	1	1	2
Zotu11994		1	3			1		
Zotu787	66	21	28	7	12	24	17	32
Zotu19278								
Zotu5000	2	1				4	2	2
Zotu15586					2		2	1
Zotu11251								
Zotu15307								
Zotu4977				1			1	2
Zotu8912				1				
Zotu10908								
Zotu14600								
Zotu8420								
Zotu7544								
Zotu4429								
Zotu5302						2		
Zotu3240								
Zotu7479								1
Zotu1632								
Zotu8184								
Zotu12580								
Zotu8457								
Zotu17955								
Zotu20062								
Zotu5460								
Zotu15998								
Zotu16769								
Zotu17553								
Zotu17581								
Zotu8714								
Zotu6106								
Zotu16610								
Zotu8914								
Zotu228	30	19	73	15	20	50	31	60
Zotu832	14	6	10	5	13	18	10	21
Zotu994	2	6	11	4	6	30	12	11
Zotu14182			1			1		
Zotu616	7	8	7	6	1	5	7	3
Zotu1245		3		5		5	4	3
Zotu3321								
Zotu2644								
Zotu16032								
Zotu20182								
Zotu9394								
Zotu14623	1		1					1
Zotu14344								
Zotu20222								
Zotu4984								
Zotu10215						1		1
Zotu9873								
Zotu18616								
Zotu6602								
Zotu3663								
Zotu4417								2
Zotu9950								
Zotu10683			1					
Zotu14131								
Zotu19544								
Zotu10538								
Zotu18803								
Zotu13993								
Zotu12025								
Zotu10432								
Zotu8562								
Zotu13344								
