ID	rs_ck_1	rs_ck_2	rs_ck_3	rs_ck_4	rs_ck_5	rs_ck_6	rs_ck_7	rs_ck_8
Zotu16373								
Zotu19697			1					
Zotu6473						1		
Zotu4099		2				1	3	4
Zotu3295			2			2	1	
Zotu4313		1		1		1	5	
Zotu8212		1					1	
Zotu13657	1							
Zotu341	7	7	14	17	17	14	15	18
Zotu1538	1	1	3	6	1	4		1
Zotu7298							1	
Zotu185	3	7	19	20	17	14	26	17
Zotu4508		2		1			1	
Zotu15696								
Zotu3425		1					1	1
Zotu2412				3		3	4	3
Zotu1420	1		3	3		8	1	5
Zotu17886								
Zotu785	1	3		1	5	1		2
Zotu18788								
Zotu2798					1		1	
Zotu3551								5
Zotu17206						1		
Zotu2388	6		1	1		1	1	5
Zotu419	10	15	12	7	11	18	6	14
Zotu6530			1					
Zotu19406								
Zotu14586		4		1				
Zotu15248							2	
Zotu5392	1			1				
Zotu5153		3			1	1		
Zotu20253								
Zotu14834		1						
Zotu14104								
Zotu19950			1					
Zotu13120				1			1	1
Zotu18609								
Zotu19072								
Zotu6083			1	1				1
Zotu15707			1					
Zotu6209			1					1
Zotu15133								1
Zotu1271	1	3	6	6	5	7	4	6
Zotu6343		1			3		1	1
Zotu16038								
Zotu12121								
Zotu19049								
Zotu16640								
Zotu3882								
Zotu19105								
Zotu14389								
Zotu7698	1							1
Zotu14614								
Zotu19661								
Zotu19134								
Zotu16561								
Zotu11822						2	1	
Zotu7814								2
Zotu6643	1							
Zotu4404				4		2	1	
Zotu12723								
Zotu1236	2	2	11	3		3	2	9
Zotu4955						1		
Zotu18603								1
Zotu15549						1		
Zotu16713	1					1		
Zotu7034			2	2			1	
Zotu6134	1			1	2		1	2
Zotu6175								
Zotu20390								
Zotu3048	4			1				
Zotu6941								
Zotu4916			1	1				1
Zotu1006	1	1	2	8	2	1		11
Zotu16810								
Zotu12898						1		
Zotu19351				1				
Zotu17563								1
Zotu6760								
Zotu18758								
Zotu17518								
Zotu19181								
Zotu3817		1					1	2
Zotu12455								
Zotu5378						5		
Zotu4587			1	2	2	3		1
Zotu10459								
Zotu15165								
Zotu3936								
Zotu3898	1				1		2	
Zotu9386								
Zotu1936			1	3	4		2	
Zotu2991	1	4	1	4	1		2	
Zotu14431					1			
Zotu12880								
Zotu19987		1					3	
Zotu12015		3			1			
Zotu18034								
Zotu16872		1						
Zotu17745	1				3			
Zotu16368								
Zotu4395							2	
Zotu15457								
Zotu11853	1					1		
Zotu18449								
Zotu7896	1			2			1	
Zotu14030								
Zotu19021								
Zotu2515		3	1	6	6	6	7	
Zotu3068		3	4	1	1	3	1	1
Zotu1214	4	3	4	6	11	13	6	4
Zotu3532	1			2	8	5	2	1
Zotu5620					1			
Zotu12513			1					
Zotu15011			1					
Zotu7092		1		1	1	3	1	
Zotu1325	7	4	5	17	13	16	7	4
Zotu1513	3	2	11	8	10	8	13	16
Zotu5997	1		1	1	1			1
Zotu2270	4	2	6	6	4	4	7	6
Zotu842	5	5	6	11	22	9	8	4
Zotu5500		2	1	3				
Zotu898	6	10	4	10	11	10	5	11
Zotu1042	4	4	14	6	10	13	16	10
Zotu1202	5	4	11	9	10	7	11	13
Zotu3839	2	2	3	1	2		1	2
Zotu1541	4		7	8	8	13	9	2
Zotu578	3	8	17	10	19	10	18	15
Zotu20800								1
Zotu3260		1	3		2			9
Zotu10490			1		2			1
Zotu12966								
Zotu10517							2	
Zotu7905								
Zotu3467	2	1		1				
Zotu3766	1	1				1	1	1
Zotu11974						1		
Zotu4251		2		4	1	1		1
Zotu15045								
Zotu10054								
Zotu13669			2			1		
Zotu6132	8		1	5	3	3	1	1
Zotu8268	2	2	2		8			
Zotu15692	3	1				4		
Zotu8169	3	2				1	1	
Zotu6923			2			3	5	6
Zotu14224		1	2					1
Zotu11266								
Zotu12694	2					1		3
Zotu1650	1	2	4	9	3	12	6	5
Zotu17022			2		2			
Zotu935	7	7	9	9	3	14	3	6
Zotu9857	2			2		1	1	2
Zotu15514								
Zotu1821	2	7	3	8	8	9	4	
Zotu10303								
Zotu3219	2	1	2	1	2		1	
Zotu15179								
Zotu15547							2	
Zotu16631								
Zotu9155								
Zotu15495								
Zotu7953					1			
Zotu11569					2			
Zotu19537						2		
Zotu11886						1		
Zotu6422	2	3	1	1				
Zotu12672								
Zotu16355	1							
Zotu7650								
Zotu14506					1			
Zotu15453								
Zotu10477	1	1		1				
Zotu1583	1	2					2	
Zotu3580								
Zotu16296					1			
Zotu20852								
Zotu15164								
Zotu16676						1		
Zotu14374			1	1		1		
Zotu12374					1			
Zotu12011						2		25
Zotu20188	1				2			
Zotu17043			1					19
Zotu18848								
Zotu10601		1						
Zotu18794								
Zotu10890					2			
Zotu9765	4		2			1		4
Zotu15920								
Zotu7555								
Zotu8236		1	1					
Zotu6810					1	2	4	2
Zotu2519	3	1	2	3		4	5	1
Zotu3590	1	3	9		1		1	5
Zotu11625				1	3	1		2
Zotu20289		2						
Zotu16893				1				
Zotu7392					1			
Zotu6057		2	7					5
Zotu11809						1		
Zotu8920							1	1
Zotu14239								
Zotu10465								
Zotu7268		1				2	1	1
Zotu20026				1				
Zotu20157		1						
Zotu10874					1			4
Zotu8675	2						1	
Zotu14583								
Zotu8529							1	
Zotu18232								
Zotu3437								
Zotu11679								
Zotu19589								
Zotu7672						1		
Zotu20034	1							
Zotu4622								
Zotu19919								
Zotu10817								
Zotu3971								
Zotu20452							1	
Zotu13625								
Zotu16549								
Zotu17760	1		1		2			
Zotu17763				1				
Zotu9770	1	1				1		
Zotu7519				1	1			1
Zotu10533		1	1		1			1
Zotu10144	5	5	4	5	3	11	2	7
Zotu12938	2		4		2	1	1	1
Zotu2101	10	4	9	9	13	16		10
Zotu10855	3	2	2		3	1		
Zotu2572	3	3	1	2		4		
Zotu17399								
Zotu3262	1		1	5	3	4		
Zotu11117	1			1		1		
Zotu1666	11	11	4	13	14	11	4	12
Zotu4410	7	2	6	2	7	2	6	4
Zotu10889					1			
Zotu5925	2	3	1	7	2	4	2	2
Zotu18254								
Zotu4672	2	1	2	2	1	2		1
Zotu6292			1		2	4		
Zotu16542								
Zotu7396						2		
Zotu18385			1					
Zotu16007	2	1				1		4
Zotu4172	1			1	3		1	1
Zotu16529		1						
Zotu12502								
Zotu20209							1	
Zotu20360	2		1					
Zotu12830								
Zotu15233						1		
Zotu14144		1						
Zotu16271					1	2		1
Zotu6662						1		
Zotu20331								
Zotu11727					1			
Zotu4741		1		1			1	1
Zotu16476		1	2					
Zotu12995						1		
Zotu7670					1			
Zotu16106								
Zotu16888								
Zotu4821		1						
Zotu12226								
Zotu9044								
Zotu10461								
Zotu14318								
Zotu17401								
Zotu18587								
Zotu20229								
Zotu19485			1	1				
Zotu14163								
Zotu16248								
Zotu20560								
Zotu10960								
Zotu14729				1				
Zotu18899								
Zotu4771		1						
Zotu14941								
Zotu20530			1			1		
Zotu3598	3	1	1	8	11	3	2	2
Zotu17059	1					1	1	1
Zotu19411								
Zotu9695		1						
Zotu11350						2		
Zotu4583				1				1
Zotu12893								
Zotu9373								
Zotu12664					2		1	
Zotu18962				3		1		
Zotu1365	2		2	3		3		
Zotu12542								
Zotu15009			2					
Zotu5482								
Zotu7220								
Zotu10279				1		1		
Zotu1860		1	1		1	1	1	1
Zotu13756								
Zotu14051								
Zotu8232								
Zotu15879								
Zotu13103								
Zotu6208								
Zotu6898	1	2	1	7	3	3	9	
Zotu13898	1	1	1	4		1	1	
Zotu10357		1						
Zotu16210								
Zotu5356		1		3		2	5	
Zotu8409					3	1	2	
Zotu1300	1	4	2	12	5	7	12	
Zotu6344		1		1		1	5	
Zotu3419	1	2	2	7	3	3	12	3
Zotu8272						2		1
Zotu17423	1					1		
Zotu698	6	18	5	16	8	17	11	4
Zotu1104	6	3	5	8	1	2		1
Zotu3569	1	14	2	11	1	3	8	2
Zotu13649								
Zotu11083				1		1	2	1
Zotu17001								
Zotu3409		3				2		
Zotu4541			1			2		
Zotu4476								
Zotu14165		1					1	
Zotu1872	6	9	4	4	1	5	3	
Zotu2314	7	17	3	4	11	3	14	
Zotu14976								
Zotu7509	1	1			2			2
Zotu18018								3
Zotu2585		5	4	2	3	6	3	4
Zotu8751				1				1
Zotu2672			4		5			1
Zotu4728			1					1
Zotu6563			1			4		1
Zotu11359	3	1			1			
Zotu4598	1				1			
Zotu9678								
Zotu12598							1	
Zotu13792			2					1
Zotu14335								
Zotu12354			1					
Zotu14477								
Zotu12903								
Zotu18542								
Zotu10552	1				1			
Zotu15225								
Zotu6872		2					1	
Zotu14401		3					1	
Zotu20215								
Zotu18182								
Zotu11845					4			
Zotu7321					1			
Zotu17364								
Zotu14588	1						1	
Zotu13162			1					
Zotu18905								
Zotu18421								
Zotu14006	1						1	
Zotu2578	6	8	1	2		4	1	6
Zotu4685		1	1				2	1
Zotu20114				1				
Zotu13448								
Zotu16952								
Zotu19442								
Zotu8648	3							1
Zotu18020								2
Zotu13329								1
Zotu15023								
Zotu3820	1	1	3					3
Zotu8824	1					3		1
Zotu4529		1			4	3	1	
Zotu4726	6	3	4	2	2	2		1
Zotu14019				1				
Zotu9509		3			1	2	2	1
Zotu5198	2	5			3	4	1	
Zotu4418	1	1	3	4		4		3
Zotu11396		1	1					
Zotu1096	26	15	14	19	31	21	23	12
Zotu3854	4	6	3	4	4	10	5	3
Zotu2343				1	1			1
Zotu2815	1	5		2	3	1	2	4
Zotu3887	11	3	7	6	8	3	6	2
Zotu10103			1			2		2
Zotu7746								
Zotu7984		3	1	1				
Zotu14408	2	2						
Zotu2404	6	8	4	23	12	10	13	10
Zotu11420	1	1		1		1		
Zotu15177						2		
Zotu8314	6	4	1		7		3	
Zotu9699	1	3	4	1		1		
Zotu13171	1							
Zotu8150	2	1			2			
Zotu15890								
Zotu19568	2							
Zotu10408								
Zotu5871					1	5		
Zotu12319		1	1					
Zotu12384								
Zotu16216								
Zotu7999	2	1		4		1	1	
Zotu9170				1	1			1
Zotu4267		3		3	1	7	1	4
Zotu19644	1	1						1
Zotu20834				1				
Zotu17699		1						1
Zotu4797	2	3	1			1	3	1
Zotu13847		3						
Zotu12815								
Zotu19216			1	1				
Zotu3442	1		1	2	2	1	1	
Zotu7747	1	4	3	2	2			1
Zotu4633		5		6	2	2	3	3
Zotu9337			1	1	1			
Zotu15765								
Zotu4281		2	4	5		6		4
Zotu4107	3	4	1	4	2	2	2	
Zotu18113	1	1				3		
Zotu18247				1				
Zotu20375	1							
Zotu827	8	18	16	8	4	7	7	6
Zotu1795	3	8	3	1		11		4
Zotu1359	1	12	7	9	2	9	2	9
Zotu1550	3	5	3	3	4	9	3	2
Zotu7967	1	1	1	1	1			
Zotu14446		1		2		1		
Zotu10210			1	1				1
Zotu1320	3	1	8	4	1	5	4	6
Zotu711	3	5	13	11	20	20	13	19
Zotu3526	3	2	2	11	1	4		4
Zotu11041		3	1	1	1			
Zotu9913				1	1			
Zotu18127								
Zotu9876		1		1				
Zotu12362			1					2
Zotu5915	1			1		1		
Zotu13057	1					1		
Zotu18909	2							2
Zotu11421		1				1		
Zotu10331				1				
Zotu13499						3		
Zotu5926				1		2	1	
Zotu11593		2						
Zotu256	27	48	22	34	18	52	23	48
Zotu709	6	10	15	24	1	17	7	9
Zotu4674	1	2	3	2		1	5	3
Zotu1067	3	2	4	12	1	11	7	5
Zotu4071		2	1	5	4	4	17	1
Zotu16428								
Zotu11487		2	2		2			1
Zotu16153		1						1
Zotu19824			2					
Zotu12435								
Zotu18191						1		
Zotu10162	1	5	2			2		2
Zotu5176	2	4	3	5		11	1	
Zotu4675	2	7	1	2	1	1		1
Zotu15221								1
Zotu1972		3	6			6		4
Zotu19300	1							
Zotu5830	1			4			1	
Zotu10824		3	1	1		1		
Zotu7729				1				
Zotu11714								
Zotu17878						1	2	2
Zotu5083	1	3	1	1	1	1	1	
Zotu2147		2	1	3		1	2	6
Zotu19397					2			
Zotu4608	1	7	2		2	4		1
Zotu9816	2	1				1	1	
Zotu15604								
Zotu10416		1						
Zotu13709								
Zotu2359	2	4		5	2	1	1	6
Zotu17631		1						
Zotu13773								
Zotu17045								
Zotu11372								
Zotu4367		2	1			1		
Zotu13878					1			5
Zotu19768		1						1
Zotu9575								
Zotu7957		2	2	1	2	1	2	2
Zotu4902				3				
Zotu6394	1	2		2			1	
Zotu11439		1						1
Zotu14206								
Zotu16885								
Zotu11163						2		
Zotu15292								1
Zotu6669		3	1			1		
Zotu6920	1	4	2	1		2		1
Zotu15573							1	6
Zotu5119			1		1		1	
Zotu17128							1	
Zotu17277							1	
Zotu19448	1							
Zotu2922	1	3	4	2	1	1	3	1
Zotu8022		1					1	1
Zotu9348		1	1					
Zotu5904	4	1	1		2	1		1
Zotu15076		1						
Zotu4137	3	6	4	4	3	8	5	3
Zotu4825	1	2	1	3		1	4	5
Zotu12446		1	1	2		1		
Zotu1739	3	3	3	6		5	2	7
Zotu17868		1						
Zotu6986					1			2
Zotu17947								
Zotu13717								
Zotu15575								
Zotu1660	9	3	6	3	7	6	4	12
Zotu8637	1	1				1	1	
Zotu6755						1		
Zotu15741								
Zotu12927			1	1				
Zotu8726			1	2				2
Zotu8691	2							1
Zotu1305	8	13	18	3	4	9	6	8
Zotu11208	1		2			3		
Zotu17113								
Zotu17225		1						1
Zotu10835	3	2					1	
Zotu14222				2				
Zotu9234		1						
Zotu15538		1						1
Zotu17370								
Zotu11871	1		3			2	1	3
Zotu17261								
Zotu18792	1							1
Zotu707	2	7	7	5		10	10	2
Zotu1255	4	5	3	4		5	1	3
Zotu1053	2	5	10	8	3	12	6	3
Zotu3165	3	1	1	5	1	1	2	1
Zotu2596	1	2						1
Zotu3622		2	4		1		2	
Zotu17825								
Zotu12136		1						
Zotu12932				3		1		
Zotu16113								
Zotu6426	4	3			1			6
Zotu3707	5	6	7	1		8	8	2
Zotu9999				1	1	2		2
Zotu19819		2						
Zotu20792	2							
Zotu14707								
Zotu8879	1	3	2			1		1
Zotu14523		3				1		1
Zotu9621								
Zotu6655	1	2	2					2
Zotu9254							1	
Zotu20316								
Zotu14145	1			1		1		
Zotu20348								
Zotu5192			1	1				2
Zotu7355								
Zotu1830			1			1	1	
Zotu10272								
Zotu17663								
Zotu3151	3	4	8	4	10	7	7	5
Zotu7813		2	1				1	8
Zotu15431		3						
Zotu1152	4	25	5	8		4	6	5
Zotu18669		1						
Zotu10226		1						
Zotu18858		1						
Zotu18672	1				1	1		
Zotu233	9	40	21	23	12	30	19	27
Zotu7152	1	3	1	2		1		1
Zotu18467								
Zotu14152								
Zotu5916								
Zotu446	1	5	6	3	2	8	3	12
Zotu13129	1	1					1	2
Zotu5752					3	2	1	
Zotu999	9	11	15	23	13	20	18	10
Zotu13199		1					1	
Zotu18061				1				1
Zotu6806						2		
Zotu3129	1	2	1		1			
Zotu7341		1		2			1	
Zotu13678			3					
Zotu462	1	3	4	7	2	3	1	2
Zotu815	1	2	3	3	1		1	2
Zotu3236	1	4	1				1	7
Zotu6933		2				1	1	
Zotu2146	3		2		1	1		
Zotu5960		2						
Zotu11246						1		
Zotu4439	1	2		4	2			2
Zotu14439								
Zotu18030						1		
Zotu12586			1				1	
Zotu16863		1						
Zotu19808								
Zotu363	7	22	10	9	4	17	5	16
Zotu8285	1	1	2					
Zotu5761	1				1	1		
Zotu4873			2				1	
Zotu7884			1			3		
Zotu3662		4		1		9		
Zotu11068			1					
Zotu12715				1				3
Zotu15117								
Zotu6878				1		1		
Zotu9854								
Zotu10431						1	1	1
Zotu3230	1	3				1	1	4
Zotu8164		1	1	2		1		1
Zotu15034							1	
Zotu19427								
Zotu11179		1				2		
Zotu10953		1		4		1		1
Zotu13988						1		1
Zotu19340				1			1	
Zotu7241								
Zotu857		12	7	5	2	10	1	4
Zotu2425	9	4	5	3		5	3	2
Zotu292	22	34	25	31	16	40	27	28
Zotu2329	2	5	3	4	1	1	4	5
Zotu9972		1						
Zotu445	18	30	19	9	7	26	10	15
Zotu14899			1		2			1
Zotu18099		2			1			
Zotu6508	1					1		
Zotu17066								
Zotu19055								
Zotu12062								
Zotu16494			1					
Zotu10834				1		1		
Zotu14646		1		1				
Zotu3410				1				
Zotu9279								
Zotu9393			1	2				
Zotu5516	1		1	2		1	1	
Zotu11610			2	1		1	1	1
Zotu2398				1				
Zotu389	30	85	29	20	17	23	44	20
Zotu5039	2	1	2			1		
Zotu12727		4						
Zotu5802			2					
Zotu15802								
Zotu18952	1			1	1	1		1
Zotu19418					1		1	1
Zotu5200	1	2	4	8	13	2	4	2
Zotu9010	3	2			2	1	1	
Zotu16669	1			1	2	2		2
Zotu12702	1		2	2	1			
Zotu14739								
Zotu16681								
Zotu11721	1							
Zotu14572								
Zotu4846	1	4	3	2	3	2		1
Zotu5031		1	1					
Zotu11354		1	1		1	1		1
Zotu10041						1		
Zotu15331				3	1	1	1	
Zotu7551						1		
Zotu10865					2			
Zotu14837								1
Zotu14237		1	1					
Zotu10844		1				3		
Zotu13263								
Zotu16179								
Zotu3479		1	1	1				
Zotu16607								
Zotu3894	1	1	1					
Zotu6460			1					
Zotu14340				1				
Zotu16234								
Zotu17905						1		
Zotu14265								
Zotu13446								
Zotu13742								
Zotu11887								
Zotu10729			1		3	2		
Zotu18563	1							
Zotu18192		1		1				
Zotu6795								
Zotu5596	2			1				
Zotu20045			2		2			1
Zotu9547		1					3	
Zotu15172		2			4			
Zotu20528								
Zotu6554								
Zotu17410								
Zotu11938								
Zotu9367						1	1	
Zotu6972			1					
Zotu16136								
Zotu2215							1	
Zotu2932	1	1						
Zotu6729		1	1		1		1	
Zotu624	34	35	21	21	20	17	17	17
Zotu4016				1			1	
Zotu4651	1		1					
Zotu3850		2		1	4	2	1	3
Zotu4883	2	2	3	1	4	7	2	
Zotu5055		4	4		1	2		1
Zotu9312	3	2		1	1	3		2
Zotu4534								
Zotu8230								
Zotu3616	5	1		2		1		1
Zotu4471					1			
Zotu13142							1	
Zotu2080		2				3	1	1
Zotu1977	1	2	1		1	1	2	1
Zotu7482				1				
Zotu7547								
Zotu5715		1						
Zotu3589		1		1				
Zotu9282		2						
Zotu6700								
Zotu7433	1		2		1	1	1	3
Zotu5131			2					
Zotu260	15	41	17	13	22	19	15	21
Zotu780	7	13	2	6	3	2	1	13
Zotu14780								
Zotu15338				1				
Zotu15472			1					
Zotu818	3	2	3	6	2	3	3	5
Zotu1990		1		1			1	
Zotu1510		1	1	1		2		1
Zotu8088								
Zotu16793						1		
Zotu11589				1				
Zotu20192								
Zotu2982	2	2	1	2	1	1		
Zotu7074							1	
Zotu19293								
Zotu1507	1	1	3	2		4	2	
Zotu15565		1				2		
Zotu18345	2							
Zotu14774								
Zotu5304		1			1			2
Zotu6917			2	1				
Zotu12862	1					1		
Zotu6934	1	2	1			1		1
Zotu8802		2			3			
Zotu4402	2	7	1		4	11	5	7
Zotu14645					2		2	3
Zotu11440								
Zotu2065	2	2	5	1		1		
Zotu13881								
Zotu2664		1		2				
Zotu16252					1			
Zotu7198		1	1	1				
Zotu14288	1					1		
Zotu20737								
Zotu4233	5	11	2	1	1	4	2	7
Zotu19153						2	1	1
Zotu5277	1	4				2		
Zotu11489					1			1
Zotu9511								
Zotu3019	7	1						
Zotu3005								
Zotu8851								
Zotu14848								
Zotu7179								
Zotu18454								
Zotu16518								
Zotu20347								
Zotu3985		1						
Zotu13408		1						
Zotu3338								
Zotu8769								
Zotu9653								
Zotu2703								
Zotu4421	1	19	9	5	5	7		12
Zotu9917	38			2				
Zotu12372	4							
Zotu14336					1		2	
Zotu9371								
Zotu18752						1		
Zotu11213					23	1		
Zotu12790	1							
Zotu5927	7							
Zotu19394		1						
Zotu12592			1	1	1		1	
Zotu7139	2	1	2	2	2	4	14	
Zotu20272								
Zotu4394					2			
Zotu4423		1		2	2		2	
Zotu18518				3	2	1		
Zotu5328			4		3	38		2
Zotu725	18	9	31	62	31	45	4	30
Zotu688	8	27	177	442	99	5	5	7
Zotu227	122	215	84	68	451	251	442	163
Zotu3827		2		1	33	1		
Zotu13349								5
Zotu1386	4	8	4	13	11	7	17	8
Zotu2446	5	6	2	4	2	2	2	3
Zotu12503		1			1	3		
Zotu2943		2		2	1	2		1
Zotu5270	1	3		2			1	2
Zotu7119		1						1
Zotu6964		1		2		2		3
Zotu7252	4	5	1	2	2	4	1	3
Zotu6837		2						
Zotu16133	1	2	1					2
Zotu11729								
Zotu17386				1				
Zotu11258								
Zotu19233							1	
Zotu2985								
Zotu20227								
Zotu11496								1
Zotu6409	1	1		1	1	4	1	1
Zotu10717	1	6				1		
Zotu14715	2							
Zotu12260								
Zotu12035	1							
Zotu12024		1		1				
Zotu12558								1
Zotu5181	1							
Zotu17087								
Zotu6648					2	1		1
Zotu5909			1	1		2		
Zotu1187	11	4	3	18	25	8	8	1
Zotu5099	1			2				
Zotu4988				2	4		5	
Zotu12320					3			
Zotu20178								
Zotu166	41	49	70	51	81	80	68	50
Zotu258	21	26	44	51	51	55	33	23
Zotu18310					1			
Zotu11737	1	1				2		
Zotu13233								
Zotu19321				1				
Zotu3204	3	1	2	5	4	2	3	2
Zotu4618	1	1	3	1		2		2
Zotu894	6	9	9	13	4	13	3	7
Zotu19938		1						
Zotu2503	2	4	3	1	2	5	2	1
Zotu8398		1						
Zotu19771								
Zotu4691		2		1	1	1	2	1
Zotu8156				1		2		
Zotu11521		1						
Zotu14564								
Zotu109	48	52	64	67	79	66	48	60
Zotu809	11	5	12	4	7	9	8	11
Zotu5214		2		2	3	4	2	
Zotu1207	4	5	8	5	8	1	5	3
Zotu2112			3	2		4	1	2
Zotu15926		1						
Zotu1798	1		3	6		1	2	4
Zotu415	7	1	7	18	9	11	6	7
Zotu245	20	31	36	43	28	32	20	40
Zotu2556	2	1	1	1	3	7	1	3
Zotu1257		2	2	8	1	9	2	4
Zotu14440	1		3	3	1	5		1
Zotu17420		1						
Zotu4303			3	1	1		1	
Zotu9943				2				
Zotu8546			1		1	1		
Zotu15101							2	
Zotu10077		1	2					
Zotu14658		1		1	2			
Zotu3585		2	3	2	3	3		3
Zotu9594				1				
Zotu19551								
Zotu13990								
Zotu16760								
Zotu2742	4	3	5	6	9	1	3	3
Zotu13926							1	1
Zotu1051	10	20	11	17	17	11	7	11
Zotu4575	1			3		1	2	3
Zotu11994						1		1
Zotu787	14	14	18	11	5	20	11	10
Zotu19278						2		1
Zotu5000		2	1	1	3	1	5	2
Zotu15586			1					
Zotu11251		1	1					
Zotu15307			1		1			
Zotu4977			1	8	2		1	
Zotu8912				7	2	1		1
Zotu10908				1				
Zotu14600	1							
Zotu8420	1	5				3	2	1
Zotu7544	2		2		1		1	
Zotu4429	4	3	4	2		4	3	2
Zotu5302		1				1		
Zotu3240	3	4				1	5	
Zotu7479		1		1			1	
Zotu1632	1		3	11	5	4	10	
Zotu8184	2						1	1
Zotu12580				1				
Zotu8457	5	6	2		5			
Zotu17955		1						3
Zotu20062								1
Zotu5460			1	11				
Zotu15998	1							2
Zotu16769			2			1		1
Zotu17553						1		
Zotu17581								
Zotu8714						1		
Zotu6106								
Zotu16610								
Zotu8914								
Zotu228	17	19	32	26	12	29	14	19
Zotu832	6	10	6	8	3	10	7	3
Zotu994	7	11	8	5	5	7	7	5
Zotu14182		3	1					
Zotu616	13	23	32	41	24	22	24	15
Zotu1245	7	8	21	31	8	5	9	6
Zotu3321	3	2	1	1	2	2	1	1
Zotu2644	3	1	1	3	6	4	4	
Zotu16032		2			3		1	
Zotu20182								
Zotu9394		2						3
Zotu14623		2	1	1		1	1	
Zotu14344			1			2		
Zotu20222						1	3	
Zotu4984	1	1		5	8	2	6	1
Zotu10215				2	1	1	3	
Zotu9873		4						
Zotu18616				1		1		
Zotu6602		1	1				1	
Zotu3663		3	1	1			4	
Zotu4417	2		1	1		1		
Zotu9950	1	1						
Zotu10683				3		1	3	
Zotu14131	1		1					2
Zotu19544						1	2	
Zotu10538	1				1	5		
Zotu18803								
Zotu13993				2				
Zotu12025	1							
Zotu10432	1		2					
Zotu8562	1				2			3
Zotu13344				3				
Zotu2633	3	3	4	6	13	7	3	
Zotu18606		2				1		
Zotu6413		2	1	2	3	1	4	
Zotu11539								
Zotu12229		2	2	1	5	3		
Zotu18805	1	3	2	1			4	
Zotu8168	2	2	2	1	3		2	3
Zotu11490	1		1			1	4	
Zotu14688	3	1			3	1		
Zotu15020								
Zotu17286		1	2					
Zotu17744		1		1				
Zotu14244					1			
Zotu14802	2	2	1			1		
Zotu16770	2	3	1	3	1		4	
Zotu11754	1				3			1
Zotu20473							3	
Zotu4597	3	6	3	3	13	4	9	
Zotu13924	2	2			3			1
Zotu19925	3						1	
Zotu9038		1	2		6	1	5	
Zotu19318	2	2			1			
Zotu8325	1	2	3	2	6		2	1
Zotu3527	3	5	8	2	12	2		1
Zotu3955	1	7	13	5	5	3	8	4
Zotu14801		1						
Zotu15682		2	1		2	2	2	
Zotu14990			1	1	3		2	
Zotu16820			1	4	1			
Zotu18637	1		3					
Zotu19856								1
Zotu18205		1						
Zotu11441	1			3	1			1
Zotu15903								1
Zotu12180	2		2					
Zotu17428			1			2	1	
Zotu4381	4		3		1	1		2
Zotu12756				3				
Zotu14839		2			1			
Zotu16856								
Zotu20296								
Zotu14761								1
Zotu20358								
Zotu5474	5	10			1		2	3
Zotu5843		8	4		3	4	2	1
Zotu16861		2						
Zotu10307			1					1
Zotu17284			2	1		1	1	
Zotu3800	6	5	5	10	6	9	6	2
Zotu1765	11	5	23	3	25	10	6	10
Zotu1535	16	29	14	8	2	18	2	12
Zotu14867		1		1				
Zotu14686					2			
Zotu16265	1			1				
Zotu18248							1	
Zotu18463		2				1	2	
Zotu722	28	58	21	16	25	27	22	18
Zotu13611	2			3	1			1
Zotu1303		4	6	5	3	4		1
Zotu9098								
Zotu774		2	5	2		8	1	
Zotu6411		6	3					4
Zotu2019	4	9	3	3		9		2
Zotu5206	2		2	1	2	1	2	
Zotu9812		1		1				
