ID	hps_cd_1	hps_cd_2	hps_cd_3	hps_cd_4	hps_cd_5	hps_cd_6	hps_cd_7	hps_cd_8
Zotu540	15	25	7	6	11	5	16	15
Zotu790	6	9	6	13	6	2	17	11
Zotu2755				4				2
Zotu4216	2	3			3	1		1
Zotu400	10	6	5	10	4	6	14	11
Zotu24	95	88	66	74	67	69	88	100
Zotu1892								
Zotu18820								
Zotu7145								
Zotu19813								
Zotu10688								
Zotu2693	1				1			
Zotu3824								
Zotu4718					2			
Zotu17677								
Zotu8654						1		
Zotu16245								
Zotu12366			2	1	1	2		2
Zotu2653	2	3	7	1	3	4	3	
Zotu3778	2	3	5		3	2		4
Zotu3348		1						
Zotu2535	3	2	2		3	4	1	2
Zotu3811	2		4	2	1	5		
Zotu15688					4			
Zotu14444								
Zotu2566	2	1				1	1	
Zotu1132	3	4	2	155	1		2	5
Zotu7979	4	1	3	3	1		3	1
Zotu3646			1		1	1		1
Zotu16135	2	1					1	
Zotu7542								
Zotu19093								
Zotu17313								
Zotu5446								
Zotu13313								
Zotu15919								
Zotu8048								
Zotu12983								
Zotu6260								
Zotu13586								
Zotu19435								
Zotu15205								
Zotu5786		3		1			10	
Zotu5159		3		41			10	1
Zotu7243								
Zotu9283							1	
Zotu6069	2		3	2	3	1		2
Zotu13466		1	2					
Zotu16465	2		1		1		1	1
Zotu11158	1	1	2	2	2	2		
Zotu568	1		1					
Zotu9054								
Zotu15611								
Zotu15377								
Zotu17295								
Zotu648	2	1			1	1		
Zotu18468			1					
Zotu3710							2	
Zotu8925					1			
Zotu12676								
Zotu12877								
Zotu1240	2				3	1	4	2
Zotu6618	1							
Zotu14537								
Zotu19476	2	1				2		
Zotu5232	1						2	
Zotu7497		1				2	5	3
Zotu13476							3	
Zotu3433		14	3	4			1	2
Zotu3721		13		8			6	2
Zotu8140	4		1	2	1	1	6	1
Zotu20787		2	3		2	1		
Zotu1597	16	6	5	7	4	9	1	10
Zotu1787	7	4	4	5	7	16	5	8
Zotu19090	1	1	3	1	3		2	3
Zotu17418					1			
Zotu8491				2			1	
Zotu15911	1	1					2	
Zotu4323		4		1	2	5	1	1
Zotu13818				1				
Zotu16328								
Zotu2168	5	3	2		6	4	4	7
Zotu13694	2	1			1	1		
Zotu16043		2	1					
Zotu10356							1	
Zotu20249								
Zotu6935								
Zotu8428					1			
Zotu1873	5	5	1	2	4	4	4	2
Zotu1079	4	4	5	7	2	3	5	10
Zotu1379	1	2	2	1	2		2	3
Zotu8281	2	3		1	1		1	3
Zotu4377	2	5	3		2	1		3
Zotu2407	3	3	6	7	3	7	4	9
Zotu2000		1	1	2		1	2	1
Zotu1711					2			
Zotu11272		1					8	
Zotu1126							1	
Zotu2291	1	1		1	3	2	2	7
Zotu19779								
Zotu4739								
Zotu15057								
Zotu5701								
Zotu119			10	36	1	2	1	18
Zotu16690							1	
Zotu240				13				
Zotu433				6				
Zotu625		2						
Zotu7133					1	3		
Zotu18728								
Zotu3499					1	1		
Zotu19640	1							
Zotu8947								
Zotu6119	9	12	9	13	13	9	12	18
Zotu18638	6	6	19	9	9	9	7	10
Zotu17775	5	7	2	4	6	4	5	1
Zotu18001	6	6	1	2	3	2	4	9
Zotu2610	1				1	1		
Zotu1186	8	7	12	7	12	5	7	8
Zotu334	9	29	4	8	5	6	13	20
Zotu268	4	25	7	17	9	7	19	20
Zotu1496	1	3		1	3		2	4
Zotu128	48	76	57	47	80	62	32	89
Zotu821	15	11	13	9	19	7	12	23
Zotu338	16	8	6	21	9	9	14	19
Zotu224	7	43	10	17	8	3	26	10
Zotu1012		2		2		1	7	1
Zotu11312						2	1	
Zotu2895		2	1	3				1
Zotu244	18	17	10	11	13	10	8	17
Zotu1298	7	10	4	2	4	1	2	5
Zotu467	15	4	24	13	13	10	12	35
Zotu951	3	4				2	1	1
Zotu1346	3	4		4	5		2	5
Zotu16921	1		1	1	1			1
Zotu19099		1					1	
Zotu12594	1							
Zotu645	7	8	2	8	3		4	7
Zotu7755		1						
Zotu2598	1			1			8	6
Zotu4514	2							1
Zotu10262				5			1	1
Zotu12964							2	
Zotu17521	5	2	1	1	2	1	1	
Zotu14013			1	1	2	1		1
Zotu13778	2			12			1	1
Zotu20151	2	1		5	1	1	1	
Zotu13	414	333	286	247	367	300	292	353
Zotu972	21	22	33	20	15	15	19	30
Zotu108	66	28	45	23	52	38	48	53
Zotu60	160	150	116	81	122	108	107	155
Zotu866	19	9	10	5	10	15	9	11
Zotu130	60	79	48	44	65	53	63	65
Zotu551	20	20	13	11	10	16	17	13
Zotu1007	21	8	31	8	13	8	8	21
Zotu174	70	59	143	33	71	53	44	87
Zotu326	28	37	26	15	39	43	19	33
Zotu231	39	26	21	21	28	22	21	53
Zotu261	32	24	15	14	32	24	23	26
Zotu850	12	4	9	7	8	6	14	13
Zotu361	16	25	21	19	23	19	19	22
Zotu15512					2		1	
Zotu2396	1	1	1		4	1	2	9
Zotu1718	3	4			3	1	3	4
Zotu3640								
Zotu962	14	21	24	7	17	19	46	13
Zotu1395	2	4	5	1	2	3	1	2
Zotu11972			1		3		1	
Zotu871	9	10	9	9	14	7	2	11
Zotu3753	4	3	10	5	5	2	2	6
Zotu84	131	130	208	68	95	132	86	114
Zotu1054	8	7	26	15	6	6	9	10
Zotu4929	1	1	2		1	1	3	
Zotu3468	16	20	24	20	19	5	22	15
Zotu91	88	101	74	63	76	41	63	94
Zotu4411	14	5	8	2	3	4	3	8
Zotu6593	2		2		2	1	2	1
Zotu107	71	68	175	73	106	75	95	75
Zotu2390	2	2	5	3	3		1	2
Zotu2973	7		2	1	4	4		6
Zotu7661	11	9	9	4	10	2	4	2
Zotu17889	1	2	1		1			2
Zotu55	40	45	21	25	21	16	40	21
Zotu4060		1					1	2
Zotu4293		2						
Zotu1100		1			2		1	3
Zotu10771	1							
Zotu9961								
Zotu2085								
Zotu8601								
Zotu8071		1						2
Zotu2345		1					1	
Zotu1065	5	2	5	9			1	1
Zotu2662	1	1		1		1	1	
Zotu6110							1	
Zotu202			10	5	1		2	1
Zotu5095								
Zotu11573								
Zotu4334								
Zotu16413								
Zotu14602		1						
Zotu7138		1			1			3
Zotu13005								
Zotu8558								
Zotu14164								
Zotu16057								
Zotu16677								
Zotu8576								
Zotu18297								
Zotu15639								
Zotu6566						2		
Zotu8894			1					
Zotu16944	1	1						
Zotu3942	3	2	1		1	2	2	1
Zotu20631								
Zotu1105	12	14	16	3	4	6	6	9
Zotu11103				1			1	1
Zotu15211								
Zotu18977								
Zotu19173								
Zotu10826								
Zotu11548		2				2		6
Zotu14037								
Zotu20019								
Zotu14208				2			2	1
Zotu14913								
Zotu19553						2		
Zotu7973			1	45				1
Zotu16257								
Zotu14074								
Zotu10881				1				
Zotu16449					1			
Zotu11269	1			1				
Zotu18897		2				2		
Zotu17199				1				
Zotu18667		1						
Zotu19588								
Zotu7723								
Zotu13080		1					3	
Zotu13775				3				
Zotu11161	1				2			
Zotu3972		3		9	1	2		5
Zotu20503								
Zotu3884	1							
Zotu20576				2				
Zotu15608								
Zotu16072	5							
Zotu18580		1		2				
Zotu11595				2		1		1
Zotu19223							1	
Zotu12553								
Zotu12008								
Zotu14504								
Zotu11664								
Zotu15353								
Zotu20807								
Zotu16298	1	1	1					
Zotu13023								1
Zotu17004		1						
Zotu14579								
Zotu20620								
Zotu6785	1		3					1
Zotu11951			1	2				
Zotu3386	2	2	5	2	1	3	2	2
Zotu12165				1				
Zotu1343	3	4	2	2	4	3	4	2
Zotu181	8	10	6	8	16	12	16	11
Zotu574	3	11	59	9	9	13	18	16
Zotu3126							1	
Zotu4900						1		
Zotu2574		3			1			
Zotu4113	1				1			
Zotu14001								
Zotu6724								
Zotu1682								
Zotu6236	2		5	1	3	2		5
Zotu3821		1	1	1				2
Zotu7877						1		
Zotu9146			1					
Zotu2485	5	3	7	6	5	5	2	3
Zotu18077								
Zotu7722			2		1			
Zotu12760	1		1					
Zotu10875				1				
Zotu6294	1	1	3		2			1
Zotu7669	2	1	2					1
Zotu7648			4	2				1
Zotu4823					1	1		
Zotu1439			8	1				3
Zotu2872	1	1	1		1	1	1	
Zotu4190			3		1	1		
Zotu16161					2			1
Zotu1055	7	7	5	8	11	6	2	12
Zotu7115	2							
Zotu3784								
Zotu6351								
Zotu5291								
Zotu31	1	2	29	61		3	3	51
Zotu3097		6		4			1	1
Zotu12214		3		2				
Zotu9380								
Zotu13867								
Zotu11500				1				1
Zotu13208	1					9		
Zotu7918								
Zotu9617		1	1					
Zotu18458				2				
Zotu615							1	
Zotu17766							1	
Zotu13305								
Zotu12006								
Zotu19514								
Zotu18985		1		2				
Zotu15571								
Zotu18411	1						2	
Zotu2346								
Zotu8253								
Zotu9756								
Zotu13987		1		4	1			2
Zotu14905								
Zotu11600								
Zotu17860				2				
Zotu15656								
Zotu9292								2
Zotu969								
Zotu3834								
Zotu2789								
Zotu4085				1				
Zotu5361								
Zotu6882	1			2				
Zotu16752								
Zotu16196	2							
Zotu15287								
Zotu15375								
Zotu16042								
Zotu14901				3				
Zotu9040	2		1				2	3
Zotu10138		1					1	
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038								
Zotu14196								
Zotu5109	2						1	
Zotu15091			1					
Zotu9082	1					1		
Zotu10528								
Zotu10706								
Zotu2791	14	7	2	7	6	4	4	
Zotu9418		1			1		1	
Zotu1747	14	10	10	7		10	1	1
Zotu2722	4	7	2	3	5	2	3	
Zotu2937	8	3	1	4	5		1	2
Zotu12347				1		1	1	
Zotu5558	3	1	1	1	2	1	1	
Zotu7620	1			3			2	
Zotu11981								
Zotu11504		1						1
Zotu5921	1							
Zotu16290								
Zotu16980				2				
Zotu14018						1		
Zotu16268								
Zotu2119		2	2	2	3			4
Zotu4546								
Zotu10916					1			
Zotu20836								
Zotu11150								
Zotu6862								
Zotu9919							1	
Zotu13144								
Zotu17226								
Zotu18534								
Zotu12219								
Zotu11955								
Zotu16227			3			2		2
Zotu18029								
Zotu18558				1				
Zotu14199								
Zotu15404								
Zotu7095		3						
Zotu19933								
Zotu19598								
Zotu9560								
Zotu6299								
Zotu8204								
Zotu6276	1		2		1	5		1
Zotu14885					1	1		
Zotu19742					1			
Zotu7596	1					1	1	
Zotu14931								
Zotu16634								
Zotu20788								
Zotu12359					1	2		
Zotu12166	2	1				1		
Zotu8711								
Zotu20451								
Zotu10405								
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987				2				
Zotu2784								
Zotu1374				1	1			
Zotu12798								
Zotu952		1					1	
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047	1							
Zotu7696								
Zotu19046								
Zotu15416	1					2		
Zotu3317								
Zotu9825								
Zotu16028	1	3						
Zotu19335			1		1			
Zotu20119				2				1
Zotu16675					1			
Zotu6589	4	3		3	1	1	1	
Zotu1568	3	6		10		4	5	1
Zotu1559	2	5	2	4		5	7	3
Zotu10400	1	1		1	1			
Zotu17666								
Zotu8478	1				1			2
Zotu10267			3	1				
Zotu2155	11	6		5	2	1	4	
Zotu3238				1	1			
Zotu12506								
Zotu1514	12	6	4	3	6	2	1	
Zotu3833				1	1	1		
Zotu19281		1						
Zotu471	36	21	18	14	17	14	11	2
Zotu1185	15	10		9	15	1	5	5
Zotu14305								
Zotu9083	3	2		1				
Zotu9291	2			1	2	1	2	
Zotu15686								
Zotu12876							1	
Zotu19623	1	2				1		
Zotu16927			1	1				
Zotu959	25	29		10	8	13	4	4
Zotu6127	1	2		1				
Zotu5645	1		1			1		
Zotu6401		2		1				
Zotu8364					1			
Zotu15340								
Zotu20594	1							
Zotu16287								
Zotu8672				9			7	
Zotu9687				4				
Zotu8639	2					1		
Zotu6168								
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095								
Zotu17599								
Zotu1738		2						
Zotu8303								
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090								
Zotu10292				1				
Zotu7269				1				
Zotu4497								
Zotu11874								
Zotu5137		1						
Zotu12173								
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275								1
Zotu5130	1					1	1	
Zotu9858							2	
Zotu10783	1			2				
Zotu9978								
Zotu2795			2	1	1	2	2	1
Zotu4447		1		10				
Zotu3791		1						
Zotu11044								
Zotu2516	4	4	1	3		3	2	
Zotu19965								
Zotu13840	1				2			
Zotu6694				1	3			
Zotu11333					2			
Zotu19847					1			
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024		1				1		
Zotu2523							1	
Zotu3327								
Zotu15694			1					
Zotu2514		1			1			2
Zotu4892				5		1		
Zotu18658								
Zotu20531								
Zotu15965					1			
Zotu1259	2	3	1	3	6	4	2	1
Zotu17652								3
Zotu12646								
Zotu1784								
Zotu3838	2				1			
Zotu18133								
Zotu11448	1							2
Zotu15992								
Zotu1927								
Zotu5133								
Zotu10140								
Zotu15726								
Zotu1894	8			1	3	3		
Zotu5357	4			1	1		1	
Zotu9941	1	1				1		1
Zotu12640								
Zotu16325								
Zotu4671				19			1	
Zotu5784								1
Zotu2399	6			5		2		7
Zotu1497	2			2	2	2	1	7
Zotu14524		1						
Zotu523	9	11	2	5	8	6	2	4
Zotu948	2	2		9	5	4	1	4
Zotu1109			3	3	2	2	3	1
Zotu3202				1	1			
Zotu4530								
Zotu2409				2	1		8	1
Zotu5439								
Zotu757	1	7	4	112	1		2	2
Zotu83	43	33	19	63	45	30	32	36
Zotu1801	1	1		1	2		1	
Zotu3125		3	1	2			1	
Zotu11523								
Zotu13538								
Zotu12298				1	1			
Zotu7600								
Zotu8539	2			1	2	2		
Zotu2089	5			3				3
Zotu10711	3			1	1	2		
Zotu12686								
Zotu15988								
Zotu10950							2	
Zotu7805	2	2						
Zotu18695								
Zotu11055								
Zotu7955	1			1		1		
Zotu14495								
Zotu2266	2	1		4	5	2		
Zotu1301	5	7	8	5	22	4	3	6
Zotu12967								
Zotu1627	8	2		3		1		5
Zotu609	19	12	18	18	20	6	8	25
Zotu705	10	9	2	13	20	6	7	17
Zotu472	4	21	3	20	29	13	5	13
Zotu556	22	15	12	25	29	10	14	8
Zotu6936	2	1			1		3	1
Zotu10165	3				1			
Zotu16446								
Zotu13059								
Zotu19955						1		
Zotu16851								
Zotu11402				2	1			
Zotu7501				2	1			
Zotu10606					1		1	
Zotu18158								
Zotu14994								
Zotu7909							1	
Zotu18048								
Zotu10109	2					1		
Zotu18855								
Zotu18984	3		1					
Zotu9883	1							
Zotu18125								
Zotu9713					1			
Zotu12734								
Zotu16646								
Zotu17157								
Zotu5707				1		1	3	
Zotu6300	1							
Zotu2327	4	2		2		1	6	
Zotu4306	1		3	2		1	3	
Zotu18358								
Zotu11880				1	2			
Zotu9475							2	
Zotu5371								
Zotu4793	4	1	6	1	2	6	1	2
Zotu10932		1		2		2		
Zotu2020	7	4	5	4	8	6	5	3
Zotu5030	2	2	1		1	1		1
Zotu12294	1				2			
Zotu6011	1	5	1			1		1
Zotu7421					1	1		
Zotu13556				1				
Zotu13793					1			
Zotu5763				4				
Zotu13104	1							
Zotu6706	2				2	7		3
Zotu13320								
Zotu5115								
Zotu7978						4		
Zotu11956								
Zotu6864						4		2
Zotu11656					3			3
Zotu7467					1	1		
Zotu8593			2			2		1
Zotu19145								2
Zotu8373			1	3		1	1	
Zotu19167							2	
Zotu6533			1			7	1	
Zotu12107								
Zotu12010		1	2			1		1
Zotu15662						2		
Zotu12068	1					1	1	
Zotu13843								
Zotu18723								
Zotu8096	1		2		3		1	1
Zotu10239								
Zotu15642				1	1			
Zotu14735	1			1				3
Zotu15730		2	1					1
Zotu18570								
Zotu3944	4			1		1		
Zotu3020	1				1	1	1	4
Zotu3299	6	2			12	1	2	3
Zotu16327								
Zotu8508								
Zotu1022	5	3	2	1	7	3	3	3
Zotu2707	1						1	
Zotu12528								
Zotu3809				1				
Zotu4465								
Zotu7177				1				
Zotu11092				1				
Zotu11745				4			1	
Zotu5640			1					
Zotu1402	1	1	1	3	3	4		7
Zotu15587								
Zotu5090	5	1	2	1				
Zotu6723								
Zotu10409				1		2		
Zotu8887					1		2	
Zotu10037								1
Zotu5323			1	7			1	
Zotu14605								
Zotu8510		3		4				
Zotu14750		1						
Zotu20111								
Zotu15115								
Zotu19559	1			2				2
Zotu20210								2
Zotu2322		3					1	
Zotu14110							2	
Zotu10982								
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389								
Zotu3066		2						
Zotu5957								
Zotu5547								
Zotu8208					2	1		
Zotu12953							3	
Zotu9212			1			1		
Zotu409		1						
Zotu5627		2			1	1	5	
Zotu17509								1
Zotu5224					5		2	
Zotu16338								
Zotu11287								
Zotu16685								
Zotu18876								
Zotu13355					1			
Zotu13738	2				1			
Zotu16742								2
Zotu16741	2				2			
Zotu17417	1							
Zotu7086			1	1	3	1		
Zotu13085	1			1				
Zotu3448		3	1			3		1
Zotu4634	1	2		1			5	1
Zotu16989								
Zotu19336					4		2	
Zotu1814	13	2	6	3	8		4	7
Zotu12407				1		3		
Zotu1759	5	6	11	4	5	10	11	4
Zotu6023	1			1		3		1
Zotu7924	3		2	3		2	3	1
Zotu2505	6	1	1	1	2	2	4	4
Zotu11435						1		
Zotu11973		1					3	
Zotu16908				1	1	1	1	
Zotu7990						1		
Zotu12409	2					1		
Zotu4676	3	3	3		4	3	4	5
Zotu17818								
Zotu2488	3	3	5	3	7	6	2	4
Zotu4200		3	1			1		3
Zotu8986	3		1		1			1
Zotu1372	2	4	12	6	8	6	6	8
Zotu7527								
Zotu12047					4			
Zotu8291					2			3
Zotu820	4	13	11	8	13	15	8	15
Zotu13284								
Zotu16521						1		
Zotu13003	2		1					
Zotu14890					1			
Zotu14930								1
Zotu13560		1				1		
Zotu13950								
Zotu7407	2	2	2		2			2
Zotu4811	1	1						
Zotu8939								
Zotu6845								1
Zotu10969		1			1			
Zotu8452	1		2		1			
Zotu3889		1	1	1	2	2		1
Zotu11109								
Zotu14008								
Zotu6528	2		1					
Zotu17764	2							
Zotu12232		2					1	
Zotu10000	4				1	2		
Zotu1479	7	3	3	1	9	3	1	1
Zotu5603	1							1
Zotu2094		2	3	5	6	2	1	5
Zotu10902				1				1
Zotu18195			1		4			
Zotu16466								
Zotu7500		2	1		3			2
Zotu11461					1	3		
Zotu8745				2				
Zotu18602								
Zotu14087								
Zotu19097								2
Zotu7410		1	1		7			
Zotu8933	1	1	1					1
Zotu17520		1						1
Zotu9113				1	1			1
Zotu18795								
Zotu2955	2		4	1	1		1	1
Zotu11458			1					
Zotu11509	1	2						
Zotu18016								
Zotu10003								
Zotu19845								
Zotu19400							1	
Zotu6728	1			2				
Zotu1708				4				
Zotu4076	1				1		1	
Zotu9556		1						
Zotu10066	1					1		
Zotu5631			1		1			
Zotu9989			3					
Zotu11167		1			1		1	
Zotu11427								
Zotu6124			1		1			
Zotu16647		1						
Zotu4809	1							1
Zotu3675	1	3	2		1	2	1	1
Zotu8062	1	1	1		1	3		2
Zotu14591	2		1					
Zotu7821	1							
Zotu1398	2	51	5	11	15	28	5	10
Zotu10258		5	2		4	1		
Zotu9349	1					1		
Zotu19671	3							
Zotu18623								
Zotu800	6	4	8	5	13	7	6	6
Zotu3530		1	3	2	1	3	1	7
Zotu9465		1		1				
Zotu10975		1				1		
Zotu7260	1						1	
Zotu12336								
Zotu12833								
Zotu11080	1	1			1			1
Zotu17142		1			1			1
Zotu7048		7		1		5		1
Zotu17155								
Zotu14842		3			1		1	
Zotu20380	2	1			1			
Zotu16668		1						
Zotu2763		5	2	1	4	8	2	3
Zotu6637		3	2	2	2			2
Zotu15891		5		1				
Zotu5015		5	1	1		7	1	8
Zotu10271						2		1
Zotu2779		1	1	2	4	8	1	2
Zotu6136	1	4		1	1	5	1	4
Zotu10907		1						
Zotu5726					3			
Zotu16193	2							
Zotu13050								
Zotu15461								
Zotu14753								1
Zotu18729	1			1				
Zotu9185								
Zotu13701							1	3
Zotu19839								
Zotu6982								1
Zotu5652								
Zotu13841								
Zotu9429								2
Zotu1179	4	1	4	4	2	3	2	
Zotu3513			1		1	2	1	
Zotu9569		1			1	1		
Zotu11552								
Zotu5803				4	1			
Zotu17635								
Zotu18036								
Zotu9417								
Zotu19350								
Zotu10789			2			1		
Zotu17482								
Zotu13332	1	1				1		5
Zotu12653								
Zotu2131	1	2	4	6	1	6	6	
Zotu6297		3			2			
Zotu7446				1		1		
Zotu9856						3		
Zotu16618		1						1
Zotu11327	2	2						
Zotu13088					2			
Zotu15884								
Zotu14487							1	
Zotu18593	1							
Zotu16876		1						
Zotu17086		1					1	
Zotu19800		2						
Zotu17645								
Zotu2873		5	3		1	3	1	1
Zotu11712							1	
Zotu17555			1			1		
Zotu14294								
Zotu13016			1					
Zotu10034			1				1	
Zotu19944								
Zotu3760		2	3	2	1			
Zotu5931								
Zotu14915				1				
Zotu6699			1	1	1	2		
Zotu3862			1	2	1	1	2	2
Zotu13836				1				
Zotu4822	1	4	2	1	3	3	2	
Zotu7459						1		
Zotu19570	1					1		1
Zotu11053				1	2			
Zotu2641	1	3		3		2	2	1
Zotu3926	2	7				3		
Zotu7750				3				
Zotu7148			1		1	1	1	
Zotu17829						1		
Zotu2928	3		2	3	6	4	1	2
Zotu3190			2					3
Zotu19594								
Zotu12718								
Zotu19853	1							
Zotu20746			1	1				
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497	1					1		
Zotu7883		1						
Zotu12329				1			1	
Zotu10125				1				
Zotu16208		1						
Zotu13936								
Zotu15426		2	1				2	
Zotu5146								
Zotu7638		1				2		
Zotu7157								
Zotu18714	1							
Zotu19664				2				
Zotu2645	2	3	2	1		7	1	2
Zotu11142						1		
Zotu17372								
Zotu17315								
Zotu6064		1			1			
Zotu11791						1	1	
Zotu5653			1		2	1	2	
Zotu6471		1			1	1		
Zotu14764				1		1		
Zotu8432		1				1		
Zotu14538								
Zotu12751								
Zotu2186								
Zotu6174								
Zotu7469								
Zotu9850								
Zotu17788								1
Zotu7917								
Zotu14129								
Zotu15580								
Zotu6565								
Zotu14411		2						1
Zotu7811						1		
Zotu13800						1		
Zotu12356	1				1	1		
Zotu4775								
Zotu12794	1			1	1			
Zotu6090								
Zotu5280								
Zotu19395		2						
Zotu17081								
Zotu6710	1	1		1				
Zotu14298	1		1					
Zotu17012								
Zotu3610		2	1	3		2		5
Zotu5507	1		2	1		3		
Zotu10501								
Zotu12817	2	1	1					
Zotu8803		2			2			
Zotu11127					1			1
Zotu3379	3	2			1	1	1	2
Zotu5423	1					2		
Zotu17027								
Zotu16707								
Zotu4980		2	1		3			
Zotu9299		1				2		2
Zotu10660								
Zotu6616		1						
Zotu11513								
Zotu15443								
Zotu19745								
Zotu16582				2	3	1	1	
Zotu4495	1			1	1			
Zotu16584								
Zotu10775								
Zotu20701								
Zotu2023								
Zotu11789								
Zotu6246								
Zotu312	2	1			2		1	
Zotu20191		1						
Zotu6963		1		3	1			
Zotu17562							1	
Zotu17512		1	1		1			
Zotu19730								
Zotu12297								
Zotu14482		1						
Zotu7911	1		3	1	5			
Zotu16253								
Zotu16515	1					1		
Zotu16170								1
Zotu11733	3					1		
Zotu17278								1
Zotu19936			1					
Zotu18351		1						
Zotu5922	1	3		2	1		2	2
Zotu13691		1		1	1			
Zotu6611								
Zotu1308							1	
Zotu9633		3				2		1
Zotu18540								
Zotu13498								
Zotu2681				1		2	1	
Zotu18405		1						
Zotu3872								
Zotu16380								
Zotu14979								
Zotu13467								
Zotu7491	1		2			1		1
Zotu9515				2		2		3
Zotu10559	1							
Zotu19246								
Zotu16609	1			1	1			
Zotu19820						1	1	
Zotu19984								
Zotu3796	3	2		1		2	1	
Zotu4279	1	5	2	2		4	1	
Zotu9211		2			3	2	1	
Zotu12897						1		
Zotu5358	1		3		4	3		
Zotu9439				1		2		
Zotu14809						3		3
Zotu14938						4	1	
Zotu9059		2						
Zotu14919								
Zotu18660								
Zotu19013								
Zotu19415					1	1		1
Zotu12429		1						
Zotu3435	3	1	2	1		1	1	3
Zotu3700	1	3	2		1	1	2	1
Zotu5662	1	1	1			2		1
Zotu14618				1				
Zotu12735								
Zotu19580						2		1
Zotu14161				2	1		3	
Zotu6937								
Zotu14503								1
Zotu11989								
Zotu19065							1	
Zotu17075								
Zotu2868	2	4	3			5	2	
Zotu11007	2		3			2	1	
Zotu5877		1						
Zotu7881								
Zotu19219								
Zotu11156								
Zotu13528	1	2		2				
Zotu17239								
Zotu11749						3	2	
Zotu17182				1				
Zotu10869		1			2	1		
Zotu13902			1	1		1		
Zotu17488								
Zotu6078			1					
Zotu12269						1	2	1
Zotu17876								
Zotu13021								
Zotu15322	1	1						2
Zotu5375	1	1	2		2		2	1
Zotu12507		2				1	1	
Zotu18576						1		
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181		2						
Zotu6442	2		2			1	1	
Zotu11930						2		
Zotu13829								
Zotu4638			1		1			
Zotu6631		5	1					
Zotu3480		1			1			2
Zotu15300								
Zotu12167								
Zotu9344			1					
Zotu18398								
Zotu10156	1	1	1	1	1	1		
Zotu12334		1				1		
Zotu17293					3			
Zotu241	5	5	3	5	6	9	7	6
Zotu114	1	6	27	10	5	12		24
Zotu32	13	18	15	15	27	15	16	21
Zotu165	6	4	11	18	3	6	7	13
Zotu51	12	15	49	13	10	10	15	18
Zotu122	19	18	2	12	10	17	26	7
Zotu942	1	2	3		1	4		
Zotu485	5	2	2	3	6	3	3	5
Zotu7450	1				1			1
Zotu20695							1	
Zotu17325			1					
Zotu3967	1	1			2	4	1	
Zotu11777			2	1			1	1
Zotu15725								
Zotu2808	4	8		6	3	10	1	4
Zotu4869		3	3	2	1	2	5	1
Zotu3568	1	1				1	3	1
Zotu6245	2	1			2			1
Zotu5717				1				
Zotu10052				1		1		
Zotu14151	1							
Zotu12322	1	2						
Zotu16079				1		2		
Zotu6999	1				1			
Zotu17795	2							
Zotu14223		2			1	3		
Zotu10655		3		1	1	1	1	
Zotu943	8	13	14	16	26	21	9	47
Zotu19988								
Zotu1118	3	2	1	3	5	4	2	
Zotu1215	1	2		2	5	4	3	6
Zotu995	5	9	1	7	24	15	13	13
Zotu878	2	13	14	10	32	12	13	23
Zotu4075								
Zotu16471			1				1	
Zotu13786			2		2		1	3
Zotu16015	1	1		1	3	1	1	
Zotu17349		1		1				
Zotu2170					1		1	
Zotu2650			1		1			
Zotu13518								
Zotu27	76	74	44	32	79	51	65	30
Zotu4720					1			
Zotu2302	3		1			1		2
Zotu11705								
Zotu34	3	14	2	8	12	1	5	2
Zotu110	6	5	4	7	15	13	2	3
Zotu37	41	69	47	18	41	35	27	23
Zotu339		1	26				2	9
Zotu278	17	56	73	129	51	41	97	46
Zotu15259	3	1		1	1	1	1	2
Zotu19	18	33	27	26	61	39	30	55
Zotu359	3	9	5	8	5	5	7	2
Zotu20518		1					2	
Zotu1791	5	3	1	1	1			1
Zotu18475		1	5				1	
Zotu16765	1							2
Zotu736	2	10	7	2	6	2	13	2
Zotu437	19	23	17	9	51	17	16	30
Zotu9247					2			
