ID	hp_f_1	hp_f_2	hp_f_3	hp_f_4	hp_f_5	hp_f_6	hp_f_7	hp_f_8
Zotu4828	3				2	6		
Zotu5056		4	1	6			3	2
Zotu15870					1			
Zotu15263								
Zotu18577		1						
Zotu1579	4	8	8	9	16	21	8	2
Zotu8828								
Zotu15222								
Zotu15729								
Zotu18757								
Zotu19760						1		
Zotu2495	1	8	4	4	16	1	1	1
Zotu12581				1				
Zotu12785								
Zotu6050	2	4	1		1	2		
Zotu13752				6			3	
Zotu10968	1		3					
Zotu12345	1							
Zotu19052			1					1
Zotu13361						4		
Zotu1201		11	5	12	12	6	4	1
Zotu15669					1			
Zotu7829	2			1				
Zotu12968					2			2
Zotu4150								1
Zotu10731								
Zotu9310				3		2	2	3
Zotu9249								
Zotu11621			1				2	1
Zotu10521	1							
Zotu10990								
Zotu9381				1		4	10	
Zotu4982								
Zotu14406								
Zotu5635		1						10
Zotu3627								
Zotu5709								
Zotu9442								
Zotu6899	2				1	1		
Zotu8346				1				3
Zotu14010	2				1			1
Zotu9564								
Zotu2433					2			
Zotu6251				1				
Zotu8984								
Zotu12199								
Zotu12859								
Zotu4536		3			11			1
Zotu18355								
Zotu11718		1						
Zotu17679								
Zotu6692				1			1	
Zotu18900								
Zotu4005	1							
Zotu5764			7		2	1		
Zotu15052								
Zotu9704				1		1		
Zotu11493								
Zotu16455								
Zotu8929								
Zotu10780			1	2		2	1	
Zotu18224			1					
Zotu9359		1	3	1	3	1		
Zotu6165		1	7	4	3		1	
Zotu4259	3	1	2	2	6	2	9	
Zotu11867	2	2	1	2	1		2	
Zotu18156								
Zotu19328			1					
Zotu16034								
Zotu17088					1	1		
Zotu5739		1						
Zotu16574		2			1			
Zotu12259								
Zotu2842	1	3	4	2				1
Zotu10825							2	
Zotu7362								
Zotu19861		4						
Zotu17357		2		2				
Zotu11369								
Zotu3798		2		7			1	2
Zotu20796								
Zotu3858	1	4				1		
Zotu16655		4						
Zotu5316	2		3	3		5	1	1
Zotu7577							9	6
Zotu6142	2							
Zotu6204								
Zotu17406			1					
Zotu17683		1	7		9	1		
Zotu1177	7	2		3			2	2
Zotu10306		2						
Zotu8318		2	1		1	1		
Zotu5422		3				2	2	1
Zotu18006								
Zotu2794	4	3		5		6	9	2
Zotu908	6	20	3	30	3	7	9	18
Zotu13439								
Zotu3917	1			3		5	1	19
Zotu4330								
Zotu17477								3
Zotu702	6	3		10	8	2	37	3
Zotu10381						1		
Zotu17343								
Zotu13544	1	4		8				2
Zotu3897			4	5				
Zotu15745								
Zotu7498								
Zotu15244								
Zotu9436		3			1			
Zotu5370		2						
Zotu20101								
Zotu1423	1	3		1			3	2
Zotu14117								
Zotu4256	1	2		3	4	4	4	1
Zotu5565								
Zotu12981				2		1		
Zotu19541								
Zotu7374					8			
Zotu19224				1				1
Zotu1203		5	11	3	3		1	1
Zotu8687				2				
Zotu4946							1	
Zotu8347							2	
Zotu9932		1		1			2	
Zotu15566								
Zotu2944	1		1		1	1	1	
Zotu1416	4	8	2	11	6	4	1	
Zotu4879	2	3	1					
Zotu9882								
Zotu16311								
Zotu6121	1		1					
Zotu6017	6	7	2	3		13	7	
Zotu8213				3			1	
Zotu2124						1		
Zotu12821					4			
Zotu6697								
Zotu17162								
Zotu19003								
Zotu17864								
Zotu18021								
Zotu1754			4					
Zotu8521								
Zotu16553								
Zotu1332	10	45	16	25	19	35	16	20
Zotu3275		3	1					2
Zotu19663		1	2			2		
Zotu6916			2		5			1
Zotu839	12	28	21	21	37	30	14	16
Zotu9460								5
Zotu18650								
Zotu14275						2		
Zotu17234								
Zotu10872								
Zotu15649								
Zotu6498					1	1		
Zotu10860								
Zotu9176	1	1			7			1
Zotu8818		1	3	1				
Zotu14955								
Zotu8075				2				
Zotu19579					1			
Zotu15139			3			1		
Zotu8264			3					
Zotu13271		1						
Zotu18571	2						1	
Zotu9470	1	2				1		
Zotu6759	3	2		5	2	1		
Zotu2268		6	12	2	1	6	3	5
Zotu10294			4			1		
Zotu14035								
Zotu18280		1	1			2	3	
Zotu12122					1	2	1	
Zotu19875	4					1	1	2
Zotu7146								
Zotu10577					1			
Zotu18770								1
Zotu5650	2			1	2			
Zotu7490	2			1		1	2	
Zotu17711	2						1	
Zotu3647	6		2	8		7	7	5
Zotu4840	1		2	4			10	6
Zotu9079		1		1		2		3
Zotu8482				3		1		1
Zotu10509								1
Zotu2066	4		8	9	8	21	16	31
Zotu3681	3	3	10	4	8	8	3	9
Zotu18047		2				6	2	1
Zotu1405								
Zotu5563		3		3		5	2	
Zotu19142	2	2						
Zotu13424					1			
Zotu17526					2			
Zotu2369								
Zotu10442								
Zotu3750								
Zotu12949								
Zotu13819								
Zotu567								
Zotu1310	1						2	
Zotu9710								
Zotu16878								
Zotu12044								
Zotu3434	3	2	1	8	3	1		2
Zotu3973								
Zotu20027								
Zotu14064	1				1			
Zotu883				4	5		1	
Zotu17036								
Zotu15309								
Zotu7740								
Zotu11911								
Zotu13079								
Zotu5080		1			1			
Zotu12589					9			
Zotu12802								
Zotu9915				1				
Zotu3567								
Zotu1302	2	2	1					2
Zotu16939								
Zotu3982			3		1			
Zotu12545				1				2
Zotu6048	1	1		1		3		2
Zotu2014								
Zotu17985			1				3	
Zotu12909		1				1	4	
Zotu16843	1	2				1		
Zotu18688						1		
Zotu14669								
Zotu10597								
Zotu7676							1	
Zotu14760		1	1			1		
Zotu10397					1			
Zotu5428					1		2	
Zotu16485								
Zotu5505	1	3	9	6		4		
Zotu12223			2			7		
Zotu4893	1	2	1		2		2	
Zotu18413								
Zotu11743								
Zotu4532	1							
Zotu10691						1		
Zotu19347								
Zotu3843			32	5	1	5		1
Zotu7940								
Zotu3336	6				7	3		
Zotu1935	3		17	11	6	2		
Zotu13477								
Zotu18634								
Zotu13178								
Zotu9322								
Zotu9572		2						
Zotu13146								
Zotu18681								
Zotu8941				1				
Zotu15450						1		
Zotu19343		2						
Zotu17565								
Zotu19006			2					
Zotu11636								
Zotu8854			8	3			2	
Zotu2615				1	3	2		
Zotu14823		1	1					
Zotu20453								
Zotu20129								
Zotu8200								
Zotu14525								
Zotu11290								
Zotu15295			5		3			
Zotu18614								
Zotu11307								
Zotu18607								
Zotu3313	1					1		
Zotu19764								
Zotu15790		2	1			1		6
Zotu1546	18	36	24	14	19	14	28	9
Zotu6876							1	3
Zotu5262	6	8	1	1	3	2	2	1
Zotu10966		1				1	3	
Zotu20175	3							
Zotu14631			2			2		
Zotu17671						7		
Zotu8304		1	1		1	8	4	
Zotu9758	1			2	4		3	
Zotu11235		7		4			1	
Zotu14421	3	1		1		6	1	
Zotu11719		4				1		
Zotu14082			1					1
Zotu16483								
Zotu16458	1	4						
Zotu9679	2					1		
Zotu11795		1	2	2		2		
Zotu11596			5	1				
Zotu5359		1	4	1		4	4	
Zotu7628		5	3	2	1	6		
Zotu11553		2					2	
Zotu11599		1	3		6	1	8	
Zotu19135	3	1	5			2		
Zotu18243		3			1			
Zotu19869			2			3		
Zotu19912								
Zotu7566		1	4			3	2	
Zotu2994	7	2	5	1	2	12	11	
Zotu15370			2				2	
Zotu16354			2	2		3		
Zotu9530			1					
Zotu19358								
Zotu17369								
Zotu16486								
Zotu19823								
Zotu5696								
Zotu16198					1			
Zotu8983		2	1		1		3	4
Zotu18120								
Zotu11170	1	8	2	1	2		1	
Zotu15160								
Zotu12540								
Zotu7381								
Zotu9490								
Zotu10995								
Zotu8193	2		1	5		2		
Zotu12222		6						
Zotu14920								
Zotu18802								
Zotu10128			3	1		3		
Zotu12440								
Zotu20793								
Zotu1558	13	8			7	7	2	
Zotu1693				7	2			
Zotu10429					1			
Zotu1229	14	2	10	5	13	4	4	2
Zotu4464								
Zotu12369								
Zotu19990		1						
Zotu9706	3							
Zotu19218								
Zotu15268								
Zotu16470								
Zotu20526								
Zotu8365								
Zotu11381								
Zotu9268								
Zotu16415					1	1		
Zotu17034								
Zotu6284		1	2	1		1		
Zotu4837					4	1		
Zotu4930	1						1	
Zotu16099	6						2	
Zotu13190	1							
Zotu2652	9	6	16	3	5	36	14	2
Zotu10745								
Zotu15793								
Zotu15105						6		
Zotu11873	2	1		6	1			
Zotu19701					4			
Zotu20633								
Zotu3504	6	3	10	7	3	12	10	
Zotu4170	4	6	2	2	2	1	7	
Zotu7121		5	5	6	2	2		1
Zotu12665		1		2				
Zotu18921								
Zotu19842		4						
Zotu4134		1	1			3		
Zotu8861								
Zotu8460						1	1	
Zotu15145	1		1					
Zotu14061						1		
Zotu3483	6	5	8	7	6	16	2	
Zotu12441			1		2		6	
Zotu17174	3							
Zotu5564							1	
Zotu9136								
Zotu10203								
Zotu2875	2	3	1	2	12	5		
Zotu6387	3	1	1	2	2	11	7	
Zotu16273								
Zotu10668		1						
Zotu8348								
Zotu19993								
Zotu10542				1				1
Zotu12287								
Zotu7049				2	1			
Zotu15556								
Zotu1536	4	6	2	11	4	14	2	
Zotu11040								
Zotu8396	2	2						
Zotu5888			1					
Zotu3486		8	10					
Zotu4461			1					
Zotu18134								
Zotu19592								
Zotu18827								
Zotu13511		3						4
Zotu7608			2			7	5	
Zotu8329	4		1	4	1	3		
Zotu18640								
Zotu18781								
Zotu9087			1					
Zotu9723						2		
Zotu18824								
Zotu1753			2	9	42			24
Zotu6206								
Zotu15605								
Zotu9485								
Zotu11627								
Zotu9584								
Zotu13236								
Zotu11321								
Zotu5156						1		
Zotu13719								
Zotu10213	1							
Zotu14499								
Zotu16905								
Zotu8350		9	1			6	5	
Zotu11377		1	2			2		
Zotu20156								
Zotu12076								
Zotu17150								
Zotu10067			4					
Zotu10351						5		
Zotu13352		1				2		
Zotu15294								
Zotu16891								
Zotu9517								
Zotu18784				3				
Zotu17457	2		5					
Zotu18071					3			
Zotu20828								
Zotu8094		2	6		4	7	1	
Zotu10947		1	2		4		1	
Zotu18777						1		
Zotu11283		3						
Zotu12768				2		4		
Zotu20799			1			1		
Zotu11824			11			1		
Zotu19872								
Zotu6801	1	8		1		1	3	
Zotu6965	3	5	1		2	3	2	
Zotu9716						1		
Zotu15899			3					
Zotu6491	2			3		4		
Zotu18683						9		
Zotu16534		3	1		1			
Zotu5797	3	5	4	1	4			
Zotu11921		3	1	1	2	2		
Zotu8502	1	5	1			10		
Zotu9769								
Zotu15374								
Zotu3255								
Zotu3457			2					
Zotu7762	1					1		
Zotu9239		1	1		1			
Zotu18545						3		
Zotu9636	2				1			
Zotu20497								
Zotu4272								
Zotu12349					2	8		
Zotu5808								
Zotu14548								
Zotu20555	2							
Zotu4648				5				
Zotu16947		4			1			
Zotu19567								
Zotu19516						1		
Zotu14332				1	1			19
Zotu7794								
Zotu2702								
Zotu3224								
Zotu12442		3			1	1		
Zotu13633		5		5	1	2		2
Zotu19562						2		
Zotu13632								
Zotu12980								
Zotu13068	3	1		1				
Zotu18654								
Zotu13075		1			3			
Zotu4446								
Zotu19873	1							
Zotu17067								
Zotu1517								
Zotu7319						3		
Zotu17607		1						
Zotu3231								
Zotu6969								
Zotu2263								
Zotu1617								
Zotu4312								
Zotu5769								
Zotu3738	1		3		1			
Zotu125	23	8		10	29			2
Zotu730	15	10		2	9			1
Zotu187	2	11	1	10	11		2	7
Zotu518	7	14			6	2		2
Zotu141	24	17	1	6	99		1	43
Zotu2783				1				1
Zotu16463								
Zotu4236								
Zotu13105		3						
Zotu329		2			9			
Zotu12924								
Zotu8959						1		
Zotu2286	3							
Zotu11677								
Zotu7394								
Zotu14732								
Zotu15460								
Zotu9753								
Zotu9269								
Zotu18679								
Zotu16543								
Zotu6598								
Zotu8064	1							
Zotu580	1		3					1
Zotu2443		7						
Zotu1551								
Zotu1237	4							
Zotu1827	1	1	1	10	8			
Zotu2619					4			
Zotu4173	1							
Zotu3340					1			
Zotu2237	2							
Zotu6094	1							
Zotu13529	1							
Zotu11515								
Zotu7928								
Zotu9201		2	3			2		
Zotu1063						3		
Zotu317	7			1	1			2
Zotu3915								
Zotu12633								
Zotu11243								
Zotu19736								
Zotu20169								
Zotu9832	2							
Zotu1057		1					1	
Zotu5896								
Zotu8801								
Zotu17616								
Zotu17068								
Zotu20860								
Zotu17627								
Zotu4571								
Zotu13593								
Zotu10782								
Zotu12680								
Zotu7402				1				
Zotu11270								
Zotu1396								
Zotu11861								
Zotu15333								
Zotu2724								
Zotu3161	1						2	6
Zotu19682								
Zotu13948								
Zotu3832		2						
Zotu18552				2				
Zotu20281								
Zotu2484		1		1				
Zotu19071								
Zotu4213	1	1			2			
Zotu8343								
Zotu13082						1		
Zotu13372								
Zotu12596	1			1			4	
Zotu5275						1		
Zotu4567								
Zotu10537								
Zotu12614								
Zotu6348	11							
Zotu6766								
Zotu843	8	3			27		1	
Zotu15182								
Zotu3489	3							
Zotu19686					2			
Zotu13395								
Zotu864	10	11	2		12			
Zotu5471	4	2			23		1	
Zotu6210								
Zotu11344								
Zotu18206								
Zotu531	3	1		1	3			
Zotu2618	3		3		2			2
Zotu589	3	3			4	2		
Zotu2881					15			
Zotu3682	2	2						
Zotu13189								
Zotu12754								
Zotu9781					1			
Zotu300	62	23	5	4	36	7		6
Zotu1219	3	3		2	3			1
Zotu4831		2						
Zotu2174	3				1			1
Zotu18978								
Zotu14315								
Zotu19452								
Zotu19854	1							
Zotu6218		1						
Zotu2420	3			2	5	1		
Zotu7904								
Zotu4373	3							
Zotu920	16	2			2			
Zotu2189	1							1
Zotu1824	2	3	2	3	3	1	2	
Zotu581	36	3	4	1	18	3		6
Zotu3545	2				6	1		1
Zotu5288								
Zotu11585								
Zotu1318	13	2		16	12		2	
Zotu14720								
Zotu12546								3
Zotu18615		1						
Zotu11932	1							
Zotu1645		1	4		10			1
Zotu1128	2	50	3	1	6			11
Zotu617	35	32		1	7			5
Zotu13863								
Zotu349	13	4	1	3	10	3		12
Zotu587	2				6			3
Zotu7945								
Zotu11698								
Zotu6026	4	1						
Zotu7557								
Zotu2062				4	4			
Zotu1217	5	5		3	8	1		1
Zotu18388								
Zotu111	142	21	3	21	65	19	6	14
Zotu653	13	13	8	18	24	2	1	3
Zotu2684		1			4			
Zotu4052			2	1	1			
Zotu4615	1	2			13			
Zotu18315					4			
Zotu15719	3							2
Zotu8293								
Zotu1483	7				5			
Zotu1719				4	8			
Zotu7807	1							
Zotu11501					1			
Zotu20095	1		1					
Zotu6092	1	2						
Zotu9169								
Zotu1970						1		
Zotu8404	1	1			4	1		
Zotu6639	3	3			2			
Zotu7618	2							
Zotu3595	6				10		1	
Zotu18012								
Zotu10544	1							
Zotu4688	4	3			1			
Zotu4721								
Zotu4952								
Zotu17490								
Zotu16981			1					
Zotu18135								
Zotu17180								
Zotu15527							2	
Zotu19367	1							
Zotu14989		1						
Zotu20092					1			
Zotu3108	4	3	5					
Zotu6516		1			4	3		
Zotu13432	1	1						
Zotu15818							1	
Zotu15898				2			1	
Zotu15265	2							
Zotu16875								
Zotu18829								
Zotu11796								
Zotu5230	1			4	6	3		
Zotu19271								
Zotu13686								
Zotu3928								
Zotu9403		2				1		
Zotu14664								
Zotu2144		1		1	1			
Zotu2869	1	5		1	1			
Zotu273	14	41	3	10	56	8	5	
Zotu19896								
Zotu18685								
Zotu19474								
Zotu20644								
Zotu860			1					
Zotu14855		1	19					
Zotu12419								
Zotu58				4	1		1	
Zotu873				1				
Zotu360			1	2			4	
Zotu4214								
Zotu2648								
Zotu356		3						
Zotu67		1	1		1		1	1
Zotu5778								
Zotu7700								
Zotu7687								
Zotu9156								
Zotu3070		1			1			
Zotu881	2	10			1	1		
Zotu5570	1	1						
Zotu104	7	5			1	2		2
Zotu8089					1			
Zotu12148								
Zotu6922								
Zotu11765								
Zotu3012								
Zotu15940								
Zotu19080								
Zotu16975								
Zotu10599								
Zotu19258								
Zotu16612								
Zotu18066								
Zotu19231				10				
Zotu9613	3	2			2	1	1	2
Zotu14584	1		1		1			2
Zotu18308								2
Zotu8084								
Zotu16255								
Zotu10502		2				1		
Zotu16213				1			1	
Zotu13036								
Zotu11854						2	1	
Zotu11778						6	2	
Zotu10763		1		2			2	
Zotu5216								
Zotu3287								
Zotu6851		1					1	
Zotu20593								
Zotu12814								
Zotu6395								
Zotu12413		2						1
Zotu4885			1					
Zotu6701								
Zotu2969			4	1		3		
Zotu8556								
Zotu11279	2	2		1				
Zotu18644	4							
Zotu8513								
Zotu17192								
Zotu10407								
Zotu10893					1			2
Zotu11468								4
Zotu2478							7	1
Zotu12393								
Zotu7474	1		1		2			
Zotu7167								
Zotu10619								
Zotu14364								
Zotu4430								1
Zotu2910		2						
Zotu2051		2						
Zotu11168	1							
Zotu13877				1				
Zotu13991								
Zotu17819			2					
Zotu8563	2		2		1	1	1	
Zotu20021								
Zotu9533		1						
Zotu16993		2			1	3		
Zotu10988			4				4	
Zotu15893								
Zotu13238								
Zotu11021			2					1
Zotu19708								
Zotu20797								
Zotu4327		4	1	1	5		2	3
Zotu9162	1	1						2
Zotu20167								
Zotu16599					2			
Zotu2300	1			5			6	3
Zotu8127								3
Zotu7667	1							3
Zotu11049								3
Zotu12605					4			1
Zotu17185								
Zotu6792								
Zotu5694								
Zotu9391				2				
Zotu13419	1							
Zotu6715	1	1		1				2
Zotu12077		3				1		
Zotu7688								
Zotu5258		1		1				
Zotu10602								
Zotu2848								
Zotu16996		1						
Zotu4966	10	1			1			
Zotu17926								
Zotu6890								
Zotu8090								
Zotu19316								
Zotu12361								
Zotu16955								9
Zotu10365								
Zotu13779								
Zotu9153					2			
Zotu12704		4						
Zotu3959								
Zotu17957								
Zotu10913								
Zotu12373				1				2
Zotu9545	2	1	1	1		1	3	
Zotu9611				1				1
Zotu8356				2				1
Zotu14412								
Zotu18090								2
Zotu8225								
Zotu14333						1		
Zotu14939								
Zotu17885								
Zotu1482	17	8	2		33	3		13
Zotu13705								
Zotu20486								
Zotu12168	1				1	3	6	
Zotu9427						1		
Zotu13889								
Zotu13260							2	
Zotu15075								
Zotu7373			2			2		
Zotu20007				1				
Zotu3566	1	1	2	1	6	1	1	
Zotu14683						1		
Zotu20067								
Zotu10898								
Zotu8702								
Zotu4678								
Zotu1191	1				3			
Zotu2686			4					
Zotu11215						4		
Zotu19490				1				
Zotu4974	2		2		1	1		1
Zotu9835								1
Zotu10478								
Zotu4759								
Zotu17728								
Zotu7282		2	2		2			1
Zotu10503								
Zotu13646								
Zotu6002								
Zotu13951								
Zotu5213								
Zotu19107								
Zotu8010								
Zotu8467								
Zotu14450								
Zotu20420					2			
Zotu13196	1			1	2			
Zotu3065						1	1	
Zotu16710								
Zotu16805					1		2	
Zotu17103								
Zotu9793								
Zotu15193								
Zotu11267								
Zotu19299								
Zotu7075								
Zotu8825								
Zotu2466								
Zotu6938								
Zotu12152								
Zotu15503								
Zotu15887								
Zotu4640								
Zotu4994								
Zotu7518								
Zotu6668								
Zotu3105								
Zotu7721								
Zotu2642	1		1					
Zotu1658								
Zotu5566								
Zotu8707								
Zotu8145								
Zotu19150								
Zotu2081								
Zotu5905								
Zotu2867								
Zotu8890								
Zotu8833			1					
Zotu11186								
Zotu519								
Zotu19305								
Zotu6291								
Zotu5454								
Zotu3895								
Zotu2301								
Zotu14382								
Zotu15061								
Zotu17026								
Zotu9786		1			1			
Zotu3024		1						
Zotu4268								
Zotu546								
Zotu149								
Zotu392								
Zotu1231								
Zotu6683								
Zotu10756								
Zotu5998								
Zotu16209								
Zotu2677								
Zotu11020								
Zotu2916								
Zotu16712								
Zotu19266								
Zotu11397								
Zotu192								
Zotu763		1						
Zotu2583	1							
Zotu1295								
Zotu2324								
Zotu15724								
Zotu12145								
Zotu19041								
Zotu15731								
Zotu20041			1		1		1	
Zotu3293		1						
Zotu18649			1					1
Zotu17517	3							
Zotu12262								
Zotu6534				1				
Zotu18498				1		4		
Zotu20523								
Zotu20121								3
Zotu20506		1				1		
Zotu12213			1					5
Zotu13097								
Zotu13729		1						
Zotu12467					1			1
Zotu12846								
Zotu13202							1	
Zotu10428		1			4	1	3	3
Zotu11325					3			1
Zotu20808								
Zotu20036			1					
Zotu6329	1			2				
Zotu20519				3				
Zotu20571					3	1		
Zotu12623								
Zotu9457								1
Zotu6720	2		1			1		
Zotu8693								
Zotu20201								
Zotu7472								
Zotu11498						1		
Zotu8426								
Zotu6182								
Zotu6443			3					
Zotu15981			1					
Zotu41				4				1
Zotu4830	2	1		2	1	6	2	2
Zotu15934						2		
Zotu7008	1			1	2			
Zotu3999								
Zotu6116		3						
Zotu17952		3						
Zotu8953		1					1	2
Zotu16985			1					1
Zotu16959								
Zotu16724								
Zotu8577								
Zotu5337								
Zotu7444								
Zotu14610								
Zotu9814								
Zotu12149								
Zotu12787								
Zotu6185								
Zotu15141								
Zotu20246								1
Zotu15704	2		1					
Zotu6485			4	1		1	1	
Zotu9570	1			1				
Zotu8575	1		2					
Zotu2198								1
Zotu11162	1							
Zotu16615								
Zotu6854								
Zotu15593								
Zotu10387								1
Zotu15754								
Zotu16427		6						
Zotu13685								
Zotu18265								
Zotu14313					1			
Zotu19696				3				
Zotu7654			1			1		
Zotu20493								
Zotu17873								
Zotu3918								
Zotu18618		1						
Zotu18104								
Zotu17617								
Zotu18813								
Zotu1778								
Zotu636					2			1
Zotu7231								
Zotu10540			2					
Zotu11859								
Zotu9267			2					
Zotu20578								
Zotu15190								
Zotu14981								
Zotu15266								
Zotu17890								
Zotu18410								
Zotu19034				2				
Zotu6951								
Zotu12330								
Zotu10945								
Zotu16983								
Zotu12341								
Zotu18073								
Zotu14784								
Zotu4719								
Zotu2548								
Zotu11805								
Zotu10876						1		
Zotu8950								
Zotu13161								
Zotu12156								
Zotu9197								
Zotu16743								
Zotu16775								
Zotu3143						1		
Zotu6289								
Zotu18655								
Zotu6943								
Zotu11099								
Zotu15598								
Zotu7458								
Zotu3904								
Zotu12022								
Zotu20604								
Zotu4128								
Zotu10738								
Zotu12711								
Zotu7330		2						
Zotu9934			1					
Zotu3031								
Zotu14668								
Zotu11964								
Zotu15418								
Zotu18778								
Zotu4014					1			
Zotu12854							2	
Zotu13681	1							
Zotu5502			1				1	
Zotu8659					2	1		5
Zotu9955			1					
Zotu11470								
Zotu13862	2	3						
Zotu2288						1		
Zotu10649	2				3			1
Zotu14814								
Zotu7492								1
Zotu8217			1				2	
Zotu4631	1	1	1	1				
Zotu20337								
Zotu6855	1							
Zotu1915			6	2	2		1	
Zotu7517				3				
Zotu8888	1	7	1					
Zotu10172	3			2			3	
Zotu10315								
Zotu4368			2					
Zotu12197	1					2		
Zotu1412			1	2			1	4
Zotu6765				1				
Zotu909	1	7	5		3		4	
Zotu5390			2					
Zotu6169			3	2				
Zotu20848								
Zotu17569								
Zotu712	1	5	10	1	2		6	
Zotu2383	1	3		1			1	
Zotu12963								
Zotu2116	3						1	
Zotu2297								
Zotu5442	1							
Zotu3624		1		1	1		1	
Zotu3104			1	1	1		2	
Zotu9066								
Zotu11514								
Zotu1209	4	4	8	5	7		1	1
Zotu677	6	7	2	5			7	4
Zotu746		3	3	4	2		1	
Zotu19547								
Zotu5675			3					
Zotu17603								
Zotu3241	2	1						
Zotu2099		1			1	1	1	
Zotu2135	1		5	3			5	
Zotu4677		6		1				
Zotu11628								
Zotu15092		2					1	
Zotu16121								
Zotu1373					1		2	
Zotu8493								
Zotu4492		1						
Zotu12749								
Zotu13130	2					1		
Zotu1216		2	2	2	2		5	
Zotu4780							1	
Zotu17329			2				1	
Zotu1338				1				
Zotu3779								
Zotu12363								
Zotu5947						1		
Zotu6926								
Zotu20674		1						
Zotu15989		2					1	
Zotu19499								
Zotu11317			1				2	
Zotu12930								
Zotu1836	4	4	3	3	1	5	4	6
Zotu3261		3			1	1		1
Zotu13363								
Zotu3304	1		3		3			
Zotu5021	2				1	3		
Zotu8227		1						
Zotu5091			1					
Zotu3477	1							
Zotu13205		3						
Zotu4078		1						
Zotu320	1	1	2	3	1	2	2	3
Zotu2167						1	2	
Zotu20856								
Zotu8382		1						
Zotu5490								
Zotu7418								
Zotu1674		1						
Zotu1436			4					
Zotu3690					1			
Zotu8633			1					2
Zotu13353				1		1		
Zotu3416				1			3	
Zotu1786		2		2	3	5	1	2
Zotu3003			1					
Zotu6830			1					
Zotu11334							6	
Zotu6679							3	
Zotu18208								
Zotu12447								
Zotu9377			1					
Zotu11870								
Zotu17118								
Zotu8203		1	1	2				
Zotu16925								1
Zotu9159								
Zotu9190					1			
Zotu6734						3		
Zotu15844								
Zotu13185								
Zotu11066								
Zotu2679	2	5	1		2	1	1	1
Zotu513	5	1	5		2		4	1
Zotu3905	1		1		1			1
Zotu8500	1	1		1		1	4	2
Zotu6828		1	2	1	1		1	1
Zotu9204				2	1		1	
Zotu10463				3			2	
Zotu3277			3	2	2	1		1
Zotu20820								
Zotu4976								
Zotu10159		1						
Zotu9974								
Zotu5606	1	3		5				
Zotu4320			1	1				
Zotu7236	1		1				3	
Zotu12364								
Zotu7197			3		1		1	
Zotu13548						1		
Zotu1467				1				
Zotu8813							1	
Zotu15755		2		1				
Zotu18108						1		
Zotu3630								
Zotu12997								
Zotu5468								
Zotu5187								
Zotu19920								
Zotu14496			1					
Zotu20502								1
Zotu16371					1			
Zotu16642								
Zotu9790			1					1
Zotu20764								
Zotu17748								
Zotu20595								
Zotu18228								
Zotu12304								
Zotu13722								
Zotu19575								
Zotu19678							1	
Zotu18185								
Zotu3112								
Zotu5637								
Zotu5663								
Zotu12641								
Zotu13268						1		
Zotu16532								
Zotu4029								
Zotu6888								
Zotu3071								
Zotu3952								
Zotu15798								
Zotu13118								
Zotu10639								
Zotu14409								
Zotu11262								
Zotu16493								
Zotu9071								
Zotu18288								
Zotu20223								
Zotu11037								
Zotu404								
Zotu1357								
Zotu20382								
Zotu203								
Zotu4621								
Zotu11230	1	8	1	12	12		3	
Zotu18759								
Zotu18686				17	14	1		
Zotu17494								
Zotu16617								
Zotu16990								
Zotu18874								
Zotu19141								
Zotu14555								
Zotu16968								
Zotu8037								
Zotu147								1
Zotu215								
Zotu11711								
Zotu8832								
Zotu19405								
Zotu596								
Zotu3272								
Zotu15471								
Zotu3632								
Zotu577			1					
Zotu2747					2			
Zotu6791	3							
Zotu16896								2
Zotu14684								
Zotu10494								
Zotu18837								
Zotu11323		1				2		
Zotu1028								
Zotu10285								1
Zotu20608								
Zotu19028								
Zotu20639								
Zotu14677		1		3				
Zotu7210	2							
Zotu11524								
Zotu8282	1							
Zotu4673				2				
Zotu19710								
Zotu6994								
Zotu16282								
Zotu9802						1		1
Zotu4316		1						
Zotu1387								
Zotu3995					1			
Zotu13462								
Zotu10313								
Zotu14871								
Zotu16871								
Zotu6375								
Zotu15369								
Zotu10061		1		1				
Zotu14716								
Zotu12729								
Zotu12414								
Zotu13015						3		
Zotu816								
Zotu380								
Zotu3951								
Zotu2414								
Zotu3948								
Zotu6946								
Zotu7581								
Zotu17628								
Zotu10394								
Zotu7419								
Zotu11091								
Zotu10483								
Zotu13983								
Zotu12648								
Zotu18124								
Zotu14314								
Zotu10363								
Zotu16414								
Zotu9967								
Zotu20247								
Zotu15578								
Zotu17862								
Zotu4776		1	6	1		1		2
Zotu7343		2				1		
Zotu17134								
Zotu19365								
Zotu18147								
Zotu15978								
Zotu14935								
Zotu17491								
Zotu20265								
Zotu8699								
Zotu19550								
Zotu13416								
Zotu15677								
Zotu18506								
Zotu20409								
Zotu6214								
Zotu10058								
Zotu10482								
Zotu17382						1		
Zotu11538			1		1			
Zotu20015								
Zotu12610								
Zotu17181								
Zotu18272								
Zotu12822								
Zotu14353	2							
Zotu8600								
Zotu6327								
Zotu20811								
Zotu4550								
Zotu10047								
Zotu7000								
Zotu6450								
Zotu12196								
Zotu7761			1					
Zotu15330								
Zotu13704								
Zotu12925								
Zotu18490								
Zotu6424								
Zotu16777								
Zotu20197								
Zotu10513								
Zotu14942								
Zotu13404								
Zotu15125								
