ID	bs_f_cd_1	bs_f_cd_2	bs_f_cd_3	bs_f_cd_4	bs_f_cd_5	bs_f_cd_6	bs_f_cd_7	bs_f_cd_8
Zotu1592	3	1	1	2			1	1
Zotu8496		1				1		
Zotu11399			1					
Zotu15657								1
Zotu8366	4	1	1	1	2			1
Zotu8441		1		1			1	
Zotu5075			4	1				
Zotu10884				2				
Zotu8572		1	1			1		
Zotu17053		1			1			
Zotu11341						1	1	
Zotu14238					1	2		
Zotu12002								
Zotu13844	1			1			1	
Zotu19147								
Zotu8393	2	1				1		
Zotu12464					1		1	
Zotu18153								
Zotu15359								
Zotu19573								
Zotu16998		1				1	2	1
Zotu19789								
Zotu8617	3	1		1	2			1
Zotu6988		1	1		1		1	
Zotu11241								
Zotu20759				1				
Zotu3058	1	1		2	3	2	3	
Zotu18007								
Zotu9689	1		1	1	1			1
Zotu10812								
Zotu18927								1
Zotu17684								
Zotu7583	1	1	1	2				2
Zotu7982	1					1		
Zotu10643	1							
Zotu13545				1				
Zotu6656				2	1		1	
Zotu15478						1		
Zotu5104	1	1		1	1		1	3
Zotu5386	1	1			2			
Zotu16997								
Zotu17346						1		
Zotu7675		3		1		1		2
Zotu8371				1	2			1
Zotu19414						1		
Zotu14507					1			
Zotu15111								1
Zotu19346				1				
Zotu8095	1	2		2	1		1	1
Zotu11804					1			
Zotu10912								1
Zotu12281								2
Zotu15787								1
Zotu3296	2	4	1	1	2		2	2
Zotu8002	1	1			1	1		
Zotu1480	6	10	10	5	4	9	6	7
Zotu1945	3	5	6	2	5	4	3	3
Zotu2264		1			2	2		3
Zotu8906				1			2	
Zotu5185	1	2	2		2		1	1
Zotu2715	1	1			1	1	1	1
Zotu3695	3	5	2	3	3	4		2
Zotu11866					1			
Zotu8333		1	1			1		4
Zotu13470		1		1	1	2	2	
Zotu10450				1				
Zotu6192		2						
Zotu8450		2		3	1	1	2	
Zotu4384								
Zotu6013		1		1		1	1	1
Zotu17498	1					1		1
Zotu4046								1
Zotu10423						1		
Zotu12631		2		1	1		1	
Zotu1112	9	5	7	6	7	6	12	6
Zotu17910								
Zotu15089		1						
Zotu12780								
Zotu7692								2
Zotu20845	3							
Zotu16460	1							
Zotu7199								
Zotu9548	1							
Zotu9742	1	1			2			
Zotu5703		2	3		3	2		
Zotu2554	5	6	3	6	6		3	6
Zotu8453			1	1				
Zotu13143							1	
Zotu10984	1							
Zotu7457	1	2	1	2				
Zotu11434	1		1	4				
Zotu2426	4	1	7	2	1	5	2	3
Zotu1847	13	4	5	9	6	3	1	3
Zotu17904								
Zotu13888							1	
Zotu18076	1		1	2				
Zotu6435	2	2					2	
Zotu18881		1					1	
Zotu1723	2	2	6	3	8	4	8	6
Zotu19667								
Zotu3061	4	1	2	2	2		3	
Zotu9863				2				
Zotu13302	1							
Zotu11963	1		2					
Zotu1732	5	2	5	6	7	5	5	5
Zotu4228	2		3		4		2	1
Zotu16759								
Zotu1327	1	2		1	2	1	3	
Zotu6166		1	2	3			2	3
Zotu18014		1						
Zotu11819								
Zotu3852		1	3	1	1	1		2
Zotu12457								1
Zotu17799								
Zotu7893		2		1			2	
Zotu5665	1		1	3	1		1	1
Zotu19338		2			1			
Zotu20122	1							
Zotu13650					1	1		
Zotu3505	2	2	1	1				4
Zotu9435	2	1					1	
Zotu13725	1	1	1		1			
Zotu17895								
Zotu9940			1					
Zotu14188			1	1				
Zotu20494					2			
Zotu1368	1	7	11	6	7	3	6	9
Zotu824	15	17	11	8	13	5	8	17
Zotu1969	5	7	10	6	2	1		4
Zotu4142		3	2			1	1	3
Zotu14241					2			
Zotu16438		3				2		2
Zotu16780								
Zotu13562								
Zotu6831	3	3		2	3		2	2
Zotu3045		3		2	1	4		4
Zotu2956	1	2	7	3	3	2	1	9
Zotu14703								
Zotu20654								
Zotu10376		2			1			1
Zotu826	4	2		7	2	4	4	9
Zotu11739		1						
Zotu7002			1		1			
Zotu2668	2	3	1	5	1	3	1	8
Zotu3307	1	5			1		5	2
Zotu9608			2				1	
Zotu14328								2
Zotu1573								
Zotu20673								
Zotu17227								
Zotu19530								
Zotu7071							2	
Zotu17796								
Zotu20568			1					
Zotu7415								
Zotu12466								1
Zotu5783					1		3	1
Zotu6414		1	2	3			2	1
Zotu8616	1			1	2			5
Zotu8713	1							1
Zotu20410								
Zotu10187		1						
Zotu2102	1		1	1	7	2	3	8
Zotu6331				4		1		3
Zotu7311			1		1	1	2	
Zotu20049								
Zotu12042							1	2
Zotu13789					1			
Zotu461	20	22	14	31	26	23	20	29
Zotu1362	2	6	3	7	3	2	9	8
Zotu6642	2	2			2	1		2
Zotu11043								
Zotu6970			3	2	6	1		
Zotu15106								
Zotu19286				1				1
Zotu6176					1		1	2
Zotu11249	1							
Zotu1976	5	3	6	1	2	2	3	9
Zotu1515	6	3	4	7	1	4	5	11
Zotu4109	2	1	3	2		3	1	1
Zotu8729	1	1			1		1	
Zotu11206						1		
Zotu9875			1		1			1
Zotu13371				2				
Zotu5197		2				1		1
Zotu8859						1		
Zotu19211								
Zotu8767	1	1			2		1	
Zotu18391								
Zotu16228						1		1
Zotu20681								
Zotu5082								
Zotu19699								
Zotu16345					1			
Zotu8397		1			1			
Zotu8662			1					1
Zotu8918								
Zotu4978	3				1			1
Zotu6288	5	1		1	1			
Zotu14562								
Zotu20573								
Zotu2047	1	3		1	1	1	1	4
Zotu2204	1	2				2	1	2
Zotu12591						1		2
Zotu17259				3		1		1
Zotu18348								
Zotu14568								1
Zotu11928					3			
Zotu7748		1		1		2		1
Zotu8720	3	3					1	
Zotu4370	7	2	1	5	1	1	1	
Zotu2166	3	5	1	3	6	2	3	3
Zotu4588	1		1	2		3		4
Zotu7903	1							
Zotu19473								
Zotu5638		4		2	3	1	3	5
Zotu5456	3	1	1			1	1	1
Zotu14922								
Zotu19360							1	
Zotu15282						1		
Zotu4665	3	1	7	3	3		1	4
Zotu5861		1	2	2		1	3	
Zotu18086			1		1			
Zotu17452			1					
Zotu20662	1							1
Zotu20126					1			
Zotu3367	4	1	2		2	3		5
Zotu12839								
Zotu11352			2					3
Zotu12060					1			
Zotu3401			1		1		3	3
Zotu19584								
Zotu7927			3		2			
Zotu13758								1
Zotu14084								
Zotu5514			2				1	1
Zotu2078		1			6	1	2	8
Zotu13473	2							
Zotu14211						2		
Zotu14860								
Zotu8030		1						
Zotu18028								
Zotu4584		4			1		1	
Zotu6939					1	1	1	
Zotu1890						3		1
Zotu18357								
Zotu8278								
Zotu3868		5	3		3	1	5	2
Zotu9660				2				
Zotu13810						1		
Zotu5725		1		3	2		1	
Zotu9614			1	5				
Zotu2732	3	11	5	7		5	7	4
Zotu10110	2			2		1	1	
Zotu10569		2	1	1				
Zotu14680	2				1			
Zotu8644			4	2				
Zotu8658		2			1	1		2
Zotu15873	1					1		1
Zotu18278								
Zotu8757	1			2			1	4
Zotu10896								2
Zotu19030								
Zotu5110			1	3	3	2	1	
Zotu11639		1	3	5	1			
Zotu13595					3			
Zotu16356				1		1	1	
Zotu14737					2	1		1
Zotu16796								
Zotu8044	2		2		2		1	2
Zotu13030								1
Zotu18836								
Zotu19058								
Zotu2338	1	8	8	2		5	7	8
Zotu4524	4	4	2		1		2	12
Zotu7809		1	1	1				6
Zotu17165					2			1
Zotu10393								
Zotu4339		2	3		3		2	3
Zotu8340	1	1			1		1	10
Zotu7915		2	2	2		1	2	3
Zotu10395								1
Zotu18514								1
Zotu6178			1					
Zotu11651								
Zotu14485								
Zotu11446				1				
Zotu12835								
Zotu12523								
Zotu18859								
Zotu2959	2	1	8	4	3	1	3	6
Zotu18923						1		
Zotu9628								
Zotu19284								
Zotu6249	1		3					
Zotu9275	1		2		3		1	
Zotu16850			1					
Zotu18766		4						
Zotu10076								
Zotu6712		1				2	1	1
Zotu4242	1			2	1	1		1
Zotu12812		2	2					4
Zotu18731		3						
Zotu3164	7	3	3	2	2	4	4	9
Zotu592	31	23	21	18	11	17	11	21
Zotu1470	4	10	5	5	9	11	3	8
Zotu10987	1							
Zotu9927								
Zotu17245								
Zotu2896		1	1	3	2		2	1
Zotu11469								
Zotu11631								
Zotu7797	2	1		3		1	1	
Zotu3324	3	4	3	5		6	1	1
Zotu16166						2		
Zotu9805	1							
Zotu3962	2	2	1	1	3	1	2	
Zotu1324	16	11	4	10	10	4	5	13
Zotu1492	3	11	8	5	2	2	1	11
Zotu3010	2	4			2		1	10
Zotu7434						1		2
Zotu5373	1	2					2	1
Zotu2140	3	6	5	6	2	5	1	3
Zotu5326	1		2	1	1		1	
Zotu456	34	44	30	30	21	33	25	41
Zotu2744					1			
Zotu16693	1							1
Zotu2287						1		
Zotu11661								
Zotu1175	6		4	5	2	1	1	2
Zotu13552			1					
Zotu6908			1	2	1		2	8
Zotu10084	2							2
Zotu12922		1					4	1
Zotu16467						1		1
Zotu11953	1		2				1	
Zotu16308			5	1		1		
Zotu1242	2	3	3	2	5	2		1
Zotu720	36	22	20	35	14	18	20	21
Zotu1756	7	6	7	10	7	8	11	9
Zotu19168						3		
Zotu10051	1		2					
Zotu13447								
Zotu170	26	24	37	57	43	22	17	38
Zotu2216	7		1	9	1		2	
Zotu5727			3					
Zotu325	47	48	43	58	48	44	30	34
Zotu3734	6	6	2	1	1	6	1	3
Zotu10964			1					
Zotu11110			8		1			
Zotu11717								3
Zotu14432								
Zotu779	4	8		2	3		3	
Zotu4148				1	1		1	
Zotu15969			1					
Zotu18783							1	
Zotu1635	5	6	4	2	4		4	10
Zotu7246		4				1		1
Zotu7305	2	5	1	1	1			1
Zotu2599	2	1	2				5	2
Zotu3411		2	2		4			1
Zotu19758			1					
Zotu10318							1	
Zotu829	11	16	7	10	11	7	18	23
Zotu3111	3		2		1		1	
Zotu15767								
Zotu20384								
Zotu15188								
Zotu4291	2	1			2	3	1	2
Zotu9759	1	1						
Zotu18091								
Zotu20233			1		1			1
Zotu3692	1		3	1			1	8
Zotu891	1	7	12	4	15	8	8	3
Zotu1566		1	15	3	3	1		3
Zotu2678		7	5			1		7
Zotu2680		2	6	1			2	
Zotu18871								1
Zotu19726	1							
Zotu8501			1		1	3	1	
Zotu19202	2							
Zotu2387	2	3	6	6	1	2		2
Zotu8665			1			1	1	
Zotu13084								
Zotu3673	2		7	9	1	5		1
Zotu6287			2			3	7	
Zotu13885								
Zotu15534								
Zotu15756								
Zotu16651								
Zotu17690								
Zotu10241								
Zotu10353								
Zotu20268								
Zotu15339								
Zotu5052								1
Zotu10147	1			1				
Zotu4753						2		1
Zotu2470	3	2	5	4	2		1	9
Zotu3220	1	2						
Zotu4509	1		3	1				
Zotu17771								
Zotu20838								
Zotu2106	3		1	1		5		4
Zotu2529		1	1		1		2	
Zotu15154					1			7
Zotu506	34	19	34	8	26	12	13	35
Zotu4871	1		3					1
Zotu411	34	51	28	11	24	11	23	46
Zotu5762	1		2					2
Zotu7238	1						2	3
Zotu196	45	82	73	20	55	26	38	51
Zotu11199						1		
Zotu12600								
Zotu11342							10	
Zotu10420	3				1			1
Zotu7309								
Zotu5494								
Zotu8540								
Zotu16557		2	1					
Zotu13521								
Zotu4435							1	
Zotu4861		1						
Zotu18941								
Zotu20163								
Zotu11485								
Zotu16923						1		
Zotu14296		1			1			
Zotu5866	1		1			1		
Zotu15701								
Zotu641	21	19	19	15	18	8	12	25
Zotu2603	2	4	3	1	3	2	3	4
Zotu492	26	23	36	21	32	17	20	34
Zotu18965	1				2	1		4
Zotu9864			1					
Zotu8036					1	2		3
Zotu1549	2	2	7	9	2	5	5	
Zotu1260	13	9	4	8	3	4	4	9
Zotu1543	8	5	3	6	2	4	10	7
Zotu14649		1						
Zotu6629							3	
Zotu19531					1			
Zotu5004	1		3	3	2		2	4
Zotu6186	5		1	4	1	2	2	5
Zotu4531		1		1		1	3	1
Zotu17519								
Zotu5437	2			3		7	3	
Zotu16059				1				1
Zotu5321	2			1				
Zotu9800		1		1		1		1
Zotu154	69	51	77	90	65	76	62	97
Zotu2889	2	3	2	2	6	1	1	2
Zotu2045	3	7	8	3	5	8		4
Zotu522	33	28	31	32	25	18	29	34
Zotu382	30	44	56	30	34	17	33	41
Zotu13641								
Zotu4223		2	5				5	
Zotu8414								
Zotu13369	1							
Zotu20858								
Zotu18597	1							
Zotu5029								
Zotu7208								
Zotu20299								
Zotu5721								
Zotu7436								
Zotu17184								
Zotu5907		4						
Zotu7050								
Zotu8902								
Zotu20187								
Zotu6157								
Zotu11388								
Zotu14053		3						
Zotu6298								
Zotu13540			1	1			1	1
Zotu9607								
Zotu20343								
Zotu17502								
Zotu7867		1			2			
Zotu4388			2	1	3	1	2	3
Zotu3870	1	3			3			1
Zotu5244				2		1	1	3
Zotu13495	1				1			
Zotu20367								
Zotu15081								
Zotu18845								
Zotu5982	1		1	1	2	1		
Zotu12887								
Zotu11668								
Zotu18798								
Zotu12052	3					2		
Zotu5847	1	3	1	6	1	6	2	7
Zotu19095								
Zotu4781	7	3	3	1			4	1
Zotu4502	3				5		2	2
Zotu9306				2		1		
Zotu14872			1					
Zotu12489								
Zotu19208								
Zotu4355	2	3			1		1	4
Zotu5020	3	5		1	4			
Zotu2801	5	2	3	2	3		7	3
Zotu7559	2		1					
Zotu14445					1			
Zotu15861			1		1			
Zotu20014	1							1
Zotu5143		2		2	1			
Zotu10723	1	1			2			
Zotu16784		1						
Zotu13730								
Zotu18277			1		1			
Zotu10608	1			2	2			
Zotu7425	1	2	4	2	2	6	3	1
Zotu18726								
Zotu4953	1	2	1	4				1
Zotu16074				1				
Zotu5880	5	3	3	1	2	1		1
Zotu6386	3	2	4	2	3	3	3	3
Zotu11017				1				1
Zotu5299				1	1		2	4
Zotu13209	1					8		
Zotu4275	1		6	3		1	2	5
Zotu7430								1
Zotu18078	1							
Zotu12958					1		1	
Zotu16180		1	3					
Zotu3184	1		3		3			2
Zotu3601	5	2	3	2	3	3	3	4
Zotu1427	14	12	7	9	11	3	4	11
Zotu2306	15	19	13	3	12	2	8	12
Zotu7714	3	6		3	1		1	2
Zotu9907			2					
Zotu6869	7	7	1			1	3	
Zotu8958						2		
Zotu5967			1		1			2
Zotu12087		1			1		1	
Zotu12872	4	2						
Zotu19407		3						
Zotu12570								
Zotu13910								
Zotu2756	1	1	7		2	2	3	1
Zotu20162								
Zotu16263								
Zotu16569	2							
Zotu9164							1	
Zotu9901				1				
Zotu9516								
Zotu7064								
Zotu18373								
Zotu19648								
Zotu13604								
Zotu14413				1				
Zotu11785								
Zotu10152								
Zotu12920		2						
Zotu2809	2	2	7	6	1	9	3	1
Zotu3121	1	1	3					7
Zotu7127		2		1				
Zotu17197					3			
Zotu19254				1		2		2
Zotu542	41	13	23	42	45	45	8	38
Zotu1912	17	4	3	7	9	2	2	13
Zotu5695	5		1	2	4	7		3
Zotu14945							5	
Zotu10759	1	1			1		1	
Zotu4477	3	2	1	3	1	1		
Zotu298	32	55	104	50	46	33	47	68
Zotu14971	1		1					
Zotu2224	1	7	7	6	11	7	3	2
Zotu7874		1	1	3	3	1		
Zotu599	6	6	3	5	6	8	2	10
Zotu1644	4		2	3	1	1		1
Zotu7363				1				
Zotu3881	1		2		1	2		4
Zotu19855								
Zotu10733							1	
Zotu2107	2	2	14		1	2	1	4
Zotu3558	2	3	7	3				2
Zotu791	11	11	12	24	13	8	7	8
Zotu13579			1				2	1
Zotu3082	1		6		2	1	3	1
Zotu1150	13	13	10	1	11	8	11	17
Zotu5178	3		5					3
Zotu18019								
Zotu14302	2		1			1		1
Zotu18936						1		1
Zotu20688								
Zotu7569								
Zotu6111	3	3	1	1			2	1
Zotu281	58	46	55	67	63	33	27	62
Zotu2418	8	5	4	2	4			8
Zotu4006	2		2	3		1	2	
Zotu7317				2		1		3
Zotu6812			1			3	1	1
Zotu1227	5	6	9	8	4	6	4	6
Zotu19229		2				1		
Zotu5149	1	1	1		1			1
Zotu8324			2					
Zotu4013	5	4	5	8	1	7	1	
Zotu6129	1		3	1				3
Zotu1654	9	4	12	6	3	2	6	9
Zotu13364								3
Zotu17031			1					
Zotu538	25	20	23	24	22	13	14	38
Zotu13565								
Zotu473	28	25	29	23	19	16	11	31
Zotu3507	1	1	8	2	2	4	3	
Zotu5453		5		1	1	2		2
Zotu3174	1	3	3	4	1	1	3	4
Zotu6813		1		2	1			
Zotu9193			2					1
Zotu13341					2	1	2	
Zotu5265		1					2	2
Zotu10672		1	1			2		
Zotu11495								
Zotu13509								
Zotu12221								
Zotu17866	1	1						
Zotu6396	5	1	4			1	3	4
Zotu8606	2							
Zotu18058	3							
Zotu20529			3					
Zotu5441		1	6	5	4	5	1	1
Zotu12474		1		5		2		1
Zotu5855	4	4	4	1	1	3		2
Zotu11923	1				2			
Zotu5966	2	4				1	3	1
Zotu2930	4	3	7	2		2	3	6
Zotu190	78	63	77	45	44	59	56	99
Zotu10680		1		1				1
Zotu15599								3
Zotu1481	3	4	7	1	3	4	4	12
Zotu600	21	11	42	14	26	21	11	14
Zotu1224	11	8	10	8	8	7	11	5
Zotu20713		2			1			1
Zotu13350					1			1
Zotu775	15	12	37	15	16	21	9	16
Zotu3078	3	4	7	2	2	9	2	4
Zotu865	11	15	24	13	13	23	11	6
Zotu15862								
Zotu14748	2			1				
Zotu3515	7	4	7	1	1	1	4	4
Zotu4341			1	2	3		1	2
Zotu13813	1							
Zotu14160					2	2		
Zotu16244		1						
Zotu6452	1	2		1		1		2
Zotu19754							1	
Zotu9817				1	2	1	2	1
Zotu19434								
Zotu19552				1				2
Zotu12124		1			1			
Zotu18055		2					1	1
Zotu10685		1						
Zotu17379			2		1			1
Zotu17427	1	1		2			2	
Zotu10218				1			1	
Zotu17615	1							
Zotu12406							1	
Zotu13267						1		
Zotu16638		1			1			
Zotu19356								
Zotu15758		1	1				1	
Zotu12705		1				1		
Zotu16666				1				
Zotu15158	2	1	1			2	1	
Zotu9527								2
Zotu8748		1		3	1		1	
Zotu11288								
Zotu13866			1					
Zotu10572					4	5		1
Zotu13409	1			3	1			
Zotu7489								
Zotu8229								
Zotu3637								
Zotu9684	2				1			
Zotu15523								
Zotu17783	1				1	1	2	1
Zotu16747	1							
Zotu16178								
Zotu13638				1	1			
Zotu20711		1					1	
Zotu16614								1
Zotu20789					1			
Zotu17803								
Zotu15134								
Zotu17782	2							
Zotu7760		4		1				
Zotu14252								
Zotu14531	1							
Zotu19542						1		
Zotu17523						1		
Zotu19175								
Zotu14212		1						
Zotu15028		1						
Zotu7339	1			2	1	2	5	
Zotu10265		2	2	1	2	1		1
Zotu16687						2		
Zotu10022	1			1				
Zotu13115								
Zotu17298		1			1			
Zotu2976								
Zotu277	33	40	14	24	28	8	19	38
Zotu6191	3	2	1	3	3	1	1	5
Zotu8752	1		1			1	1	3
Zotu10256				1		2		1
Zotu7824								3
Zotu8456	1							1
Zotu18920				3		1		
Zotu5953	1	2	1	2	1	2	1	
Zotu10352						1		
Zotu3059	9	1	1		4	2	2	
Zotu19384		1						
Zotu5961	2	5		3				
Zotu17292		2						
Zotu19044		1						
Zotu18943								
Zotu3329	5	3	1					5
Zotu13872	1							
Zotu2577	5	4	2	3	1	3		2
Zotu6839			2	1		2		
Zotu4754	2			6			1	2
Zotu7573								1
Zotu15397								
Zotu11768								
Zotu14788							2	1
Zotu9235	1	2				1	2	
Zotu4784	2	1	2	3	2			
Zotu18763				1				
Zotu17510								1
Zotu20351	1							
Zotu17092								
Zotu7142	3		3				2	
Zotu13147					1	1	1	2
Zotu4585								
Zotu6641								
Zotu13111								
Zotu11877								
Zotu3773					1	2	3	
Zotu9237								
Zotu4899								
Zotu6211								
Zotu15782	1			1				1
Zotu1704	4	4	5	3	2	1	3	3
Zotu16369								
Zotu16508		1						
Zotu3124		5	3		4	2	1	
Zotu15250			2					1
Zotu12256						1		
Zotu19741								1
Zotu16116			2					
Zotu10114					1			
Zotu14476						2		
Zotu19106								
Zotu8015			1		1		2	
Zotu15382								
Zotu9284					1			2
Zotu10476	1	1	1		1	1		
Zotu9815	1							
Zotu12946	2	1					2	
Zotu11954			2					
Zotu12806				1				
Zotu9068			1	1		1	3	
Zotu9885					1			
Zotu20314		1						
Zotu18298								
Zotu7889				1	1			
Zotu17040					1			
Zotu3570								
Zotu9806								
Zotu3648		1		2				
Zotu3247	3		4			2	2	1
Zotu7326				4				1
Zotu17046				4				
Zotu18536								
Zotu4574	1	1	2		3			3
Zotu16011		1			1			
Zotu7379	2				5			
Zotu20244					2	1		
Zotu14363		1						
Zotu3716								
Zotu650		1	1	1				1
Zotu17897	2							
Zotu18257								1
Zotu16604			1				2	2
Zotu12778		1		1				
Zotu15772			1					
Zotu14276								
Zotu16481								
Zotu9900				1			1	
Zotu18852			2					
Zotu10690								1
Zotu11784	3	4			6			
Zotu20153							1	
Zotu10192								
Zotu19794								1
Zotu5009		2	2	2	3	1	2	
Zotu1283	6	10	9	12	23	8	16	20
Zotu2639	4	2	3	5	3	3		1
Zotu13968	1		2		3			
Zotu11590			1		1		2	3
Zotu14060			2	1	2		1	2
Zotu12527								1
Zotu14718				1				
Zotu19250								
Zotu18377								
Zotu20510								
Zotu20704								
Zotu17330				1	1	2		1
Zotu20198							1	
Zotu10933			1			3	1	
Zotu20404								
Zotu15499							1	
Zotu18565		1			1		1	
Zotu17676			1					
Zotu20132								
Zotu11875							1	3
Zotu17065		1						2
Zotu2278	1	2		1			1	
Zotu12499	1		1			1		
Zotu15848		1						
Zotu16357		1						
Zotu20748								
Zotu5832	1	1		1	3		1	4
Zotu8223				1				
Zotu11543		1			1			
Zotu7690				1			1	
Zotu20003								
Zotu20075								
Zotu6787	1		3	1				2
Zotu16095								1
Zotu20144								
Zotu15130			1					1
Zotu17429			1	1				
Zotu19237						2		
Zotu20330								
Zotu7548		1		2			1	
Zotu19043								
Zotu7935		1	2		2			
Zotu11125	1							
Zotu16304								
Zotu17079								
Zotu12978								
Zotu13330								
Zotu17921								1
Zotu7713		1		1		1		
Zotu17743			1			1	1	
Zotu17582				2				
Zotu19392			3				1	
Zotu14672	1	1		1	1	2	1	1
Zotu12955				1				
Zotu20395								2
Zotu10073				4	1			
Zotu19122	2			1			1	
Zotu13946			1					
Zotu14906		2						
Zotu16951	1		1		2			
Zotu13918			1			1		
Zotu10078	2					1		
Zotu15504								
Zotu18230			1					
Zotu20008								
Zotu5987	1		1				1	
Zotu13846								
Zotu9441				2			1	1
Zotu11976		1						
Zotu5523	1							
Zotu13601	1		3					
Zotu5867	2	2		1	2	3	3	
Zotu16555								1
Zotu10200								
Zotu20291								
Zotu17808								
Zotu11950							4	
Zotu15881								
Zotu6996		1	5	2		5		
Zotu7635	1		5		1			
Zotu16836		2						
Zotu2043	10	3	9	15	3	16	13	8
Zotu807	20	9	35	13	19	51	25	22
Zotu11852								
Zotu7756		3	1	1		3	3	2
Zotu6979	1	3	2	1		4	2	2
Zotu3191	4	4	5	6			6	4
Zotu11453				1		3		
Zotu17169				1		1	1	
Zotu4389	2		5	4	1	5	2	2
Zotu11503								
Zotu12376					1	2	1	
Zotu2323	3	4	3	4	3	10	5	4
Zotu11187	1			1				
Zotu5450	2	1	1	3		3		1
Zotu10562		2						
Zotu1267	14	12	12	7	3	26	5	6
Zotu3555	5	3	2	1	1	7	3	2
Zotu10238	3		1			1	2	1
Zotu11741				1	1			
Zotu4649	3	1		1	1	2	1	2
Zotu7617				1	1	1	1	1
Zotu11577			1					
Zotu11971			2					
Zotu9676	3	1				1		
Zotu15880			2					
Zotu13914								1
Zotu11952						1	1	1
Zotu15854					1	1		
Zotu20785								
Zotu12465	2			1				
Zotu18316								
Zotu3638		4	4	1	2	2		1
Zotu6777	1			2	3			1
Zotu12040				1	2		1	
Zotu6096	2	1	1			1		
Zotu17350						1		
Zotu16837		1	1					2
Zotu14272								
Zotu12950		2						
Zotu8407				1				
Zotu7724					2			1
Zotu18457	2	1			1			1
Zotu20230	1					1		2
Zotu4144	1	1	4	3			3	1
Zotu7032	3		1	1	1	1		1
Zotu4089			1			1		
Zotu13431								
Zotu14388	2							
Zotu15366								
Zotu16842								
Zotu4061	1				2			1
Zotu19374								
Zotu8766								
Zotu5608	2	4	1	2	5	4	1	
Zotu7292		3				1		1
Zotu10148								
Zotu10449							1	1
Zotu5586		1	3			2		
Zotu8836		1					1	1
Zotu16080								
Zotu16736								
Zotu15591								
Zotu8602				1			1	2
Zotu18569			1	1				
Zotu8031		2			1			4
Zotu12669								
Zotu19915		1	1	1				2
Zotu15406								2
Zotu18963		1		2				
Zotu19555						1	1	
Zotu19943						2		
Zotu1512		4	1	3			1	
Zotu4519	3		2	11	1	1	1	1
Zotu7331		2		2	1			
Zotu9361				2				
Zotu14798								
Zotu8909	1		1	3		1		1
Zotu9935	1			2		1		
Zotu8419								
Zotu6220	1	1	4		1			
Zotu20221								
Zotu12775			1	3				
Zotu15284		1	4					
Zotu11141		1		1				1
Zotu17735								
Zotu19510	1							
Zotu15390						1		
Zotu8190			3		1	1		
Zotu15562	1						2	
Zotu17935								
Zotu2163	4	5	3	9	1	2	1	1
Zotu11746				2		2		
Zotu13564								
Zotu3521	4	1	1	1		2	2	4
Zotu6307			5	1	2	3		1
Zotu8622						1		
Zotu14033		1		1				
Zotu6742			2			1		
Zotu5312			2			2	1	
Zotu13308		2						
Zotu6039	3	1					2	1
Zotu6772	1			3				1
Zotu10445	1				1	1	1	1
Zotu18666	1							
Zotu11720								1
Zotu6586					2	1		1
Zotu11671	1			1				
Zotu5395	2	1		1	1	1		
Zotu14046								
