ID	rs_f_1	rs_f_2	rs_f_3	rs_f_4	rs_f_5	rs_f_6	rs_f_7	rs_f_8
Zotu1960	2	1			4			1
Zotu9451								
Zotu9102			2					
Zotu6896				1		1		2
Zotu15213	4				1	4		4
Zotu6330	9		5	1	1			
Zotu14256								
Zotu6835	1	1			2	2		1
Zotu12544	1							
Zotu4507	10		4	1	1	2		4
Zotu17696	2					1		
Zotu7580	10	1	3	1	3	2		
Zotu15085	3	1		3				1
Zotu16661				2				
Zotu9471	2	1		1	1	1		2
Zotu11407								
Zotu9149	1			1		1		
Zotu10921	1					13		
Zotu18164	1					2		
Zotu10171	1			7				
Zotu5394								
Zotu4729	2				1	2		
Zotu7262								
Zotu2250	3			6	1	2		
Zotu16115			1		1		1	
Zotu5815	4			1	1	2	1	
Zotu8111						4		
Zotu10611	1							
Zotu19450	3			2	1	1		
Zotu20818	8	1	2	3	3	4	1	
Zotu3314								
Zotu11895			2	1			1	2
Zotu18110	2		1			1		
Zotu7796								
Zotu8526	20	2	5	10	3	17	6	1
Zotu15796	15	4	7	8	7	9	3	8
Zotu20444								
Zotu15665								
Zotu10609								
Zotu1685								
Zotu3602				9				2
Zotu8469				1				1
Zotu72		1		2			3	1
Zotu305								
Zotu18733								
Zotu17394		1	2				2	
Zotu11820								
Zotu4722								
Zotu9789								
Zotu7001		1						
Zotu17381								
Zotu12352								
Zotu9521								
Zotu16445								
Zotu17824								
Zotu2699								
Zotu7413								
Zotu6012	3						2	
Zotu4553	2							
Zotu17255		2	4	1	1	4		1
Zotu3286	5		2		5	3	1	3
Zotu15558	1							
Zotu5048			1		2	1		
Zotu6804	1							
Zotu10470								
Zotu17527			1					
Zotu18245								
Zotu15083	3			1				
Zotu5535	2	1	1	1				1
Zotu15428								
Zotu1403	1	1	4	4	5	3	2	14
Zotu11865								
Zotu18821	1							
Zotu5473	3		2		2		3	
Zotu6376		2	1					
Zotu3840	3	1	1	3		1		1
Zotu11013				3				5
Zotu12638								8
Zotu3155	1		1	3		3	1	2
Zotu16000								
Zotu8195						2		
Zotu4360	1			4	3			1
Zotu14458								2
Zotu15170					1			
Zotu5309	6	2	2	1				
Zotu13076			1					
Zotu6764	2	2		1			1	1
Zotu3002	2	3	4			3	1	
Zotu8587			2					
Zotu4800						1		
Zotu7366								
Zotu9522				1		2		
Zotu12350						2	12	
Zotu14877	2	1				1	3	1
Zotu20391								
Zotu6366	2	1	2	6	1	5	4	4
Zotu7254	2	3	1	2	1	7	4	
Zotu12960		2		2		4	2	
Zotu9300		2	1			5	5	1
Zotu7545	1		1		2	4		4
Zotu5208	3		1	3	3			2
Zotu4088		1	2	2	2			2
Zotu19200				4		1		
Zotu6921	5	1	1	1	7	4	2	
Zotu3806	14	2	6	5	1	8		14
Zotu4207	16		5	14	2	10	4	3
Zotu8182			2		3	1		
Zotu7524	7		2			2	1	
Zotu20402								
Zotu10141	1							
Zotu505	41	10	13	20	22	16	2	22
Zotu11460				4	1	1		1
Zotu15040		1		1	1			
Zotu20827	4							
Zotu9755	2	1	3	5		3		2
Zotu6575	2		3			4		2
Zotu15135					1	2		1
Zotu19868				1				
Zotu15744			1			5		1
Zotu19818								
Zotu5772	1	2	3	3	4	1		2
Zotu16162				11				
Zotu7995	2		2					
Zotu3198	11	2	3	1	1	3	1	1
Zotu12009	1				1			
Zotu12155	5	1				2	1	1
Zotu15732		1					1	
Zotu9412			1	2			2	
Zotu6548						1		
Zotu6133	7				3	3		
Zotu6684	7		1		2	1		
Zotu17665								
Zotu2247	8	1	4	5	4	8	2	5
Zotu1243	12	2	2	14	3	17	9	1
Zotu12058				3				2
Zotu17967	3			2		1	2	
Zotu11450	1			3	1		1	
Zotu19387						6		
Zotu19460					1	2		
Zotu8477	4					1		
Zotu13937		2	1			1		
Zotu8839				2	1			
Zotu19977		1	2					1
Zotu3756	8	11	4	3	8	3	1	
Zotu9743	1	2		1				
Zotu6054	1	11	1			1	2	
Zotu11025	9	7	2	2	2	1	1	
Zotu6104	4		1	1	3	3		
Zotu4044	8		2	10	4	7	3	4
Zotu8233	2				2		1	
Zotu12460		1	1	1	1			1
Zotu8357	3			1	1	1		1
Zotu16502								
Zotu16049								
Zotu19444					2			
Zotu16469	2				1		1	
Zotu741								
Zotu14845	1			1		2	1	
Zotu14462	1			2				
Zotu16577	1	4						
Zotu9496	3	4	1			1		1
Zotu8782	1					3		1
Zotu7803	3			2		2		1
Zotu9464				1				
Zotu15834			1					
Zotu6605	1		1			1	1	
Zotu17166	5							
Zotu1782		1						
Zotu13962								
Zotu17610								
Zotu20542								
Zotu8940								
Zotu19288								
Zotu18403								
Zotu14143								
Zotu13264								
Zotu16450								
Zotu16819								
Zotu9388								
Zotu19806								
Zotu3737								
Zotu9171								
Zotu4835								
Zotu1528								
Zotu4288								
Zotu939								
Zotu2926								
Zotu1599								
Zotu2032								
Zotu2880								
Zotu2309								
Zotu10146								
Zotu6262								
Zotu15924						1		
Zotu20516								
Zotu6120								
Zotu2194								
Zotu5023								
Zotu15995								
Zotu17464								
Zotu18331	4	4			1	8	1	3
Zotu17793								
Zotu13294								
Zotu18250								
Zotu9502								
Zotu14956								
Zotu9088								
Zotu14267								
Zotu4329								
Zotu16105								
Zotu20093								
Zotu20669								
Zotu19608								
Zotu19721								
Zotu15577	1				1	1	3	
Zotu17944	1							
Zotu19366		2					2	4
Zotu16708	3	1				3		
Zotu16717	2	2	1		1	7	3	1
Zotu14529	1						1	
Zotu18382		1		1				
Zotu4962								
Zotu25		1						
Zotu117							1	
Zotu3192								
Zotu4364								
Zotu15474								
Zotu5546						1		
Zotu7970								
Zotu10275								
Zotu6243								
Zotu285		61	7		2		2	2
Zotu13108		8					4	
Zotu20760	5							
Zotu9	477	1092	191	224	259	790	641	873
Zotu19967		1				2	3	3
Zotu3559	99	1	1				1	1
Zotu5973								
Zotu19596				1	1	2		
Zotu4692								
Zotu9178								
Zotu9905								
Zotu20345								
Zotu9565			2	1	1	3		1
Zotu15961		1	3					
Zotu19899				1				2
Zotu20610						1		
Zotu11326							5	
Zotu14178								
Zotu18832								
Zotu17880								
Zotu11834								
Zotu12075								
Zotu17202								
Zotu4798			1					
Zotu7468	2			1				
Zotu14271								
Zotu13213		2	1					
Zotu16219	4		5	2				
Zotu16164								
Zotu2551	2	4	3	3	9		1	2
Zotu13714								1
Zotu17228				1				
Zotu6420								
Zotu18584								
Zotu3722			1			1	1	
Zotu3292			1				1	1
Zotu3671								
Zotu4108	1							
Zotu9392								
Zotu2682			1	1	2			
Zotu14934								
Zotu18532								
Zotu13272								
Zotu19796								
Zotu10887								1
Zotu13672								
Zotu9218	2							2
Zotu9128								
Zotu13510		1						
Zotu3571								
Zotu17373								1
Zotu1383				1				1
Zotu9365				1				
Zotu7854								
Zotu12900		2	3			3		
Zotu1667	49	15	38	7	14	27	73	20
Zotu2377	7		8		2	8	6	1
Zotu7839	1	1				1	1	
Zotu4158			2			1	1	1
Zotu6940								
Zotu20284			1					
Zotu16169	3		1					1
Zotu7816								2
Zotu1849	3	2	2	1			3	
Zotu11653				1				
Zotu10389				1				
Zotu15695								
Zotu15810								
Zotu13949								1
Zotu13720								
Zotu9590	1	1					2	7
Zotu18207							1	
Zotu9227	1	1			2	2	3	
Zotu2086	2	7	4	5		4	10	15
Zotu11847				1	4			1
Zotu18538							1	
Zotu2918		2		2	1	1	5	2
Zotu16729				1	1			
Zotu11844								
Zotu11905						3		
Zotu16946								
Zotu4413								3
Zotu13631								4
Zotu9719								
Zotu18470								1
Zotu9561				3				
Zotu13128								
Zotu11329				1				
Zotu11736	2							
Zotu1710	1	1	3	7	3			9
Zotu414	4	14	11	12	31	7	9	16
Zotu1008	3	2	7	10	11	4	2	16
Zotu10961								1
Zotu3781	2	1	2	2		3		2
Zotu6632	2				2	2	1	3
Zotu6912								
Zotu1462	3	2	3	8	4	1		
Zotu6189					3			
Zotu10605								
Zotu13689								
Zotu16490								
Zotu14516					1			
Zotu15851								
Zotu16700								
Zotu10326	1			4	1		1	1
Zotu18401								1
Zotu16595				2	2			
Zotu12396								
Zotu18088								
Zotu9360						1		2
Zotu3538	4	1	1		4			5
Zotu11850				2				
Zotu15007								
Zotu4227								
Zotu7535	2	1		5				
Zotu8970								
Zotu20683								
Zotu18054				1			1	
Zotu9665					1			
Zotu10338								
Zotu14532								
Zotu5839			1					
Zotu19511			1					
Zotu20016								
Zotu20235								
Zotu9347		1						
Zotu1545			4	4	1	1		1
Zotu2069								
Zotu8468								
Zotu6981		1				1		
Zotu16035	1							
Zotu19342		3						
Zotu15824								
Zotu11332		3						
Zotu18600					1			
Zotu18356								
Zotu8074								
Zotu18653								
Zotu3246		1				2		
Zotu7985		2				1		
Zotu7094								1
Zotu1123	1	1	3	4	3			
Zotu7531					1			
Zotu18361								
Zotu9601								
Zotu16189								
Zotu3474	6		2	8	1	2		6
Zotu18374								
Zotu17011			2			1		2
Zotu6902	2			2			2	3
Zotu15479		2						1
Zotu2460	1	3	4	4	1	1	1	12
Zotu4185	1	2	3	1	4	1	3	2
Zotu6993								
Zotu7495		2				1		
Zotu961	7	7	9	9	11	1	4	3
Zotu3341	3		3	1		2	1	
Zotu14717	1					1	3	
Zotu15368							1	
Zotu20131							1	
Zotu15385							5	
Zotu16276			1				1	
Zotu18291			1					
Zotu8244		2					1	
Zotu17848								
Zotu7267	1	2	1	2				
Zotu9263	1						1	
Zotu7587			4	3		2		
Zotu9074		1	1		2	2	4	
Zotu11984		1						
Zotu5917	2	3	11	3		4	1	1
Zotu8130				1				
Zotu9246			1			1	1	
Zotu7307								
Zotu11084				1				
Zotu19430	1	1					3	
Zotu15865						1		
Zotu12264	1			1		2	1	
Zotu5467	1				1	4	3	
Zotu2246	8	7	5	8	13	5	1	4
Zotu7345	2		1		3		1	
Zotu11239		1						
Zotu11034		2	1				6	1
Zotu4480	1		1	3				
Zotu12675								
Zotu1937	3	3	5	2	4	4	25	
Zotu9030	1				1		4	
Zotu2356								
Zotu17496								
Zotu7091			1					
Zotu10905								
Zotu19225								
Zotu17154					2			
Zotu12788				1				
Zotu15932			1					
Zotu9095								
Zotu3211								
Zotu6702								
Zotu10042	1			1	1		2	1
Zotu13301								
Zotu19595							2	
Zotu14279				1		1	2	
Zotu13687								
Zotu13062								
Zotu14791								
Zotu15329								
Zotu12053	1	2			1	1		
Zotu6523		2			1			7
Zotu11003					1		1	1
Zotu15668	2					1		
Zotu17592					1	1		5
Zotu18244					1			4
Zotu20352								
Zotu6457	2	1	1		1	4		
Zotu2525	4						1	
Zotu14608								
Zotu3249		3	4			5	1	4
Zotu2050	2	10	3		2	4	6	8
Zotu3726								
Zotu590	8	6	1	7	7	3	15	218
Zotu586	6	25	5	8	7	9	5	14
Zotu6900		1			3			
Zotu496	8	10	10	3	4	17	7	40
Zotu1292				1		5		1
Zotu1352		2		2			1	1
Zotu2506		5	2	1	3			
Zotu6606		1						
Zotu16182								3
Zotu4270	5	7				1	2	2
Zotu11214	1						2	2
Zotu7370								2
Zotu14070				1	1			
Zotu10485	1	1		1		2		7
Zotu13345	15							
Zotu6202	1	3						
Zotu1289	85	1	3		2	3		8
Zotu6377	2	3			1	1	1	5
Zotu2311	29						68	
Zotu12296						1		3
Zotu3360	1					12		1
Zotu12243								1
Zotu15464						2		1
Zotu5530	6					5		
Zotu20400								
Zotu9181	2							
Zotu12383					2			1
Zotu1444	587	5	2	1	5	5	16	3
Zotu3080	4	5	1	2				
Zotu8607	1		1		2	1	1	1
Zotu3447		2	8		1		8	3
Zotu5325	7						1	
Zotu7611	5	1		2	1	1		1
Zotu12348								
Zotu17413								2
Zotu18139	2							1
Zotu4115		1						
Zotu12710								
Zotu18395		2	1				4	
Zotu3706		1	2			1	1	
Zotu7047								
Zotu8719								
Zotu15647								
Zotu14367								
Zotu9158				2				
Zotu19185								
Zotu9123		2		1			2	
Zotu4872		1			1			3
Zotu10305				2			1	
Zotu12158				1				
Zotu4802	4	1		2			1	1
Zotu10025				2	2			
Zotu9093			1	1				1
Zotu11583				1				
Zotu20467								
Zotu7774								
Zotu11216					2			
Zotu18724								
Zotu11526	2					2		4
Zotu13174	2		3	1	2			
Zotu1851	21	26	12	4	25	26	1	3
Zotu14589	4				1			1
Zotu5028	9	10	7	1	4	13		2
Zotu6504	3	1						
Zotu9341								
Zotu16698		2				1		
Zotu8070	1	1					3	
Zotu16644				1	1			1
Zotu10469								
Zotu16087								1
Zotu14786								2
Zotu20183	3	2	1				5	3
Zotu2589	5	11	4	4	3	5	3	7
Zotu6067		1	2	2	1	2	3	4
Zotu2149	4	2	5	1	3	1	1	1
Zotu6786	2			3		1	2	
Zotu11614		1	3		1		1	2
Zotu18528	1				1			2
Zotu16962								
Zotu15215			1					1
Zotu2609		1	3		3	2	1	
Zotu8625	1	2		1				
Zotu9129		1		2				1
Zotu8517			2			1		1
Zotu12453								1
Zotu2861		2	6	2	2			1
Zotu4765	1	3	2	1		2	1	2
Zotu5475	4	1	3	2		2	2	3
Zotu13768	1				1			
Zotu9216			2	2				1
Zotu11608		2						
Zotu9135								
Zotu8797		4						
Zotu6596			2	2		1	1	
Zotu13656		1			1			1
Zotu8843	1					3		
Zotu11776						1		
Zotu8646						6		1
Zotu18101								
Zotu15699								
Zotu3725		3	1		3			1
Zotu4167	1			3		1	1	
Zotu15960							1	
Zotu4321	1	1	1	1		3	4	2
Zotu17285		3						
Zotu3503	1	1	8	6	1	1	2	
Zotu2555	2	1	3		3	3	4	6
Zotu9063		2			1			
Zotu10169						1		
Zotu7506								
Zotu2028								
Zotu6607							80	1
Zotu3218						3	1	
Zotu15427	2	1	1			1		
Zotu931	54	9	5	11	18	10	8	15
Zotu7398	1		1		1		1	1
Zotu5426	1	4		2		2		6
Zotu4716								
Zotu15746								
Zotu18448							1	
Zotu966	26	14	10	14	12	9	13	4
Zotu1642	20	16	4	2	10	8	5	4
Zotu15291							3	
Zotu2893	4	11	7	2	5	3	3	3
Zotu12458					1			2
Zotu48	396	340	260	199	315	260	315	193
Zotu2764	1	1	2	2	2	6	4	6
Zotu6767								
Zotu7128					1			
Zotu1608		4		11	9		8	4
Zotu9499	1		1	2			1	
Zotu3354	7	3	3	9	5	3	12	5
Zotu6726	4	2	4		3		3	3
Zotu3981	3	2	2	1	1	1	3	4
Zotu9829								
Zotu20359								
Zotu20693	4	2	2	1	4		4	3
Zotu14090					1			1
Zotu608		7	4	1	2	2	2	3
Zotu1932			3		1		1	
Zotu6441						2		
Zotu7165								
Zotu13457								
Zotu15155								
Zotu19722								
Zotu7388								
Zotu9647								
Zotu16849	1		1				1	
Zotu3391	3	3			2		1	
Zotu5094		1						
Zotu5141	1	1	1	4		1	3	
Zotu4847								
Zotu10142	5	2			2	2		
Zotu4697	2	2	1	1	4	2		1
Zotu2777	5	2	4	3	5	7	2	2
Zotu14218	1					1	4	2
Zotu17102						1		
Zotu14643						1	1	
Zotu4520			3		1	4		
Zotu8106		1			3			
Zotu2974		1	4	1	3	2		
Zotu319	17	23	21	29	31	20	17	30
Zotu919	4	11	7	3	10	4	11	11
Zotu6577	2		2	1				
Zotu17359								
Zotu299	5	11	12	22	16	8	9	20
Zotu12018						1		
Zotu19212	1	1	3	3	5	3		1
Zotu10774						1		2
Zotu16904	1							
Zotu9420		1	1					
Zotu5464	3		1	4	2	12	1	1
Zotu6025	3	1		5		1		
Zotu6086		1		1				
Zotu7329				3				1
Zotu14894			1	1				1
Zotu18746					2	2		
Zotu1900	4	1	2	5	3	2	2	3
Zotu14347								
Zotu11126			1		1			
Zotu12026			1	1				1
Zotu732	12	19	5	14	15	9	7	13
Zotu8759	1							1
Zotu15395								
Zotu3042		8		2				
Zotu3060	3	7	1	2	2	1	3	4
Zotu4427				1				
Zotu7215								
Zotu8873		2	2	1				
Zotu11422				1	1			
Zotu11574								
Zotu5188				1	3	2		4
Zotu15206	2							
Zotu5032	1			1	2	1		1
Zotu2201	8	3	3	5	3	2		2
Zotu6769			2					1
Zotu5656	2	4					2	
Zotu744	1	1	3	2	3		1	1
Zotu4805								
Zotu10955		2						
Zotu19540								
Zotu10033					1			
Zotu19114		1						
Zotu18350								
Zotu6906		1						
Zotu8698	1				2	1		
Zotu10646					2			
Zotu19620					1			
Zotu9980	1	1			1	1		2
Zotu5522	1		1	1	7	1		
Zotu11893								1
Zotu16914				1				
Zotu16860					4			2
Zotu17283	3	1	2					
Zotu8741			1					
Zotu6196								
Zotu1683	10	5	7	2	2	7		2
Zotu8481								
Zotu18326								
Zotu5788	1	1		2				3
Zotu8911				1	3			
Zotu6620		1			2	1		
Zotu4778	1		1				1	
Zotu12397	1	4	1		4			
Zotu3831	1		1	1	1		1	
Zotu7303	1		3	1	2	3	1	
Zotu13009	2							2
Zotu2088			2	1	2	2	1	
Zotu17704								
Zotu985	2	2	8	3	5	6	2	3
Zotu10590			1	1		1		
Zotu5374								
Zotu773		1	2		1			
Zotu1072	1		2	2	2	2	2	3
Zotu1567	1	3	2	1		3		1
Zotu4614					1	1		1
Zotu12868				2	2			
Zotu2989				2		1		
Zotu18328		1		4			1	3
Zotu10914		1	2				2	
Zotu12370					2			1
Zotu15959		1		2				1
Zotu15651	2			1				2
Zotu1077	2	8	7	4	10	5	5	4
Zotu2130	2	1	1	2	2		1	
Zotu4130					2			
Zotu12748		1		1				
Zotu704	9	8	8	4	13	4	5	7
Zotu4025		5	2		1	3	1	1
Zotu699	1	5	5	5	2	2	2	2
Zotu10278			2		1			
Zotu7134	2		3				1	
Zotu5254	1			1	1			
Zotu4643				6	4	1		
Zotu1634								
Zotu2568	1		2	3	4	1		1
Zotu18050								
Zotu11638								
Zotu19557		1		1	1		2	1
Zotu18295								
Zotu2084	2	4	10	1	1	5	8	4
Zotu10312								
Zotu19633								
Zotu2077	6	3	7	24	10	4	1	12
Zotu3963	1	3	1	2				2
Zotu3544	1			1	8	1	1	1
Zotu13058	1		1			1	1	1
Zotu7923								1
Zotu6403		1		1				1
Zotu13223								
Zotu13157								
Zotu14154							1	2
Zotu13110				1				
Zotu13232			2					
Zotu16590								1
Zotu10269		1		1	1			
Zotu3837	1			4	1	1	6	31
Zotu12212								
Zotu13253					1			
Zotu3302			5	2	2	2		1
Zotu19709								
Zotu1880	1	1			2			2
Zotu15937								
Zotu2952	2		3		2	4	1	3
Zotu9503								
Zotu14644								
Zotu16442							1	
Zotu2206	4	1	2	1	4	2	1	1
Zotu6259			2		1		1	1
Zotu7300	1	1	3		1		2	1
Zotu3641	3		2		3		3	3
Zotu11818					1		2	
Zotu10180								1
Zotu10970	1						1	
Zotu14508								
Zotu8313				1		1		
Zotu18106	3	3	5	3		2	1	5
Zotu16008	6	1	2	2	4	1	4	
Zotu1171	14	7	8	2	4	5	18	5
Zotu307	59	42	45	13	33	20	74	36
Zotu20115							3	
Zotu309	29	29	22	5	17	21	38	24
Zotu61	208	217	219	64	107	135	241	153
Zotu18492		2	3	2	1	1	8	4
Zotu318	29	25	43	8	26	31	82	23
Zotu8394	25	31	21	8	17	13	26	19
Zotu17061	4	7	3		6	1	3	3
Zotu15433	5	3	10	1	6	6	8	9
Zotu381	42	40	38	7	27	27	56	34
Zotu9526	11	11	12	10	19	10	27	9
Zotu4093			1		1			
Zotu19241	10	8	8	10	6		11	6
Zotu992	8	11	10	4	14	12	3	5
Zotu8092	1				1	3	1	2
Zotu324	115	96	58	37	87	73	54	70
Zotu10631		3			1			
Zotu1534	17	31	20	11	25	16	15	30
Zotu7263	2	2		5	2		1	
Zotu14011		2	2	2				
Zotu1370	4	10	8	2	7	6	3	8
Zotu9080	1	1	4		2	1	3	2
Zotu18144		1						
Zotu2768		3						
Zotu6673		21			3	2	2	
Zotu16654	1					1		
Zotu19029								
Zotu3563	12	11	2	7	3	4	4	3
Zotu9757	2	2				1	1	1
Zotu7766	2	5	2				2	2
Zotu1694	10	1	6	4	2	3		4
Zotu1188	20	8	8	7	14	4	8	5
Zotu11790	9					2		
Zotu9865	16	27	18	13	14	23	28	26
Zotu16745	19	9	5	6	8	8	17	20
Zotu10558	16	24	14	7	15	17	13	16
Zotu12142			1	2	3		1	
Zotu927	23	12	16	8	18	10	11	26
Zotu9568	1	1	2	1			2	3
Zotu3990	1	4	3	3		2	1	2
Zotu19115			2					
Zotu1130	15	37	18	9	9	7	8	9
Zotu4525	5		5	5	2	3	2	6
Zotu15839		1						2
Zotu3311	3	4		6	5	1	1	3
Zotu5939		1			1		1	
Zotu12459						2		
Zotu11512						1		
Zotu5884	2	5	5	5	3	3	1	3
Zotu19362	1	1						3
Zotu4641	5	2	5	9	4	1	1	2
Zotu12744	14	20	19	8	21	21	24	16
Zotu20297	15	38	21	9	25	13	20	24
Zotu29	466	598	467	262	497	413	453	394
Zotu234	64	72	53	32	77	45	38	39
Zotu14827	4	3	2	3	5			1
Zotu849	10	23	12	7	14	9	4	7
Zotu14864	35	49	42	26	50	27	48	26
Zotu9433	4	3	1		5			
Zotu754	22	10	13	11	8	11	12	13
Zotu9250	1	1	7	1	2	2	2	3
Zotu12552		4	3	1		3		1
Zotu595	34	10	20	35	40	25	24	45
Zotu3484	1			2	2	5	2	2
Zotu4324	3	3	3	1	7	3	10	14
Zotu443	63	52	60	39	55	45	61	52
Zotu1713	2	1	1	3	1		6	
Zotu18304				2				
Zotu1610	9	3	10	10	10	8	1	6
Zotu11492	1				1			
Zotu16928		2		1	3	2	1	
Zotu1978	2	1	7	2	3	6		2
Zotu2252	1	8	2	5	7	1	3	4
Zotu13184		1			1	1		
Zotu6283	5	3			3	2	3	5
Zotu9277	2	1	1	2	3		2	3
Zotu9655	11	15	5	4	10	5	11	4
Zotu4129	1			1	4	2		3
Zotu20254	1	1		4				
Zotu3935	2	3		3	3		1	
Zotu4599	1		1					
Zotu5710						2		
Zotu3794	3				5			
Zotu6818		3						1
Zotu611	2	5	8	1	10	15	4	7
Zotu1378	6	1	1	2	7	2		2
Zotu8585						1	1	
Zotu5077		2	2	7	1	2		4
Zotu14710		1				2		
Zotu15689				1				1
Zotu18886		3		1	1	2		4
Zotu3387	1	1	3			2	1	1
Zotu4009	1	2	3	3	3	9		
Zotu1258	5	4	2		4	4	1	1
Zotu2853	10	4	1	11	5	3	4	2
Zotu6109	12	1	4			5		1
Zotu4733		1	2	1	2	1		2
Zotu20609								
Zotu15415	1	2			1	4	1	
Zotu2874	5	2	4	1	5	4	5	8
Zotu10785		1	2	1	1			
Zotu19931								1
Zotu16936			1			1		1
Zotu1560	19	9	1	1	6	10	11	4
Zotu1720	5	11	2	6	5	8	18	4
Zotu16551								
Zotu13403	1	1	2			1		1
Zotu2158	5	4	5	1	11	2	3	1
Zotu16270	1				2			
Zotu2611	5		5	1	4	3		4
Zotu8189	3		2		1	1	2	1
Zotu20128	1		1				2	
Zotu11669	1		1		3			2
Zotu5184	2	2	1	4		4	2	2
Zotu10878					1	1	1	
Zotu2184		2		1	3	3	3	
Zotu3264		2	1	2	4	1	2	
Zotu19308		8						
Zotu17084			1					
Zotu2090	4	1	2	1	4	1	1	4
Zotu17778	2	2		2	4			3
Zotu4547	7	7	5		4	5		9
Zotu89	159	245	129	111	157	177	148	153
Zotu235	99	94	45	32	70	90	55	55
Zotu15358	5	5	4	2		2	3	1
Zotu13192	6	3	2	12	8	11	7	13
Zotu18437	2	4	1	12	12	4		1
Zotu2819	39	41	14	8	26	16	16	20
Zotu1554		1	1	6			1	7
Zotu2444								
Zotu12072								
Zotu3873				2				3
Zotu5555				1				
Zotu4260	2			2	2			3
Zotu4475		3	3	1		2	2	1
Zotu14323						4		
Zotu3864	5	5	4		1		1	1
Zotu10015					4		1	
Zotu2241	1	1	1	4	3	1	4	2
Zotu2761	4			1	2	3		1
Zotu2850	4	5	2		2	3	1	4
Zotu563		6	9	25	8	4	6	17
Zotu1142	2	1	2	2	2		3	3
Zotu1726	1	1	2	1		1	1	1
Zotu2317	2		4	2	1	3	2	1
Zotu15315	2		1					
Zotu7681		5		1		2	1	1
Zotu1432	1	1	4	2	7	1	2	3
Zotu2009	4	2	1	2	2	4	2	1
Zotu3370				2	1	1	1	4
Zotu2665	2	2	5	4	4		8	2
Zotu13169	1	1		2	1		10	
Zotu2242		2	4	1	3	1	7	7
Zotu13575							2	
Zotu1669	2	8		49	1	2	3	
Zotu11196				1		1		
Zotu6608				1			1	1
Zotu12059				1			3	1
Zotu8171								
Zotu8788								
Zotu12234		2						
Zotu16697								
Zotu3659	2	7		7	14		3	3
Zotu956	1	3		4	1	5	2	8
Zotu11703								
Zotu4231	3		1		1	6		
Zotu5979		8		1		1	4	9
Zotu3885				6		1	104	1
Zotu17674								
Zotu8705	3		1		1		1	
Zotu3666				2	2	4		
Zotu4121	8	5		1			9	1
Zotu3916	3	4	4	9			1	1
Zotu20113	1			2				1
Zotu14991	4					2		
Zotu14057	1				2		1	1
Zotu10638	1						2	
Zotu2908	3	5	3	5		4	15	8
Zotu4140		2	2		1			
Zotu12064	15							
Zotu14020	1						2	
Zotu17945				1				
Zotu14105							8	
Zotu3194		2			1	2		1
Zotu7023					2			
Zotu2331			2	2	1		1	4
Zotu6847								
Zotu1404	1	2	1	2				5
Zotu354	4	15	18	8	8	15	7	44
Zotu450	4	7	2	16	2	4	9	7
Zotu528	23	15	8	15	7	26	10	11
Zotu2432		1			1	3	1	4
Zotu129	8	13	14	64	18	16	4	40
Zotu4698		2						4
Zotu6455	3	1	2		1	2		
Zotu18123								
Zotu7274	2			2				
Zotu14697								
Zotu2953	2	5		2	3		1	2
Zotu373	33	25	16	17	39	26	9	38
Zotu201	58	57	47	33	57	58	32	49
Zotu1701	4	5	2	3	3	14	7	7
Zotu421	31	31	21	22	25	23	15	30
Zotu1884	6	10	5	3	9	9	1	4
Zotu2840	6	8	5	3	1	9	6	
Zotu4294	1	5		2	3		1	1
Zotu16919	1							1
Zotu1598	4	6	6		7	4	5	4
Zotu4057	1	1	5		2	2	1	
Zotu6750	2			1	1	1		
Zotu20806	1	1				1		
Zotu868	16	15	10	4	14	14	6	12
Zotu1925	1	2	2	4	2	9	4	7
Zotu2240	2	8	8	9	6	4	4	6
Zotu9909		5				4	5	
Zotu20234					1			
Zotu9993		5						
Zotu673		2	4	4	1	4	4	7
Zotu7510								
Zotu1931	10	6	6	6	7	7	5	2
Zotu1315	7	1	1	2			2	
Zotu2321								
Zotu2552								
Zotu12766								
Zotu11069			1		1	4		4
Zotu1542								
Zotu3628								
Zotu1156	3	4	4		2	4	1	3
Zotu5177		2	5					1
Zotu474	47	29	29	52	32	42	21	31
Zotu799	22	31	25	13	20	36	10	16
Zotu6677								
Zotu9686								
Zotu18221								
Zotu1471	1		2	4		2		
Zotu9650					1			
Zotu10433		1						
Zotu5911	1		1					
Zotu16626								
Zotu4766	3				2	2	4	2
Zotu18339						2	1	
Zotu10662				2		2	3	1
Zotu15710								2
Zotu18635					1			
Zotu11907						1		
Zotu4318	2		1	2		1	2	
Zotu5432	2		2		2			1
Zotu11278							1	
Zotu6625	2	1		1	3	1	2	
Zotu12315							1	
Zotu20463				1				
Zotu9474						1		
Zotu5317	1		3	1	1			2
Zotu6137		2	1	1		1	2	1
Zotu2773	1	2	11	3	2	2	5	12
Zotu11482	1		1		1	1		
Zotu5006	2	1		3		5		9
Zotu18966								
Zotu195	17	7	5	5	10	6	4	10
Zotu64	37	25	22	73	35	23	6	43
Zotu13047		1						
Zotu13100								
Zotu16055								
Zotu6126								
Zotu9245								
Zotu13913								
Zotu1330		1	1		8	1	4	3
Zotu5524						1		
Zotu6373			1					1
Zotu8635						2		1
Zotu9327						1		1
Zotu16965	1							
Zotu3578							1	3
Zotu8342			1					
Zotu2044	1		2	3	2			3
Zotu2475	1			1	1			4
Zotu18860								
Zotu2591			1	1			6	
Zotu13922								
Zotu13835								1
Zotu14804								
Zotu14937								1
