ID	rs_cd_1	rs_cd_2	rs_cd_3	rs_cd_4	rs_cd_5	rs_cd_6	rs_cd_7	rs_cd_8
Zotu20007	1							
Zotu3566	1		1				3	
Zotu14683	1	1					1	
Zotu20067			2				1	
Zotu10898								
Zotu8702								
Zotu4678								
Zotu1191		4	2		3			1
Zotu2686								
Zotu11215								
Zotu19490								
Zotu4974							4	
Zotu9835				1			2	
Zotu10478	2		4					
Zotu4759							1	
Zotu17728								
Zotu7282			1		5			
Zotu10503						1		
Zotu13646								
Zotu6002								1
Zotu13951								
Zotu5213								
Zotu19107								
Zotu8010								
Zotu8467								
Zotu14450								
Zotu20420								
Zotu13196								
Zotu3065								
Zotu16710								
Zotu16805								
Zotu17103							1	
Zotu9793								
Zotu15193								
Zotu11267								
Zotu19299								
Zotu7075				1		1		
Zotu8825		1						
Zotu2466			37		3	1		2
Zotu6938								
Zotu12152			1					
Zotu15503								
Zotu15887								
Zotu4640								
Zotu4994		1						
Zotu7518			8				1	
Zotu6668								
Zotu3105	195		1		1	1		1
Zotu7721		1						2
Zotu2642		1				36		1
Zotu1658	2		3		1	1		3
Zotu5566	1			1		1		
Zotu8707								
Zotu8145								
Zotu19150	1	1						
Zotu2081								
Zotu5905								
Zotu2867								
Zotu8890								
Zotu8833	1				3			1
Zotu11186								5
Zotu519	75	45	54	54	39	5	7	4
Zotu19305								
Zotu6291	6		1	2	1			2
Zotu5454		1			1			
Zotu3895		1				1		
Zotu2301	4	2	1		2			
Zotu14382			2	1		1		1
Zotu15061								
Zotu17026		1						
Zotu9786								
Zotu3024								
Zotu4268								
Zotu546								
Zotu149								
Zotu392								
Zotu1231								
Zotu6683								
Zotu10756								
Zotu5998								
Zotu16209								
Zotu2677								
Zotu11020								
Zotu2916								
Zotu16712								
Zotu19266		1						
Zotu11397								
Zotu192				2	2	1		1
Zotu763								
Zotu2583								
Zotu1295	1		2		1	37	60	18
Zotu2324				2	1	2		
Zotu15724								
Zotu12145								4
Zotu19041				1	1			4
Zotu15731			2	1				
Zotu20041								
Zotu3293								
Zotu18649							1	
Zotu17517								
Zotu12262				1				
Zotu6534					1			
Zotu18498								
Zotu20523							1	
Zotu20121								
Zotu20506								
Zotu12213								
Zotu13097								
Zotu13729		3						
Zotu12467		1						
Zotu12846								
Zotu13202								
Zotu10428								
Zotu11325							1	
Zotu20808								
Zotu20036								
Zotu6329				1		1		
Zotu20519								
Zotu20571				1				
Zotu12623					2			
Zotu9457								
Zotu6720		1	1					2
Zotu8693								
Zotu20201				1				
Zotu7472								
Zotu11498								
Zotu8426								
Zotu6182								
Zotu6443			1			2		
Zotu15981					1			
Zotu41	2	1	1		1			
Zotu4830			1					
Zotu15934								
Zotu7008								
Zotu3999	2	106	1			1	4	
Zotu6116							2	
Zotu17952					1			
Zotu8953			1	1			1	
Zotu16985								
Zotu16959	1	3						
Zotu16724	2	1	2					
Zotu8577	3	6	2		2			
Zotu5337	5	4	2				2	
Zotu7444	5	18	3					
Zotu14610			2		1			
Zotu9814								
Zotu12149								
Zotu12787								
Zotu6185								
Zotu15141								
Zotu20246		3						
Zotu15704								
Zotu6485	1			1				1
Zotu9570								
Zotu8575			1	1				
Zotu2198								
Zotu11162		1						
Zotu16615	1	2	1		1			
Zotu6854			4			1	1	
Zotu15593	1				1			
Zotu10387							1	
Zotu15754			1					
Zotu16427			1			1	1	
Zotu13685			1				3	
Zotu18265			2					
Zotu14313								
Zotu19696								
Zotu7654							2	
Zotu20493	2	3						1
Zotu17873		7						
Zotu3918								
Zotu18618								
Zotu18104		2						
Zotu17617				1				
Zotu18813								
Zotu1778	6	14	14	4	21	5	18	2
Zotu636	40	40	48	24	95	6	46	4
Zotu7231	3	1	7		15		2	
Zotu10540	1		7		1			
Zotu11859	2	1	1	1			3	
Zotu9267		6			4			
Zotu20578								
Zotu15190		1						
Zotu14981								
Zotu15266	1	7			2			
Zotu17890		8	1		1			
Zotu18410		6						
Zotu19034			2					
Zotu6951	3	6	1		1	1		
Zotu12330		5			1			
Zotu10945		6						
Zotu16983		3		1	6			
Zotu12341	1	5			1			
Zotu18073								
Zotu14784		2						
Zotu4719		23			2			1
Zotu2548	16	59			16			
Zotu11805	1	17				1		
Zotu10876	2	5	1		1			
Zotu8950	4		3					
Zotu13161		3	1					
Zotu12156	1	7						
Zotu9197	3	7	2				1	
Zotu16743	1	3						
Zotu16775	1	2						
Zotu3143	5	27	2	2	3		4	
Zotu6289	2	14	3		1		1	2
Zotu18655								
Zotu6943					1			
Zotu11099	3	1						1
Zotu15598				2				
Zotu7458	5	11	1		3		1	1
Zotu3904	1	1	2		1	3	3	
Zotu12022								
Zotu20604								
Zotu4128	3		3		1			
Zotu10738								
Zotu12711						1		
Zotu7330	1	2	1		2		3	
Zotu9934				1	1			
Zotu3031						3		
Zotu14668					5			
Zotu11964								
Zotu15418					2			
Zotu18778					1			
Zotu4014	6	6	3		9	2		
Zotu12854					1			
Zotu13681								
Zotu5502		1			5	1	1	
Zotu8659		1			1			
Zotu9955		3			12		1	
Zotu11470					3			
Zotu13862		4		1				
Zotu2288	1							
Zotu10649								
Zotu14814								
Zotu7492	1	2	2		6			
Zotu8217			1		2			
Zotu4631	2		1		4	1		
Zotu20337								
Zotu6855					2			
Zotu1915	2	2			4		1	
Zotu7517		2						
Zotu8888					1		1	
Zotu10172					1			
Zotu10315		12			4		1	
Zotu4368	1	16			3			
Zotu12197		1			1			
Zotu1412	4	5	5	3	9	7	2	
Zotu6765	1		1					
Zotu909	34	23	8	2	47	12	6	4
Zotu5390		2	1	5	1			1
Zotu6169	4	2	1		3			
Zotu20848		1						
Zotu17569			2		1			
Zotu712	30	28	16	10	31	8	4	
Zotu2383		16	3	5	14	4		2
Zotu12963		1		1				
Zotu2116	7	17	7	5	6		1	1
Zotu2297	2			1	5		1	
Zotu5442		11			1	2		
Zotu3624	1	8	4	3	4	1	1	1
Zotu3104	2	11	2		4	1	1	2
Zotu9066			2		3			
Zotu11514								
Zotu1209	5	24	11	5	22	4	9	
Zotu677	16	34	12	13	48	3	5	5
Zotu746	15	47	6	14	41	3	3	5
Zotu19547								
Zotu5675	1	7	2	1	8		2	
Zotu17603		1						
Zotu3241	1	1		2	4			
Zotu2099	2	4		3	4	3	1	
Zotu2135	4	23	4	7	15		2	
Zotu4677	1		1		8		1	
Zotu11628		2			8			
Zotu15092			1		1			
Zotu16121		2						
Zotu1373	1		3	6	7		6	
Zotu8493		1	1		2			
Zotu4492	10	3	2	1	7		1	1
Zotu12749	3				2	1	1	
Zotu13130								
Zotu1216	10	17	1	2	39	1	3	4
Zotu4780		6						
Zotu17329								
Zotu1338	9	63	5	1	6	3	4	
Zotu3779	4	9	5		3	1	1	
Zotu12363		2						
Zotu5947	4	4			18		3	
Zotu6926		9			10	1	1	
Zotu20674								
Zotu15989			1		1			
Zotu19499								
Zotu11317		2					3	
Zotu12930								
Zotu1836	9	16	1		3	1		
Zotu3261	7	15		1	6		3	
Zotu13363								
Zotu3304		8			1			3
Zotu5021	2	3					2	
Zotu8227		4				1		
Zotu5091	1	4	1		1			
Zotu3477	1				1			
Zotu13205			3			1		
Zotu4078	1	1	2		5			
Zotu320	16	13	20	30	136	4	14	10
Zotu2167			2	1	7		2	1
Zotu20856		3			3			
Zotu8382								
Zotu5490	3	4	2			1	2	
Zotu7418	4	5						
Zotu1674	14	29	5	1	7		2	
Zotu1436	7	25	5	2	5		6	
Zotu3690	1	2	1		13		7	
Zotu8633	3	1			1	1		
Zotu13353					1		1	
Zotu3416		5	1		4		1	1
Zotu1786		15	1	1	6		2	
Zotu3003	9	10	3		1		4	
Zotu6830		2			2			
Zotu11334								
Zotu6679		3			1			
Zotu18208								
Zotu12447					1			
Zotu9377	1	1						2
Zotu11870	1	1						
Zotu17118								
Zotu8203		1						
Zotu16925								
Zotu9159	4	5		3	3	1		
Zotu9190								
Zotu6734	1	1					1	2
Zotu15844			1					
Zotu13185	1							
Zotu11066								
Zotu2679	1	1	1		6	1	1	
Zotu513	9	12	2	4	59	2	8	3
Zotu3905				1	3	2		
Zotu8500								
Zotu6828								
Zotu9204					2			
Zotu10463				1				
Zotu3277	6	5	5	1	21		2	
Zotu20820	1		1		1			
Zotu4976	2			2	2		3	
Zotu10159	1	1					1	
Zotu9974							2	
Zotu5606					2			
Zotu4320								
Zotu7236		2						
Zotu12364		6						
Zotu7197		1			1			
Zotu13548		1						
Zotu1467								
Zotu8813					2		2	
Zotu15755								
Zotu18108		3						
Zotu3630								
Zotu12997								
Zotu5468								
Zotu5187								
Zotu19920								
Zotu14496								
Zotu20502								
Zotu16371		1						
Zotu16642	1	5						
Zotu9790	2						1	
Zotu20764	1							
Zotu17748								
Zotu20595								
Zotu18228							1	
Zotu12304		2	1			2		
Zotu13722								
Zotu19575		1						
Zotu19678						1		
Zotu18185	1							
Zotu3112	5	3	20	1	4	1	7	1
Zotu5637			3					
Zotu5663		1	1	1				
Zotu12641	1		2					
Zotu13268			1				1	
Zotu16532	1	1			2			
Zotu4029		8	10	1	11		6	
Zotu6888	1	8			7			
Zotu3071	5	32	6		3			
Zotu3952				1			1	
Zotu15798		1						
Zotu13118	3	3						
Zotu10639								
Zotu14409								
Zotu11262		1						
Zotu16493								
Zotu9071								
Zotu18288								
Zotu20223								
Zotu11037								
Zotu404								
Zotu1357								
Zotu20382								
Zotu203								
Zotu4621								
Zotu11230								
Zotu18759								
Zotu18686								
Zotu17494				1				
Zotu16617								
Zotu16990								
Zotu18874								
Zotu19141								
Zotu14555								
Zotu16968								
Zotu8037								
Zotu147								
Zotu215								
Zotu11711								
Zotu8832								
Zotu19405								
Zotu596								
Zotu3272								
Zotu15471		2			2	1		
Zotu3632								
Zotu577								
Zotu2747								
Zotu6791	3		1	1	1		1	
Zotu16896								
Zotu14684								
Zotu10494					1			
Zotu18837								
Zotu11323								
Zotu1028	4	3	34		14			1
Zotu10285		1	2		2		1	
Zotu20608		1	3		1	1		
Zotu19028	1		1					
Zotu20639								
Zotu14677					2			
Zotu7210	2		2	2				
Zotu11524								
Zotu8282	9	7			1			
Zotu4673	1	6	10		1			
Zotu19710		3						
Zotu6994		2	5					
Zotu16282	1		1					
Zotu9802	2	1	4					
Zotu4316		4			4		1	
Zotu1387	2	8			5		5	1
Zotu3995		2	3	1	2			
Zotu13462								
Zotu10313						1		
Zotu14871	1				1			
Zotu16871								
Zotu6375	1	4						
Zotu15369			1					
Zotu10061								
Zotu14716	1	1			1			
Zotu12729	7				2	1		
Zotu12414								
Zotu13015		1						
Zotu816								
Zotu380								
Zotu3951								
Zotu2414								
Zotu3948								
Zotu6946								
Zotu7581								
Zotu17628								
Zotu10394			3		1			
Zotu7419	2		1		7			
Zotu11091			1					
Zotu10483	3	10						
Zotu13983	2	3			1			
Zotu12648	2	6			1			
Zotu18124	2	1						
Zotu14314		7						
Zotu10363		9						
Zotu16414		3						
Zotu9967		3	1		1	1		
Zotu20247								
Zotu15578	2	4						
Zotu17862	1							
Zotu4776								1
Zotu7343	2						1	
Zotu17134	3	2						1
Zotu19365		1						
Zotu18147		1						
Zotu15978								
Zotu14935								
Zotu17491								
Zotu20265								
Zotu8699	1							
Zotu19550								
Zotu13416								
Zotu15677								
Zotu18506								
Zotu20409				1				
Zotu6214								
Zotu10058								
Zotu10482		7					2	1
Zotu17382								
Zotu11538		2						
Zotu20015								
Zotu12610					2			1
Zotu17181						3		
Zotu18272								
Zotu12822		1						
Zotu14353		1						
Zotu8600							2	
Zotu6327		1			2		3	
Zotu20811								
Zotu4550		32						1
Zotu10047	1	14					1	
Zotu7000	1	27						
Zotu6450	5	14			1		2	
Zotu12196		7						
Zotu7761	1	21						
Zotu15330		8						
Zotu13704		5						
Zotu12925		12		1				
Zotu18490		3						
Zotu6424	3	21		1	2			
Zotu16777								
Zotu20197	1							
Zotu10513	1	8			2			
Zotu14942								
Zotu13404	1	2		1				
Zotu15125		3						
Zotu8146	1	4						
Zotu20333					1			
Zotu18823		1						
Zotu14301		8		1				
Zotu20795	2	1						
Zotu11220	3	5	1	1	1			
Zotu12133	1	4						
Zotu18145	1				1			
Zotu12308	1	8					1	
Zotu14362								
Zotu15068		1						
Zotu6705	1	6			1	1	2	
Zotu7113	1	4						
Zotu6884	2	16			1		3	
Zotu16831		3						
Zotu11494	2	5		2				
Zotu17933			2					
Zotu9413		4	1		1		1	
Zotu18045		4						
Zotu19197								
Zotu17267								
Zotu20513								
Zotu14870								
Zotu3038	5	11	11	2	1		2	1
Zotu17366	1						1	
Zotu16787		1						
Zotu18225		2						
Zotu15857	1	2						
Zotu11564		11						
Zotu15722		1						
Zotu18765		2						
Zotu11566			3					
Zotu7056	3	7	1				1	1
Zotu20148		4						
Zotu14874								
Zotu10371	1	1	3					
Zotu2992								
Zotu1804								
Zotu5222								
Zotu3404								
Zotu1323								
Zotu158								
Zotu8485								
Zotu4630								
Zotu12731								
Zotu4876								
Zotu13106								
Zotu1856								
Zotu20501								
Zotu17604								
Zotu875								
Zotu996								
Zotu19836		1						
Zotu15361			1					
Zotu5682								
Zotu9454								
Zotu19217								
Zotu10527	1	4	1				1	
Zotu11079	1							
Zotu6718								
Zotu9867								
Zotu11191								
Zotu13985		2						
Zotu7216	1	6			4		1	
Zotu14505		2					2	
Zotu13561	2	2	2		2			
Zotu6333	2	4		1	5	1	1	
Zotu10942		2			1		1	
Zotu11934	3	2			1			
Zotu17822		5			3			1
Zotu14932		1	9					
Zotu6417	8	3	23	1	2	1		
Zotu18612		1	6		1			
Zotu16738					3			
Zotu11467		1					3	
Zotu17590					1		2	
Zotu15157					1	1	1	
Zotu18586			1					
Zotu15298		1	3		1		2	
Zotu19840		1	6		2		3	
Zotu20212					1			
Zotu18349			2				1	
Zotu13832		2		1	3		1	
Zotu7532	2	11		3	5	1		1
Zotu12381					2			
Zotu12771					1		1	
Zotu11298	1	2		1			2	
Zotu16976		1					1	
Zotu12516	1	2	3					
Zotu13335	3	3	1	1			1	
Zotu18255	1							
Zotu20298								
Zotu19477					1			
Zotu14852				1			2	
Zotu10481		1			1		4	
Zotu19146	2							
Zotu12935	2	2			1		3	
Zotu20843								1
Zotu19505	2	11						
Zotu16917	4	8						
Zotu13731	1	9	1		2			
Zotu16814		3			2			
Zotu12357	1	2			1			
Zotu12387		5					1	
Zotu7632	1	17	4		4		1	
Zotu16214		6			5		2	
Zotu15289	2	7	1		2		4	1
Zotu16372	1	4	2		2		1	
Zotu20564		2	4		2			
Zotu18344								1
Zotu18734		2						
Zotu9048		4					2	
Zotu19119								
Zotu18409		1				1		
Zotu13974		2						
Zotu13643		7			3		1	1
Zotu18461		1			1			1
Zotu12368			3	1			2	
Zotu20515								
Zotu8406		1	1		1	1	3	
Zotu20512								1
Zotu7930	1	5	1		2			1
Zotu19117	2						3	
Zotu20774	2		1					
Zotu14337	3	1	1		2		8	
Zotu14828				2				3
Zotu16212	1	1						
Zotu17135					2			
Zotu8996						1		
Zotu13430								
Zotu7013	1							
Zotu7513								
Zotu13314								
Zotu9721								
Zotu19652								
Zotu5186		1		2				2
Zotu12036								
Zotu8430								
Zotu7196							3	
Zotu11561								
Zotu7310		2						
Zotu3351								
Zotu8613								
Zotu9094			1			1		
Zotu9130		1		3			1	
Zotu7711								
Zotu15561								
Zotu14543						1		
Zotu20775								
Zotu2034								
Zotu20216								
Zotu16063								
Zotu14002		1			1			
Zotu4937			3	1	1			
Zotu7864	1						1	
Zotu2073			2		1			
Zotu1335	1	4	1	2	1	5		
Zotu16924								
Zotu9840								
Zotu13692								
Zotu2254			2					1
Zotu18051								
Zotu13520				1				
Zotu11654								
Zotu16331							2	
Zotu14613								
Zotu19486								
Zotu5269	1							3
Zotu14219								
Zotu20190								
Zotu19634								
Zotu12382						1		
Zotu16901								
Zotu6337								
Zotu18988								
Zotu12163								
Zotu4217				1		1		
Zotu12590								
Zotu9672								
Zotu19953								
Zotu16531								
Zotu13398								
Zotu18445					2			
Zotu16641								
Zotu17016								
Zotu17158								
Zotu18179								
Zotu8051								
Zotu11885				2				
Zotu1947		2				1		1
Zotu2629	1	1		3			2	
Zotu7322							2	
Zotu8459								
Zotu9179								
Zotu10936								
Zotu10536	1						1	
Zotu3922		1					2	
Zotu4184						1		
Zotu3456		1				1		
Zotu10129	1							
Zotu3614				1			1	
Zotu10682								
Zotu3581			1		2		1	
Zotu5599	1							
Zotu10523								2
Zotu12339								
Zotu8046								
Zotu13614						1		
Zotu19341								
Zotu12480								
Zotu3605						1		
Zotu13443								
Zotu16026								
Zotu12389			4		1			
Zotu9089						1		
Zotu19630								
Zotu9453								
Zotu18604	1							
Zotu5268	3	1				1		1
Zotu17973								
Zotu11939								
Zotu10676								
Zotu16122								
Zotu7546								
Zotu10225								
Zotu15953								
Zotu11507								
Zotu1222		2	5	4	1	8	3	3
Zotu529	5	3	3	4	1	6	3	2
Zotu1170	2	1	2	2	2	2	2	3
Zotu3393			2	1		2		
Zotu9309								
Zotu2510	4							
Zotu7062								
Zotu12428								
Zotu9924								
Zotu9542								
Zotu13007								
Zotu18267								
Zotu19747								
Zotu9732						1		
Zotu16649								
Zotu2758	3			2		1	2	
Zotu10001								
Zotu4458		1	1	1			1	
Zotu4814			2				1	
Zotu18979								
Zotu9506								
Zotu16909								
Zotu5598	1				1			
Zotu12708								
Zotu3801						2		
Zotu2255						4		2
Zotu6207								
Zotu20310								
Zotu5147								
Zotu20338								
Zotu8632								
Zotu11535							2	
Zotu14603		1						
Zotu913		2			1	2	4	2
Zotu4544								
Zotu20006								
Zotu20397								
Zotu6383								
Zotu13550								
Zotu6073						2		
Zotu9971								
Zotu16093								
Zotu3284	1			1		1	2	1
Zotu20301								
Zotu12602								
Zotu7107							1	
Zotu12282								
Zotu8160								
Zotu10959								
Zotu12750								
Zotu20488								
Zotu10909	2							
Zotu17614								
Zotu11155								
Zotu14111								
Zotu9623	1			1				
Zotu14260								
Zotu9539								
Zotu6216		3					1	
Zotu17241								
Zotu1639	1		1	1				1
Zotu10560					1			
Zotu11846								
Zotu16539								
Zotu10938								
Zotu9050								1
Zotu16633								
Zotu3978	1		3				5	
Zotu1991		1		1		2	4	
Zotu6199			1			2		
Zotu1592	1		1					
Zotu8496						2		
Zotu11399								
Zotu15657								
Zotu8366				1				
Zotu8441								
Zotu5075	2	2						
Zotu10884								
Zotu8572	1							
Zotu17053								
Zotu11341		1						
Zotu14238								
Zotu12002	2							
Zotu13844								
Zotu19147								
Zotu8393								
Zotu12464								
Zotu18153								
Zotu15359								
Zotu19573								
Zotu16998								
Zotu19789								
Zotu8617								
Zotu6988								
Zotu11241								
Zotu20759	1						1	
Zotu3058	2				2			
Zotu18007								
Zotu9689	1							
Zotu10812								
Zotu18927								
Zotu17684								
Zotu7583		1						
Zotu7982				1				
Zotu10643	1							
Zotu13545								
Zotu6656								
Zotu15478								
Zotu5104								
Zotu5386		2	1	1			1	
Zotu16997								
Zotu17346								
Zotu7675								
Zotu8371			3				1	1
Zotu19414								
Zotu14507								
Zotu15111								
Zotu19346								
Zotu8095								
Zotu11804								
Zotu10912								
Zotu12281								
Zotu15787								
Zotu3296	2				1	2		
Zotu8002								
Zotu1480			1	2		5		1
Zotu1945	2		1		3	1		1
Zotu2264	1	1	3	3	15	1	3	11
Zotu8906				3			1	
Zotu5185		2				2		
Zotu2715								2
Zotu3695		1		1			3	2
Zotu11866				1			1	
Zotu8333								
Zotu13470								
Zotu10450		1						
Zotu6192	1			3				1
Zotu8450				1			1	1
Zotu4384			1					
Zotu6013			1					
Zotu17498				1				1
Zotu4046			1	1	3			1
Zotu10423								
Zotu12631		1						
Zotu1112	1	1	1	1	1	3		1
Zotu17910					2			
Zotu15089								
Zotu12780				2			1	
Zotu7692				1				
Zotu20845								
Zotu16460								
Zotu7199					2			
Zotu9548					3			1
Zotu9742	2							
Zotu5703							1	1
Zotu2554						1		
Zotu8453								
Zotu13143								
Zotu10984								
Zotu7457								
Zotu11434								
Zotu2426	4				2	1		
Zotu1847	2				1		2	
Zotu17904					1			
Zotu13888								
Zotu18076			1					
Zotu6435		1		3	1			
Zotu18881								
Zotu1723	2	2	3	1				
Zotu19667		1				1		
Zotu3061			1	7	1		2	
Zotu9863								
Zotu13302								
Zotu11963					2	1		
Zotu1732			3	2	2		3	2
Zotu4228							1	
Zotu16759								
Zotu1327	1	1	2	3	3	1	2	2
Zotu6166								
Zotu18014								
Zotu11819								
Zotu3852	2		1	3	1		2	1
Zotu12457								
Zotu17799								
Zotu7893						1		
Zotu5665	1							
Zotu19338								
Zotu20122								
Zotu13650		1						
Zotu3505	1				1	2	1	
Zotu9435	2							
Zotu13725								
Zotu17895								
Zotu9940								
Zotu14188								
Zotu20494								
Zotu1368	1	3	2	3	3		3	3
Zotu824	5			2	3		6	
Zotu1969	4	1	2				2	1
Zotu4142					1			
Zotu14241								
Zotu16438							1	
Zotu16780								
Zotu13562						2		
Zotu6831	1		2			1	1	2
Zotu3045			1	2	1		1	1
Zotu2956		1		1	1			
Zotu14703								
Zotu20654		1						
Zotu10376					1			
Zotu826	2	4	7	6	14	3	3	2
Zotu11739					2			
Zotu7002	1		1	1			1	1
Zotu2668	1			1	1	1	2	
Zotu3307			1	1	1			3
Zotu9608	3			1	1			
Zotu14328					1	1		
Zotu1573								
Zotu20673								
Zotu17227								
Zotu19530					1			
Zotu7071								
Zotu17796								
Zotu20568								
Zotu7415			1					
Zotu12466								
Zotu5783		4		1				1
Zotu6414					6	1		
Zotu8616						1		
Zotu8713					2			2
Zotu20410								
Zotu10187						2		
Zotu2102	1			1	6	1	2	4
Zotu6331								
Zotu7311				1				1
Zotu20049				1				
Zotu12042								
Zotu13789			1					
Zotu461	2	4	7	12	20	13	2	8
Zotu1362	2			1	1	4		2
Zotu6642			1	2	3	2		
Zotu11043							1	
Zotu6970								
Zotu15106								
Zotu19286		1					1	
Zotu6176	1						2	
Zotu11249							1	
Zotu1976	2	1	1		4	2	2	
Zotu1515	1	3		2	1	2	4	1
Zotu4109	1			1	1			1
Zotu8729								
Zotu11206					1			
Zotu9875								
Zotu13371					2			
Zotu5197				1	1			
Zotu8859								
Zotu19211	1			1				
Zotu8767								1
Zotu18391								
Zotu16228								
Zotu20681								
Zotu5082								
Zotu19699						1		
Zotu16345								
Zotu8397							2	2
Zotu8662								
Zotu8918								
Zotu4978				1	1			
Zotu6288								
Zotu14562					2			
Zotu20573								
Zotu2047		2		2	2		2	11
Zotu2204		2			3			2
Zotu12591								
Zotu17259							1	
Zotu18348					2			
Zotu14568					1			2
Zotu11928								
Zotu7748					3	1		
Zotu8720			1	1				
Zotu4370	1		1	1	1			
Zotu2166	2							3
Zotu4588					1	1	1	
Zotu7903					1			
Zotu19473						1		
Zotu5638	1				1			
Zotu5456								
Zotu14922								2
Zotu19360					1			
Zotu15282								
Zotu4665	1		2				1	1
Zotu5861		1						
Zotu18086						1		
Zotu17452								
Zotu20662								
Zotu20126								
Zotu3367				1	3			2
Zotu12839							1	
Zotu11352								
Zotu12060						1		
Zotu3401						1	1	
Zotu19584					1			
Zotu7927	1		1		1			
Zotu13758					1			
Zotu14084								
Zotu5514		1				1	4	
Zotu2078	2			3	5	4	4	1
Zotu13473							1	
Zotu14211							3	
Zotu14860								
Zotu8030		1			1			
Zotu18028								
Zotu4584		1	1		2			1
Zotu6939				3	4			
Zotu1890	3	2		2	12	4	1	2
Zotu18357								
Zotu8278								
Zotu3868			1	2				
Zotu9660							2	
Zotu13810							1	
Zotu5725				2				
Zotu9614						1	1	
Zotu2732		1	1		1	2	3	
Zotu10110								
