ID	bs_cd_1	bs_cd_2	bs_cd_3	bs_cd_4	bs_cd_5	bs_cd_6	bs_cd_7	bs_cd_8
Zotu1213	1	5		59	8		7	8
Zotu998	2	4	3				3	
Zotu2601	1	2		1	2			
Zotu6529								
Zotu825	3	4		1	7	1	1	4
Zotu19453								
Zotu13137								
Zotu18901								
Zotu7168								
Zotu11286								
Zotu19822								
Zotu7403								
Zotu18515								
Zotu3956	1							
Zotu19951	1					1		
Zotu10880								
Zotu20726								
Zotu6317	1							
Zotu12092								
Zotu15672								
Zotu8555					1			
Zotu5616	2							
Zotu18010								
Zotu11540								
Zotu12365								
Zotu7080								
Zotu6358								
Zotu11546								
Zotu13639								
Zotu3510								
Zotu5506								
Zotu18755								
Zotu9938								
Zotu11144					1			
Zotu10892						1		
Zotu13839								
Zotu11102								
Zotu5112								
Zotu536			2					
Zotu5844								
Zotu3109								
Zotu3101								
Zotu16002								
Zotu10797								
Zotu10767								
Zotu7507								
Zotu7059								
Zotu7840								
Zotu7815								
Zotu1844								
Zotu11173								2
Zotu20195								
Zotu511								
Zotu2172								
Zotu4957								
Zotu19583								
Zotu5634								
Zotu10377								
Zotu4155								
Zotu905								
Zotu10178								
Zotu15148								
Zotu19023				2				2
Zotu12378								
Zotu15807	2							
Zotu606								
Zotu4180								
Zotu4848								
Zotu12832								
Zotu20445								
Zotu6128								
Zotu14996								
Zotu7707								
Zotu12989								
Zotu20304						1	2	
Zotu16660								
Zotu13969								
Zotu3083	4	10	1	1	5		3	2
Zotu7350		4	2	1		2		1
Zotu3076	4	1	5	2		1	2	3
Zotu3932		1	1	2	1	3	2	2
Zotu4031	3		3	2	2	2	3	2
Zotu17415								
Zotu619	32	40	20	12	18	29	13	22
Zotu7369	1	6			4		2	
Zotu2711	5	2	3	2	2	14	7	7
Zotu4616	4				4	2		1
Zotu2190	9	7	3	7	3	6		3
Zotu18877								
Zotu15524			1	1			1	
Zotu7264			1	1	1			
Zotu11358	1			1		1		
Zotu17640								
Zotu126	114	98	70	58	76	117	91	114
Zotu8354			2		2			
Zotu2037	5	7	3	4	7	4	6	6
Zotu12881		1		1		1		
Zotu3057	1	1	1				3	
Zotu17541								2
Zotu3077	4	1		1	5		4	2
Zotu11211		1	1	1	1		1	1
Zotu4407	4	2	2	3	4	3		
Zotu4730	5	1	1	2	4	2	4	1
Zotu4304								
Zotu12889							1	
Zotu20649	4	2		3	4			1
Zotu19033	2	1		1	2	1	3	1
Zotu19755	2	2	2	2			2	1
Zotu18914			2	2	1			
Zotu20538		1	1	1		3	1	1
Zotu19602	1						2	4
Zotu18624	1	2	1	1	1	1	2	
Zotu15658								
Zotu18937								
Zotu6540			1	1	3			
Zotu11807	3							
Zotu17871						1		
Zotu11375		1				1		
Zotu16148	3				1			
Zotu13074								1
Zotu13425								
Zotu7802	1		1					1
Zotu7804						1		
Zotu10089		1	1		1			
Zotu2269	4	3	4	2		1	1	2
Zotu8673		1						
Zotu2401	1	3		2		7	1	
Zotu2871	2			2	1	1		2
Zotu3748	1	2	2	7	1	1	1	
Zotu20433								
Zotu19379								
Zotu10634					1	1	1	
Zotu7770						1		
Zotu14497	1	1	2	1				
Zotu16347				1				1
Zotu4693				1				
Zotu1571	9	6	4	6	6	7	5	4
Zotu2405	5	3	5	7	3	6	2	2
Zotu7830	1					2		1
Zotu6753	3	1	1	2	1	3		
Zotu8443	1		3			3		1
Zotu17431								
Zotu7539								3
Zotu14734			1	1	1			
Zotu14438	1	1		1			1	1
Zotu13325	2	2		2		1		
Zotu7943			1					5
Zotu17085						1		
Zotu17305								2
Zotu7169	1	1	3		2		1	1
Zotu5572	3	1		1		1	1	3
Zotu8969	1			1	2	1		
Zotu9555	1				2	1		
Zotu12201								
Zotu11640		1	1		1	1		
Zotu19597								2
Zotu17668	3	2				1		
Zotu8403	2				2		1	1
Zotu13096	1						1	1
Zotu17857								
Zotu9752	1		1		2	2	1	3
Zotu17779								
Zotu11565	1	1		1		2		
Zotu17302								
Zotu14502		1		1		1		
Zotu8978	4		1					
Zotu14334	1	5	2			1	1	
Zotu4795								
Zotu4512	4	3	4	4	4	2	5	1
Zotu10087								
Zotu9549	1			1		1		
Zotu5343	2	1	1	1	1	4	3	2
Zotu9947	2	3						3
Zotu17442	1			1	1	1		
Zotu2141	3	3	4	4	3	4	2	3
Zotu13763								
Zotu5633		3	2					
Zotu8032	1			3		1	1	
Zotu10182								
Zotu11364	2		2	1	2	1		1
Zotu4577	7	3		5	1	3		
Zotu16491				1				
Zotu2162	4		2	3	9	1	5	5
Zotu16131	2							
Zotu4969	2	3		1		7	2	1
Zotu5959		1	1	2	1	1	4	2
Zotu13295								
Zotu18948	2	3				1	1	
Zotu12843	1		1					
Zotu19834		2						
Zotu11626	1	3	1	6	1			
Zotu17918						1		1
Zotu6066	2	3	1	1	2	1	2	4
Zotu8149	2	2	2	1	1		1	3
Zotu6962			1		3			
Zotu14248	1						1	
Zotu15560	2		1			1	1	3
Zotu5949	1	2	3	1	1	2	1	4
Zotu14213	1	2	1				2	
Zotu14667		1	1					1
Zotu12926			3					2
Zotu17311					1			
Zotu9841	1		1				1	1
Zotu10568		1			1	3		1
Zotu4011	4	3	2		4	5	2	2
Zotu17377				1	1	2		
Zotu4253	1	2		2	2	2		1
Zotu4224	2		5	1	3			
Zotu14036	2							
Zotu9819	2			4		2	3	
Zotu20672				1				1
Zotu12038	5	2				3	2	
Zotu14357		3	1					
Zotu15200		1					1	
Zotu13051			1	1				
Zotu15885					1	1	2	
Zotu13102				3				1
Zotu14080								1
Zotu16883	1					1		
Zotu8917		1	1	2	3			
Zotu14198		1					1	2
Zotu12032	1							
Zotu12426	1							4
Zotu2260		5	3	1			6	2
Zotu3004	3	7	2	1	4	2		2
Zotu10290								
Zotu14254	1					1	2	1
Zotu20591					2			1
Zotu6316	1	1	1	4	4	2		
Zotu17572								
Zotu15171	1							1
Zotu8845						1		
Zotu19154						2		
Zotu8121								
Zotu3332	1	2			1		1	
Zotu4562		1	1	3		2	1	
Zotu14442	1							
Zotu11123								
Zotu20255		1			1	1		
Zotu12982								
Zotu5088	1	2	2	1	5	2	2	2
Zotu19954		2						
Zotu2091	1	4	3	8	4	1	5	1
Zotu7522	1			2	1			
Zotu7455	2				1			2
Zotu6257	1		3	1	2	1		1
Zotu12829								
Zotu8608	1	1				1	1	
Zotu6314				2		4	3	
Zotu3282	4	1	5	3	2	3	4	5
Zotu13387	3						1	
Zotu14202			3	1				
Zotu16291			1		1			
Zotu13028								2
Zotu10320	2	1	2	1				1
Zotu10580		1				1	1	
Zotu16679		1						
Zotu1841	13	10	5	7	3	15	11	8
Zotu12595	1							
Zotu19498	3							
Zotu8612	2	1	2		3	2		3
Zotu18902	2			1				1
Zotu12029					1		2	
Zotu10250	2		3			1		
Zotu18220						1	1	
Zotu12758		1	1			1	1	
Zotu11405					2			
Zotu12918								
Zotu9645						1		2
Zotu12643								
Zotu15363		1	1					
Zotu7390	1	2		1		2		
Zotu11665	1							
Zotu10406						2		1
Zotu191	129	99	85	61	85	93	73	109
Zotu18049	1				2			
Zotu3866		2	2		7	5	2	2
Zotu7640	1	2	2	1	1	1	3	5
Zotu10143	1	1		1	2	2		
Zotu1440	13	2	8	15	8	13	16	6
Zotu13766			1	1				
Zotu11050							2	3
Zotu17021				1				
Zotu847	22	8	8	15	14	21	20	15
Zotu4040	4	4	2	2	3		4	3
Zotu3178		5	4	1	5	1	2	
Zotu15112	3						1	
Zotu2082	6	3	1	7	4	3	5	3
Zotu8155						1		
Zotu6347								
Zotu15653								
Zotu9898	1		1					
Zotu4856	1	2	5	1		2	2	1
Zotu5228					1	2	2	
Zotu2012	1	1	2	6	6	7	4	8
Zotu6173								
Zotu4067	2		1	4	2	4	3	3
Zotu9508		1	1	1	1			
Zotu13750	3	3						1
Zotu16536		1		1				
Zotu14730				1				
Zotu1468	9	6	3	6	9	2	6	6
Zotu4967	3	4	4	1	2			2
Zotu335	45	45	39	24	23	48	28	25
Zotu11370			1		1	1	1	2
Zotu468	40	30	24	47	25	38	22	20
Zotu4707	1							
Zotu6955	1				1			1
Zotu11006								
Zotu16716							1	
Zotu2841	2	2		2	1	3	2	1
Zotu9606								
Zotu11209						1		
Zotu9737								
Zotu14300						2		
Zotu13148		1						1
Zotu4965	1	1		2	1	1	1	
Zotu3560	1	2		2				2
Zotu15659						1		
Zotu9714		1						
Zotu10906			1	1			2	2
Zotu876	9	6	4	10	8	13	14	7
Zotu14641		1						
Zotu8458	1	2	1	3	2	1		1
Zotu15715						1	1	
Zotu4438	1	1	2		3			
Zotu10045	2							1
Zotu17558								
Zotu19143				1				
Zotu3861	2	2	1			8	2	3
Zotu14530				1				
Zotu11634		1				1		
Zotu7112		2	1	2	1	1		
Zotu9328	1	1	1	2				
Zotu12096					1	3		
Zotu8300							1	
Zotu7564	2	1						
Zotu16912						2		
Zotu10935	2							
Zotu8464	1	1		1			1	
Zotu3436	1	2	2		4			3
Zotu15411	1			1				
Zotu1108	8	15	9	11	12	13	5	7
Zotu10967						1		
Zotu12990	1		2		1	1	1	
Zotu14833	3					2		
Zotu11767	1							
Zotu20279								
Zotu3208	6	4	4	2	5	2	2	2
Zotu14012		2			1	1	1	
Zotu11858						1	1	
Zotu13897	1			1		2	2	2
Zotu14974			1			3	1	
Zotu3470	2	8	5	2		5	8	3
Zotu19441						1		
Zotu3357	7	3	5	4	3	15	1	2
Zotu16608								
Zotu10426		2	1		1			1
Zotu15596								
Zotu16704	1	2			1	1		1
Zotu7820				4			1	1
Zotu9776			2		3		1	1
Zotu16462	2				1			
Zotu12999								
Zotu13760		1			1			1
Zotu2614	9	2	3	3	8	5	2	5
Zotu11060			1			1		
Zotu520	33	27	29	23	18	32	18	16
Zotu19825								
Zotu16012								
Zotu17266	1							
Zotu15735					1			
Zotu10179	1						1	
Zotu10193			4	3	2	2		1
Zotu20322		1		2				
Zotu16361		2					1	
Zotu16437		1						
Zotu14993				1				
Zotu5768	1	4	2		5	3	1	4
Zotu11835			1			1		2
Zotu13743	1	1	1					
Zotu5455	2	5	2	2				
Zotu20028	1							
Zotu12548		1						
Zotu6526	2		2	1	1	4		2
Zotu2038	4	7	6	5	7	5	10	2
Zotu10663	1	1	1					
Zotu3460	2	1	3	1	2	1	2	1
Zotu4422	1	1	2	3		6	2	2
Zotu3158	3	3			1		2	3
Zotu11063								1
Zotu749	26	27	17	10	22	19	18	15
Zotu6470			3	2			2	
Zotu8377		2				5		5
Zotu16058	1	1	1	1	1	3	1	
Zotu13664								
Zotu5100	1	2		2	1	1	1	
Zotu10310	1							
Zotu16689								
Zotu11691								
Zotu3759	2		4	4	3	2	3	
Zotu2450	1					2		
Zotu20072								
Zotu8992	1							
Zotu20754								
Zotu7109								
Zotu8685								2
Zotu2532	2	7	3	9		5	1	2
Zotu11682								
Zotu15046								
Zotu2561	2		4	1	8			
Zotu7176	1							
Zotu13634						1		
Zotu12827		2		1			3	
Zotu19123	3							1
Zotu17275					1			1
Zotu11681								
Zotu17310	1			1		1	1	
Zotu13660								
Zotu2550		2			1	1		2
Zotu9262								1
Zotu3459	3	1	2	1		2		3
Zotu7693		1	3	1				
Zotu6652	3	2	4	1		4	4	2
Zotu3423	2	2	5		1	1	1	2
Zotu1996	7	2	7	9	17	18	1	11
Zotu7789				1				
Zotu10861						1		1
Zotu17686	1	1			4			
Zotu1212	8	6	5	12	17	6	6	10
Zotu3471	2		2	3	2	1		4
Zotu9122	3	1				1	2	
Zotu16746				1				
Zotu3698				2				
Zotu8804	3		1	2	4	1		
Zotu10355								
Zotu12240					2			
Zotu1607	8	3	16	10	6	3	8	8
Zotu11413	2		2					
Zotu1968	8	2	16	10	16	1	2	5
Zotu17441			2	2			1	2
Zotu13356								
Zotu10555			3	1				
Zotu3702	10	4	4	5		5	1	3
Zotu7689			1	3				
Zotu9821	4	2	2			1		
Zotu11277						2	1	
Zotu3704	1	3	4	2	9	4	1	2
Zotu3305	1	3	1	1	6	4	1	1
Zotu18488							2	
Zotu12239		8	2			2		1
Zotu3438	1		1		2		2	2
Zotu15634					1			1
Zotu13956		2		1				
Zotu17908				1				
Zotu14744						1		
Zotu8312								
Zotu11367						1		
Zotu15012								
Zotu859	21	21	18	21	28	15	20	16
Zotu5489	3	1	3	1	5		1	
Zotu5066	1	3	3				3	
Zotu7768	3	1	1	3	3	3	3	
Zotu14611	1							
Zotu11889				1	1			
Zotu16061								
Zotu14038	2	2	1					
Zotu6624	1							
Zotu402	9	9	2	8	14	8	5	7
Zotu20640								
Zotu6034								2
Zotu19456								
Zotu12565		2				1	1	1
Zotu4923								
Zotu9198								
Zotu13359								
Zotu19428								
Zotu6225				1		1		
Zotu16370		1						
Zotu6578		1	1			1		
Zotu20697								
Zotu12789								
Zotu4769		1		1				
Zotu7782	1					5		1
Zotu14312	2	3				4		
Zotu330	70	46	41	46	21	58	26	35
Zotu2234	2		4	3	7	5	5	1
Zotu5842	2		1			1		1
Zotu3030	5	7	3	7	5	6	1	5
Zotu14604				1				
Zotu17309			2	2				1
Zotu12569	1				1			
Zotu10473				2		2		2
Zotu16349			1	2		1		
Zotu10712	2		2		2		3	
Zotu5937	1	1			3	1		1
Zotu9579	2	2	2	1	2	1	2	
Zotu3276		1	2	2			1	1
Zotu15883								
Zotu12649								1
Zotu10514								
Zotu13688		1						
Zotu9127	2	1				3	1	1
Zotu14923					1		1	
Zotu14321	2	1	1		1	1		
Zotu1924	9	10	5	3	4	5	4	3
Zotu8869			2	1	1	1	1	
Zotu10931					1	1		
Zotu18891	1					1		
Zotu6197	2	2	2		1		2	
Zotu1859	14	6	4	7	4	10	6	5
Zotu2016	4	9	8	6	5	17	7	8
Zotu1984	6	10	7	7	5	10	5	5
Zotu5384	1	9	2		3	6		1
Zotu16088			1					
Zotu7290	1	1		1	1	2		
Zotu16126				1				
Zotu20660			1					
Zotu1435	8	3	10	7	4	7	6	7
Zotu229	32	22	41	38	26	29	37	29
Zotu509	14	9	15	11	16	20	17	18
Zotu1376	1	1	11	6	6	13	8	3
Zotu803	8	4	8	9	2	14	10	4
Zotu271	45	68	56	47	79	73	61	64
Zotu3856	2	2	3	6	2	1		
Zotu945	4	2	3	2	1	1		2
Zotu1808	5	1		2	1	2	2	
Zotu5050		2		1				2
Zotu2774				1		1		
Zotu8926					1			
Zotu10678			1				1	
Zotu12344								
Zotu8903								
Zotu12272	1							
Zotu1785	8	7	2	3	2	7	1	
Zotu6177			2	1	1			2
Zotu2178	11	4	2	3	2	2	1	5
Zotu3115	5	3	3	3	4	9	2	1
Zotu9836	1		1		1	1		
Zotu9340		3	3		1			
Zotu7844		2			3	2	2	1
Zotu726	6	3	10	7	20	9	6	14
Zotu3043	3		6		3	7		
Zotu4282			3	1		3		2
Zotu5372	1	2	1	2	1	1	4	3
Zotu6041	2		1	1	1	3	1	2
Zotu1083	22	13	17	18	18	25	13	9
Zotu3953		3	1	2	3			3
Zotu18986					1			
Zotu10418			2	3		1		
Zotu20355								
Zotu678	29	20	10	20	7	40	9	14
Zotu3644	2	14	1	5		4	6	4
Zotu4065		1	3	1	1	2	2	4
Zotu6903	4		1			1		
Zotu3209								
Zotu11374						2		
Zotu18806							1	
Zotu19523								1
Zotu16274								
Zotu8853		1			1	1		
Zotu4501		4	1	3		1		2
Zotu10697								
Zotu20782								
Zotu4419		2	4	1	2	1	2	4
Zotu11176		1	1		1			
Zotu242	90	113	55	69	30	95	56	52
Zotu1038	30	34	11	19	8	36	15	10
Zotu19639								1
Zotu10232							2	1
Zotu2694	2	2	1	8	5	2	1	1
Zotu504	36	29	28	34	26	53	33	17
Zotu727	19	10	25	12	25	33	24	20
Zotu19651	4	2	3			3	4	
Zotu1452	9	5	8	7	9	16		1
Zotu3445	3	1	2	3	2	2		2
Zotu151	81	61	101	100	87	100	68	54
Zotu1838	3	1	4	4	3	3	7	3
Zotu5619		3	2	4		3	1	
Zotu3524	4	2	6	1		10	8	2
Zotu17393	2				1	1		1
Zotu19182								
Zotu13702		1		1	1			
Zotu9005		2	1	2		1	4	1
Zotu20766					1			
Zotu12204	1							
Zotu1428	1	2	2		1	1		
Zotu3181	2	2	1	2		8		1
Zotu18756		1						
Zotu17533								
Zotu16233								
Zotu16503			1					
Zotu8192				1				
Zotu10343			1	2				
Zotu15488								
Zotu7971	1	1	3			2		
Zotu11780								
Zotu7556		2		3				
Zotu2060	10	4	3	15	6	7	4	1
Zotu8506								
Zotu12252			1	1				
Zotu11130							1	
Zotu19377	2							
Zotu9968		1			2		2	
Zotu2219		1	1	6	3		2	4
Zotu18368			2		2			3
Zotu2638			7	2	4	1	2	1
Zotu11508	1				1			
Zotu8005	1	1	1	2	2			
Zotu7039		1	2	2	1	2		1
Zotu18505	1		2					2
Zotu17125								
Zotu9616		1		1				
Zotu7574				1	3		1	1
Zotu6474		2	3				1	1
Zotu19922								1
Zotu12066			2		1			
Zotu8583			2	1		3		1
Zotu11864				2				
Zotu4882	1	4	4		2	1	1	2
Zotu3980		2	2	2	1	2		
Zotu15846								
Zotu4746	1	1	1	3	1	3		
Zotu7831	1		1					
Zotu11225	1							
Zotu20621				2	1			
Zotu18713								
Zotu18780								
Zotu18885								
Zotu13071			1			1		
Zotu3390	1				2			
Zotu526	3	1	1	2	2	3	2	2
Zotu7460	1	1		2	2	1	1	
Zotu18856								
Zotu1811	4	2	3	8	4	5	10	8
Zotu4125	2		2	1	1		2	5
Zotu15434			1					
Zotu1588	4	1	4	2	8	3	6	3
Zotu14473				3				
Zotu18675					1	1	1	
Zotu3051				1	4			
Zotu7710					1			
Zotu17990								
Zotu11594	1				1			
Zotu19947				1				
Zotu10448								
Zotu12962			1	1		2		
Zotu15004	1							
Zotu7411			2	1				
Zotu11260								
Zotu2807	1			4	1		1	
Zotu5649	2	3						
Zotu3689	2	1	1	6	4	3	2	3
Zotu7007		3		1	1	1	1	1
Zotu1193	9	2	6	7	7	10	17	6
Zotu4159	4			3	3	1	2	1
Zotu9956		1	1		1	1		
Zotu3547					1			
Zotu10564	1		1	1				
Zotu2273	1	7	2	3	5	6	6	4
Zotu16624	1						1	1
Zotu9925								2
Zotu11581					2			
Zotu19457								
Zotu4255		2		2	3			
Zotu6971			4					1
Zotu18592						1		
Zotu3943	1	1	2	2	2		2	1
Zotu20561	1							
Zotu11222			1					
Zotu7349	1	2	1		1	2	1	2
Zotu1792	6	3	4	7	5	4	4	6
Zotu17190						1		
Zotu10930	4		2				1	
Zotu14483	2				1			
Zotu14116	1	2			1		1	
Zotu11771	1		1		1		1	
Zotu2745	3	4	1	5	5	3	3	4
Zotu4414	3	1	3	2	5		1	1
Zotu8077		1		1				
Zotu7299		1	1			1		
Zotu4387	1		2	1	1		1	2
Zotu5116			1	1	6			1
Zotu3251	1					2	2	1
Zotu19497								
Zotu11876								
Zotu17670					1			
Zotu14095								
Zotu16956								
Zotu3200		2	7	1	3	2		1
Zotu3708								
Zotu17096			1					
Zotu18972		1			1		1	
Zotu10715		1						1
Zotu19412								
Zotu14017						1		
Zotu14625								
Zotu12681			2		3			
Zotu17922						1		
Zotu4068	3		1	1	5		1	
Zotu16533								2
Zotu14177								
Zotu18590								
Zotu14120	2	3				2		1
Zotu11770		2	1		2			1
Zotu14229				1				1
Zotu10107		2	3		2		1	
Zotu12776							1	
Zotu14266		1						1
Zotu6147	1	2	2	1	1	1	1	
Zotu1336	9	4	10	4	9	11	8	13
Zotu1384	8	4	8	9	6	11	9	4
Zotu14509				2	3			1
Zotu17281			1		1	2		
Zotu4292	2				1		3	2
Zotu13310								2
Zotu9985					1			2
Zotu10135	2	3	1			5		
Zotu20657				1				
Zotu15336		1		4		1		1
Zotu13149	2		1					
Zotu1940	8	1	1	4	9	2	9	2
Zotu14009								
Zotu18786		2			1			
Zotu9101				1				1
Zotu15436								
Zotu6326			4		2		2	3
Zotu10080		5		4			2	1
Zotu6980			1		1			
Zotu5613		1	1	1	3		2	
Zotu20275			2			1		1
Zotu12551				1	2			
Zotu19104	1						1	
Zotu6385			1				1	1
Zotu5528			8	1	1			
Zotu12522				1				
Zotu17338								
Zotu2392	1		4	3	2		2	6
Zotu1293	6		6	16	10	4	17	16
Zotu3398	3		4	5	3	1	5	5
Zotu12517				1				
Zotu3119	5	5	4	2	5	3	5	7
Zotu5037	1	9	1	3	1	2	5	
Zotu14194	1	4						
Zotu2546	2	4	5	3	9	5	4	4
Zotu6324	1			4		1	3	2
Zotu4979	2	1	4	1	1		1	1
Zotu14728		1	1	1				
Zotu11491							4	
Zotu7420	1		5	3		1	1	1
Zotu18140								
Zotu18648				1	1			
Zotu20118					3			
Zotu18957		1		1				
Zotu7400	1	1		1		4		
Zotu5730	7		1			1		2
Zotu12007								
Zotu5070		1	1	3	2	3	1	
Zotu9700		3					2	
Zotu12280		1		1				
Zotu1854	2		3	9	3	3	8	13
Zotu3461	3	3	1	1		2	7	7
Zotu15991								
Zotu18177								
Zotu15120								
Zotu3901	3		5	4	4	4	1	2
Zotu17078								
Zotu5581			1	1	1			
Zotu15123								
Zotu7277								
Zotu20048								
Zotu6539					1		1	
Zotu5351					14		1	
Zotu13934				1				
Zotu12885	1					1		
Zotu20145					1			
Zotu4681	1					1		
Zotu4701	1		1	3				
Zotu19036								
Zotu16753								
Zotu18443			3					
Zotu19587		1						
Zotu8779							1	2
Zotu14027								
Zotu9062								
Zotu6739					2			
Zotu15574	3							
Zotu19382							1	1
Zotu13856								2
Zotu11619							1	
Zotu3297	2		3	1	1			
Zotu10094				1				
Zotu5791	1	2		1			2	
Zotu2782	3			1		1		1
Zotu12714						1		1
Zotu17090								
Zotu9728	1	4		3		1	2	
Zotu18825				2	1			
Zotu10584					1			
Zotu17557								
Zotu15768						1		
Zotu11584	1	1				2		
Zotu16586						1		
Zotu8132		1		2	2	1		2
Zotu12398								
Zotu8652	1				6	1	1	1
Zotu892	6	5	5	6	5	12	15	6
Zotu10209	1				1	1	1	
Zotu11644						2	2	
Zotu11124	1	3				1		1
Zotu10122		2	1		1			
Zotu14404								
Zotu3747				2				
Zotu2095	6		3	2		2	3	5
Zotu8082			1		1	1		
Zotu2376								
Zotu2539								
Zotu8559						1		2
Zotu19885								
Zotu2374	1		2	1				1
Zotu13464								1
Zotu6143							2	
Zotu7549	1		1					
Zotu20411								
Zotu20456								
Zotu12984								
Zotu1281			5		2	1		4
Zotu12957							1	
Zotu16447								
Zotu9701								
Zotu19777								
Zotu13784				1				
Zotu16332					1			
Zotu19383						8		
Zotu14929				9				
Zotu19528								
Zotu20781								
Zotu1845	7		2		7	11		2
Zotu2877	17	1	3	30	7			4
Zotu6901		1	6					4
Zotu9946		6						
Zotu16764								
Zotu5164	4			2		1		
Zotu20425								
Zotu1839		1	6	2	1		4	
Zotu4760		5	2		1	1		
Zotu17033								
Zotu15581								
Zotu20553								
Zotu9214								
Zotu12864								
Zotu3376								
Zotu1410	6	1		3	3	2	1	2
Zotu15706								
Zotu16195							2	
Zotu5980								1
Zotu12265				3				
Zotu15614								
Zotu17530								
Zotu4450								
Zotu20583								
Zotu14026								
Zotu8102			1		1			
Zotu6427								2
Zotu11005								
Zotu16635								
Zotu18944								
Zotu13608								
Zotu16938								
Zotu5300				2				
Zotu15110								5
Zotu14783								
Zotu9099	1		1					
Zotu7443								
Zotu20603								
Zotu12303				8	1			
Zotu20387								
Zotu11839			1				1	
Zotu16953								
Zotu13496		1						
Zotu14240								
Zotu13651					1			
Zotu10319		1			7			1
Zotu15016				1				
Zotu7228							1	
Zotu11042								
Zotu15152								
Zotu12856								
Zotu20356				2				
Zotu4761								
Zotu12535					1			
Zotu10587						1		
Zotu13861								
Zotu15067	6				1			
Zotu1424							1	5
Zotu1946	2	1		2	1	1		4
Zotu8466					2	1		
Zotu16046								
Zotu2776		1						
Zotu13414								1
Zotu13622					2			1
Zotu3154								
Zotu6976							1	
Zotu14378								
Zotu8327		1		1	3	1	2	3
Zotu10554				4	2		2	
Zotu20687					2			1
Zotu20055	1							
Zotu11525								
Zotu15666								
Zotu2576	2	1	1				3	
Zotu19548	1			1	3			
Zotu15356								
Zotu20857								
Zotu11472					2			2
Zotu16230	1		1	1	1			
Zotu16798					2			
Zotu7012			2	1	2			
Zotu16114					3			
Zotu1595	1		4	7	6	1	3	2
Zotu16479	2							
Zotu3549	1	1	4		8	3		
Zotu5511			4		3	2	1	
Zotu7989	1	1			3		1	2
Zotu3412							1	
Zotu16013					1			
Zotu798	20	15	17	15	16	12	15	15
Zotu1307	10	7	6	8	24	13	6	5
Zotu17378	1					2	1	1
Zotu3577	2	2	5	1	1		4	2
Zotu3548	4	1	2		1	2		1
Zotu6302		3	4	3		3		1
Zotu6595	1	1		1	3	2	1	1
Zotu14878	2	3	2					
Zotu1478	3	6	4	12	19	5	6	7
Zotu5419	4	3	1		2	2	2	2
Zotu8932	1			1	1	1		
Zotu2457	1		2		9	2	6	3
Zotu633	25	11	13	15	27	11	9	12
Zotu14354							1	
Zotu12753	1			1	2			
Zotu20498							1	
Zotu2958	1		2	3	3			1
Zotu19958								
Zotu1871	3	4	5	1	9	3	6	6
Zotu10770	1	1						
Zotu6942	3		1	2	1		2	1
Zotu18973				1		4	1	
Zotu814	37	18	21	23	18	28	22	23
Zotu14637		1	1		1			
Zotu1885	5	6	7	7	3	6	8	8
Zotu2590	8	3	5	2	4	5	3	5
Zotu11607		1				2		
Zotu4247	2	3	1	3	2	5	2	1
Zotu4796	3	2	4	3			3	1
Zotu3334	2	5		1		3	2	3
Zotu2701	7	4	7	9	14	10	6	6
Zotu10419		1		2	2		1	
Zotu15721					2		1	1
Zotu12130			1			1		
Zotu8676				1	3			2
Zotu10648	3				1	1	2	
Zotu18431								1
Zotu4933	4	1	3	2	1	9		
Zotu1874	7	4	2	3		2	2	
Zotu1490	18	10	3	13	4	18	7	9
Zotu5699	2	4	2		1	2	2	
Zotu18234	1				2	7		
Zotu12275			2		1	2	1	2
Zotu15928							1	1
Zotu17832	1							1
Zotu9792					2	1		
Zotu12410		1	1					1
Zotu12902	1				1	3		1
Zotu3150	13	9	9	4	5	11	6	10
Zotu14569		1				2		
Zotu5740		1						
Zotu14541	2						1	
Zotu20617				3				
Zotu9724								
Zotu9480				1				
Zotu20307								
Zotu5168		1		2	2	1	2	
Zotu15994		2			2	1		1
Zotu1009	14	12	12	10	18	13	8	13
Zotu2750	4	1	2	2	1	4	7	4
Zotu1766	1	2			1		2	3
Zotu16489								
Zotu2655								
Zotu12874	1		1	2	1		3	
Zotu14887								
Zotu18700								
Zotu16591								
Zotu19676					1			
Zotu20736					1			
Zotu19533								
Zotu5416			2					
Zotu12245								
Zotu11959								
Zotu8166								1
Zotu1891	1		4	1	1	1		1
Zotu7437			1	1	1			
Zotu1486	1	2	3	1	2	2		1
Zotu8589					4		1	
Zotu17651								
Zotu13957	1		1		1			
Zotu8049			1					
Zotu12134		1	1	1	2			
Zotu8065			4	1	3			1
Zotu16146								
Zotu8865					1			1
Zotu10065	1					1	2	
Zotu11027		1						1
Zotu4990	2		3	3	2	1		1
Zotu6775			2		2			
Zotu13716					1			
Zotu14977					1			1
Zotu12577				1		1		
Zotu18560		1				1		
Zotu12408								
Zotu7823	2							
Zotu2914	2	3	2		3		3	1
Zotu15458					1	3		
Zotu12186				2				
Zotu8706		1				1	5	
Zotu10929								1
Zotu7772		2						
Zotu19801		1						
Zotu8416				1	1			
Zotu12786	1	3		1		2	1	
Zotu638	14	16	14	18	23	5	19	12
Zotu7958								
Zotu10635		1	1		2		1	1
Zotu7380				2		1		
Zotu2251	2	5	6	2	8	3	5	4
Zotu17515	1	2						
Zotu5595	2		1	2			1	
Zotu11096			1	1			1	1
Zotu20636		3			1		3	
Zotu18800								
Zotu18380								
Zotu18960								
Zotu6665	1			1	1	1		
Zotu13961		1		2				
