Zotu,com_id,cor,p
Zotu24,Com_4211_pos,0.904761905,0.002008276
Zotu314,Com_425_pos,-0.945230086,0.000394052
Zotu48,Com_4250_neg,0.883851509,0.003583935
Zotu100,Com_4256_pos,0.862290909,0.005872991
Zotu48,Com_4256_pos,0.834748647,0.009929687
Zotu339,Com_4284_neg,-0.843434712,0.008503234
Zotu24,Com_43_neg,0.928571429,0.000862968
Zotu30,Com_4317_pos,-0.857142857,0.006530017
Zotu12,Com_4342_pos,-0.928571429,0.000862968
Zotu339,Com_4349_pos,-0.85548378,0.00675133
Zotu169,Com_437_pos,0.90840294,0.001791685
Zotu125,Com_437_pos,0.857142857,0.006530017
Zotu48,Com_4371_neg,-0.883851509,0.003583935
Zotu9,Com_4371_pos,-0.843434712,0.008503234
Zotu314,Com_4405_pos,0.834748647,0.009929687
Zotu31,Com_441_pos,0.898219696,0.002438797
Zotu51,Com_4451_pos,-0.857142857,0.006530017
Zotu30,Com_4451_pos,-0.904761905,0.002008276
Zotu48,Com_4474_pos,-0.847024363,0.007954271
Zotu314,Com_4502_pos,-0.871575794,0.004798257
Zotu23,Com_4510_pos,-0.886243434,0.003373343
Zotu314,Com_4511_pos,-0.871575794,0.004798257
Zotu314,Com_4522_pos,0.896127224,0.00258811
Zotu31,Com_4538_pos,0.838338383,0.009323116
Zotu314,Com_4554_pos,0.871575794,0.004798257
Zotu125,Com_4557_pos,0.880952381,0.00385032
Zotu32,Com_4569_neg,-0.898219696,0.002438797
Zotu165,Com_4569_neg,-0.857142857,0.006530017
Zotu222,Com_4576_pos,0.857142857,0.006530017
Zotu100,Com_4623_pos,0.862290909,0.005872991
Zotu100,Com_4641_neg,-0.838338383,0.009323116
Zotu30,Com_4661_pos,-0.904761905,0.002008276
Zotu48,Com_4678_neg,-0.90840294,0.001791685
Zotu23,Com_4709_neg,0.874267171,0.004512386
Zotu48,Com_4721_pos,-0.847024363,0.007954271
Zotu314,Com_4721_pos,0.871575794,0.004798257
Zotu68,Com_4724_pos,0.906686764,0.001891774
Zotu36,Com_4728_pos,-0.903680049,0.002075752
Zotu48,Com_4734_pos,-0.969781517,6.74E-05
Zotu222,Com_4752_neg,0.880952381,0.00385032
Zotu314,Com_4761_neg,-0.90840294,0.001791685
Zotu32,Com_477_pos,-0.850314646,0.007471415
Zotu23,Com_477_pos,-0.946124747,0.000375312
Zotu12,Com_4786_pos,-0.904761905,0.002008276
Zotu24,Com_4786_pos,-0.857142857,0.006530017
Zotu128,Com_4824_pos,0.95810101,0.000178157
Zotu314,Com_4838_pos,0.896127224,0.00258811
Zotu32,Com_485_neg,-0.898219696,0.002438797
Zotu23,Com_485_neg,-0.874267171,0.004512386
Zotu51,Com_4852_pos,-0.880952381,0.00385032
Zotu73,Com_4866_pos,0.867532847,0.005249136
Zotu100,Com_4871_pos,0.838338383,0.009323116
Zotu48,Com_4871_pos,0.896127224,0.00258811
Zotu48,Com_4872_pos,-0.847024363,0.007954271
Zotu68,Com_494_pos,0.855605819,0.00673489
Zotu48,Com_4957_pos,-0.90840294,0.001791685
Zotu314,Com_4966_neg,0.969781517,6.74E-05
Zotu33,Com_4968_pos,-0.857142857,0.006530017
Zotu73,Com_4969_pos,0.85548378,0.00675133
Zotu169,Com_4980_pos,-0.945230086,0.000394052
Zotu10,Com_4980_pos,-0.910195959,0.001690861
Zotu30,Com_506_pos,-0.880952381,0.00385032
Zotu343,Com_5086_neg,0.850314646,0.007471415
Zotu314,Com_5086_neg,0.945230086,0.000394052
Zotu48,Com_5100_pos,-0.847024363,0.007954271
Zotu100,Com_5116_pos,0.898219696,0.002438797
Zotu59,Com_5116_pos,0.952380952,0.0002604
Zotu314,Com_5134_pos,-0.883851509,0.003583935
Zotu32,Com_5141_neg,-0.910195959,0.001690861
Zotu48,Com_5160_neg,-0.883851509,0.003583935
Zotu31,Com_5167_pos,0.886243434,0.003373343
Zotu36,Com_5172_pos,-0.843434712,0.008503234
Zotu14,Com_52_neg,-0.860748345,0.006065193
Zotu314,Com_5203_neg,0.896127224,0.00258811
Zotu314,Com_522_neg,0.871575794,0.004798257
Zotu23,Com_526_pos,-0.898219696,0.002438797
Zotu30,Com_5264_pos,-0.976190476,3.31E-05
Zotu57,Com_5274_neg,0.904761905,0.002008276
Zotu44,Com_5274_neg,0.880952381,0.00385032
Zotu32,Com_53_pos,-0.850314646,0.007471415
Zotu165,Com_53_pos,-0.880952381,0.00385032
Zotu23,Com_532_neg,-0.886243434,0.003373343
Zotu32,Com_5355_pos,-0.850314646,0.007471415
Zotu167,Com_5355_pos,-0.85548378,0.00675133
Zotu23,Com_5355_pos,-0.922172222,0.001110817
Zotu48,Com_5368_pos,-0.847024363,0.007954271
Zotu314,Com_54_neg,0.834748647,0.009929687
Zotu48,Com_542_neg,0.847024363,0.007954271
Zotu63,Com_5441_pos,-0.904761905,0.002008276
Zotu48,Com_5448_pos,-0.847024363,0.007954271
Zotu73,Com_5487_pos,0.903680049,0.002075752
Zotu31,Com_554_pos,0.946124747,0.000375312
Zotu48,Com_5544_pos,0.847024363,0.007954271
Zotu30,Com_5601_pos,-0.880952381,0.00385032
Zotu68,Com_5612_pos,0.906686764,0.001891774
Zotu59,Com_562_pos,-0.928571429,0.000862968
Zotu339,Com_5660_pos,0.85548378,0.00675133
Zotu32,Com_5704_pos,-0.994029797,5.30E-07
Zotu165,Com_5704_pos,-0.857142857,0.006530017
Zotu51,Com_5704_pos,-0.857142857,0.006530017
Zotu314,Com_5718_pos,-0.847024363,0.007954271
Zotu100,Com_5728_neg,0.850314646,0.007471415
Zotu59,Com_5728_neg,0.904761905,0.002008276
Zotu100,Com_5737_pos,0.862290909,0.005872991
Zotu59,Com_5737_pos,0.928571429,0.000862968
Zotu100,Com_5754_neg,0.874267171,0.004512386
Zotu314,Com_577_neg,0.883851509,0.003583935
Zotu23,Com_5785_pos,-0.838338383,0.009323116
Zotu100,Com_579_pos,0.850314646,0.007471415
Zotu48,Com_5796_pos,-0.883851509,0.003583935
Zotu48,Com_5817_pos,0.847024363,0.007954271
Zotu51,Com_5838_pos,0.880952381,0.00385032
Zotu23,Com_5867_pos,-0.946124747,0.000375312
Zotu48,Com_587_pos,-0.834748647,0.009929687
Zotu59,Com_5889_pos,-0.857142857,0.006530017
Zotu23,Com_5889_pos,-0.850314646,0.007471415
Zotu100,Com_6_pos,0.970077272,6.55E-05
Zotu59,Com_6_pos,0.928571429,0.000862968
Zotu343,Com_60_neg,-0.850314646,0.007471415
Zotu343,Com_601_neg,0.874267171,0.004512386
Zotu314,Com_601_neg,0.896127224,0.00258811
Zotu165,Com_602_neg,-0.880952381,0.00385032
Zotu30,Com_604_neg,0.904761905,0.002008276
Zotu100,Com_605_pos,0.886243434,0.003373343
Zotu59,Com_605_pos,0.857142857,0.006530017
Zotu48,Com_605_pos,0.883851509,0.003583935
Zotu343,Com_6057_pos,-0.838338383,0.009323116
Zotu23,Com_6062_neg,0.838338383,0.009323116
Zotu130,Com_609_neg,-0.927105069,0.00091618
Zotu100,Com_6096_pos,0.862290909,0.005872991
Zotu48,Com_6096_pos,0.834748647,0.009929687
Zotu24,Com_6159_pos,0.904761905,0.002008276
Zotu314,Com_6165_pos,-0.871575794,0.004798257
Zotu68,Com_6190_neg,0.932227236,0.000739205
Zotu343,Com_6192_neg,0.898219696,0.002438797
Zotu31,Com_6194_pos,0.850314646,0.007471415
Zotu100,Com_6204_pos,-0.850314646,0.007471415
Zotu23,Com_6252_neg,-0.850314646,0.007471415
Zotu48,Com_6282_neg,-0.896127224,0.00258811
Zotu51,Com_6357_pos,-0.857142857,0.006530017
Zotu48,Com_6392_neg,-0.90840294,0.001791685
Zotu339,Com_6395_pos,0.843434712,0.008503234
Zotu314,Com_6407_neg,0.871575794,0.004798257
Zotu48,Com_6408_neg,-0.847024363,0.007954271
Zotu23,Com_6455_pos,-0.886243434,0.003373343
Zotu48,Com_6488_neg,-0.834748647,0.009929687
Zotu48,Com_6555_neg,-0.883851509,0.003583935
Zotu343,Com_6601_pos,-0.838338383,0.009323116
Zotu24,Com_661_pos,0.857142857,0.006530017
Zotu187,Com_6613_pos,0.853912564,0.006965288
Zotu44,Com_6638_neg,0.857142857,0.006530017
Zotu48,Com_6645_pos,-0.847024363,0.007954271
Zotu48,Com_665_neg,-0.969781517,6.74E-05
Zotu48,Com_6668_neg,-0.883851509,0.003583935
Zotu32,Com_667_pos,-0.850314646,0.007471415
Zotu165,Com_667_pos,-0.880952381,0.00385032
Zotu51,Com_667_pos,-0.904761905,0.002008276
Zotu23,Com_667_pos,-0.850314646,0.007471415
Zotu30,Com_6689_pos,-0.857142857,0.006530017
Zotu23,Com_6760_pos,-0.838338383,0.009323116
Zotu314,Com_6794_pos,0.883851509,0.003583935
Zotu2,Com_68_pos,0.850314646,0.007471415
Zotu48,Com_6871_pos,-0.932954371,0.000716066
Zotu31,Com_6875_pos,0.886243434,0.003373343
Zotu114,Com_6911_neg,-0.952380952,0.0002604
Zotu68,Com_6911_neg,0.855605819,0.00673489
Zotu26,Com_7_pos,0.915729116,0.001403174
Zotu104,Com_7_pos,-0.857142857,0.006530017
Zotu32,Com_7006_pos,-0.838338383,0.009323116
Zotu51,Com_7006_pos,-0.904761905,0.002008276
Zotu48,Com_7023_neg,-0.847024363,0.007954271
Zotu339,Com_7025_pos,-0.843434712,0.008503234
Zotu23,Com_7038_pos,-0.850314646,0.007471415
Zotu68,Com_704_neg,-0.932227236,0.000739205
Zotu23,Com_710_pos,-0.910195959,0.001690861
Zotu30,Com_7143_pos,-0.904761905,0.002008276
Zotu12,Com_7169_neg,-0.904761905,0.002008276
Zotu10,Com_7170_pos,0.850314646,0.007471415
Zotu12,Com_7207_neg,0.857142857,0.006530017
Zotu314,Com_7250_pos,-0.945230086,0.000394052
Zotu314,Com_7271_pos,0.883851509,0.003583935
Zotu130,Com_7275_pos,0.853912564,0.006965288
Zotu314,Com_7282_pos,-0.883851509,0.003583935
Zotu314,Com_7300_neg,0.871575794,0.004798257
Zotu314,Com_733_neg,0.847024363,0.007954271
Zotu23,Com_738_neg,0.850314646,0.007471415
Zotu48,Com_745_neg,0.883851509,0.003583935
Zotu314,Com_7458_pos,0.896127224,0.00258811
Zotu30,Com_7483_pos,-0.952380952,0.0002604
Zotu48,Com_7574_neg,-0.969781517,6.74E-05
Zotu68,Com_759_pos,0.932227236,0.000739205
Zotu48,Com_7630_neg,-0.834748647,0.009929687
Zotu23,Com_7651_neg,-0.862290909,0.005872991
Zotu314,Com_766_neg,-0.969781517,6.74E-05
Zotu114,Com_7733_pos,-0.904761905,0.002008276
Zotu30,Com_7746_pos,-0.952380952,0.0002604
Zotu13,Com_7778_neg,-0.874267171,0.004512386
Zotu48,Com_7871_pos,-0.871575794,0.004798257
Zotu23,Com_7871_pos,-0.886243434,0.003373343
Zotu13,Com_789_pos,-0.874267171,0.004512386
Zotu48,Com_79_neg,0.945230086,0.000394052
Zotu23,Com_7958_pos,-0.838338383,0.009323116
Zotu48,Com_8000_pos,-0.90840294,0.001791685
Zotu125,Com_8070_pos,0.857142857,0.006530017
Zotu314,Com_8129_pos,0.834748647,0.009929687
Zotu9,Com_8137_pos,-0.927778183,0.000891495
Zotu219,Com_814_neg,0.857142857,0.006530017
Zotu48,Com_8140_pos,-0.871575794,0.004798257
Zotu128,Com_8166_neg,-0.970077272,6.55E-05
Zotu13,Com_8166_neg,-0.850314646,0.007471415
Zotu339,Com_8178_neg,-0.891630982,0.002928681
Zotu48,Com_8201_pos,0.883851509,0.003583935
Zotu31,Com_8203_neg,0.838338383,0.009323116
Zotu114,Com_822_neg,-0.880952381,0.00385032
Zotu165,Com_822_neg,-0.880952381,0.00385032
Zotu314,Com_8267_pos,-0.945230086,0.000394052
Zotu314,Com_8276_neg,0.871575794,0.004798257
Zotu32,Com_831_neg,-0.850314646,0.007471415
Zotu187,Com_831_neg,-0.853912564,0.006965288
Zotu36,Com_8347_pos,-0.867532847,0.005249136
Zotu339,Com_839_neg,-0.891630982,0.002928681
Zotu192,Com_8439_pos,0.857142857,0.006530017
Zotu9,Com_8439_pos,-0.85548378,0.00675133
Zotu45,Com_8439_pos,0.904761905,0.002008276
Zotu51,Com_8446_neg,-0.857142857,0.006530017
Zotu23,Com_8446_neg,-0.850314646,0.007471415
Zotu48,Com_8474_pos,0.834748647,0.009929687
Zotu30,Com_8509_pos,-0.857142857,0.006530017
Zotu24,Com_8552_neg,0.928571429,0.000862968
Zotu146,Com_8553_neg,-0.928571429,0.000862968
Zotu48,Com_8571_pos,-0.847024363,0.007954271
Zotu114,Com_860_neg,-1,0
Zotu48,Com_860_pos,0.969781517,6.74E-05
Zotu24,Com_8601_pos,0.880952381,0.00385032
Zotu48,Com_8609_pos,0.847024363,0.007954271
Zotu48,Com_867_pos,0.847024363,0.007954271
Zotu12,Com_8674_neg,-0.928571429,0.000862968
Zotu187,Com_8705_pos,0.853912564,0.006965288
Zotu68,Com_874_neg,-0.932227236,0.000739205
Zotu314,Com_8752_pos,-0.969781517,6.74E-05
Zotu26,Com_8815_neg,0.891630982,0.002928681
Zotu36,Com_8963_neg,-0.891630982,0.002928681
Zotu314,Com_8971_pos,-0.90840294,0.001791685
Zotu314,Com_9075_pos,0.871575794,0.004798257
Zotu26,Com_9121_pos,0.85548378,0.00675133
Zotu104,Com_9121_pos,-0.928571429,0.000862968
Zotu44,Com_9122_neg,0.857142857,0.006530017
Zotu339,Com_918_neg,0.879581914,0.003980559
Zotu114,Com_9225_neg,0.880952381,0.00385032
Zotu68,Com_9225_neg,-0.868376055,0.005152949
Zotu48,Com_924_pos,-0.871575794,0.004798257
Zotu14,Com_9258_neg,0.848625129,0.007716947
Zotu343,Com_9298_neg,0.946124747,0.000375312
Zotu73,Com_9298_neg,-0.915729116,0.001403174
Zotu114,Com_9333_neg,-0.976190476,3.31E-05
Zotu146,Com_9385_pos,0.857142857,0.006530017
Zotu23,Com_940_pos,-0.934148484,0.000679106
Zotu23,Com_9411_pos,-0.850314646,0.007471415
Zotu48,Com_9452_neg,0.847024363,0.007954271
Zotu68,Com_9464_pos,0.868376055,0.005152949
Zotu48,Com_9472_pos,-0.932954371,0.000716066
Zotu48,Com_9522_pos,-0.90840294,0.001791685
Zotu14,Com_9537_neg,-0.884994777,0.003482252
Zotu12,Com_9550_pos,-0.976190476,3.31E-05
Zotu57,Com_9552_pos,-0.857142857,0.006530017
Zotu31,Com_9625_pos,0.922172222,0.001110817
Zotu314,Com_9629_pos,0.871575794,0.004798257
Zotu12,Com_966_pos,0.857142857,0.006530017
Zotu2,Com_966_pos,0.874267171,0.004512386
Zotu314,Com_9756_neg,0.945230086,0.000394052
Zotu32,Com_9758_neg,-0.970077272,6.55E-05
Zotu51,Com_9758_neg,-0.904761905,0.002008276
Zotu68,Com_9787_pos,0.932227236,0.000739205
Zotu48,Com_9846_neg,-0.847024363,0.007954271
Zotu26,Com_9876_pos,-0.879581914,0.003980559
Zotu128,Com_9876_pos,0.874267171,0.004512386
Zotu48,Com_9898_pos,-0.871575794,0.004798257
Zotu23,Com_9902_pos,-0.838338383,0.009323116
Zotu48,Com_9970_neg,-0.847024363,0.007954271
Zotu63,Com_9983_neg,0.928571429,0.000862968
Zotu202,Com_9989_pos,0.952380952,0.0002604
Zotu192,Com_9989_pos,0.880952381,0.00385032
Zotu8,Com_9989_pos,0.880952381,0.00385032
Zotu45,Com_9989_pos,0.857142857,0.006530017
Zotu76,Com_9989_pos,-0.880952381,0.00385032
