Zotu,com_id,cor,p
Zotu2,Com_12962_neg,0.886243434,0.003373343
Zotu100,Com_13199_pos,0.850314646,0.007471415
Zotu48,Com_13199_pos,0.945230086,0.000394052
Zotu24,Com_13446_pos,0.904761905,0.002008276
Zotu48,Com_1350_neg,0.834748647,0.009929687
Zotu14,Com_13517_pos,0.933487642,0.000699402
Zotu314,Com_1355_pos,-0.90840294,0.001791685
Zotu13,Com_13550_pos,-0.922172222,0.001110817
Zotu57,Com_13599_neg,0.880952381,0.00385032
Zotu44,Com_13599_neg,0.857142857,0.006530017
Zotu48,Com_13711_pos,-0.847024363,0.007954271
Zotu48,Com_13727_neg,-0.90840294,0.001791685
Zotu9,Com_1380_pos,-0.951876318,0.000268663
Zotu68,Com_13809_pos,0.906686764,0.001891774
Zotu32,Com_13813_pos,-0.838338383,0.009323116
Zotu48,Com_13879_pos,-0.932954371,0.000716066
Zotu48,Com_13899_pos,0.871575794,0.004798257
Zotu59,Com_1390_pos,0.952380952,0.0002604
Zotu100,Com_1393_pos,0.874267171,0.004512386
Zotu59,Com_1393_pos,0.857142857,0.006530017
Zotu32,Com_1400_neg,-0.886243434,0.003373343
Zotu165,Com_1400_neg,-0.857142857,0.006530017
Zotu51,Com_1400_neg,-0.952380952,0.0002604
Zotu32,Com_14011_neg,-0.946124747,0.000375312
Zotu48,Com_14017_neg,-0.871575794,0.004798257
Zotu51,Com_1404_pos,-0.880952381,0.00385032
Zotu48,Com_14086_pos,-0.871575794,0.004798257
Zotu23,Com_14086_pos,-0.886243434,0.003373343
Zotu57,Com_1414_pos,-0.904761905,0.002008276
Zotu44,Com_1414_pos,-0.880952381,0.00385032
Zotu33,Com_1415_pos,-0.880952381,0.00385032
Zotu314,Com_14151_pos,0.883851509,0.003583935
Zotu26,Com_14181_neg,0.843434712,0.008503234
Zotu128,Com_14181_neg,-0.850314646,0.007471415
Zotu48,Com_1421_pos,0.834748647,0.009929687
Zotu339,Com_14285_pos,0.843434712,0.008503234
Zotu314,Com_1431_neg,0.945230086,0.000394052
Zotu314,Com_14390_neg,0.871575794,0.004798257
Zotu33,Com_14390_pos,0.904761905,0.002008276
Zotu76,Com_14390_pos,-0.857142857,0.006530017
Zotu114,Com_14449_neg,0.857142857,0.006530017
Zotu68,Com_14449_neg,-0.855605819,0.00673489
Zotu339,Com_14474_pos,0.927778183,0.000891495
Zotu73,Com_14479_neg,0.867532847,0.005249136
Zotu343,Com_1449_pos,-0.862290909,0.005872991
Zotu73,Com_1449_pos,0.915729116,0.001403174
Zotu48,Com_1452_neg,0.969781517,6.74E-05
Zotu48,Com_1458_pos,-0.871575794,0.004798257
Zotu44,Com_14596_neg,0.904761905,0.002008276
Zotu32,Com_14604_pos,-0.850314646,0.007471415
Zotu114,Com_1468_neg,-0.880952381,0.00385032
Zotu9,Com_14736_neg,0.891630982,0.002928681
Zotu48,Com_14739_pos,-0.945230086,0.000394052
Zotu48,Com_14803_pos,-0.90840294,0.001791685
Zotu339,Com_1481_neg,-0.891630982,0.002928681
Zotu48,Com_14827_pos,-0.969781517,6.74E-05
Zotu32,Com_14850_pos,-0.850314646,0.007471415
Zotu48,Com_1490_neg,0.883851509,0.003583935
Zotu48,Com_1493_pos,0.896127224,0.00258811
Zotu48,Com_14949_neg,-0.883851509,0.003583935
Zotu12,Com_14954_pos,0.952380952,0.0002604
Zotu24,Com_14954_pos,0.928571429,0.000862968
Zotu44,Com_1497_neg,0.857142857,0.006530017
Zotu13,Com_150_neg,-0.898219696,0.002438797
Zotu32,Com_150_pos,-0.910195959,0.001690861
Zotu51,Com_150_pos,-0.952380952,0.0002604
Zotu187,Com_15103_pos,0.878310066,0.004103934
Zotu30,Com_15159_pos,-0.904761905,0.002008276
Zotu12,Com_15204_neg,-0.952380952,0.0002604
Zotu2,Com_15204_neg,-0.850314646,0.007471415
Zotu187,Com_15220_neg,0.878310066,0.004103934
Zotu48,Com_15334_pos,-0.847024363,0.007954271
Zotu48,Com_1534_neg,-0.90840294,0.001791685
Zotu314,Com_1534_neg,0.834748647,0.009929687
Zotu314,Com_1535_neg,0.847024363,0.007954271
Zotu12,Com_15367_neg,-0.857142857,0.006530017
Zotu104,Com_15462_pos,-0.904761905,0.002008276
Zotu48,Com_15589_neg,-0.90840294,0.001791685
Zotu48,Com_15600_neg,-0.90840294,0.001791685
Zotu51,Com_1562_pos,-0.857142857,0.006530017
Zotu114,Com_1563_pos,-0.857142857,0.006530017
Zotu314,Com_1566_pos,-0.834748647,0.009929687
Zotu51,Com_15691_pos,-0.857142857,0.006530017
Zotu130,Com_15701_pos,-0.951502571,0.000274893
Zotu48,Com_15769_neg,-0.834748647,0.009929687
Zotu100,Com_158_pos,0.886243434,0.003373343
Zotu59,Com_158_pos,0.857142857,0.006530017
Zotu48,Com_158_pos,0.883851509,0.003583935
Zotu51,Com_15882_pos,-0.928571429,0.000862968
Zotu14,Com_15921_pos,0.860748345,0.006065193
Zotu9,Com_15921_pos,0.85548378,0.00675133
Zotu24,Com_16054_pos,0.880952381,0.00385032
Zotu165,Com_16146_neg,-0.857142857,0.006530017
Zotu100,Com_16186_pos,0.922172222,0.001110817
Zotu59,Com_16186_pos,0.880952381,0.00385032
Zotu1,Com_16186_pos,-0.878310066,0.004103934
Zotu48,Com_1621_pos,-0.871575794,0.004798257
Zotu10,Com_1633_pos,0.898219696,0.002438797
Zotu48,Com_16383_pos,-0.90840294,0.001791685
Zotu48,Com_1640_pos,0.90840294,0.001791685
Zotu343,Com_16423_pos,-0.898219696,0.002438797
Zotu100,Com_1646_pos,0.886243434,0.003373343
Zotu59,Com_1646_pos,0.857142857,0.006530017
Zotu33,Com_16494_pos,0.904761905,0.002008276
Zotu76,Com_16494_pos,-0.857142857,0.006530017
Zotu32,Com_165_pos,-0.850314646,0.007471415
Zotu165,Com_165_pos,-0.928571429,0.000862968
Zotu24,Com_16505_pos,0.857142857,0.006530017
Zotu48,Com_1651_pos,0.834748647,0.009929687
Zotu23,Com_1652_neg,0.898219696,0.002438797
Zotu48,Com_16537_pos,-0.969781517,6.74E-05
Zotu51,Com_16565_pos,-0.952380952,0.0002604
Zotu57,Com_16588_neg,0.880952381,0.00385032
Zotu44,Com_16588_neg,0.880952381,0.00385032
Zotu48,Com_16603_pos,-0.883851509,0.003583935
Zotu100,Com_16627_neg,-0.862290909,0.005872991
Zotu48,Com_16627_neg,-0.945230086,0.000394052
Zotu187,Com_16637_pos,0.853912564,0.006965288
Zotu128,Com_16646_neg,-0.850314646,0.007471415
Zotu130,Com_16712_neg,-0.853912564,0.006965288
Zotu314,Com_1673_pos,0.834748647,0.009929687
Zotu10,Com_1674_pos,0.862290909,0.005872991
Zotu32,Com_16748_pos,-0.934148484,0.000679106
Zotu165,Com_16748_pos,-0.952380952,0.0002604
Zotu51,Com_16748_pos,-0.904761905,0.002008276
Zotu59,Com_1675_pos,0.857142857,0.006530017
Zotu48,Com_1675_pos,0.847024363,0.007954271
Zotu24,Com_16778_pos,0.928571429,0.000862968
Zotu125,Com_16801_pos,0.857142857,0.006530017
Zotu8,Com_16818_neg,0.857142857,0.006530017
Zotu48,Com_16841_neg,-0.883851509,0.003583935
Zotu12,Com_1688_pos,0.928571429,0.000862968
Zotu13,Com_1689_neg,0.874267171,0.004512386
Zotu339,Com_169_pos,-0.85548378,0.00675133
Zotu48,Com_17024_neg,-0.932954371,0.000716066
Zotu23,Com_17024_neg,-0.850314646,0.007471415
Zotu339,Com_1709_neg,-0.85548378,0.00675133
Zotu343,Com_1710_pos,-0.850314646,0.007471415
Zotu314,Com_1710_pos,-0.871575794,0.004798257
Zotu48,Com_17148_pos,-0.847024363,0.007954271
Zotu48,Com_172_neg,0.883851509,0.003583935
Zotu24,Com_17257_neg,-0.880952381,0.00385032
Zotu32,Com_173_neg,-0.862290909,0.005872991
Zotu165,Com_173_neg,-0.880952381,0.00385032
Zotu51,Com_173_neg,-0.904761905,0.002008276
Zotu48,Com_17503_neg,-0.834748647,0.009929687
Zotu68,Com_17531_pos,0.906686764,0.001891774
Zotu125,Com_17577_pos,0.904761905,0.002008276
Zotu12,Com_17586_neg,-0.928571429,0.000862968
Zotu24,Com_17586_neg,-0.904761905,0.002008276
Zotu48,Com_17636_pos,-0.932954371,0.000716066
Zotu339,Com_17667_pos,0.85548378,0.00675133
Zotu48,Com_17774_neg,-0.847024363,0.007954271
Zotu12,Com_17803_neg,-0.857142857,0.006530017
Zotu36,Com_17939_pos,-0.915729116,0.001403174
Zotu48,Com_17950_neg,-0.896127224,0.00258811
Zotu48,Com_18020_neg,-0.834748647,0.009929687
Zotu48,Com_18039_neg,-0.90840294,0.001791685
Zotu12,Com_18047_neg,-0.857142857,0.006530017
Zotu314,Com_18072_pos,0.883851509,0.003583935
Zotu30,Com_1808_neg,-0.904761905,0.002008276
Zotu36,Com_18127_neg,-0.843434712,0.008503234
Zotu2,Com_18196_pos,-0.874267171,0.004512386
Zotu59,Com_18228_pos,-0.880952381,0.00385032
Zotu48,Com_18266_pos,-0.847024363,0.007954271
Zotu314,Com_18295_neg,0.969781517,6.74E-05
Zotu73,Com_18301_pos,0.843434712,0.008503234
Zotu12,Com_18370_neg,-0.857142857,0.006530017
Zotu48,Com_18389_neg,-0.90840294,0.001791685
Zotu12,Com_18438_neg,-0.952380952,0.0002604
Zotu2,Com_18438_neg,-0.850314646,0.007471415
Zotu51,Com_18483_pos,-0.880952381,0.00385032
Zotu59,Com_1876_neg,-0.904761905,0.002008276
Zotu48,Com_1876_neg,-0.871575794,0.004798257
Zotu23,Com_1876_neg,-0.898219696,0.002438797
Zotu165,Com_18774_neg,-0.857142857,0.006530017
Zotu48,Com_18796_neg,-0.847024363,0.007954271
Zotu8,Com_1893_neg,0.857142857,0.006530017
Zotu187,Com_18936_pos,0.853912564,0.006965288
Zotu165,Com_1900_pos,-0.880952381,0.00385032
Zotu314,Com_19052_pos,0.945230086,0.000394052
Zotu12,Com_19059_pos,-0.857142857,0.006530017
Zotu104,Com_19158_neg,0.880952381,0.00385032
Zotu165,Com_1919_pos,-0.904761905,0.002008276
Zotu48,Com_19210_pos,-0.871575794,0.004798257
Zotu339,Com_19265_pos,-0.843434712,0.008503234
Zotu165,Com_1929_pos,-0.952380952,0.0002604
Zotu219,Com_19295_pos,-0.880952381,0.00385032
Zotu23,Com_19295_pos,0.910195959,0.001690861
Zotu48,Com_19406_pos,-0.834748647,0.009929687
Zotu68,Com_19536_pos,-0.932227236,0.000739205
Zotu2,Com_19578_pos,-0.910195959,0.001690861
Zotu48,Com_19585_pos,-0.969781517,6.74E-05
Zotu192,Com_19594_neg,0.880952381,0.00385032
Zotu68,Com_1969_neg,-0.868376055,0.005152949
Zotu100,Com_1970_neg,0.862290909,0.005872991
Zotu48,Com_1970_neg,0.945230086,0.000394052
Zotu68,Com_19721_pos,0.868376055,0.005152949
Zotu48,Com_19812_pos,-0.896127224,0.00258811
Zotu100,Com_1987_pos,0.886243434,0.003373343
Zotu59,Com_1987_pos,0.857142857,0.006530017
Zotu48,Com_1987_pos,0.883851509,0.003583935
Zotu24,Com_20010_pos,0.857142857,0.006530017
Zotu48,Com_20103_neg,-0.969781517,6.74E-05
Zotu23,Com_20107_pos,-0.838338383,0.009323116
Zotu48,Com_20237_pos,-0.871575794,0.004798257
Zotu114,Com_20246_pos,0.857142857,0.006530017
Zotu68,Com_20246_pos,-0.932227236,0.000739205
Zotu48,Com_20399_neg,-0.834748647,0.009929687
Zotu48,Com_2048_neg,-0.896127224,0.00258811
Zotu48,Com_20495_pos,-0.847024363,0.007954271
Zotu343,Com_20513_pos,-0.862290909,0.005872991
Zotu48,Com_20521_neg,-0.90840294,0.001791685
Zotu100,Com_20618_pos,0.850314646,0.007471415
Zotu51,Com_20627_pos,-0.904761905,0.002008276
Zotu30,Com_20627_pos,-0.857142857,0.006530017
Zotu314,Com_2069_pos,-0.834748647,0.009929687
Zotu32,Com_2081_pos,-0.850314646,0.007471415
Zotu23,Com_2081_pos,-0.946124747,0.000375312
Zotu125,Com_20926_pos,0.857142857,0.006530017
Zotu24,Com_21014_neg,-0.857142857,0.006530017
Zotu48,Com_21069_pos,-0.969781517,6.74E-05
Zotu100,Com_21086_pos,-0.886243434,0.003373343
Zotu48,Com_21086_pos,-0.945230086,0.000394052
Zotu165,Com_2110_pos,-0.857142857,0.006530017
Zotu167,Com_2110_pos,-0.939827251,0.000520392
Zotu48,Com_2115_neg,-0.969781517,6.74E-05
Zotu130,Com_212_neg,0.878310066,0.004103934
Zotu169,Com_2130_pos,0.834748647,0.009929687
Zotu10,Com_2130_pos,0.862290909,0.005872991
Zotu48,Com_21430_neg,-0.883851509,0.003583935
Zotu314,Com_21504_pos,0.883851509,0.003583935
Zotu48,Com_21511_pos,-0.847024363,0.007954271
Zotu32,Com_21598_pos,-0.946124747,0.000375312
Zotu51,Com_21598_pos,-0.857142857,0.006530017
Zotu48,Com_21692_pos,-0.871575794,0.004798257
Zotu23,Com_21780_pos,-0.922172222,0.001110817
Zotu68,Com_219_neg,-0.868376055,0.005152949
Zotu48,Com_21919_neg,0.90840294,0.001791685
Zotu48,Com_21922_neg,-0.883851509,0.003583935
Zotu12,Com_21958_pos,0.880952381,0.00385032
Zotu24,Com_21958_pos,0.857142857,0.006530017
Zotu119,Com_21987_pos,0.874267171,0.004512386
Zotu30,Com_2206_neg,0.880952381,0.00385032
Zotu48,Com_22087_neg,-0.883851509,0.003583935
Zotu68,Com_22149_neg,-0.855605819,0.00673489
Zotu32,Com_22246_pos,-0.898219696,0.002438797
Zotu24,Com_2233_neg,0.857142857,0.006530017
Zotu26,Com_22402_pos,-0.867532847,0.005249136
Zotu128,Com_22402_pos,0.874267171,0.004512386
Zotu167,Com_2243_neg,-0.963925385,0.000114214
Zotu104,Com_2251_neg,-0.857142857,0.006530017
Zotu9,Com_2251_neg,-0.879581914,0.003980559
Zotu314,Com_2265_pos,-0.871575794,0.004798257
Zotu48,Com_2269_neg,-0.847024363,0.007954271
Zotu314,Com_2294_pos,0.969781517,6.74E-05
Zotu48,Com_22958_pos,0.834748647,0.009929687
Zotu130,Com_22980_pos,-0.878310066,0.004103934
Zotu192,Com_22980_pos,0.857142857,0.006530017
Zotu10,Com_2336_pos,0.898219696,0.002438797
Zotu57,Com_23391_pos,-0.904761905,0.002008276
Zotu44,Com_23391_pos,-0.880952381,0.00385032
Zotu100,Com_2349_pos,0.898219696,0.002438797
Zotu1,Com_2349_pos,-0.951502571,0.000274893
Zotu48,Com_23516_pos,-0.969781517,6.74E-05
Zotu48,Com_23534_pos,-0.871575794,0.004798257
Zotu48,Com_2363_neg,-0.847024363,0.007954271
Zotu165,Com_237_neg,-0.857142857,0.006530017
Zotu23,Com_2375_pos,-0.898219696,0.002438797
Zotu48,Com_23754_pos,-0.871575794,0.004798257
Zotu10,Com_23762_pos,0.898219696,0.002438797
Zotu343,Com_2378_pos,-0.850314646,0.007471415
Zotu73,Com_23806_pos,0.879581914,0.003980559
Zotu48,Com_23854_pos,-0.847024363,0.007954271
Zotu314,Com_23854_pos,0.847024363,0.007954271
Zotu48,Com_23976_pos,-0.90840294,0.001791685
Zotu48,Com_24002_pos,-0.871575794,0.004798257
Zotu48,Com_2407_pos,0.847024363,0.007954271
Zotu314,Com_2407_pos,-0.871575794,0.004798257
Zotu165,Com_246_pos,-0.857142857,0.006530017
Zotu48,Com_24741_pos,-0.871575794,0.004798257
Zotu14,Com_2476_pos,-0.884994777,0.003482252
Zotu48,Com_2485_pos,-0.871575794,0.004798257
Zotu100,Com_25_pos,0.838338383,0.009323116
Zotu59,Com_25_pos,0.904761905,0.002008276
Zotu48,Com_25_pos,0.847024363,0.007954271
Zotu13,Com_25104_pos,0.922172222,0.001110817
Zotu314,Com_2528_neg,0.932954371,0.000716066
Zotu48,Com_25379_pos,-0.847024363,0.007954271
Zotu23,Com_25429_pos,-0.862290909,0.005872991
Zotu169,Com_2552_neg,-0.896127224,0.00258811
Zotu187,Com_2552_neg,-0.853912564,0.006965288
Zotu30,Com_25783_pos,-0.880952381,0.00385032
Zotu48,Com_2583_pos,-0.847024363,0.007954271
Zotu12,Com_2609_pos,-0.952380952,0.0002604
Zotu48,Com_2624_neg,0.883851509,0.003583935
Zotu48,Com_2633_neg,0.969781517,6.74E-05
Zotu36,Com_26358_pos,-0.867532847,0.005249136
Zotu119,Com_26435_pos,0.850314646,0.007471415
Zotu59,Com_26605_pos,-0.857142857,0.006530017
Zotu130,Com_267_pos,0.878310066,0.004103934
Zotu114,Com_267_pos,-0.880952381,0.00385032
Zotu48,Com_2709_pos,-0.932954371,0.000716066
Zotu24,Com_27111_pos,0.928571429,0.000862968
Zotu24,Com_2712_neg,0.857142857,0.006530017
Zotu130,Com_2714_pos,0.853912564,0.006965288
Zotu114,Com_2714_pos,-0.928571429,0.000862968
Zotu68,Com_272_neg,-0.868376055,0.005152949
Zotu48,Com_27258_pos,-0.847024363,0.007954271
Zotu219,Com_2744_pos,0.857142857,0.006530017
Zotu48,Com_27520_pos,-0.969781517,6.74E-05
Zotu339,Com_2753_pos,-0.927778183,0.000891495
Zotu48,Com_27670_pos,-0.932954371,0.000716066
Zotu51,Com_2770_pos,-0.904761905,0.002008276
Zotu30,Com_2770_pos,-0.857142857,0.006530017
Zotu339,Com_2775_neg,-0.843434712,0.008503234
Zotu314,Com_28_pos,-0.932954371,0.000716066
Zotu343,Com_28025_pos,-0.898219696,0.002438797
Zotu1,Com_28025_pos,-0.878310066,0.004103934
Zotu31,Com_28054_pos,0.850314646,0.007471415
Zotu1,Com_28054_pos,-0.853912564,0.006965288
Zotu30,Com_28140_pos,-0.904761905,0.002008276
Zotu48,Com_28186_pos,-0.847024363,0.007954271
Zotu32,Com_283_pos,-0.886243434,0.003373343
Zotu165,Com_283_pos,-0.857142857,0.006530017
Zotu51,Com_283_pos,-0.952380952,0.0002604
Zotu48,Com_2835_pos,-0.871575794,0.004798257
Zotu125,Com_2838_pos,-0.857142857,0.006530017
Zotu10,Com_2858_pos,0.898219696,0.002438797
Zotu314,Com_2916_pos,-0.945230086,0.000394052
Zotu48,Com_2927_pos,0.871575794,0.004798257
Zotu48,Com_2931_pos,-0.847024363,0.007954271
Zotu339,Com_29336_pos,0.891630982,0.002928681
Zotu48,Com_29393_pos,-0.847024363,0.007954271
Zotu48,Com_29398_pos,-0.847024363,0.007954271
Zotu314,Com_2940_neg,0.871575794,0.004798257
Zotu125,Com_2960_pos,0.857142857,0.006530017
Zotu48,Com_297_neg,-0.847024363,0.007954271
Zotu114,Com_2971_neg,-0.880952381,0.00385032
Zotu165,Com_2983_pos,0.976190476,3.31E-05
Zotu30,Com_3030_pos,-0.857142857,0.006530017
Zotu13,Com_3095_pos,0.922172222,0.001110817
Zotu51,Com_31_pos,-0.928571429,0.000862968
Zotu30,Com_31_pos,-0.880952381,0.00385032
Zotu32,Com_3101_pos,-0.862290909,0.005872991
Zotu165,Com_3101_pos,-0.880952381,0.00385032
Zotu51,Com_3101_pos,-0.904761905,0.002008276
Zotu68,Com_311_neg,-0.855605819,0.00673489
Zotu48,Com_3118_neg,-0.883851509,0.003583935
Zotu48,Com_3121_pos,-0.847024363,0.007954271
Zotu130,Com_3124_pos,0.853912564,0.006965288
Zotu51,Com_3124_pos,-0.880952381,0.00385032
Zotu314,Com_3169_neg,0.945230086,0.000394052
Zotu9,Com_3366_pos,-0.891630982,0.002928681
Zotu32,Com_338_neg,-0.898219696,0.002438797
Zotu23,Com_338_neg,-0.874267171,0.004512386
Zotu48,Com_3573_pos,0.969781517,6.74E-05
Zotu48,Com_3591_pos,0.945230086,0.000394052
Zotu48,Com_3609_pos,-0.932954371,0.000716066
Zotu14,Com_3616_neg,-0.860748345,0.006065193
Zotu146,Com_3616_neg,-0.904761905,0.002008276
Zotu100,Com_3640_neg,0.838338383,0.009323116
Zotu59,Com_3640_neg,0.857142857,0.006530017
Zotu48,Com_3640_neg,0.847024363,0.007954271
Zotu187,Com_3657_pos,0.853912564,0.006965288
Zotu14,Com_3683_pos,0.860748345,0.006065193
Zotu165,Com_3703_pos,-0.857142857,0.006530017
Zotu68,Com_3703_pos,0.906686764,0.001891774
Zotu12,Com_3722_neg,0.857142857,0.006530017
Zotu314,Com_3745_neg,-0.896127224,0.00258811
Zotu48,Com_3767_neg,-0.847024363,0.007954271
Zotu63,Com_3775_pos,0.952380952,0.0002604
Zotu48,Com_378_pos,-0.871575794,0.004798257
Zotu314,Com_3787_pos,0.883851509,0.003583935
Zotu24,Com_3791_pos,-0.857142857,0.006530017
Zotu104,Com_3795_pos,0.857142857,0.006530017
Zotu100,Com_3849_neg,-0.862290909,0.005872991
Zotu48,Com_3849_neg,-0.945230086,0.000394052
Zotu100,Com_3872_pos,0.838338383,0.009323116
Zotu59,Com_3872_pos,0.857142857,0.006530017
Zotu48,Com_3881_neg,-0.969781517,6.74E-05
Zotu314,Com_3881_pos,-0.945230086,0.000394052
Zotu63,Com_3895_neg,-0.880952381,0.00385032
Zotu48,Com_3900_pos,-0.871575794,0.004798257
Zotu73,Com_3932_pos,0.903680049,0.002075752
Zotu48,Com_3935_pos,-0.90840294,0.001791685
Zotu314,Com_3935_pos,0.834748647,0.009929687
Zotu314,Com_3970_pos,0.883851509,0.003583935
Zotu314,Com_3981_neg,-0.883851509,0.003583935
Zotu314,Com_3990_pos,-0.90840294,0.001791685
Zotu48,Com_3992_pos,-0.90840294,0.001791685
Zotu48,Com_4_neg,0.90840294,0.001791685
Zotu63,Com_4017_neg,0.880952381,0.00385032
Zotu314,Com_4018_neg,0.896127224,0.00258811
Zotu13,Com_4081_neg,-0.910195959,0.001690861
Zotu73,Com_4105_pos,-0.843434712,0.008503234
Zotu165,Com_4119_neg,0.880952381,0.00385032
Zotu167,Com_4119_neg,0.85548378,0.00675133
Zotu339,Com_4139_pos,0.879581914,0.003980559
Zotu146,Com_4171_neg,-0.880952381,0.00385032
Zotu48,Com_4185_pos,-0.847024363,0.007954271
Zotu114,Com_419_neg,-0.857142857,0.006530017
Zotu51,Com_4208_neg,-0.928571429,0.000862968
Zotu30,Com_4208_neg,-0.880952381,0.00385032
Zotu12,Com_4211_pos,0.904761905,0.002008276
