"Source","Target","cor","p"
"Zotu91","Com_1_neg",0.838338383339281,0.00932311573505595
"Zotu609","Com_1_neg",0.850314645958414,0.00747141463995349
"Zotu325","Com_1_neg",-0.898219696434944,0.00243879679638237
"Zotu196","Com_1_neg",0.934148484292342,0.000679105745231112
"Zotu281","Com_1_neg",-0.886243433815812,0.00337334293235236
"Zotu419","Com_1_neg",0.904761904761905,0.00200827550542959
"Zotu2146","Com_1_neg",-0.886243433815812,0.00337334293235236
"Zotu1607","Com_1_neg",0.898219696434944,0.00243879679638237
"Zotu924","Com_1_neg",0.928571428571429,0.000862968182899992
"Zotu414","Com_1_neg",-0.957734073813522,0.000182827502893002
"Zotu930","Com_1_neg",-0.84343471224579,0.00850323414517939
"Zotu36","Com_1_neg",0.904761904761905,0.00200827550542959
"Zotu1392","Com_1_neg",-0.904761904761905,0.00200827550542959
"Zotu218","Com_1_neg",0.96392538542376,0.000114214198257745
"Zotu593","Com_1_neg",-0.857142857142857,0.00653001725471536
"Zotu351","Com_100_neg",-0.871575793648919,0.00479825734117556
"Zotu497","Com_100_neg",-0.904761904761905,0.00200827550542959
"Zotu1078","Com_100_neg",-0.903680048834775,0.00207575159377349
"Zotu184","Com_100_neg",-0.904761904761905,0.00200827550542959
"Zotu236","Com_100_neg",-0.880952380952381,0.00385032046373235
"Zotu2100","Com_100_neg",-0.946124746911475,0.000375311873790363
"Zotu188","Com_100_neg",-0.857142857142857,0.00653001725471536
"Zotu693","Com_100_neg",-0.883851509052425,0.00358393515743716
"Zotu1560","Com_100_neg",-0.951876318105963,0.000268663259848312
"Zotu1720","Com_100_neg",-0.849805034798334,0.00754494183134957
"Zotu661","Com_100_neg",0.853912563829967,0.00696528831948062
"Zotu127","Com_100_neg",-0.928571428571429,0.000862968182899992
"Zotu44","Com_100_neg",0.904761904761905,0.00200827550542959
"Zotu173","Com_10015_pos",0.891630981516978,0.00292868090613485
"Zotu107","Com_10015_pos",0.838338383339281,0.00932311573505595
"Zotu95","Com_10015_pos",0.928571428571429,0.000862968182899992
"Zotu497","Com_10015_pos",-0.880952380952381,0.00385032046373235
"Zotu842","Com_10015_pos",0.898219696434944,0.00243879679638237
"Zotu228","Com_10015_pos",-0.928571428571429,0.000862968182899992
"Zotu439","Com_10015_pos",-0.84343471224579,0.00850323414517939
"Zotu459","Com_10015_pos",-0.857142857142857,0.00653001725471536
"Zotu701","Com_10015_pos",-0.880952380952381,0.00385032046373235
"Zotu311","Com_10015_pos",-0.904761904761905,0.00200827550542959
"Zotu267","Com_10015_pos",0.880952380952381,0.00385032046373235
"Zotu1981","Com_10015_pos",0.850314645958414,0.00747141463995349
"Zotu988","Com_10015_pos",0.97007727214974,6.54855883110983e-05
"Zotu460","Com_10015_pos",0.838338383339281,0.00932311573505595
"Zotu124","Com_10015_pos",-0.904761904761905,0.00200827550542959
"Zotu2109","Com_10015_pos",-0.874267171196679,0.00451238560365086
"Zotu108","Com_10032_pos",0.857142857142857,0.00653001725471536
"Zotu976","Com_10032_pos",0.850314645958414,0.00747141463995349
"Zotu274","Com_10076_pos",0.880952380952381,0.00385032046373235
"Zotu248","Com_10076_pos",-0.850314645958414,0.00747141463995349
"Zotu1314","Com_10076_pos",-0.879581914199181,0.00398055887902271
"Zotu611","Com_10076_pos",0.857142857142857,0.00653001725471536
"Zotu162","Com_10076_pos",-0.904761904761905,0.00200827550542959
"Zotu212","Com_10076_pos",-0.857142857142857,0.00653001725471536
"Zotu610","Com_10076_pos",0.910195959054077,0.00169086088623827
"Zotu821","Com_10094_pos",0.880952380952381,0.00385032046373235
"Zotu108","Com_10094_pos",0.904761904761905,0.00200827550542959
"Zotu96","Com_10094_pos",0.904761904761905,0.00200827550542959
"Zotu1237","Com_10094_pos",-0.879581914199181,0.00398055887902271
"Zotu209","Com_10094_pos",-0.880952380952381,0.00385032046373235
"Zotu808","Com_10094_pos",-0.880952380952381,0.00385032046373235
"Zotu872","Com_10094_pos",-0.902707567477393,0.00213764690910878
"Zotu1159","Com_1010_neg",-0.874267171196679,0.00451238560365086
"Zotu493","Com_1010_neg",-0.855483779563587,0.0067513302509381
"Zotu1370","Com_1010_neg",-0.891630981516978,0.00292868090613485
"Zotu421","Com_1010_neg",-0.880952380952381,0.00385032046373235
"Zotu1159","Com_10103_pos",0.850314645958414,0.00747141463995349
"Zotu1525","Com_10103_pos",0.848625128695526,0.00771694675976597
"Zotu55","Com_10103_pos",-0.834748647438402,0.00992968710061115
"Zotu943","Com_10103_pos",0.952380952380952,0.000260400024387319
"Zotu492","Com_10103_pos",0.898219696434944,0.00243879679638237
"Zotu807","Com_10103_pos",-0.862290908577547,0.00587299067229696
"Zotu1359","Com_10103_pos",-0.976190476190476,3.31439602621053e-05
"Zotu245","Com_10103_pos",-0.857142857142857,0.00653001725471536
"Zotu375","Com_10103_pos",-0.880952380952381,0.00385032046373235
"Zotu1091","Com_10103_pos",-0.927105069301107,0.000916180197308325
"Zotu608","Com_10103_pos",0.898219696434944,0.00243879679638237
"Zotu247","Com_10103_pos",-0.928571428571429,0.000862968182899992
