Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu2742,1,0,0,5.63E-220,0,290,0,0
Zotu1051,1,0,0,1.35E-167,0,102,0,0
Zotu3321,1,0,0,1.35E-167,0,89,0,0
Zotu3800,1,0,0,5.63E-220,0,315,0,0
Zotu1535,1,0,0,3.52E-147,0,47,-1,0
Zotu722,2,0,0,5.28E-72,1,17,-0.447213595,0
Zotu1303,3,39,64,3.47E-54,0,1,0.87438565,0
Zotu774,1,0,0,1.35E-167,0,83,0,0
Zotu5206,2,3,3,1.18E-136,0,27,0.816496581,0
Zotu1291,1,0,0,5.63E-220,0,160,0,0
Zotu1906,1,0,0,5.63E-220,0,146,0,0
Zotu2438,2,0,0,6.45E-115,1,70,0,0
Zotu357,1,0,0,6.08E-123,0,19,-0.894427191,0
Zotu1986,2,1,1,2.69E-167,0,83,0,0
Zotu4710,1,0,0,6.39E-62,0,4,-1.050210063,0
Zotu1213,1,0,0,5.88E-137,0,60,-0.577350269,0
Zotu998,1,0,0,5.63E-220,0,154,0,0
Zotu2601,1,0,0,5.63E-220,0,148,0,0
Zotu536,1,0,0,5.63E-220,0,168,0,0
Zotu606,1,0,0,5.63E-220,0,157,0,0
Zotu126,3,0,0,3.71E-49,1,39,0.204124145,0
Zotu3057,1,0,0,5.63E-220,0,210,0,0
Zotu2401,1,0,0,5.63E-220,0,176,0,0
Zotu2091,2,5,5,1.29E-44,0,13,-0.441726104,0
Zotu847,3,0,0,3.71E-49,1,39,0.204124145,0
Zotu335,1,0,0,5.63E-220,0,153,0,0
Zotu468,1,0,0,5.63E-220,0,187,0,0
Zotu876,3,9,12,9.35E-72,0.333333333,9,1.020620726,0
Zotu3208,1,0,0,1.05E-72,0,17,-1.788854382,0
Zotu520,2,28,28,6.21E-79,0,6,-0.185695338,0
Zotu749,1,0,0,1.35E-167,0,114,0,0
Zotu2532,1,0,0,1.52E-12,0,2,-1.36438208,0
Zotu2550,4,9,9,4.15E-109,0,25,2.110579412,0
Zotu3459,1,0,0,5.63E-220,0,261,0,0
Zotu1607,2,4,5,2.78E-72,0,17,-0.447213595,0
Zotu1435,1,0,0,1.73E-56,0,5,-0.87811408,0
Zotu229,3,3,3,1.76E-136,0,64,1.732050808,0
Zotu509,5,36,36,1.41E-43,0.3,3,2.412090757,0
Zotu1376,1,0,0,5.63E-220,0,325,0,0
Zotu271,1,0,0,5.63E-220,0,323,0,0
Zotu945,2,4,5,2.55E-102,0,18,0,0
Zotu3043,1,0,0,4.18E-99,0,10,-1.870828693,0
Zotu1083,3,0,0,3.12E-44,1,13,0.331294578,0
Zotu678,1,0,0,5.63E-220,0,316,0,0
Zotu4501,3,13.36666667,34,1.91E-55,0,20,0.497468338,0
Zotu504,3,49,78,6.00E-20,0,0,0.271652684,0
Zotu1452,1,0,0,6.57E-57,0,5,-0.87811408,0
Zotu1838,3,0.5,1,3.41E-70,0.666666667,54,0.588348405,0
Zotu526,2,1,1,2.69E-167,0,123,0,0
Zotu1193,1,0,0,1.35E-167,0,143,0,0
Zotu4159,5,4,12,0.425325404,0.6,38,1,0
Zotu1336,2,1,1,2.69E-167,0,120,0,0
Zotu892,1,0,0,5.63E-220,0,310,0,0
Zotu1946,2,2,2,5.69E-147,0,47,1,0
Zotu798,1,0,0,5.63E-220,0,307,0,0
Zotu1885,2,8,8,1.54E-107,0,16,0.277350098,0
Zotu1009,2,0,0,6.45E-115,1,79,0,0
Zotu1766,1,0,0,5.63E-220,0,326,0,0
Zotu638,1,0,0,5.63E-220,0,305,0,0
Zotu2251,1,0,0,5.63E-220,0,304,0,0
Zotu896,1,0,0,5.63E-220,0,302,0,0
Zotu2410,1,0,0,1.35E-167,0,140,0,0
Zotu558,1,0,0,5.63E-220,0,298,0,0
Zotu1407,1,0,0,5.63E-220,0,297,0,0
Zotu1399,1,0,0,5.63E-220,0,295,0,0
Zotu882,2,3,3,5.96E-127,0,32,0.5,0
Zotu4789,2,1,1,6.45E-115,0,51,0,0
Zotu604,3,0,0,1.17E-43,1,3,0.603022689,0
Zotu1853,1,0,0,5.88E-137,0,63,-0.577350269,0
Zotu1172,1,0,0,5.63E-220,0,294,0,0
Zotu2033,1,0,0,1.35E-167,0,144,0,0
Zotu1731,2,0,0,6.45E-115,1,79,0,0
Zotu1032,1,0,0,5.63E-220,0,292,0,0
Zotu121,2,1,1,2.69E-167,0,114,0,0
Zotu637,1,0,0,5.63E-220,0,290,0,0
Zotu2885,1,0,0,5.63E-220,0,289,0,0
Zotu925,1,0,0,5.63E-220,0,288,0,0
Zotu399,2,0,0,5.43E-79,1,6,-0.185695338,0
Zotu597,1,0,0,5.63E-220,0,287,0,0
Zotu1668,1,0,0,5.63E-220,0,286,0,0
Zotu3754,1,0,0,5.63E-220,0,285,0,0
Zotu118,1,0,0,5.47E-131,0,23,-1.414213562,0
Zotu254,1,0,0,1.35E-167,0,130,0,0
Zotu2222,1,0,0,5.88E-137,0,64,-0.577350269,0
Zotu2152,2,1,1,2.69E-167,0,143,0,0
Zotu613,2,5,6,1.85E-72,0,9,-0.40824829,0
Zotu2063,1,0,0,5.63E-220,0,282,0,0
Zotu1223,2,0.5,1,3.48E-102,0,18,0,0
Zotu742,1,0,0,5.63E-220,0,281,0,0
Zotu463,1,0,0,5.63E-220,0,280,0,0
Zotu753,2,2,2,5.69E-147,0,45,1,0
Zotu1505,2,2,2,5.69E-147,0,43,1,0
Zotu439,2,0,0,6.45E-115,1,67,0,0
Zotu1091,3,3,3,1.76E-136,0,63,1.732050808,0
Zotu452,2,0,0,6.45E-115,1,76,0,0
Zotu1485,3,39,39,9.57E-105,0,7,1.5,0
Zotu4868,1,0,0,5.63E-220,0,276,0,0
Zotu396,2,1,1,2.69E-167,0,132,0,0
Zotu1826,1,0,0,2.98E-127,0,15,-1.58113883,0
Zotu2442,1,0,0,5.63E-220,0,274,0,0
Zotu1145,1,0,0,5.63E-220,0,272,0,0
Zotu115,2,0,0,6.45E-115,1,76,0,0
Zotu2804,1,0,0,5.63E-220,0,271,0,0
Zotu106,1,0,0,5.63E-220,0,281,0,0
Zotu459,2,10,10,9.18E-80,0,6,-0.185695338,0
Zotu13038,2,0,0,2.89E-82,1,56,-0.816496581,0
Zotu4433,3,0,0,1.84E-53,1,35,0,0
Zotu311,2,24,24,4.06E-79,0,6,-0.185695338,0
Zotu2218,2,1,1,2.69E-167,0,141,0,0
Zotu3175,1,0,0,5.63E-220,0,268,0,0
Zotu1657,1,0,0,5.63E-220,0,267,0,0
Zotu2419,4,2,6,9.88E-12,0.833333333,2,0.868243142,0
Zotu521,3,2,2,1.80E-102,0.333333333,72,1.414213562,0
Zotu8730,1,0,0,2.51E-62,0,4,-1.050210063,0
Zotu1162,1,0,0,5.63E-220,0,266,0,0
Zotu695,1,0,0,5.63E-220,0,265,0,0
Zotu2453,2,1,1,2.69E-167,0,92,0,0
Zotu1746,1,0,0,5.63E-220,0,263,0,0
Zotu2214,3,14,28,1.81E-61,0.666666667,4,0.770154046,0
Zotu1181,3,21,29,4.19E-62,0,4,0.770154046,0
Zotu3768,1,0,0,1.35E-167,0,137,0,0
Zotu4958,1,0,0,5.63E-220,0,261,0,0
Zotu1564,4,102.5,163,1.79E-19,0,0,1.164225789,0
Zotu1526,1,0,0,3.02E-105,0,11,-0.774596669,0
Zotu764,2,0,0,2.69E-70,1,54,-0.39223227,0
Zotu752,1,0,0,1.35E-167,0,138,0,0
Zotu535,2,0,0,7.88E-73,1,53,-0.5,0
Zotu7365,1,0,0,1.35E-167,0,136,0,0
Zotu2480,1,0,0,1.35E-167,0,98,0,0
Zotu1934,3,0,0,0.262865556,1,38,-1,0
Zotu715,3,2.5,5,1.61E-70,0.666666667,8,0.904534034,0
Zotu2210,1,0,0,5.63E-220,0,257,0,0
Zotu793,2,0,0,6.45E-115,1,82,0,0
Zotu1024,1,0,0,5.63E-220,0,289,0,0
Zotu1581,1,0,0,3.52E-147,0,41,-1,0
Zotu1018,2,1,1,2.69E-167,0,105,0,0
Zotu1050,2,0,0,6.45E-115,1,73,0,0
Zotu1158,1,0,0,5.63E-220,0,254,0,0
Zotu1487,1,0,0,1.35E-167,0,134,0,0
Zotu88,1,0,0,5.63E-220,0,256,0,0
Zotu19051,1,0,0,5.63E-220,0,252,0,0
Zotu2408,1,0,0,2.54E-120,0,22,-0.894427191,0
Zotu4886,1,0,0,5.63E-220,0,251,0,0
Zotu2734,1,0,0,5.63E-220,0,250,0,0
Zotu1553,1,0,0,1.41E-70,0,52,-1.372812946,0
Zotu4510,1,0,0,5.63E-220,0,249,0,0
Zotu7744,2,1,1,2.69E-167,0,133,0,0
Zotu516,1,0,0,5.63E-220,0,274,0,0
Zotu2230,1,0,0,5.63E-220,0,248,0,0
Zotu674,1,0,0,1.35E-167,0,125,0,0
Zotu1834,1,0,0,3.52E-147,0,40,-1,0
Zotu533,3,14,17,8.01E-71,0,8,0.904534034,0
Zotu1205,1,0,0,5.63E-220,0,245,0,0
Zotu1025,1,0,0,5.63E-220,0,244,0,0
Zotu5145,3,1,2,1.04E-72,0.666666667,53,0.75,0
Zotu2373,1,0,0,5.63E-220,0,242,0,0
Zotu3989,3,29,29,4.20E-105,0,7,1.5,0
Zotu4157,4,12,12,3.71E-107,0,16,2.218800785,0
Zotu560,1,0,0,5.63E-220,0,279,0,0
Zotu1069,1,0,0,5.63E-220,0,239,0,0
Zotu991,3,0,0,1.84E-53,1,35,0,0
Zotu1037,1,0,0,5.63E-220,0,308,0,0
Zotu1533,2,36,36,6.55E-105,0,7,0.2,0
Zotu3636,1,0,0,3.15E-62,0,4,-1.050210063,0
Zotu2667,1,0,0,6.49E-56,0,20,-1.350271204,0
Zotu5617,1,0,0,5.63E-220,0,236,0,0
Zotu3498,2,0,0,6.45E-115,1,71,0,0
Zotu18441,1,0,0,5.63E-220,0,234,0,0
Zotu1611,1,0,0,7.86E-76,0,50,-0.707106781,0
Zotu1725,1,0,0,3.60E-91,0,44,-0.912870929,0
Zotu3426,1,0,0,1.35E-167,0,100,0,0
Zotu685,1,0,0,5.63E-220,0,233,0,0
Zotu1342,1,0,0,1.35E-167,0,129,0,0
Zotu1306,1,0,0,3.52E-147,0,43,-1,0
Zotu1154,1,0,0,3.52E-147,0,43,-1,0
Zotu1043,1,0,0,1.35E-167,0,97,0,0
Zotu1094,4,41,65,1.82E-61,0.166666667,4,1.680336101,0
Zotu1651,1,0,0,1.35E-167,0,113,0,0
Zotu343,1,0,0,5.63E-220,0,232,0,0
Zotu1442,1,0,0,5.88E-137,0,63,-0.577350269,0
Zotu3579,4,3.5,4,3.80E-70,0.333333333,52,1.568929081,0
Zotu2670,1,0,0,5.88E-137,0,30,-1.224744871,0
Zotu1066,1,0,0,5.63E-220,0,231,0,0
Zotu483,1,0,0,4.20E-105,0,7,-1.1,0
Zotu2463,1,0,0,5.63E-220,0,230,0,0
Zotu2030,1,0,0,5.88E-137,0,60,-0.577350269,0
Zotu924,1,0,0,5.63E-220,0,229,0,0
Zotu1021,1,0,0,5.63E-220,0,228,0,0
Zotu453,1,0,0,1.35E-167,0,132,0,0
Zotu345,1,0,0,5.63E-220,0,226,0,0
Zotu3596,1,0,0,3.79E-80,0,14,-0.801783726,0
Zotu1082,1,0,0,5.63E-220,0,276,0,0
Zotu634,2,1,1,2.69E-167,0,128,0,0
Zotu4819,1,0,0,5.63E-220,0,253,0,0
Zotu3377,2,3,3,1.18E-136,0,28,0.816496581,0
Zotu907,1,0,0,5.88E-137,0,27,-1.224744871,0
Zotu1603,1,0,0,5.63E-220,0,241,0,0
Zotu19450,1,0,0,5.63E-220,0,311,0,0
Zotu15796,1,0,0,5.63E-220,0,224,0,0
Zotu17255,1,0,0,1.35E-167,0,124,0,0
Zotu3286,1,0,0,1.35E-167,0,126,0,0
Zotu5309,1,0,0,3.52E-147,0,41,-1,0
Zotu14877,1,0,0,5.63E-220,0,221,0,0
Zotu6366,1,0,0,1.35E-167,0,142,0,0
Zotu7254,2,4,4,1.18E-136,0,29,0.816496581,0
Zotu3806,1,0,0,6.62E-57,0,5,-0.87811408,0
Zotu4207,3,17.5,35,4.53E-56,0.666666667,5,0.65858556,0
Zotu505,1,0,0,1.35E-167,0,86,0,0
Zotu5772,1,0,0,5.63E-220,0,217,0,0
Zotu3198,1,0,0,5.63E-220,0,216,0,0
Zotu3756,2,4,4,9.86E-131,0,23,0.707106781,0
Zotu285,1,0,0,5.63E-220,0,277,0,0
Zotu9,3,0,0,3.12E-44,1,13,0.331294578,0
Zotu2551,1,0,0,5.63E-220,0,215,0,0
Zotu2682,3,0.5,1,2.30E-77,0.666666667,55,1,0
Zotu2377,1,0,0,5.63E-220,0,240,0,0
Zotu9590,1,0,0,1.35E-167,0,94,0,0
Zotu9227,1,0,0,5.63E-220,0,212,0,0
Zotu2918,1,0,0,5.63E-220,0,210,0,0
Zotu1462,1,0,0,5.63E-220,0,225,0,0
Zotu19511,1,0,0,5.63E-220,0,255,0,0
Zotu2460,1,0,0,5.63E-220,0,209,0,0
Zotu961,1,0,0,1.18E-105,0,7,-1.1,0
Zotu7345,1,0,0,5.63E-220,0,232,0,0
Zotu4480,2,10,14,4.74E-14,0,2,-0.620173673,0
Zotu586,1,0,0,5.63E-220,0,259,0,0
Zotu496,2,11,11,2.36E-105,0,7,0.2,0
Zotu2589,2,1,1,2.69E-167,0,110,0,0
Zotu2861,2,6,7,3.47E-71,0,8,-0.301511345,0
Zotu5475,1,0,0,1.09E-107,0,16,-0.693375245,0
Zotu5426,1,0,0,5.63E-220,0,306,0,0
Zotu966,2,3,3,5.96E-127,0,34,0.5,0
Zotu1642,2,1,1,2.69E-167,0,119,0,0
